,group,variable,month,ABANDONO DE MÉTODO ANTICONCEPTIVO 10 A 14,ABANDONO DE MÉTODO ANTICONCEPTIVO 15 A 19,ABANDONO DE MÉTODO ANTICONCEPTIVO 20 A 34,ABANDONO DE MÉTODO ANTICONCEPTIVO 35 A 49,ABANDONO DE MÉTODO ANTICONCEPTIVO 50 Y +,ABANDONO DE MÉTODO ANTICONCEPTIVO < A 10,TOTALES
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,9,3,0,0,12
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,10,3,0,0,14
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,2,1,0,0,0,3
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,2,7,2,0,0,11
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,2,1,0,0,4
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,5,3,0,0,8
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,2,0,0,4
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,13,0,0,0,13
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,1,0,0,3
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,1,0,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,2,8,0,0,0,10
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,4,2,0,0,6
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,1,0,0,2
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,2,0,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,3,1,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,6,50,13,0,0,69
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,1,1,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,1,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,2,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,2,15,0,0,0,17
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,5,1,0,0,6
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,1,0,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,4,0,0,0,4
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,3,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,5,1,0,0,6
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,0,0,2,0,0,0,2
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-08-01,1,0,0,0,0,0,1
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,2,0,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,2,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,6,1,1,0,8
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,0,1,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,0,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,11,1,0,0,13
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,2,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,2,0,0,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,4,1,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,4,0,0,0,4
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,1,0,0,0,2
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,0,0,0,3
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,1,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,2,1,0,0,4
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,0,1,0,0,2
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,0,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,0,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,2,10,2,0,0,14
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,0,0,1,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,3,3,0,0,0,6
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,0,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,0,0,0,3
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,2,3,0,0,0,5
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,9,2,0,0,12
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,2,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,2,2,0,0,5
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,8,0,1,0,9
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,3,12,4,0,0,19
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,1,0,0,0,2
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,5,0,0,0,5
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,0,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,0,0,0,3
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,10,4,1,0,16
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,2,0,0,0,3
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,2,0,0,0,2
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,2,0,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,1,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,1,0,0,4
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,1,2,2,2,0,0,7
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,3,0,0,0,4
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,5,0,0,0,5
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,3,0,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,1,1,1,0,0,3
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,0,1,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-09-01,0,0,1,0,0,0,1
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,1,0,0,3
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,0,0,0,2
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,1,0,0,3
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,1,3,0,0,0,0,4
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,2,0,0,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,10,1,0,0,11
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,1,0,0,2
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,13,5,0,0,18
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,3,0,0,0,3
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,0,1,0,0,1
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",abandono de metodo anticonceptivo,2024-10-01,0,1,0,0,0,0,1
