,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,69,3,0,0,78
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,15,12,0,0,30
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,12,6,6,0,0,24
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,3,0,0,18
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,15,78,27,0,0,120
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,18,6,0,0,24
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,1,15,4,0,0,20
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,0,24,12,0,0,39
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,6,0,0,15
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,9,6,3,0,21
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,39,21,3,0,66
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,42,18,0,0,60
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,9,12,0,0,27
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,9,0,0,24
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,0,0,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,3,0,12
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,12,30,24,0,0,69
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,21,15,0,0,36
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,3,0,0,18
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,9,36,6,0,0,51
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,21,9,0,0,33
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,0,12,6,3,0,24
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,9,0,0,18
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,45,38,0,0,89
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,54,6,0,0,60
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,3,0,0,9
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,12,0,0,24
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,0,0,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,3,0,0,18
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,24,6,0,0,30
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,21,84,27,0,0,132
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,88,901,355,30,0,1377
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,21,15,0,0,36
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,36,24,0,0,66
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,18,12,0,0,33
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,9,3,0,27
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,0,0,0,12
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,3,0,0,9
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,15,57,12,0,0,84
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,30,3,0,0,36
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,36,27,0,0,69
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,6,0,0,6
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,7,1,0,0,8
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,33,150,75,0,0,258
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,21,9,0,0,30
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,6,0,0,21
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,18,15,0,0,39
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,3,3,0,12
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,34,376,148,0,0,558
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,9,21,12,0,0,42
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,9,0,0,24
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,12,21,12,0,0,45
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,12,0,0,15
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,9,9,3,0,27
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,45,21,0,0,66
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,27,21,0,0,48
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,3,0,0,12
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,12,9,0,0,24
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,3,0,0,18
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,8,2,0,0,10
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,6,0,0,21
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,1,1,19,16,0,0,37
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,9,0,0,0,12
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,33,15,0,0,51
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,24,0,0,39
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,3,0,6
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,0,3,3,0,0,9
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,9,3,0,0,15
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,15,0,0,27
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,0,0,0,9
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,6,3,0,21
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,6,0,0,15
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,12,30,6,0,0,48
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,6,0,0,15
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,62,354,101,0,0,517
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,9,0,0,15
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,9,9,0,0,21
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,3,0,0,18
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,12,81,24,0,0,117
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,0,0,0,9
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,6,0,0,6
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,6,6,0,0,18
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,13,0,0,19
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,9,0,0,0,12
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,15,3,0,33
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,0,0,0,9
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,27,21,0,0,48
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,21,6,0,0,30
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,3,0,0,12
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,6,0,0,12
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,66,24,3,0,99
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,5,23,6,6,0,40
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,9,3,0,0,12
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,126,129,3,0,0,258
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,27,9,0,0,36
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,21,165,72,0,0,258
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,45,24,6,0,75
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,36,21,0,0,60
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,46,12,0,0,64
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,0,0,0,12
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,48,30,0,0,84
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,0,0,0,12
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,0,1,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,9,0,0,0,12
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,9,6,24,0,0,39
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,72,3,0,0,78
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,6,0,0,15
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,3,6,0,0,12
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,39,3,0,0,42
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,9,0,0,12
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,60,27,6,0,96
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,18,9,0,0,33
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,0,27,15,0,0,45
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,57,237,105,0,0,399
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,3,0,0,12
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,0,0,0,12
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,12,0,0,15
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,6,0,0,18
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,1,4,0,0,0,5
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,0,3,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,9,72,24,3,0,108
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,15,0,0,30
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,3,0,0,15
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,0,0,0,12
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,18,121,44,0,0,183
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,18,9,0,0,27
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,6,0,0,12
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,12,9,0,0,0,21
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,9,0,0,12
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,6,24,0,0,36
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,6,96,134,31,0,0,267
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,21,24,0,0,48
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,6,3,0,15
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,24,180,54,3,0,261
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,12,0,0,27
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,3,0,0,0,6
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,21,6,0,0,30
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,6,0,0,9
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,6,15,51,22,0,0,94
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,0,36,36,0,0,75
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,6,0,0,18
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,18,92,66,3,0,179
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,0,0,0,9
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,6,18,0,0,27
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,10,44,26,0,0,80
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,21,153,111,0,0,285
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,3,0,0,6
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,4,36,6,0,0,46
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,6,0,0,18
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,3,6,21,1,0,0,31
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,9,99,39,0,0,147
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,24,12,0,0,42
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,39,21,3,0,69
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,12,6,0,0,18
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,24,42,0,0,69
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,3,0,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,15,15,0,0,30
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,6,15,3,0,0,24
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,18,3,0,0,24
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,3,21,3,0,0,27
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,3,0,0,9
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-11-01,0,0,6,0,0,0,6
