,group,variable,month,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 10 A 14,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 15 A 19,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 20 A 34,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 35 A 49,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) 50 Y +,NÚMERO DE MUJERES CON EXÁMEN CLÍNICO DE MAMA POSITIVOS (SOSPECHOSO DE NÓDULO NEOPLÁSICO) < A 10,TOTALES
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,6,15,3,0,24
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,5,58,22,17,0,102
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,0,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,3,1,0,0,4
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,1,1,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,12,5,0,0,17
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,2,0,0,0,2
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,0,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,0,1,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,2,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,7,33,8,7,0,55
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,2,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,0,0,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,8,68,2,0,0,78
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,1,1,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,0,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,4,0,0,0,4
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,2,0,0,0,2
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,5,0,0,0,5
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,3,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-09-01,0,3,12,4,0,0,19
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,3,3,3,1,0,10
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,2,6,1,0,0,9
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,3,4,0,9
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,0,5,3,0,8
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,3,13,2,0,0,18
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,2,1,1,0,0,4
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,2,2,1,0,0,5
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,4,2,1,0,8
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,3,0,0,0,3
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,12,1,0,0,13
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,4,1,0,0,5
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,2,8,0,0,0,1,11
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,2,10,6,0,0,18
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,1,0,0,3
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,0,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,4,13,4,0,0,21
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,0,0,0,2
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,16,1,0,18
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,4,24,15,22,0,65
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,2,1,0,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,0,2,1,0,3
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,2,0,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,3,34,6,0,0,43
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,2,1,0,0,4
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,0,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,1,5,24,8,6,0,44
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,3,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,0,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,2,2,10,9,0,0,23
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,0,0,0,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,1,1,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,1,1,0,0,3
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,1,5,0,0,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,0,6,1,0,0,7
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-10-01,0,4,10,3,0,0,17
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,2,4,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,1,4,0,4,0,9
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,1,1,1,0,0,3
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,1,2,3,0,0,0,6
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,2,0,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,4,0,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,2,1,0,0,0,3
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,1,3,1,0,0,5
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,3,0,0,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,2,1,0,0,3
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,1,1,1,0,0,0,3
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,3,0,0,0,0,3
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,8,9,5,0,22
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,3,3,2,0,0,8
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,5,29,4,0,0,38
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,2,7,3,0,12
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,1,0,0,0,0,1
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,3,36,36,21,0,96
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,0,0,0,1,1
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,2,2,0,0,0,4
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,9,5,4,0,18
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,3,0,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,5,0,0,0,5
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,2,1,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,4,34,11,5,0,54
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,3,17,7,0,0,27
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,1,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,1,9,4,0,0,14
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,2,1,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,2,1,1,0,0,4
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-11-01,0,3,16,4,0,0,23
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,0,0,5,0,5
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,2,2,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,0,1,3,0,4
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,2,0,1,0,3
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,1,0,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,5,7,0,0,12
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,1,3,2,0,0,0,6
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,1,3,0,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,1,1,0,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,4,0,0,0,4
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,2,2,0,0,0,4
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,5,27,6,0,0,38
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,4,11,3,0,18
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,2,44,36,52,0,134
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,1,1,0,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,1,0,1,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,1,0,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,0,11,4,2,0,17
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con examen clinico de mama positivos (sospechoso de nodulo neoplasico),2024-12-01,0,1,1,0,0,0,2
