,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS 10 A 14,NÚMERO DE IMPLANTES RETIRADOS 15 A 19,NÚMERO DE IMPLANTES RETIRADOS 20 A 34,NÚMERO DE IMPLANTES RETIRADOS 35 A 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,NÚMERO DE IMPLANTES RETIRADOS < A 10,TOTALES
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,0,0,0,3
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,1,2,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,3,3,10,2,0,0,18
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,5,1,0,0,6
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,2,1,0,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,12,1,0,0,13
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,5,3,0,0,9
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,8,0,0,0,9
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,2,5,1,0,0,8
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,1,0,0,2
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,1,0,0,4
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,2,0,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,2,1,0,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,15,152,28,0,0,195
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,1,1,0,0,3
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,5,0,0,0,5
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,0,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,3,12,3,0,0,18
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,5,2,0,0,7
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,4,2,0,0,6
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,4,0,0,0,5
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,5,0,0,0,6
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,2,9,114,30,1,0,156
TACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,1,0,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,5,1,0,0,6
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,1,0,0,4
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,11,69,18,0,0,98
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,2,0,0,3
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,1,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,5,14,4,0,0,23
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,1,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,1,2,0,0,4
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,9,25,5,0,0,39
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,2,12,4,0,0,18
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,10,3,0,0,13
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,2,7,2,0,0,11
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,2,6,1,0,0,9
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,2,0,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,0,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,24,10,0,0,34
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,9,4,0,0,13
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,1,0,0,0,2
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,18,3,0,0,22
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,4,1,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,3,23,7,0,0,33
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,1,11,2,0,0,14
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,4,2,0,0,6
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,4,8,1,0,0,13
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,2,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,30,13,0,0,43
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,4,0,0,0,4
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,0,0,0,3
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-10-01,0,0,3,1,0,0,4
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,1,1,0,0,3
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,6,1,0,10
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,3,1,1,0,0,5
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,1,0,0,3
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,1,0,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,7,1,0,0,8
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,7,1,1,0,9
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,5,0,0,0,5
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,0,1,0,0,2
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,2,2,0,0,0,4
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,1,1,0,4
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,4,0,0,0,5
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,3,0,0,0,4
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,9,0,0,0,9
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,2,6,0,0,0,8
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,0,0,0,3
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,1,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,1,3,7,1,0,0,12
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,1,0,0,5
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,9,1,0,0,10
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,0,0,0,3
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,1,0,0,3
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,0,0,0,4
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,2,0,0,4
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,0,0,0,4
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,5,1,0,0,7
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,4,3,0,0,0,7
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,0,1,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,1,0,0,2
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,2,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,6,23,3,0,0,32
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,3,125,21,0,0,149
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,12,4,0,0,16
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,0,0,0,3
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,5,1,0,0,6
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,0,2,0,0,2
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,1,0,0,2
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,2,0,0,4
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,3,1,0,0,5
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,6,3,0,0,9
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,0,0,0,4
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,4,1,1,0,7
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,0,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,5,1,0,0,7
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,1,0,0,2
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,8,96,25,0,0,129
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,2,0,0,0,3
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,7,0,0,0,7
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,0,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,3,9,2,0,0,14
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,9,2,0,0,11
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,1,0,0,0,2
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,7,1,0,0,9
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,0,0,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,1,3,1,0,1,0,6
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,1,0,0,4
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,0,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,4,0,0,0,5
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,5,0,0,0,5
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,2,5,1,0,0,8
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,2,0,0,4
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,1,0,0,4
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,2,0,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,3,1,0,0,5
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,8,0,0,0,8
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,4,10,5,0,0,19
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,4,92,19,1,0,116
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,3,0,0,0,3
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,1,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,23,3,0,0,27
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,0,0,0,4
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,1,0,0,0,2
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,1,0,0,0,2
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,9,1,0,0,10
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,1,1,0,0,3
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,0,0,0,4
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,0,1,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,2,4,0,0,0,6
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,2,11,0,0,0,13
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,1,0,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,4,0,0,0,4
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,3,50,4,1,0,58
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,9,0,0,0,9
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,2,0,0,0,2
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,5,2,0,0,7
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-11-01,0,0,8,3,0,0,11
