,group,variable,month,MÉTODOS NATURALES: USUARIAS NUEVAS 10 A 14,MÉTODOS NATURALES: USUARIAS NUEVAS 15 A 19,MÉTODOS NATURALES: USUARIAS NUEVAS 20 A 34,MÉTODOS NATURALES: USUARIAS NUEVAS 35 A 49,MÉTODOS NATURALES: USUARIAS NUEVAS 50 Y +,MÉTODOS NATURALES: USUARIAS NUEVAS < A 10,TOTALES
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,5,0,0,0,7
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,4,2,0,0,7
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,11,3,0,0,17
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,6,3,0,0,13
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,3,0,0,0,4
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,7,2,0,0,10
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,6,0,0,0,7
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,2,0,0,0,7
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,10,2,0,0,13
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,3,0,0,0,5
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,11,2,0,0,16
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,6,0,0,0,9
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,1,0,0,5
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,1,1,9,2,0,0,13
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,5,0,0,0,5
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,6,1,0,0,9
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,3,0,0,0,4
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,9,0,3,0,0,0,12
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,9,0,0,0,12
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,2,2,0,0,7
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,11,2,0,0,15
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,5,2,0,0,11
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,10,2,0,0,13
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,0,0,0,0,2
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,7,1,0,0,11
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,6,2,0,0,8
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,7,74,44,0,0,125
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,3,2,0,0,5
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,1,0,0,2
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,1,0,0,3
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,19,4,0,0,25
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,5,1,0,0,7
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,9,1,0,0,11
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,6,1,0,0,10
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,7,3,0,0,11
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,5,0,0,0,5
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,14,9,0,0,28
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,3,0,0,0,3
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,4,0,0,0,5
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,17,4,0,0,26
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,10,1,0,0,11
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,19,156,25,0,0,200
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,12,1,0,0,13
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,0,0,0,4
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,6,16,1,0,0,23
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,4,0,0,0,6
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,4,0,0,0,5
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,7,0,0,0,9
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,2,0,0,0,3
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,4,0,0,0,5
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,14,41,3,0,0,58
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,1,0,0,5
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,2,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,0,1,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,8,1,0,0,11
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,3,1,0,0,6
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,5,2,0,0,9
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,1,3,6,0,0,0,10
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,7,2,0,0,10
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,1,3,42,5,0,0,51
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,8,64,24,0,0,96
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,3,0,0,0,6
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,1,0,0,5
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,0,2,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,13,2,0,0,18
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,1,0,0,3
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,4,0,0,5
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,6,1,0,0,7
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,7,1,0,0,11
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,5,1,0,0,11
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,11,4,0,0,17
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,0,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,5,0,0,0,9
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,11,119,27,0,0,157
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,10,5,0,0,20
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,20,3,0,0,28
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,7,1,0,0,9
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,15,2,0,0,21
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,7,0,0,0,8
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,3,1,0,0,6
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,0,0,0,0,5
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,7,0,0,0,7
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,5,23,29,6,0,0,63
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,0,0,0,0,2
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,18,2,0,0,24
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,3,0,0,0,3
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,8,0,0,0,9
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,11,2,0,0,14
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,3,1,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,10,21,0,0,0,31
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,11,1,0,0,13
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,3,0,0,0,3
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,3,6,1,0,0,10
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,6,0,0,0,6
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,2,3,8,3,0,0,16
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,13,41,3,0,0,57
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,17,3,0,0,22
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,7,3,0,0,14
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,1,1,0,0,4
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,0,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,10,8,0,0,0,18
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,9,3,0,0,12
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,1,6,13,1,0,0,21
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,4,0,0,0,6
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,2,3,5,0,0,0,10
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,0,0,0,0,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,8,19,9,0,0,36
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,0,0,0,4
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,2,0,0,0,7
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,6,0,0,0,11
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,17,85,16,0,0,118
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,1,5,4,1,0,0,11
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,0,0,0,2
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,5,0,0,0,5
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,1,0,0,3
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,6,1,0,0,7
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,28,4,0,0,36
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,7,2,0,0,10
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,20,1,0,0,22
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,2,1,0,0,5
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,10,1,0,0,13
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,8,39,16,2,0,0,65
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,2,0,0,0,3
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,1,2,0,0,4
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,6,12,4,0,0,22
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,4,5,2,0,0,11
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,3,0,0,0,4
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,4,1,0,0,5
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,3,1,0,0,4
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,4,0,0,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,0,0,0,2
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,2,0,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,5,38,7,0,0,50
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,10,0,0,0,12
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,1,2,0,0,0,3
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,2,1,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,0,3,1,0,0,4
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,1,0,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-11-01,0,2,6,0,0,0,8
