,group,variable,month,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 10 A 14,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 15 A 19,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 20 A 34,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 35 A 49,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS 50 Y +,INYECTABLE TRIMESTRAL: USUARIAS NUEVAS < A 10,TOTALES
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,11,56,15,0,0,82
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,2,0,0,6
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,7,37,9,0,0,53
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,0,2,0,0,0,3
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,0,1,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,9,0,0,0,9
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,2,0,0,6
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,5,0,0,0,6
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,5,9,2,0,0,16
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,8,4,0,0,13
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,9,9,2,0,21
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,14,6,0,0,21
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,1,0,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,0,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,1,11,3,0,0,16
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,2,0,0,4
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,3,0,0,0,4
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,9,106,34,1,0,150
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,0,3,0,2,0,6
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,0,0,0,4
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,9,5,0,0,15
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,3,14,3,0,0,20
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,6,8,2,0,0,17
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,3,6,0,0,0,9
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,10,3,0,0,13
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,1,0,0,0,3
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,7,12,3,0,0,22
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,3,7,2,0,0,12
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,15,1,0,0,17
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,3,0,0,0,3
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,5,8,2,0,0,15
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,4,0,0,0,8
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,3,11,6,0,0,20
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,1,0,0,5
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,20,113,28,0,0,161
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,2,0,0,0,6
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,11,3,0,0,15
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,0,1,0,0,1
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,3,3,0,0,6
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,0,0,0,0,2
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,4,1,0,0,9
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,1,0,0,0,5
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,0,1,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,6,5,1,0,12
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,8,22,2,0,0,32
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,10,3,0,0,17
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,5,4,0,0,11
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,42,23,0,0,66
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,2,0,0,6
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,5,0,0,0,6
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,6,0,0,8
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,1,9,2,1,0,14
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,5,40,108,14,0,0,167
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,3,0,0,0,3
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,3,5,0,0,10
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,11,58,16,0,0,85
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,6,10,2,0,0,18
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,2,0,0,3
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,5,1,0,0,7
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,2,2,0,0,5
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,4,16,17,3,0,0,40
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,5,2,0,0,9
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,5,1,0,0,6
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,11,3,0,0,16
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,7,27,8,1,0,43
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,5,1,0,0,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,3,1,0,0,5
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,1,2,0,0,5
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,13,4,0,0,18
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,7,0,0,0,9
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,6,2,0,0,8
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,6,7,6,0,0,19
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,6,6,0,0,14
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,1,1,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,9,1,1,0,15
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,2,0,0,0,3
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,7,1,0,0,12
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,2,3,2,0,0,0,7
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,3,0,0,0,3
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,8,3,0,0,12
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,24,155,44,1,0,224
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,2,0,0,6
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,3,14,9,1,0,27
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,0,0,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,3,0,0,0,5
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,2,0,0,0,3
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,10,3,0,0,14
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,5,16,5,0,0,26
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,6,0,0,0,6
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,19,15,0,0,36
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,4,1,0,0,5
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,8,3,0,0,12
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,2,9,88,15,1,0,115
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,0,0,0,0,1
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,0,2,0,0,2
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,0,1,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,5,5,1,0,12
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,6,2,0,0,8
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,10,27,12,0,0,50
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,3,1,0,0,5
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,5,1,0,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,3,1,1,0,0,5
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,1,1,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,20,6,0,0,30
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,6,3,0,0,10
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,6,0,0,0,7
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,2,1,0,0,4
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,4,0,0,6
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,3,5,0,0,10
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,3,15,4,0,0,23
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,0,0,0,0,1
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,0,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,6,25,3,0,0,34
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,15,3,0,0,22
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,2,0,0,0,4
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,9,1,0,0,10
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,5,2,0,0,7
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,6,0,0,0,6
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,5,1,0,0,6
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,2,0,0,4
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,7,2,0,0,11
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,5,14,4,0,0,23
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,4,1,0,0,6
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,12,41,8,0,0,61
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,2,3,0,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,7,1,0,0,9
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,4,10,3,0,0,17
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,2,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,2,8,43,10,0,0,63
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,1,1,29,10,0,0,41
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,2,0,0,3
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,1,12,8,0,0,21
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,1,0,0,3
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
