,group,variable,month,NÚMERO DE MUJERES CON IVAA 10 A 14,NÚMERO DE MUJERES CON IVAA 15 A 19,NÚMERO DE MUJERES CON IVAA 20 A 34,NÚMERO DE MUJERES CON IVAA 35 A 49,NÚMERO DE MUJERES CON IVAA 50 Y +,NÚMERO DE MUJERES CON IVAA < A 10,TOTALES
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-06-01,0,0,6,3,1,0,10
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-06-01,0,21,168,76,27,0,292
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-06-01,0,1,26,31,10,3,71
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-06-01,0,1,13,10,1,0,25
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,3,0,0,0,3
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,17,4,2,0,24
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,1,0,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,6,7,4,0,17
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,4,0,0,0,4
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,31,14,3,0,51
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,52,30,9,0,91
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,0,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,7,14,23,2,0,46
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,1,0,1,0,3
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,40,32,8,0,83
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,14,9,3,0,27
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,13,7,8,0,29
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,15,7,5,0,27
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,7,7,1,0,15
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,15,12,11,0,40
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,17,11,6,0,37
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,4,2,0,0,6
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,2,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,1,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,8,25,19,1,0,53
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,4,7,3,0,14
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,8,10,132,76,20,0,246
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,4,23,13,4,0,44
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,29,276,368,184,71,0,928
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,6,1,0,0,7
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,1,1,29,24,6,0,61
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,97,121,52,0,271
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,7,6,2,0,15
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,4,5,1,0,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,9,5,2,0,18
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,0,1,0,0,2
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,1,4,13,6,4,0,28
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,16,20,10,0,46
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,3,0,1,0,4
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,4,11,4,0,20
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,4,59,64,9,0,136
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,0,5,1,1,7
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,4,69,47,9,0,129
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,1,2,40,18,14,0,75
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,66,46,17,0,132
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,5,7,1,2,0,15
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,5,110,105,54,0,274
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,5,20,13,4,0,42
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,3,1,0,0,4
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,12,5,2,0,22
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,22,11,1,0,37
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,3,1,1,0,8
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,5,27,17,3,0,52
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,21,4,2,0,27
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,1,3,5,8,4,0,21
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,1,3,53,55,17,0,129
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,4,90,57,10,0,161
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,16,12,3,0,34
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,10,4,4,0,19
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,12,10,2,0,24
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,7,23,16,4,0,50
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,35,26,4,0,66
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,11,7,2,0,20
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,21,70,63,14,0,168
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,7,0,1,0,9
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,2,1,0,0,3
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,6,192,169,310,32,709
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,1,0,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,12,3,0,0,17
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,22,9,7,0,39
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,5,2,1,0,8
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,7,5,12,2,0,26
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,0,1,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,6,4,1,0,14
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,17,11,0,0,30
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,14,227,241,76,0,558
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,7,6,0,14
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,0,0,0,0,1
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,10,8,3,0,23
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,4,7,1,0,13
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,0,1,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,6,0,1,0,9
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,1,1,0,0,3
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,52,35,13,0,100
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,21,4,0,0,28
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,3,16,20,5,0,44
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,7,69,45,11,0,132
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,1,0,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,1,2,0,0,4
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,14,5,10,0,30
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,1,1,1,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,2,52,52,27,0,133
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,4,2,3,0,10
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,26,176,86,36,0,324
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,0,0,1,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-07-01,0,1,22,17,4,0,44
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,0,3,6,2,0,12
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,6,10,3,0,20
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,1,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,4,2,0,0,7
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,1,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,3,3,0,0,7
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,5,34,23,7,0,69
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,12,38,21,5,0,76
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,2,3,0,6
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,14,19,4,0,38
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,7,20,9,3,0,39
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,32,29,16,0,77
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,27,17,9,0,54
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,21,5,14,0,43
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,12,15,8,0,36
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,7,2,6,0,15
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,10,12,11,0,33
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,6,14,11,2,0,33
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,1,1,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,4,1,0,0,5
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,32,19,1,0,55
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,10,2,1,0,13
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,42,162,40,11,0,255
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,11,40,10,4,0,65
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,34,293,260,143,0,730
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,9,28,11,4,0,52
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,27,15,7,0,51
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,38,31,12,0,82
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,87,88,19,0,194
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,11,12,3,0,26
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,21,28,11,0,61
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,13,16,3,0,35
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,3,1,0,0,4
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,3,29,16,4,0,53
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,12,39,23,29,0,103
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,4,14,11,11,0,40
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,18,7,5,0,33
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,41,21,12,0,74
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,8,58,21,6,0,93
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,5,3,0,0,9
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,6,27,23,6,0,62
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,4,3,2,0,9
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,5,69,37,12,0,123
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,0,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,6,86,86,40,0,219
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,18,17,5,0,43
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,2,0,0,3
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,0,1,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,6,21,11,8,0,46
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,4,5,3,2,0,15
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,3,7,6,3,0,20
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,7,34,7,4,0,52
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,2,2,1,0,5
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,24,13,5,0,42
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,8,20,12,0,42
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,11,54,32,7,0,104
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,4,25,14,10,0,54
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,5,19,9,4,0,37
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,1,1,0,3
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,29,16,7,0,54
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,17,8,0,0,27
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,6,42,29,11,0,88
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,2,2,0,0,4
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,2,12,29,26,7,0,76
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,19,3,0,0,24
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,5,1,0,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,3,26,240,351,246,18,884
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,0,2,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,2,1,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,28,13,3,0,46
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,8,1,0,0,11
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,4,15,14,4,0,37
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,0,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,7,3,0,0,13
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,10,4,1,0,16
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,17,209,229,69,0,524
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,1,3,1,1,0,6
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,3,1,0,0,4
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,2,10,4,3,0,19
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,6,13,8,2,0,29
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,1,6,27,2,8,0,44
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,3,9,6,0,0,18
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,0,1,2,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,0,1,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,4,25,18,1,0,48
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-08-01,0,7,122,88,17,0,234
