,group,variable,month,NÚMERO DE DIU INSERTADOS 10 A 14,NÚMERO DE DIU INSERTADOS 15 A 19,NÚMERO DE DIU INSERTADOS 20 A 34,NÚMERO DE DIU INSERTADOS 35 A 49,NÚMERO DE DIU INSERTADOS 50 Y +,NÚMERO DE DIU INSERTADOS < A 10,TOTALES
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,2,4,3,0,0,9
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,0,0,0,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,0,1,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,2,0,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,0,0,0,0,1
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,2,6,4,0,0,12
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,0,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,31,3,0,0,34
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,6,1,0,0,7
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,1,1,5,0,0,7
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-08-01,0,0,1,1,1,0,3
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,5,0,0,0,5
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,10,0,0,0,10
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,1,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,3,0,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,4,4,0,0,9
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,2,8,1,0,0,11
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,6,86,15,0,0,107
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,3,56,14,1,0,74
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,2,3,0,0,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,2,0,0,0,3
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,1,0,0,3
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,6,2,0,0,9
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,3,1,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,3,0,0,0,3
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,5,8,0,0,14
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,4,57,18,0,0,79
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,4,0,0,0,4
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,1,0,0,3
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,3,0,0,0,3
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,11,0,0,0,11
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,7,5,0,0,13
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,4,0,0,0,4
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,5,0,0,0,5
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,1,0,0,2
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,2,0,0,3
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,2,0,0,3
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,3,11,5,0,0,19
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,1,1,3,0,0,0,5
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,1,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,4,1,0,0,5
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,2,4,0,0,0,6
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,2,5,8,0,0,15
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,5,0,0,0,5
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,2,18,5,0,0,25
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,1,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,1,0,0,1
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,8,3,0,11
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,7,0,0,0,8
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,1,0,0,3
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,4,0,0,0,4
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,1,0,0,1
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,1,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,0,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,3,52,29,0,0,84
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,0,0,0,2
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,5,1,0,0,6
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,8,52,23,0,0,83
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,1,11,46,34,0,0,92
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,3,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,0,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,6,1,0,0,7
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,4,1,0,0,5
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,1,9,1,0,0,11
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,4,0,0,6
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,3,1,0,0,4
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,4,0,0,0,4
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,1,0,0,2
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,2,1,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,5,0,0,0,5
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,3,13,7,0,0,23
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,2,14,2,0,0,18
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-09-01,0,0,6,10,0,0,16
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,1,1,4,2,0,0,8
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,1,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,5,3,0,0,9
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,13,88,35,0,0,136
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,0,0,0,3
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,1,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,8,37,18,0,0,63
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,2,0,0,5
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,1,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,4,0,0,0,4
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,5,142,25,1,0,173
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,5,28,3,0,0,36
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,2,0,0,5
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,4,1,0,0,6
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,10,3,0,0,13
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,4,5,0,0,10
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,1,0,0,4
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,1,0,0,3
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,6,19,13,0,0,38
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,6,0,0,9
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,5,1,0,0,7
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,2,1,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,17,3,0,0,21
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,0,0,0,3
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,2,0,0,5
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,0,0,0,2
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,1,3,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,2,1,2,0,0,0,5
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,1,3,141,33,0,0,178
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,0,2,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,0,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,3,0,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,9,38,5,0,0,52
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,1,4,39,27,0,0,71
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,1,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,2,1,0,0,4
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,3,0,0,5
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,4,2,0,0,6
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,0,0,0,0,1
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,5,0,0,6
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,1,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,3,0,0,4
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,0,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,27,12,0,0,39
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,0,2,2,0,0,4
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-10-01,0,1,4,0,0,0,5
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,1,0,0,3
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,0,1,0,0,1
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,0,0,0,2
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,1,4,0,0,0,5
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,1,0,0,3
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,2,1,0,0,3
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de diu insertados,2024-11-01,0,0,1,0,0,0,1
