,group,variable,month,AQV FEMENINO 10 A 14,AQV FEMENINO 15 A 19,AQV FEMENINO 20 A 34,AQV FEMENINO 35 A 49,AQV FEMENINO 50 Y +,AQV FEMENINO < A 10,TOTALES
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,19,8,0,0,27
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,3,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,4,0,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,9,2,0,0,11
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,1,0,0,2
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,0,2,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,4,0,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,19,8,0,0,27
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,2,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,4,3,0,0,7
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,24,12,0,0,36
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,1,1,0,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,1,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,16,6,0,0,22
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,2,3,0,0,0,5
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,5,8,0,0,13
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,9,1,0,0,10
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,4,2,0,0,6
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,2,0,0,0,2
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,7,6,0,0,13
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",aqv femenino,2024-12-01,0,0,12,4,0,0,16
