,group,variable,month,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 10 A 14,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 A 19,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 A 34,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 A 49,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < A 10,TOTALES
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,5,0,2,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,36,50,29,11,1,0,127
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,0,0,0,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,3,6,3,0,0,12
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,10,3,1,0,0,14
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,1,0,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,10,146,318,229,211,0,914
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,2,0,0,0,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,8,5,1,0,0,0,14
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,1,0,0,0,0,0,1
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,12,13,0,0,0,0,25
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,59,50,26,12,4,0,151
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,2,0,0,0,3
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,203,269,242,47,2,9,772
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,1,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,1,0,0,0,2
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,33,36,26,7,0,0,102
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,1,28,57,29,4,0,119
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,40,21,10,9,0,0,80
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,7,1,0,0,9
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,6,2,0,0,8
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,2,0,0,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,2,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,28,23,4,1,0,0,56
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,2,0,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,2,0,0,2
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,2,1,0,0,3
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,84,84,62,32,0,262
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,1,7,3,1,0,0,12
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,2,5,2,0,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,3,1,0,0,5
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,10,43,11,7,2,0,73
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,2,2,1,0,0,5
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,49,11,2,1,0,0,63
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,2,1,0,0,4
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,3,2,1,0,0,0,6
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,3,18,3,0,0,0,24
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,1,2,10,1,2,0,16
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,8,16,8,7,3,0,42
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,3,4,2,1,0,0,10
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,13,3,0,0,0,16
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,23,165,73,0,0,261
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,1,8,4,0,0,0,13
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,17,20,6,0,0,4,47
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,2,1,0,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,7,36,12,0,0,55
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,22,31,2,0,0,1,56
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,2,1,1,0,0,4
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,51,58,8,0,0,0,117
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,3,0,1,0,0,4
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,3,0,0,0,4
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,2,0,0,0,4
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,2,1,0,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,1,0,2
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,1,5,1,0,0,0,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,33,27,4,0,65
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,2,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,5,7,3,1,0,16
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,17,16,1,0,0,1,35
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,0,0,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,3,9,6,0,0,18
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,6,0,0,0,0,6
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,1,1,0,0,3
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,0,0,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,2,0,0,0,3
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,12,43,6,1,0,62
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,3,0,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,48,21,5,6,0,0,80
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,6,5,4,1,0,0,16
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,3,1,0,0,4
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,2,2,0,0,4
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,2,0,0,0,3
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,2,0,0,0,2
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,5,0,0,0,5
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,3,0,0,0,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,4,0,0,0,0,0,4
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,6,0,1,1,0,8
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,1,0,0,0,1,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,14,4,3,0,0,21
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,4,19,10,0,0,33
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,3,22,115,78,8,0,226
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,1,0,0,2
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,5,9,0,0,0,14
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,2,1,0,0,5
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,1,0,1,0,3
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,6,0,0,0,7
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,6,31,10,4,0,4,55
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,1,0,0,2
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,3,0,0,3
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,53,38,2,0,0,14,107
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,8,146,192,85,13,0,444
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,3,6,5,0,0,14
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,24,11,4,0,40
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,1,1,5,4,0,0,11
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,1,7,5,1,0,0,14
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,4,2,0,0,8
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,3,1,0,0,4
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,0,0,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,1,0,0,0,3
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,4,14,32,19,19,0,88
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,4,4,2,1,0,4,15
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,6,1,7,0,0,7,21
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,42,45,4,1,0,0,92
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,35,22,4,2,0,17,80
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,14,0,0,0,14
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,5,3,0,0,10
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,9,7,0,0,16
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,2,13,13,1,0,29
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,23,54,21,15,0,113
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,17,16,1,0,1,0,35
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,11,30,83,27,6,0,157
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,2,1,0,0,4
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,20,28,3,8,1,5,65
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,3,0,0,0,3
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,3,1,0,0,4
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,0,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,1,0,0,0,0,0,1
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,2,1,0,0,3
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,1,0,0,0,2
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,46,32,1,1,0,0,80
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,5,7,21,8,4,0,45
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,12,58,28,11,110
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,0,4,0,0,0,4
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,15,7,11,3,0,0,36
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-10-01,0,1,2,1,0,0,4
