,group,variable,month,NÚMERO DE CONDONES ENTREGADOS 10 A 14,NÚMERO DE CONDONES ENTREGADOS 15 A 19,NÚMERO DE CONDONES ENTREGADOS 20 A 34,NÚMERO DE CONDONES ENTREGADOS 35 A 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,NÚMERO DE CONDONES ENTREGADOS < A 10,TOTALES
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,72,0,0,0,72
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,0,24,36,12,0,84
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,56,72,30,12,48,230
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,36,0,0,0,60
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,0,12,0,0,12
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,12,0,0,24
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,266,84,24,0,410
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,25,48,0,0,73
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,24,42,25,0,0,103
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,88,197,85,12,0,394
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,1,1,0,0,0,2
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,24,24,0,0,60
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,248,468,48,0,0,764
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,84,108,48,0,0,252
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,144,68,12,0,248
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,468,336,84,0,0,900
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,14,0,0,0,14
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,84,48,12,0,168
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,48,0,0,0,60
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,0,84,36,0,0,132
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,144,96,0,0,0,252
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,12,0,0,24
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,48,168,72,0,0,300
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,24,24,0,0,48
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,24,0,0,0,36
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,0,0,0,0,36
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,120,48,0,0,180
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,24,12,0,0,36
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,16,1415,6291,2634,421,0,10777
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,24,39,36,24,0,135
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,12,0,0,0,24
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,60,12,0,0,0,72
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,36,12,0,0,60
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,0,0,0,0,24
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,0,0,0,12
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,20,0,0,0,20
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,0,12,0,0,36
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,1,2,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,72,60,0,0,144
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,0,12,0,0,48
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,84,24,0,0,120
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,48,96,24,0,0,168
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,120,2292,11976,4080,288,0,18756
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,84,24,12,0,120
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,12,24,0,0,60
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,0,12,0,0,12
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,120,180,48,0,0,360
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,24,12,0,0,36
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,24,24,0,0,48
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,1,94,793,5652,30,0,6570
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,180,360,60,0,0,612
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,0,0,0,12
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,36,0,0,48
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,84,0,0,0,108
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,408,36,0,0,480
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,120,24,0,0,156
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,0,24,12,0,36
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,36,0,0,0,48
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,0,0,0,12
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,0,0,0,0,12
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,120,36,12,0,180
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,60,132,72,12,0,276
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,144,36,12,0,204
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,48,36,0,0,96
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,0,0,0,12
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,36,0,0,0,72
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,36,156,204,144,0,0,540
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,36,12,0,0,48
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,60,12,12,0,0,84
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,54,102,24,0,0,180
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,39,34,12,0,85
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,80,75,57,0,0,212
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,12,0,0,0,36
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,81,12,0,0,129
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,185,61,0,0,282
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,0,0,0,0,12
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,156,420,180,84,0,840
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,36,0,0,0,48
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,36,0,12,0,0,60
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,12,12,0,0,24
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,60,72,0,0,0,144
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,360,168,0,0,564
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,432,60,72,12,0,576
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,600,228,84,12,0,936
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,60,312,48,0,0,420
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,84,60,12,0,0,156
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,37,24,13,0,110
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,60,36,12,0,0,108
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,72,38,0,0,146
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,48,108,48,0,0,0,204
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,0,12,0,0,12
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,24,120,12,0,0,156
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,12,36,36,0,0,84
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,36,156,36,0,0,228
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,0,0,24,24,0,0,48
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-11-01,12,48,144,48,0,0,252
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,0,24,0,0,60
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,36,0,0,120
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,132,36,0,0,180
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,72,132,24,0,0,228
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,60,24,12,0,96
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,48,0,0,96
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,12,12,0,0,60
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,24,0,0,48
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,36,0,0,60
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,72,24,0,0,96
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,60,12,0,72
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,180,84,0,0,264
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,36,12,0,84
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,48,0,0,72
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,132,48,0,0,0,192
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,84,0,0,0,84
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,0,0,0,36
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,120,72,0,0,216
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,132,192,60,0,0,384
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,60,12,0,0,72
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,60,103,72,0,0,235
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,132,74,111,0,0,329
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,72,24,0,0,96
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,60,72,0,0,156
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,24,0,0,60
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,84,96,24,0,0,204
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,36,0,0,84
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,72,144,48,12,0,276
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,120,48,0,0,180
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,48,0,0,72
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,60,12,0,0,84
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,300,72,0,0,408
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,4,69,0,12,0,85
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,300,12,0,0,0,312
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,132,36,0,0,168
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,96,0,0,0,0,96
CHARAÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,12,0,0,0,24
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,72,144,12,0,0,228
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,48,204,48,0,0,300
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,0,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,0,60,36,0,0,108
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,12,0,0,48
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,26,12,0,0,50
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,156,84,0,0,276
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,108,12,0,0,120
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,480,1380,582,84,0,2538
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,192,60,0,0,288
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,368,2287,1517,384,0,4556
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,120,60,0,0,192
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,108,120,84,36,0,348
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,630,394,12,0,0,1036
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,0,0,0,0,12
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,84,12,0,0,132
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,0,12,0,0,12
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,84,0,12,0,108
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,36,0,0,72
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,0,0,0,0,12
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,48,180,12,12,0,252
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,168,180,60,12,0,432
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,36,48,0,0,108
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,27,36,24,0,87
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,6,12,0,0,0,18
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,24,0,0,36
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,48,108,60,0,0,216
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,72,36,0,0,108
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,0,0,0,36
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,432,3127,7188,48,0,10807
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,12,0,36
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,84,24,0,0,144
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,84,72,12,0,168
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,12,420,108,84,0,636
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,108,24,12,0,168
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,72,156,124,0,0,364
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,60,412,72,12,0,556
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,0,0,0,36
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,0,0,0,48
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,0,0,0,24
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,0,0,0,36
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,72,60,24,0,0,156
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,0,0,0,12
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,12,14,0,0,26
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,2,14,0,0,16
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,48,12,0,0,60
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,36,24,0,0,0,60
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,12,0,0,48
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,35,1203,422,170,0,1830
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,24,0,0,60
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,75,108,27,0,0,210
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,24,0,0,0,48
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,84,12,0,0,108
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,36,0,0,0,36
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,0,24,36,0,0,60
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,24,12,0,0,48
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,0,0,0,0,24
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,48,36,24,12,0,120
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,12,228,120,132,12,0,504
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,24,96,48,0,0,168
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-12-01,0,12,72,24,12,0,120
