,group,variable,month,MÉTODOS NATURALES: USUARIAS CONTINUAS 10 A 14,MÉTODOS NATURALES: USUARIAS CONTINUAS 15 A 19,MÉTODOS NATURALES: USUARIAS CONTINUAS 20 A 34,MÉTODOS NATURALES: USUARIAS CONTINUAS 35 A 49,MÉTODOS NATURALES: USUARIAS CONTINUAS 50 Y +,MÉTODOS NATURALES: USUARIAS CONTINUAS < A 10,TOTALES
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-06-01,0,1,0,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-06-01,0,2,10,1,0,0,13
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-06-01,0,0,3,0,0,0,3
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,6,1,0,0,7
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,2,3,2,0,0,7
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,2,9,2,0,0,13
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,0,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,1,0,0,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,4,0,0,0,4
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,5,2,0,0,8
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,5,1,0,0,7
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,1,1,0,0,3
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,6,3,0,0,10
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,2,67,30,0,0,99
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,3,1,0,0,5
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,9,3,0,0,13
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,32,4,0,0,37
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,2,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,31,59,15,0,0,105
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,1,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,3,0,0,3
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,3,1,0,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,4,11,2,0,17
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,38,13,0,0,52
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,3,5,0,0,0,8
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,1,0,0,0,2
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,3,0,0,0,3
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,8,8,0,0,16
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,2,10,3,0,0,15
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,12,0,0,0,12
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,1,1,0,0,3
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,3,1,0,6
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,12,3,0,0,15
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,3,0,0,3
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,2,0,0,0,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,2,1,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,3,1,0,0,4
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,4,2,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,1,10,17,0,0,0,28
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,10,5,0,0,16
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,3,1,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,8,18,20,0,0,46
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,0,1,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,11,1,0,0,13
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,19,3,0,0,23
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,3,19,5,0,0,27
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,0,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,2,0,0,0,3
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,7,2,0,0,9
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,6,4,1,0,11
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,8,92,32,2,0,134
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,1,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,2,0,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,2,0,0,4
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,7,6,0,0,13
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,3,6,0,0,9
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,5,4,0,0,10
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,4,2,0,0,6
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,0,1,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,1,0,0,0,2
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,5,2,0,0,7
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,11,14,1,0,0,26
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,3,1,0,0,4
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,2,0,0,3
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,5,3,0,0,9
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,3,1,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,2,1,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,3,5,3,0,0,11
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,2,10,3,0,0,15
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-07-01,0,1,3,0,0,0,4
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,5,1,0,0,6
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,0,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,1,1,0,0,3
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,2,8,0,0,0,10
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,3,2,0,0,5
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,1,0,2
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,1,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,2,9,1,0,0,12
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,3,1,0,0,5
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,4,6,0,0,11
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,7,70,36,0,0,113
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,2,1,0,0,4
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,10,5,0,0,15
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,4,0,0,0,5
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,2,22,2,0,0,26
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,11,3,4,0,18
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,64,34,0,0,99
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,8,1,0,0,9
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,4,1,0,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,3,8,16,3,0,30
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,2,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,22,7,0,0,29
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,2,0,0,0,3
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,6,0,0,0,7
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,15,2,0,0,18
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,1,5,15,5,0,0,26
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,18,34,27,0,0,79
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,4,0,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,4,0,0,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,39,7,0,0,47
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,3,12,5,0,0,20
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,1,9,21,3,0,0,34
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,0,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,10,1,0,0,12
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,17,5,0,0,23
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,2,0,0,2
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,3,1,27,5,0,0,36
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,1,4,0,0,0,0,5
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,2,1,0,0,4
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,8,2,0,0,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,1,25,93,25,5,0,149
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,3,0,0,0,4
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,8,1,0,0,9
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,2,0,0,3
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,5,2,0,0,7
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,1,3,0,0,0,4
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,5,3,0,0,8
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-08-01,0,2,1,0,0,0,3
