municipality,group,variable,month,Diarreas en menores de 5 años,TOTAL
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,35,35
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,14,14
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,11,11
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,4,4
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,17,17
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,4,4
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SAIPINA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,8,8
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,27,27
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,19,19
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,9,9
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,5,5
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,399,399
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,27,27
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,18,18
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,6,6
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,22,22
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,41,41
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,10,10
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,5,5
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,6,6
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,13,13
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,12,12
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,2,2
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,25,25
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,38,38
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-11-01,15,15
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,6,6
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,7,7
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
"CAIZA ""D""",diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,14,14
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,4,4
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,13,13
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,148,148
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
CUEVO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,22,22
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,5,5
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,22,22
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,16,16
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,64,64
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,6,6
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,4,4
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,9,9
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,61,61
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,27,27
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,16,16
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
POJO (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,18,18
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,12,12
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,24,24
PUERTO SILES,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,9,9
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,5,5
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,4,4
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,43,43
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,8,8
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,8,8
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,10,10
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,12,12
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,8,8
SAN LORENZO(PND),diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,3,3
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,19,19
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,375,375
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,42,42
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,28,28
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,7,7
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,22,22
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,46,46
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,14,14
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,5,5
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,2,2
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,9,9
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,18,18
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,4,4
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,9,9
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,40,40
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2009-12-01,19,19
