,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,3,2,2,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,11,10,1,0,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,19,20,11,19,69
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,2,1,2,9
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,4,1,1,8
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,9,0,1,20
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,0,2,3,6
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,2,3,4,13
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,6,0,1,9
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,24,33,3,2,62
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,14,1,0,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,4,4,0,11
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,4,5,5,22
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,35,37,3,1,76
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,13,0,0,20
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,4,0,2,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,4,7,13
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,2,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,18,21,8,9,56
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,6,1,3,12
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,15,16,15,19,65
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,0,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,7,3,2,18
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,20,31,9,9,69
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,19,19,0,2,40
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,2,1,0,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,9,3,2,15
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,4,5,2,19
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,15,12,3,1,31
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,52,41,20,8,121
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,9,5,8,3,25
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,613,588,11,6,1218
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,28,31,9,4,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,7,1,3,19
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,3,0,0,6
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,27,15,1,0,43
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,5,3,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,14,23,15,15,67
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,5,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,9,7,4,3,23
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,17,14,0,0,31
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,0,1,2,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,18,14,8,3,43
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,2,3,2,11
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,8,3,1,20
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,1,0,3
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,13,8,2,3,26
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,5,0,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,13,11,4,3,31
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,56,61,6,7,130
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,19,16,9,1,45
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,1,0,1,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,2,1,0,7
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,9,4,1,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,0,0,0,3
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,3,0,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,3,0,0,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,554,540,207,167,1468
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,0,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,14,9,2,0,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,4,0,1,10
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,57,44,1,3,105
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,2,1,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,14,10,1,6,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,31,37,4,4,76
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,5,0,1,9
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,0,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,1,1,3,7
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,1,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,8,3,2,19
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,1,2,2,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,17,9,0,2,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,10,2,2,17
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,13,1,0,19
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,5,1,1,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,25,37,4,2,68
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,16,6,0,38
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,11,0,3,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,1,3,5
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,12,10,8,5,35
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,7,0,0,9
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,7,0,1,12
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,0,1,1,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,1,3,1,8
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,0,0,1
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,0,0,1,1
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,5,0,2,8
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,3,5,5,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,5,0,0,10
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,5,5,4,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,5,0,3,15
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,11,6,3,0,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,2,2,1,11
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,45,26,1,1,73
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,101,90,1,2,194
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,465,459,14,21,959
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,1,1,5
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,12,7,3,0,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,0,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,15,26,24,81
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,0,0,3
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,1,0,0,3
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,5,0,0,7
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,2,1,0,8
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,0,2,4
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,16,4,5,33
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,17,9,0,1,27
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,3,0,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,23,26,2,0,51
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,10,0,1,16
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,21,12,5,2,40
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,21,3,3,43
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,3,4,9
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,0,1,2,3
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,4,0,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,17,1,1,35
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,132,107,7,11,257
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,3,0,0,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,2,4,7,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,3,0,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,0,4,1,6
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,6,3,5,20
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,7,0,0,12
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,3,4,3,14
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,253,274,20,24,571
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,5,1,1,15
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,8,1,0,17
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,34,27,4,1,66
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,14,9,6,2,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,20,18,3,0,41
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,1,0,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,11,4,0,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,1,2,0,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,0,0,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,18,13,2,5,38
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,4,1,0,5
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,5,1,2,13
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,6,8,8,28
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,7,6,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,5,3,2,20
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,3,4,0,10
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,8,3,2,23
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,3,8,3,22
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,7,2,0,15
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,19,14,0,0,33
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,3,1,0,7
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,183,140,36,45,404
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,4,3,3,12
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,12,18,4,5,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,2,1,1,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,1,4,1,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,5,1,2,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,2,0,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,19,2,0,31
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,6,3,1,16
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,2,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,6,8,10,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,57,61,6,5,129
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,3,1,2,11
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,34,20,12,4,70
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,1,3,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,63,69,61,50,243
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,4,0,0,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,0,0,3
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,7,0,1,11
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,3,4,5,18
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,3,1,0,14
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,130,115,7,15,267
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,8,4,1,15
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,16,21,0,1,38
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,0,0,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,114,116,33,29,292
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,1,1,5
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,9,9,5,31
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,6,0,0,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,6,0,2,10
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,6,0,0,13
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,9,2,3,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,1,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,1,1,3,8
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,5,3,1,12
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,40,49,8,4,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,9,2,5,24
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,17,0,0,27
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,11,14,1,0,26
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,49,44,13,10,116
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,1,0,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,15,28,4,3,50
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,9,8,0,0,17
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,18,9,14,8,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,5,1,1,15
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,39,25,5,9,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,3,5,4,19
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,18,12,1,1,32
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,26,13,10,11,60
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,13,11,2,2,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,6,1,1,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,11,1,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,14,7,11,42
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,4,1,1,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,5,0,0,0,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,7,1,0,16
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,3,1,2,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,7,0,0,10
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,21,14,2,2,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1110,1047,19,27,2203
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,3,6,3,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,14,12,0,2,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,0,1,2,1,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,1,3,1,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,3,1,1,9
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,6,1,2,16
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,0,3,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,5,2,1,12
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,11,14,4,6,35
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,23,20,3,3,49
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,11,0,1,22
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,4,0,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,56,34,11,11,112
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,1,3,2,8
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,4,2,2,12
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,10,4,5,2,21
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,226,227,4,8,465
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,4,0,1,7
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,3,3,3,2,11
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,2,5,2,10
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,1,0,0,1,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,9,11,5,2,27
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,6,9,1,8,24
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,1,0,0,5
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,8,10,2,1,21
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,125,115,3,12,255
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,7,1,4,16
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,11,5,1,0,17
TIAHUANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,7,5,0,0,12
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,4,4,6,8,22
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,2,4,1,3,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2019-10-01,25,34,10,15,84
