,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,2,2,3,8
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,5,4,1,16
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,14,0,1,25
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,30,27,18,15,90
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,4,8,6,22
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,568,532,4,6,1110
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,27,25,0,3,55
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,7,1,0,18
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,1,0,2
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,20,14,0,1,35
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,8,5,2,1,16
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,20,25,6,14,65
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,6,0,0,10
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,9,0,1,16
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,2,0,1,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,13,19,2,0,34
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,1,1,4
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,22,14,8,1,45
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,3,6,1,15
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,17,15,0,1,33
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,2,0,3
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,10,4,2,21
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,4,0,0,9
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,14,4,3,31
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,65,71,5,3,144
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,19,12,0,1,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,0,0,4
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,3,1,2,7
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,8,1,2,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,1,0,8
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,2,1,1,6
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,4,0,0,9
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,472,387,185,179,1223
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,2,0,0,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,10,0,0,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,6,0,4,15
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,45,62,1,0,108
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,0,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,11,8,0,4,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,21,15,2,2,40
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,1,2,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,1,1,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,0,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,6,1,0,11
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,3,2,2,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,16,9,1,0,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,2,1,1,5
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,9,4,0,23
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,0,0,2
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,31,33,4,9,77
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,9,3,2,21
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,7,1,0,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,1,0,5
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,12,10,13,42
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,0,0,0,3
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,1,0,3
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,1,2
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,1,0,1
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,2,0,3,8
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,3,0,3,8
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,2,0,0,7
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,3,2,5,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,7,3,1,18
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,4,2,3,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,1,2,0,8
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,23,28,3,3,57
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,120,102,1,1,224
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,495,451,3,7,956
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,1,6,1,12
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,12,4,1,0,17
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,1,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,12,9,33,33,87
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,1,0,1,6
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,0,0,2,4
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,5,0,0,10
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,3,0,1,7
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,6,0,0,9
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,9,0,2,18
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,15,12,0,1,28
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,1,1,3
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,21,17,1,0,39
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,5,0,0,10
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,14,8,0,0,22
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,15,7,5,6,33
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,4,4,15
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,2,0,0,5
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,17,12,3,4,36
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,103,79,6,10,198
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,0,2,9
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,2,5,5,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,2,1,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,3,3,6
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,3,8,5,20
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,9,0,0,14
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,1,0,1,4
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,228,225,16,11,480
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,14,12,1,0,27
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,5,0,1,11
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,23,20,9,13,65
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,4,2,3,15
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,14,21,2,2,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,3,1,0,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,2,0,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,3,2,2,9
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,2,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,11,7,1,1,20
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,2,1,0,8
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,4,6,7,21
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,1,1,1,7
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,5,0,0,10
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,7,2,1,11
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,6,1,1,18
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,7,2,1,13
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,9,11,1,2,23
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,19,0,0,29
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,4,4,4,14
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,162,175,51,46,434
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,1,2,7
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,13,8,7,11,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,1,3,2,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,4,3,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,2,2,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,2,0,3,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,11,11,1,0,23
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,3,1,0,9
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,7,11,11,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,42,30,7,9,88
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,2,3,8,16
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,19,24,7,5,55
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,0,0,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,59,78,64,65,266
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,6,0,1,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,3,0,3,12
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,8,3,5,5,21
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,9,3,0,0,12
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,78,72,7,12,169
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,13,15,3,2,33
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,12,15,6,5,38
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,3,0,0,4
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,90,79,29,17,215
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,1,0,5
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,7,13,7,32
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,3,2,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,1,3,11
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,7,1,1,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,0,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,4,0,0,9
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,2,2,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,6,0,2,9
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,4,0,2,16
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,41,28,1,1,71
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,5,2,6,17
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,19,12,1,0,32
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,13,2,0,25
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,67,54,12,18,151
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,13,6,1,2,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,2,0,0,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,26,21,0,0,47
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,4,1,1,10
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,24,26,11,9,70
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,2,2,4,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,18,16,1,1,36
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,19,8,7,9,43
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,12,1,0,23
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,9,10,4,1,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,11,9,0,0,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,24,14,6,10,54
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,2,0,0,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,0,1,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,4,0,0,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,4,1,1,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,6,0,0,10
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,14,14,0,0,28
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1452,1401,13,14,2880
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,5,0,0,12
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,9,1,2,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,2,0,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,3,1,0,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,0,0,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,1,2,2,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,2,1,0,8
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,7,1,2,17
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,14,10,1,2,27
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,15,8,2,1,26
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,1,0,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,32,21,4,10,67
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,0,1,1,5
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,2,0,1,7
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,8,1,6,21
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,239,237,4,4,484
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,14,5,0,1,20
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,1,5,3,11
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,3,1,4,12
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,8,7,3,4,22
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,6,1,2,14
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,0,0,0,4
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,9,5,1,1,16
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,174,163,13,8,358
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,5,5,2,14
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,4,0,1,12
TIAHUANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,6,1,0,14
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,1,4,5,15
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,5,1,1,12
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,45,30,15,18,108
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,10,11,7,1,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,5,0,0,7
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,1,1,1,4
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,2,1,1,5
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,1,3,11
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,7,0,0,7
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,0,5,5,12
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,7,0,1,10
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,4,2,0,0,6
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,104,94,2,1,201
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,32,28,3,5,68
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,1,4,2,0,7
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,0,0,1,4
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,2,2,3,13
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,7,11,0,0,18
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,8,1,0,0,9
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,15,36,0,5,56
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,2,4,2,10
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,13,9,1,0,23
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,58,40,9,10,117
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,1,5,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,8,5,2,7,22
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,30,34,3,7,74
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,0,0,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,6,3,0,0,9
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,5,0,4,11
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,52,58,12,6,128
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,3,4,0,0,7
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,24,31,2,2,59
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,19,27,20,15,81
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,5,10,2,0,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,2,0,0,0,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-11-01,130,116,3,5,254
