,group,variable,month,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
ANDAMARCA,vih,n de personas con prueba rapida,2011-11-01,6,3,9
ANTEQUERA,vih,n de personas con prueba rapida,2011-11-01,10,13,23
APOLO,vih,n de personas con prueba rapida,2011-11-01,10,0,10
ARBIETO,vih,n de personas con prueba rapida,2011-11-01,1,26,27
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2011-11-01,13,21,34
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2011-11-01,8,23,31
AZURDUY,vih,n de personas con prueba rapida,2011-11-01,1,0,1
BATALLAS,vih,n de personas con prueba rapida,2011-11-01,2,5,7
BELEN DE ANDAMARCA,vih,n de personas con prueba rapida,2011-11-01,0,1,1
BELLA FLOR,vih,n de personas con prueba rapida,2011-11-01,22,34,56
BERMEJO,vih,n de personas con prueba rapida,2011-11-01,3,4,7
BETANZOS,vih,n de personas con prueba rapida,2011-11-01,15,31,46
BOLPEBRA,vih,n de personas con prueba rapida,2011-11-01,15,5,20
BUENA VISTA,vih,n de personas con prueba rapida,2011-11-01,1,1,2
CAMARGO,vih,n de personas con prueba rapida,2011-11-01,249,113,362
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2011-11-01,5,9,14
CAMIRI,vih,n de personas con prueba rapida,2011-11-01,12,61,73
CAPINOTA,vih,n de personas con prueba rapida,2011-11-01,6,4,10
CARACOLLO,vih,n de personas con prueba rapida,2011-11-01,0,23,23
CHALLAPATA,vih,n de personas con prueba rapida,2011-11-01,8,80,88
CHIMORE,vih,n de personas con prueba rapida,2011-11-01,2,5,7
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2011-11-01,6,5,11
CHUMA,vih,n de personas con prueba rapida,2011-11-01,3,12,15
CHUQUIHUTA AYLLU JUCUMANI,vih,n de personas con prueba rapida,2011-11-01,3,7,10
CLIZA,vih,n de personas con prueba rapida,2011-11-01,0,1,1
COBIJA,vih,n de personas con prueba rapida,2011-11-01,75,58,133
COCHABAMBA,vih,n de personas con prueba rapida,2011-11-01,223,248,471
COLCAPIRHUA,vih,n de personas con prueba rapida,2011-11-01,1,9,10
COLPA BELGICA,vih,n de personas con prueba rapida,2011-11-01,8,50,58
COLQUIRI,vih,n de personas con prueba rapida,2011-11-01,15,0,15
COMARAPA,vih,n de personas con prueba rapida,2011-11-01,6,45,51
CORIPATA,vih,n de personas con prueba rapida,2011-11-01,5,6,11
COROICO,vih,n de personas con prueba rapida,2011-11-01,20,66,86
CORQUE,vih,n de personas con prueba rapida,2011-11-01,1,4,5
COTAGAITA,vih,n de personas con prueba rapida,2011-11-01,5,6,11
COTOCA,vih,n de personas con prueba rapida,2011-11-01,6,6,12
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2011-11-01,1,4,5
CULPINA,vih,n de personas con prueba rapida,2011-11-01,3,37,40
EL ALTO,vih,n de personas con prueba rapida,2011-11-01,265,900,1165
EL CHORO,vih,n de personas con prueba rapida,2011-11-01,0,15,15
EL PUENTE(STC),vih,n de personas con prueba rapida,2011-11-01,12,16,28
EL PUENTE(TJA),vih,n de personas con prueba rapida,2011-11-01,10,61,71
EL TORNO,vih,n de personas con prueba rapida,2011-11-01,10,13,23
EL VILLAR,vih,n de personas con prueba rapida,2011-11-01,1,3,4
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2011-11-01,48,75,123
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2011-11-01,0,6,6
ESCOMA,vih,n de personas con prueba rapida,2011-11-01,18,8,26
EUCALIPTUS,vih,n de personas con prueba rapida,2011-11-01,11,12,23
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2011-11-01,0,4,4
FERNANDEZ ALONSO,vih,n de personas con prueba rapida,2011-11-01,5,26,31
FILADELFIA,vih,n de personas con prueba rapida,2011-11-01,31,35,66
GRAL. J.J. PEREZ (CHARAZANI),vih,n de personas con prueba rapida,2011-11-01,3,4,7
GUAYARAMERIN,vih,n de personas con prueba rapida,2011-11-01,221,215,436
HUACARETA,vih,n de personas con prueba rapida,2011-11-01,10,18,28
HUACAYA (VILLA DE HUACAYA),vih,n de personas con prueba rapida,2011-11-01,20,10,30
HUANUNI,vih,n de personas con prueba rapida,2011-11-01,2,12,14
ICLA,vih,n de personas con prueba rapida,2011-11-01,0,6,6
INCAHUASI,vih,n de personas con prueba rapida,2011-11-01,0,22,22
INGAVI (HUMAITA),vih,n de personas con prueba rapida,2011-11-01,4,7,11
INQUISIVI,vih,n de personas con prueba rapida,2011-11-01,10,6,16
IRUPANA (VILLA DE LANZA),vih,n de personas con prueba rapida,2011-11-01,0,2,2
LA ASUNTA,vih,n de personas con prueba rapida,2011-11-01,7,2,9
LA GUARDIA,vih,n de personas con prueba rapida,2011-11-01,4,36,40
LA PAZ,vih,n de personas con prueba rapida,2011-11-01,220,1363,1583
LLALLAGUA,vih,n de personas con prueba rapida,2011-11-01,111,0,111
MACHARETI,vih,n de personas con prueba rapida,2011-11-01,0,1,1
MINEROS,vih,n de personas con prueba rapida,2011-11-01,15,42,57
MIZQUE,vih,n de personas con prueba rapida,2011-11-01,1,54,55
MOJOCOYA,vih,n de personas con prueba rapida,2011-11-01,32,30,62
MONTEAGUDO,vih,n de personas con prueba rapida,2011-11-01,3,22,25
MONTERO,vih,n de personas con prueba rapida,2011-11-01,181,310,491
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2011-11-01,4,18,22
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2011-11-01,43,16,59
OMEREQUE,vih,n de personas con prueba rapida,2011-11-01,0,14,14
ORURO,vih,n de personas con prueba rapida,2011-11-01,93,250,343
PADCAYA,vih,n de personas con prueba rapida,2011-11-01,4,16,20
PADILLA,vih,n de personas con prueba rapida,2011-11-01,2,13,15
PAILON,vih,n de personas con prueba rapida,2011-11-01,1,115,116
PAMPA GRANDE,vih,n de personas con prueba rapida,2011-11-01,3,30,33
PATACAMAYA,vih,n de personas con prueba rapida,2011-11-01,58,5,63
POOPO,vih,n de personas con prueba rapida,2011-11-01,0,7,7
POROMA,vih,n de personas con prueba rapida,2011-11-01,0,6,6
PORONGO,vih,n de personas con prueba rapida,2011-11-01,3,21,24
PORTACHUELO,vih,n de personas con prueba rapida,2011-11-01,3,2,5
PORVENIR,vih,n de personas con prueba rapida,2011-11-01,1,7,8
POTOSI,vih,n de personas con prueba rapida,2011-11-01,31,7,38
PRESTO,vih,n de personas con prueba rapida,2011-11-01,0,1,1
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2011-11-01,18,43,61
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2011-11-01,3,5,8
PUERTO RICO,vih,n de personas con prueba rapida,2011-11-01,17,17,34
PUERTO SUAREZ,vih,n de personas con prueba rapida,2011-11-01,6,47,53
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2011-11-01,29,182,211
PUNA,vih,n de personas con prueba rapida,2011-11-01,0,23,23
PUNATA,vih,n de personas con prueba rapida,2011-11-01,17,132,149
QUIME,vih,n de personas con prueba rapida,2011-11-01,1,21,22
ROBORE,vih,n de personas con prueba rapida,2011-11-01,8,7,15
RURRENABAQUE,vih,n de personas con prueba rapida,2011-11-01,0,39,39
SACABA,vih,n de personas con prueba rapida,2011-11-01,10,66,76
SAMAIPATA,vih,n de personas con prueba rapida,2011-11-01,38,33,71
SAN BENITO,vih,n de personas con prueba rapida,2011-11-01,2,1,3
SAN CARLOS,vih,n de personas con prueba rapida,2011-11-01,4,47,51
SAN IGNACIO,vih,n de personas con prueba rapida,2011-11-01,40,31,71
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2011-11-01,21,28,49
SAN JAVIER(STC),vih,n de personas con prueba rapida,2011-11-01,1,0,1
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2011-11-01,41,97,138
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2011-11-01,1,2,3
SAN JULIAN,vih,n de personas con prueba rapida,2011-11-01,5,41,46
SAN LORENZO(PND),vih,n de personas con prueba rapida,2011-11-01,0,20,20
SAN LUCAS,vih,n de personas con prueba rapida,2011-11-01,2,1,3
SAN PEDRO,vih,n de personas con prueba rapida,2011-11-01,11,52,63
SAN RAFAEL,vih,n de personas con prueba rapida,2011-11-01,1,7,8
SANTA ANA,vih,n de personas con prueba rapida,2011-11-01,5,1,6
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2011-11-01,534,901,1435
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2011-11-01,7,23,30
SANTIAGO DE HUARI,vih,n de personas con prueba rapida,2011-11-01,18,37,55
SANTIAGO DE MACHACA,vih,n de personas con prueba rapida,2011-11-01,2,8,10
SENA,vih,n de personas con prueba rapida,2011-11-01,0,16,16
SHINAOTA,vih,n de personas con prueba rapida,2011-11-01,16,22,38
SIPE SIPE,vih,n de personas con prueba rapida,2011-11-01,0,10,10
SOPACHUY,vih,n de personas con prueba rapida,2011-11-01,1,6,7
SORATA,vih,n de personas con prueba rapida,2011-11-01,0,12,12
SUCRE,vih,n de personas con prueba rapida,2011-11-01,77,266,343
TAPACARI,vih,n de personas con prueba rapida,2011-11-01,0,10,10
TARABUCO,vih,n de personas con prueba rapida,2011-11-01,1,3,4
TARIJA,vih,n de personas con prueba rapida,2011-11-01,150,102,252
TARVITA,vih,n de personas con prueba rapida,2011-11-01,1,0,1
TOLATA,vih,n de personas con prueba rapida,2011-11-01,0,9,9
TOMINA,vih,n de personas con prueba rapida,2011-11-01,0,1,1
TOTORA(CBBA),vih,n de personas con prueba rapida,2011-11-01,2,5,7
TRINIDAD,vih,n de personas con prueba rapida,2011-11-01,88,265,353
TUPIZA,vih,n de personas con prueba rapida,2011-11-01,0,2,2
TURCO,vih,n de personas con prueba rapida,2011-11-01,9,14,23
UNCIA,vih,n de personas con prueba rapida,2011-11-01,1,1,2
URUBICHA,vih,n de personas con prueba rapida,2011-11-01,1,25,26
UYUNI,vih,n de personas con prueba rapida,2011-11-01,0,66,66
VALLEGRANDE,vih,n de personas con prueba rapida,2011-11-01,1,41,42
VIACHA,vih,n de personas con prueba rapida,2011-11-01,6,3,9
VILLA CHARCAS,vih,n de personas con prueba rapida,2011-11-01,1,7,8
VILLA MONTES,vih,n de personas con prueba rapida,2011-11-01,20,22,42
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2011-11-01,6,16,22
VILLA SERRANO,vih,n de personas con prueba rapida,2011-11-01,3,5,8
VILLA TUNARI,vih,n de personas con prueba rapida,2011-11-01,16,59,75
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de personas con prueba rapida,2011-11-01,0,1,1
VILLAZON,vih,n de personas con prueba rapida,2011-11-01,8,30,38
WARNES,vih,n de personas con prueba rapida,2011-11-01,11,26,37
YACUIBA,vih,n de personas con prueba rapida,2011-11-01,21,86,107
YUNCHARA,vih,n de personas con prueba rapida,2011-11-01,0,7,7
ACHACACHI,vih,n de personas con prueba rapida,2011-12-01,2,35,37
AIQUILE,vih,n de personas con prueba rapida,2011-12-01,7,14,21
ALCALA,vih,n de personas con prueba rapida,2011-12-01,0,4,4
ANDAMARCA,vih,n de personas con prueba rapida,2011-12-01,1,2,3
ARBIETO,vih,n de personas con prueba rapida,2011-12-01,1,0,1
ASCENCION DE GUARAYOS,vih,n de personas con prueba rapida,2011-12-01,82,119,201
AYOPAYA (V. DE INDEPENDENCIA),vih,n de personas con prueba rapida,2011-12-01,1,0,1
BATALLAS,vih,n de personas con prueba rapida,2011-12-01,16,20,36
BETANZOS,vih,n de personas con prueba rapida,2011-12-01,0,25,25
BOLPEBRA,vih,n de personas con prueba rapida,2011-12-01,17,15,32
BOYUIBE,vih,n de personas con prueba rapida,2011-12-01,0,1,1
BUENA VISTA,vih,n de personas con prueba rapida,2011-12-01,13,31,44
CABEZAS,vih,n de personas con prueba rapida,2011-12-01,0,8,8
CAMARGO,vih,n de personas con prueba rapida,2011-12-01,6,12,18
CAMATAQUI (C. VILLA ABECIA),vih,n de personas con prueba rapida,2011-12-01,6,8,14
CAMIRI,vih,n de personas con prueba rapida,2011-12-01,37,101,138
CAPINOTA,vih,n de personas con prueba rapida,2011-12-01,0,43,43
CARACOLLO,vih,n de personas con prueba rapida,2011-12-01,1,27,28
CARAPARI,vih,n de personas con prueba rapida,2011-12-01,1,0,1
CHALLAPATA,vih,n de personas con prueba rapida,2011-12-01,4,56,60
CHIMORE,vih,n de personas con prueba rapida,2011-12-01,1,6,7
CHULUMANI (V. DE LA LIBERTAD),vih,n de personas con prueba rapida,2011-12-01,40,50,90
COBIJA,vih,n de personas con prueba rapida,2011-12-01,175,26,201
COCAPATA,vih,n de personas con prueba rapida,2011-12-01,0,1,1
COCHABAMBA,vih,n de personas con prueba rapida,2011-12-01,47,256,303
COLPA BELGICA,vih,n de personas con prueba rapida,2011-12-01,9,20,29
COMARAPA,vih,n de personas con prueba rapida,2011-12-01,2,30,32
CORIPATA,vih,n de personas con prueba rapida,2011-12-01,5,3,8
COROICO,vih,n de personas con prueba rapida,2011-12-01,4,32,36
CORQUE,vih,n de personas con prueba rapida,2011-12-01,5,2,7
COTOCA,vih,n de personas con prueba rapida,2011-12-01,3,1,4
CUATRO CAÑADAS,vih,n de personas con prueba rapida,2011-12-01,0,7,7
CULPINA,vih,n de personas con prueba rapida,2011-12-01,0,1,1
DESAGUADERO,vih,n de personas con prueba rapida,2011-12-01,1,6,7
EL ALTO,vih,n de personas con prueba rapida,2011-12-01,304,1540,1844
EL CHORO,vih,n de personas con prueba rapida,2011-12-01,0,1,1
EL PUENTE(STC),vih,n de personas con prueba rapida,2011-12-01,56,108,164
EL PUENTE(TJA),vih,n de personas con prueba rapida,2011-12-01,0,37,37
EL TORNO,vih,n de personas con prueba rapida,2011-12-01,61,30,91
EL VILLAR,vih,n de personas con prueba rapida,2011-12-01,0,3,3
ENTRE RIOS TRJ,vih,n de personas con prueba rapida,2011-12-01,9,65,74
ENTRE RIOS CBBA,vih,n de personas con prueba rapida,2011-12-01,8,48,56
ESCOMA,vih,n de personas con prueba rapida,2011-12-01,8,11,19
EUCALIPTUS,vih,n de personas con prueba rapida,2011-12-01,2,5,7
EUREKA (SANTOS MERCADO),vih,n de personas con prueba rapida,2011-12-01,35,64,99
FERNANDEZ ALONSO,vih,n de personas con prueba rapida,2011-12-01,10,41,51
FILADELFIA,vih,n de personas con prueba rapida,2011-12-01,4,5,9
GENERAL SAAVEDRA,vih,n de personas con prueba rapida,2011-12-01,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),vih,n de personas con prueba rapida,2011-12-01,6,10,16
GUAYARAMERIN,vih,n de personas con prueba rapida,2011-12-01,111,209,320
HUANUNI,vih,n de personas con prueba rapida,2011-12-01,2,47,49
IRUPANA (VILLA DE LANZA),vih,n de personas con prueba rapida,2011-12-01,2,2,4
LA ASUNTA,vih,n de personas con prueba rapida,2011-12-01,37,54,91
LA GUARDIA,vih,n de personas con prueba rapida,2011-12-01,9,92,101
LA PAZ,vih,n de personas con prueba rapida,2011-12-01,176,1329,1505
MACHARETI,vih,n de personas con prueba rapida,2011-12-01,1,6,7
MAPIRI,vih,n de personas con prueba rapida,2011-12-01,0,1,1
MINEROS,vih,n de personas con prueba rapida,2011-12-01,5,7,12
MIZQUE,vih,n de personas con prueba rapida,2011-12-01,0,3,3
MOJOCOYA,vih,n de personas con prueba rapida,2011-12-01,4,2,6
MONTEAGUDO,vih,n de personas con prueba rapida,2011-12-01,0,11,11
MONTERO,vih,n de personas con prueba rapida,2011-12-01,88,380,468
NACEBE (SANTA ROSA DEL ABUNA),vih,n de personas con prueba rapida,2011-12-01,7,12,19
NUEVO MANOA (NUEVA ESPERANZA),vih,n de personas con prueba rapida,2011-12-01,25,39,64
ORURO,vih,n de personas con prueba rapida,2011-12-01,49,282,331
PADCAYA,vih,n de personas con prueba rapida,2011-12-01,1,11,12
PADILLA,vih,n de personas con prueba rapida,2011-12-01,1,8,9
PAILON,vih,n de personas con prueba rapida,2011-12-01,130,376,506
PAMPA GRANDE,vih,n de personas con prueba rapida,2011-12-01,0,14,14
PATACAMAYA,vih,n de personas con prueba rapida,2011-12-01,0,14,14
POJO (CBBA),vih,n de personas con prueba rapida,2011-12-01,3,7,10
POOPO,vih,n de personas con prueba rapida,2011-12-01,2,2,4
PORONGO,vih,n de personas con prueba rapida,2011-12-01,3,4,7
PORTACHUELO,vih,n de personas con prueba rapida,2011-12-01,1,1,2
POTOSI,vih,n de personas con prueba rapida,2011-12-01,6,50,56
PRESTO,vih,n de personas con prueba rapida,2011-12-01,0,8,8
PUERTO GONZALO MORENO,vih,n de personas con prueba rapida,2011-12-01,24,27,51
PUERTO QUIJARRO,vih,n de personas con prueba rapida,2011-12-01,12,5,17
PUERTO RICO,vih,n de personas con prueba rapida,2011-12-01,2,41,43
PUERTO SUAREZ,vih,n de personas con prueba rapida,2011-12-01,1,36,37
PUERTO VILLARROEL,vih,n de personas con prueba rapida,2011-12-01,10,45,55
PUNATA,vih,n de personas con prueba rapida,2011-12-01,12,87,99
QUIME,vih,n de personas con prueba rapida,2011-12-01,3,5,8
RIBERALTA,vih,n de personas con prueba rapida,2011-12-01,2,26,28
ROBORE,vih,n de personas con prueba rapida,2011-12-01,3,2,5
RURRENABAQUE,vih,n de personas con prueba rapida,2011-12-01,1,31,32
SACABA,vih,n de personas con prueba rapida,2011-12-01,8,153,161
SAN BORJA,vih,n de personas con prueba rapida,2011-12-01,1,0,1
SAN CARLOS,vih,n de personas con prueba rapida,2011-12-01,1,47,48
SAN IGNACIO,vih,n de personas con prueba rapida,2011-12-01,2,36,38
SAN IGNACIO DE VELASCO,vih,n de personas con prueba rapida,2011-12-01,33,28,61
SAN JAVIER(STC),vih,n de personas con prueba rapida,2011-12-01,0,1,1
SAN JOSE DE CHIQUITOS,vih,n de personas con prueba rapida,2011-12-01,15,48,63
SAN JUAN DE YAPACANI,vih,n de personas con prueba rapida,2011-12-01,8,6,14
SAN JULIAN,vih,n de personas con prueba rapida,2011-12-01,3,1,4
SAN LORENZO(PND),vih,n de personas con prueba rapida,2011-12-01,3,25,28
SAN LUCAS,vih,n de personas con prueba rapida,2011-12-01,5,15,20
SAN MATIAS,vih,n de personas con prueba rapida,2011-12-01,0,23,23
SAN MIGUEL DE VELASCO,vih,n de personas con prueba rapida,2011-12-01,1,2,3
SAN PEDRO,vih,n de personas con prueba rapida,2011-12-01,21,40,61
SAN PEDRO DE BUENA VISTA,vih,n de personas con prueba rapida,2011-12-01,15,3,18
SAN RAFAEL,vih,n de personas con prueba rapida,2011-12-01,2,7,9
SANTA ANA,vih,n de personas con prueba rapida,2011-12-01,4,0,4
SANTA CRUZ DE LA SIERRA,vih,n de personas con prueba rapida,2011-12-01,290,917,1207
SANTA ROSA DEL SARA,vih,n de personas con prueba rapida,2011-12-01,2,0,2
SANTIAGO DE MACHACA,vih,n de personas con prueba rapida,2011-12-01,4,7,11
SENA,vih,n de personas con prueba rapida,2011-12-01,29,43,72
SHINAOTA,vih,n de personas con prueba rapida,2011-12-01,3,0,3
SIPE SIPE,vih,n de personas con prueba rapida,2011-12-01,4,67,71
SOPACHUY,vih,n de personas con prueba rapida,2011-12-01,2,15,17
SORATA,vih,n de personas con prueba rapida,2011-12-01,1,0,1
SUCRE,vih,n de personas con prueba rapida,2011-12-01,108,387,495
TARABUCO,vih,n de personas con prueba rapida,2011-12-01,0,11,11
TARATA,vih,n de personas con prueba rapida,2011-12-01,1,0,1
TARIJA,vih,n de personas con prueba rapida,2011-12-01,45,39,84
TARVITA,vih,n de personas con prueba rapida,2011-12-01,2,1,3
TOLATA,vih,n de personas con prueba rapida,2011-12-01,1,9,10
TOLEDO,vih,n de personas con prueba rapida,2011-12-01,4,10,14
TOMINA,vih,n de personas con prueba rapida,2011-12-01,0,1,1
TRINIDAD,vih,n de personas con prueba rapida,2011-12-01,94,108,202
TUPIZA,vih,n de personas con prueba rapida,2011-12-01,0,4,4
TURCO,vih,n de personas con prueba rapida,2011-12-01,18,29,47
UNCIA,vih,n de personas con prueba rapida,2011-12-01,2,0,2
URUBICHA,vih,n de personas con prueba rapida,2011-12-01,20,63,83
VALLEGRANDE,vih,n de personas con prueba rapida,2011-12-01,1,50,51
VIACHA,vih,n de personas con prueba rapida,2011-12-01,0,1,1
VILLA CHARCAS,vih,n de personas con prueba rapida,2011-12-01,1,3,4
VILLA MONTES,vih,n de personas con prueba rapida,2011-12-01,0,14,14
VILLA NUEVA (LOMA ALTA),vih,n de personas con prueba rapida,2011-12-01,8,30,38
VILLA SERRANO,vih,n de personas con prueba rapida,2011-12-01,1,16,17
VILLA TUNARI,vih,n de personas con prueba rapida,2011-12-01,7,34,41
VILLAZON,vih,n de personas con prueba rapida,2011-12-01,48,83,131
WARNES,vih,n de personas con prueba rapida,2011-12-01,6,5,11
YACUIBA,vih,n de personas con prueba rapida,2011-12-01,19,79,98
YAMPARAEZ,vih,n de personas con prueba rapida,2011-12-01,1,2,3
YANACACHI,vih,n de personas con prueba rapida,2011-12-01,82,82,164
YAPACANI,vih,n de personas con prueba rapida,2011-12-01,2,30,32
YUNCHARA,vih,n de personas con prueba rapida,2011-12-01,1,6,7
