,group,variable,month,Nº DE CASOS TB TSF (NUEVOS Y RECAIDAS) CON ÉXITO DE TRATAMIENTO CANTIDAD,Nº DE CASOS TB TSF (NUEVOS Y RECAIDAS) CON ÉXITO DE TRATAMIENTO CANTIDAD,TOTALES
SAN PEDRO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,95,67,162
SANTA ROSA DEL SARA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,2,4,6
SIPE SIPE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,1,2
SOPACHUY,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
SUCRE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,3,4
TACACOMA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
TAPACARI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
TARATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
TARIJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,2,2,4
TARVITA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
TEOPONTE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,2,1,3
TIAHUANACU,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
TIPUANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,3,4,7
TOMINA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
VIACHA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,5,5,10
VILLA MONTES,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,4,0,4
VINTO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,2,1,3
WARNES,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,3,1,4
YACUIBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,10,1,11
YANACACHI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,1,0,1
YAPACANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,5,2,7
ZUDAÑEZ,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-09-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
ALTO BENI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
ARANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
BATALLAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
BERMEJO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
BETANZOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
CABEZAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
CAMARGO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
CARANAVI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,5,6,11
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,2,2
CLIZA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
COBIJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,5,8
COLCAPIRHUA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
CORIPATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
COROICO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,4,0,4
COTAGAITA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,2,1,3
COTOCA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,8,2,10
CUATRO CAÑADAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
CULPINA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
EL ALTO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,18,10,28
EL PUENTE(STC),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
EL TORNO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,1,4
FERNANDEZ ALONSO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,2,0,2
GUANAY,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,2,1,3
LA ASUNTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,4,3,7
LA GUARDIA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,5,8,13
LA PAZ,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,18,7,25
LLALLAGUA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
MAPIRI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
MIZQUE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
MONTERO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,18,4,22
OCURI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
ORURO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,6,4,10
PAILON,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
PALCA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,2,3
PORTACHUELO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,2,3
POTOSI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,2,3
PUERTO VILLARROEL,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,4,1,5
PUNATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,1,4
RIBERALTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,2,4,6
SACABA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,4,1,5
SAN BORJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,2,5
SAN JULIAN,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,1,4
SAN PEDRO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,115,62,177
SHINAOTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,0,3
SIPE SIPE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,2,1,3
SUCRE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,3,6
TARIJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,5,2,7
TEOPONTE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,1,2
TIPUANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,3,4
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
VIACHA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,4,1,5
VINTO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,2,1,3
WARNES,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,1,0,1
YACUIBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,5,2,7
YANACACHI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,0,1,1
YAPACANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-10-01,3,4,7
ACHACACHI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,1,2
ALTO BENI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
ARANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
AYATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
BERMEJO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
BETANZOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
CAMARGO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
CARANAVI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,6,5,11
CHARAGUA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,2,4
CLIZA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
COBIJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,2,3
COCHABAMBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,6,3,9
COLCAPIRHUA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,3,0,3
CORIPATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
COTOCA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,7,1,8
CUATRO CAÑADAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
CULPINA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
EL ALTO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,10,11,21
EL PUENTE(STC),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
EL TORNO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
GUANAY,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
HUANUNI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,7,2,9
LA GUARDIA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,10,6,16
LA PAZ,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,22,10,32
LAJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
LLALLAGUA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
MAIRANA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
MAPIRI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
MINEROS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
MONTERO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,21,6,27
OCURI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,3,0,3
ORURO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,6,2,8
PALOS BLANCOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,4,2,6
POJO (CBBA),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
POTOSI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,4,5
PUERTO VILLARROEL,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,2,4
ROBORE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
SACABA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,5,2,7
SAN BORJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,3,3,6
SAN MATIAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,0,2
SANTA ANA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,98,69,167
SANTA ROSA DEL SARA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
SANTIAGO DE HUATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,2,4
SIPE SIPE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,1,2
SORATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,4,0,4
SUCRE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,2,3,5
TARATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,0,1
TARIJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,4,2,6
TARVITA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
VIACHA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,1,1,2
VILLA RIVERO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
WARNES,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,0,1,1
YACUIBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,9,2,11
YAPACANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-11-01,5,3,8
ACHOCALLA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,1,2
AIQUILE,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
ALTO BENI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
CAMARGO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
CARANAVI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,8,6,14
CARAPARI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,1,2
CHALLAPATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
COBIJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,7,4,11
COLCAPIRHUA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,3,3,6
COLOMI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
CORIPATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
COTAGAITA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,2,2
COTOCA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,5,4,9
EL ALTO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,13,7,20
EL PUENTE(STC),tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
GUANAY,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
ICLA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,6,7,13
LA PAZ,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,17,4,21
MAPIRI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
MONTERO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,5,2,7
ORURO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,7,1,8
PALOS BLANCOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,3,1,4
POROMA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
POTOSI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
PUCARANI,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,2,0,2
PUNATA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,5,2,7
REYES,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,9,4,13
SACABA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,9,1,10
SAN BENITO,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,2,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,3,0,3
SAN LUCAS,tuberculosis y lepra,no de casos tb tsf (nuevos y recaidas) con exito de tratamiento,2024-12-01,0,1,1
