,group,variable,month,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
ARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,50,0,50,50
ARBIETO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,70,0,70,70
ARQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,19,0,19,19
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,37,0,37,37
ATOCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,8,0,8,8
AUCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
AYATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
AYO AYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,124,0,124,124
AZURDUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,45,0,45,45
BATALLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,34,0,34,34
BAURES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,14,0,14,14
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
BERMEJO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,54,0,54,54
BETANZOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,67,0,67,67
BOLIVAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,15,0,15,15
BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
CABEZAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,20,0,20,20
"CAIZA ""D""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,32,0,32,32
CAJUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,20,0,20,20
CALAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,26,0,26,26
CAMARGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,67,0,67,67
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,9,0,9,9
CAMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,187,0,187,187
CAPINOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,64,0,64,64
CAQUIAVIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,34,0,34,34
CARACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
CARANAVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,28,0,28,28
CARIPUYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,17,0,17,17
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
CATACORA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
CHALLAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,271,0,271,271
CHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
CHARAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
CHARAÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1,0,1,1
CHAYANTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,43,0,43,43
CHIMORE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,58,0,58,58
CHIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
CHOQUE COTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,32,0,32,32
CHUMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,38,0,38,38
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,43,0,43,43
CKOCHAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,32,0,32,32
CLIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,62,0,62,62
COBIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,185,0,185,185
COCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,175,0,175,175
COCHABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1601,0,1601,1601
COIPASA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,8,0,8,8
COLCAPIRHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,177,0,177,177
"COLCHA ""K""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,23,0,23,23
COLLANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,10,0,10,10
COLOMI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,178,0,178,178
COLPA BELGICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,8,0,8,8
COLQUECHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,65,0,65,65
COLQUENCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
COLQUIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,18,0,18,18
COMANCHE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
COMARAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,72,0,72,72
COMBAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
COPACABANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,25,0,25,25
CORIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,15,0,15,15
CORO CORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,10,0,10,10
COROICO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,4,0,4,4
CORQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,38,0,38,38
COTAGAITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,32,0,32,32
COTOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,23,0,23,23
CUATRO CAÑADAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,96,0,96,96
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
CUEVO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
CULPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,83,0,83,83
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
CURVA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
DESAGUADERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,17,0,17,17
EL ALTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1164,0,1164,1164
EL CHORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
EL PUENTE(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
EL TORNO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,161,0,161,161
EL VILLAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,20,0,20,20
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,15,0,15,15
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,19,0,19,19
ESMERALDA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
EUCALIPTUS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
FILADELFIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,29,0,29,29
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,74,0,74,74
GUANAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,14,0,14,14
GUAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,8,0,8,8
GUAYARAMERIN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,68,0,68,68
GUTIERREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,12,0,12,12
HUACARETA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,104,0,104,104
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,62,0,62,62
HUANUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
HUATAJATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,36,0,36,36
HUAYLLAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,19,0,19,19
HUMANATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,25,0,25,25
ICHOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,37,0,37,37
ICLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,34,0,34,34
INCAHUASI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,73,0,73,73
INGAVI (HUMAITA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
INQUISIVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,41,0,41,41
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,35,0,35,35
IXIAMAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,21,0,21,21
JESUS DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,58,0,58,58
LA ASUNTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,38,0,38,38
LA GUARDIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,174,0,174,174
LA PAZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1118,0,1118,1118
LAJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,23,0,23,23
LAS CARRERAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,19,0,19,19
LICOMA PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
LLALLAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,121,0,121,121
LURIBAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
MACHACAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,25,0,25,25
MACHARETI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,57,0,57,57
MAGDALENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
MAIRANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,55,0,55,55
MAPIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,21,0,21,21
MECAPACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
MINEROS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,100,0,100,100
MIZQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
MOCOMOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,18,0,18,18
MOJOCOYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,23,0,23,23
MONTEAGUDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,248,0,248,248
MONTERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,115,0,115,115
MORO MORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,17,0,17,17
MOROCHATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,46,0,46,46
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
OCURI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
OKINAWA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
ORURO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,547,0,547,547
PADCAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,12,0,12,12
PADILLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,33,0,33,33
PALOS BLANCOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,51,0,51,51
PAMPA AULLAGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
PAMPA GRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,39,0,39,39
PAPEL PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,47,0,47,47
PASORAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1,0,1,1
PATACAMAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,58,0,58,58
PAZÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
PELECHUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,21,0,21,21
POCOATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,59,0,59,59
POCONA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,15,0,15,15
POJO (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,25,0,25,25
POOPO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,27,0,27,27
PORCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,32,0,32,32
POROMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,73,0,73,73
PORONGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,37,0,37,37
PORTACHUELO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
PORVENIR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,20,0,20,20
POSTRER VALLE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
POTOSI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,486,0,486,486
PRESTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,31,0,31,31
PUCARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1,0,1,1
PUCARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,21,0,21,21
PUERTO ACOSTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
PUERTO CARABUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,12,0,12,12
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
PUERTO PEREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,10,0,10,10
PUERTO QUIJARRO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
PUERTO RICO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,12,0,12,12
PUERTO SILES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
PUERTO SUAREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,76,0,76,76
PUERTO VILLARROEL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,191,0,191,191
PUNA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,59,0,59,59
PUNATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,139,0,139,139
QUIABAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
QUILLACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,558,0,558,558
QUIME,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,33,0,33,33
QUIRUSILLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
RAVELO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,102,0,102,102
REYES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
RIBERALTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,237,0,237,237
SABAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,8,0,8,8
SACABA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,404,0,404,404
SACABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
SACACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
SAIPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,47,0,47,47
SAMAIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
SAN AGUSTIN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
SAN ANDRES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,17,0,17,17
SAN BENITO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,85,0,85,85
SAN BORJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,46,0,46,46
SAN BUENA VENTURA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,18,0,18,18
SAN CARLOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,61,0,61,61
SAN IGNACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,16,0,16,16
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,40,0,40,40
SAN JAVIER(BNI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,17,0,17,17
SAN JULIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,204,0,204,204
SAN LORENZO(PND),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,31,0,31,31
SAN LORENZO(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
SAN LUCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,91,0,91,91
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,4,0,4,4
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,4,0,4,4
SAN PEDRO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,53,0,53,53
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,58,0,58,58
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,6,0,6,6
SAN RAMON SCZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
SANTA ANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2226,0,2226,2226
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,23,0,23,23
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,28,0,28,28
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,81,0,81,81
SANTIVAÑES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,12,0,12,12
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,8,0,8,8
SAPAHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,45,0,45,45
SENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,27,0,27,27
SHINAOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,56,0,56,56
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
SICAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,41,0,41,41
SIPE SIPE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,136,0,136,136
SOPACHUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,50,0,50,50
SORACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,10,0,10,10
SORATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,135,0,135,135
SUCRE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1433,0,1433,1433
TACACOMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,3,0,3,3
TACOBAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
TACOPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,7,0,7,7
TAHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,2,0,2,2
TAPACARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,90,0,90,90
TARABUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,80,0,80,80
TARACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,20,0,20,20
TARATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
TARIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,188,0,188,188
TARVITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,25,0,25,25
TEOPONTE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,23,0,23,23
TIAWANACU,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,32,0,32,32
TINGUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,65,0,65,65
TIQUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,459,0,459,459
TIRAQUE (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,13,0,13,13
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,1,0,1,1
TOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,53,0,53,53
TOLATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,24,0,24,24
TOLEDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,5,0,5,5
TOMAVE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,42,0,42,42
TOMINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,53,0,53,53
TORO TORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,15,0,15,15
TOTORA(CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,36,0,36,36
TOTORA(ORR),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,15,0,15,15
TRINIDAD,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,83,0,83,83
TUPIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,54,0,54,54
TURCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
UMALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-11-01,0,11,0,11,11
