,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,6,6
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,1,1
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,2,2
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,4,4
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,6,6
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,6,0,6
CHIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,15,15
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,8,11,19
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,16,0,16
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,11,0,11
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,5,5
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,9,26,35
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,24,28,52
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,87,264,351
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,0,2
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,5,2,7
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,4,6,10
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,4,5
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,7,19,26
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,6,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,4,7,11
LA ASUNTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,4,6,10
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,8,0,8
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,29,0,29
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,8,9
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,9,9
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,1,1
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,1,1
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,5,5
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,14,15,29
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,32,9,41
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,6,12,18
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,26,27,53
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,3,5
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,0,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,6,0,6
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,24,103,127
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,11,1,12
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,13,0,13
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,21,21
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,1,3
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,1,2
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,17,9,26
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,21,22,43
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,1,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,3,3
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,4,6
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,11,36,47
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,15,8,23
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,9,13,22
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,2,5
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,2,3
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,10,9,19
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,93,71,164
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,0,2
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,1,3
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,28,13,41
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,80,4,84
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,3,6
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,6,7
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,11,12
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,6,6,12
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,2,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,5,1,6
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,6,3,9
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,5,8
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,3,0,3
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,8,0,8
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,11,2,13
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,6,13,19
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-10-01,0,10,10
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,0,2
ARAMPAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,3,5
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
BOLPEBRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,3,3
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,3,3
CALACOTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,0,3
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,1,1
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,23,38,61
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,7,4,11
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,9,20,29
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,32,0,32
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,10,10
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,4,4
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,8,8,16
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,51,46,97
CULPINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,9,10,19
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,71,89,160
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,5,5,10
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,6,6,12
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,0,3
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,11,3,14
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,4,4,8
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,7,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,255,258
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,20,20
HUAYLLAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,8,6,14
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,24,0,24
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,24,220,244
LAS CARRERAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,4,4
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,10,10
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,11,0,11
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,8,9,17
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,16,4,20
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,3,3
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,49,8,57
PALOS BLANCOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,5,5
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,5,7
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,1,2
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,0,2
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,5,0,5
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,27,28,55
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,4,1,5
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,7,10
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,6,0,6
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,6,9
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,19,20,39
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,6,9,15
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,46,48
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,11,26,37
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,10,3,13
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,11,13,24
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,5,6
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,13,5,18
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,184,78,262
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,0,2
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,4,6
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,6,6
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,0,2
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,11,18,29
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,3,3
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,1,1
TARATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,18,0,18
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,5,8
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,8,22,30
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,6,4,10
TRIGAL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,17,17,34
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,4,4
UMALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,1,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,2,2
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,5,0,5
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,0,3
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,14,0,14
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,3,6,9
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,2,0,2
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,11,34,45
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,6,3,9
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,0,1,1
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,0,1
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-11-01,1,4,5
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,3,6
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,3,3
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,2,2
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,5,0,5
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,11,18,29
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,5,8,13
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,6,4,10
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,6,0,6
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,77,0,77
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,14,2,16
COROICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,2,2
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,3,4
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,3,11
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,58,189,247
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,13,0,13
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,4,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,1,2
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,1,2
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,0,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,8,8
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,6,7
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,5,6,11
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,6,0,6
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,19,8,27
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,49,65,114
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
LLICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,64,64
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,10,12
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,15,0,15
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,0,2
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,5,0,5
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,7,0,7
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,3,11
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,11,10,21
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,1,1
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,1,1
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,45,7,52
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,0,3
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,0,2
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,15,15
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,5,0,5
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,6,1,7
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,9,0,9
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,5,5
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,4,0,4
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,0,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,3,4
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,0,8
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,5,8,13
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,3,0,3
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,15,13,28
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,13,9,22
SAN JOAQUIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,11,30,41
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,5,6
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,11,2,13
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,2,2
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,0,2
SAN RAMON BENI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,1,1
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,5,13
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,54,11,65
SANTA ROSA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,1,0,1
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,2,0,2
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,4,2,6
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,22,4,26
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,0,2,2
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,13,0,13
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2011-12-01,8,6,14
