municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,13,13,65,65
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,22,22,26,26
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,242,242,19,19
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,27,27,4,4
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,24,24,12,12
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,2,2
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,157,157,30,30
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,5,5,27,27
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,5,5,42,42
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,7,7,15,15
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,8,8,7,7
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,1,1
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,8,8,4,4
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,0,0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,7,7,5,5
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,0,0
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,64,64,64,64
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,16,16,14,14
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,49,49,11,11
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,40,40,43,43
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,121,121,45,45
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,9,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,19,19,4,4
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,35,35,7,7
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,15,15,3,3
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,85,85,28,28
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,4,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,12,12,8,8
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,33,33,76,76
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,18,18,7,7
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,28,28,1,1
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,2,2
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,23,23,3,3
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,8,8,80,80
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,13,13
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,2,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,10,10,2,2
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,18,18,3,3
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,23,23,23,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2351,2351,138,138
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,17,17,3,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,17,17,4,4
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,5,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,4,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,3,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,16,16
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,2,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,16,16,36,36
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,8,8
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,47,47,25,25
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,11,11,2,2
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,9,9,14,14
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,15,15,35,35
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,545,545,28,28
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,12,12,3,3
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,27,27
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,18,18,14,14
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,1,1
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,38,38,48,48
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,24,24,12,12
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,4,4
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,372,372,4,4
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,15,15,18,18
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,18,18
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,20,20,16,16
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,5,5,29,29
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,13,13
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,73,73,18,18
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,61,61,15,15
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,7,7,8,8
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,5,5,1,1
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,6,6,5,5
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,13,13
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,9,9,11,11
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,12,12,31,31
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,20,20,10,10
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,2,2
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,253,253,4,4
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,51,51,19,19
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,0,0
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,19,19
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,31,31,24,24
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,14,14,3,3
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,3,3,4,4
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,50,50,20,20
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,31,31
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,23,23,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,50,50,32,32
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,6,6,14,14
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,56,56,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,2,2
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,12,12,7,7
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,118,118,32,32
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,8,8,2,2
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,60,60,11,11
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,66,66,0,0
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,11,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,51,51,19,19
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,2,2,18,18
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,161,161,13,13
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,8,8,2,2
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,4,4,7,7
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,42,42,11,11
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,0,0,23,23
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,12,12,0,0
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,1,1,4,4
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-10-01,8,8,6,6
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,9,9
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,45,45,78,78
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,11,11,28,28
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,42,42,31,31
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,4,4
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,5,5,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,32,32
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,3,3,6,6
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,0,0
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,11,11,6,6
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,23,23,37,37
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,9,9
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,7,7,8,8
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,5,5
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,25,25,22,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,49,49,5,5
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,21,21,3,3
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,6,6
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,15,15
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,4,4,18,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,26,26,24,24
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,13,13,13,13
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,9,9,21,21
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,5,5,3,3
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,1,1
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,7,7
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,49,49,2,2
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,20,20,44,44
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,7,7,9,9
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,1,1
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,14,14,5,5
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,23,23,3,3
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,6,6,12,12
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,15,15
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,12,12,3,3
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,6,6,16,16
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,21,21,3,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,4,4,3,3
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,58,58,3,3
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,22,22,13,13
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,9,9
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,25,25,17,17
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,94,94,41,41
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,8,8,5,5
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,19,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,3,3
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,4,4
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,37,37,29,29
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,9,9,12,12
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,31,31,19,19
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,21,21,27,27
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,11,11,7,7
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,3,3,0,0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,10,10,8,8
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,3,3,18,18
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,26,26,3,3
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,103,103,0,0
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1358,1358,6,6
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,81,81,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,5,5,13,13
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,2,2
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,36,36,7,7
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,5,5,0,0
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,17,17,71,71
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,12,12
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,9,9,47,47
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,4,4
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,33,33,4,4
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,32,32,0,0
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,6,6,33,33
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,13,13,12,12
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,7,7
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,13,13,8,8
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,5,5
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,10,10,32,32
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,65,65,6,6
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,25,25,28,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,0,0
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,3,3
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,20,20,22,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,5,5,4,4
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,4,4,4,4
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1527,1527,10,10
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,4,4,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,23,23,2,2
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,8,8,14,14
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,78,78,0,0
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,6,6,0,0
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,19,19,10,10
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,31,31,7,7
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,7,7,7,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,2,2
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,0,0
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,12,12,3,3
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,5,5,1,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,20,20,9,9
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,7,7,16,16
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,16,16,8,8
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,4,4,12,12
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,92,92,4,4
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,9,9,17,17
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,3,3
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,2,2
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,35,35,13,13
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,2,2,0,0
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,2,2
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,0,0,9,9
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,8,8,7,7
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-11-01,23,23,19,19
