municipality,group,variable,month,Polio 1ra dosis -DENTRO,TOTAL DENTRO,Polio 1ra dosis -FUERA,TOTAL FUERA
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,34,34,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2195,2195,166,166
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,15,15,4,4
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,17,17,20,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,0,0,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,1,1,5,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,1,1,8,8
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,8,8,4,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,4,4
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,10,10
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,3,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,17,17,36,36
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,1,1,12,12
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,35,35,40,40
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,4,4,16,16
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,5,5,6,6
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,11,11,36,36
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,363,363,72,72
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,7,7,3,3
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,31,31
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,19,19
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,1,1
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,25,25,42,42
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,23,23,32,32
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,13,13
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,10,10,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,269,269,39,39
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,26,26,16,16
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,5,5,7,7
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,9,9,18,18
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,11,11,47,47
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,17,17,8,8
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,71,71,23,23
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,82,82,21,21
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,0,0,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,4,4,6,6
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,2,2
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,3,3
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,19,19
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,8,8,14,14
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,7,7,25,25
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,11,11,28,28
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,3,3
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,175,175,63,63
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,39,39,27,27
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,5,5,3,3
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,0,0,16,16
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,7,7,47,47
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,17,17,5,5
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,7,7,1,1
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,19,19,24,24
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,12,12,17,17
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,15,15,4,4
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,43,43,70,70
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,7,7
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,34,34,16,16
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,4,4,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,4,4,2,2
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,11,11,7,7
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,127,127,62,62
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,9,9,8,8
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,44,44,7,7
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,58,58,1,1
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,7,7,9,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,1,1,2,2
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,101,101,50,50
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,8,8,13,13
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,109,109,27,27
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,10,10,6,6
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,3,3,2,2
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,52,52,30,30
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,18,18
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,13,13,5,5
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,2,2,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-09-01,9,9,13,13
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,15,15
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,28,28,86,86
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,13,13,26,26
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,42,42,24,24
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,5,5
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,1,1
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,20,20
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,3,3
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,1,1
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,13,13,11,11
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,20,20,30,30
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,8,8
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,9,9,3,3
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,16,16
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,17,17,19,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,12,12,3,3
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,21,21,7,7
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,20,20
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,13,13
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,23,23,41,41
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,21,21
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,19,19,10,10
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,10,10,8,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,4,4
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,47,47,11,11
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,22,22,70,70
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,9,9,27,27
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,3,3
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,21,21,15,15
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,30,30,16,16
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,25,25
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,21,21
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,12,12,4,4
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,6,6
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,11,11,13,13
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,16,16,14,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,1,1
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,50,50,11,11
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,31,31,23,23
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,9,9
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,31,31,23,23
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,66,66,91,91
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,8,8
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,23,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,6,6,12,12
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,3,3
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,22,22,46,46
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,8,8,19,19
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,17,17,55,55
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,1,1
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,18,18,25,25
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,23,23,18,18
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,15,15,33,33
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,15,15
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,17,17,10,10
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,76,76,15,15
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1225,1225,22,22
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,89,89,39,39
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,13,13,13,13
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,0,0
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,30,30,21,21
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,5,5
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,13,13,99,99
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,6,6
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,39,39
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,1,1
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,34,34,8,8
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,35,35,29,29
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,11,11,13,13
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,13,13
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,12,12
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,8,8,11,11
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,7,7
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,14,14,50,50
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,88,88,54,54
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,23,23,34,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,2,2
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,8,8
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,17,17,24,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,8,8
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,8,8
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,4,4
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1550,1550,714,714
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,6,6,9,9
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,14,14,11,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,13,13,13,13
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,78,78,17,17
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,2,2
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,23,23,27,27
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,44,44,27,27
ESCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,0,0
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,9,9,6,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,1,1
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,22,22
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,27,27,11,11
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,16,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,22,22,20,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,3,3,24,24
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,14,14,9,9
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,5,5,8,8
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,69,69,26,26
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,9,9,16,16
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,12,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,5,5
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,47,47,20,20
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,5,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,7,7
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,9,9
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,9,9,12,12
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,24,24,49,49
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,0,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,8,8,27,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,11,11,12,12
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,9,9,6,6
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,11,11,10,10
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,59,59,38,38
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,109,109,30,30
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1439,1439,173,173
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,7,7
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,11,11,23,23
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,7,7
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,1,1,1,1
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,54,54,48,48
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,2,2,2,2
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,21,21
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,6,6
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,4,4,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,7,7,6,6
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,11,11,23,23
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 1ra dosis,2007-10-01,16,16,6,6
