,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,3,2,3,2,5
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,14,18,14,18,32
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,7,14,7,14,21
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,3,2,3,2,5
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,4,1,4,1,5
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,34,38,34,38,72
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,1,0,1,0,1
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,125,104,125,104,229
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,4,2,4,2,6
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,57,90,57,90,147
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,9,12,9,12,21
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,3,4,3,4,7
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-10-01,4,1,4,1,5
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,6,4,6,10
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,1,5,1,6
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,3,0,3,3
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,3,4,3,7
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,4,1,4,5
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,2,3,2,5
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,5,3,5,8
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,4,0,4,4
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,2,2,2,4
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,4,4,4,8
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,8,4,8,4,12
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,3,6,3,9
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,3,5,3,8
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
BELLA FLOR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,32,28,32,28,60
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,11,7,11,7,18
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,5,0,5,5
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,3,7,3,10
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,8,7,8,15
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,3,2,3,5
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,7,4,7,11
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,2,3,2,5
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,8,8,8,8,16
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,0,3,0,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,5,6,5,11
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,5,7,5,12
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,3,1,3,4
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,7,6,7,13
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,45,38,45,38,83
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,4,6,4,10
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,4,1,4,5
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,9,6,9,6,15
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,3,5,3,8
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,16,15,16,15,31
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,13,10,13,10,23
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,1,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,3,0,3,3
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,3,3,3,6
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,9,10,9,19
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,20,12,20,12,32
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,144,111,144,111,255
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,12,11,12,11,23
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,0,4,0,4
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,3,1,3,4
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,2,6,2,8
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,4,7,4,11
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,4,4,4,8
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,16,7,16,23
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,4,4,4,8
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,11,10,11,21
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,18,12,18,12,30
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,2,10,2,12
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,18,13,18,13,31
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,16,12,16,12,28
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,14,7,14,21
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,270,247,270,247,517
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,1,3,1,4
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,8,7,8,7,15
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,45,37,45,37,82
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,7,10,7,17
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,16,14,16,14,30
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,2,5,2,7
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,9,10,9,19
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,6,7,6,13
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,10,0,10,10
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,13,5,13,5,18
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,13,10,13,10,23
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,4,3,4,7
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,11,3,11,14
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
HUACHACALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,1,6,1,7
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,2,0,2,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,14,12,14,12,26
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,11,19,11,19,30
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,3,5,3,8
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,26,7,26,33
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,21,11,21,11,32
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,37,33,37,33,70
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,418,237,418,237,655
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,3,6,3,9
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,4,2,4,6
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,21,1,21,1,22
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
LORETO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,3,1,3,4
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,1,3,1,4
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,1,6,1,7
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,9,5,9,14
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,3,0,3,3
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,1,4,1,5
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,22,6,22,6,28
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,4,3,4,7
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,9,2,9,2,11
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,5,5,5,10
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,11,21,11,21,32
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,20,15,20,15,35
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,105,65,105,65,170
MORO MORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,3,2,3,5
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,5,5,5,10
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,8,6,8,14
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,108,84,108,84,192
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,12,6,12,18
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,3,4,3,7
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,45,43,45,43,88
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,1,3,1,4
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,15,12,15,12,27
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
PAPEL PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,2,0,2,2
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,12,10,12,10,22
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,6,3,6,9
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,3,2,3,5
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,3,2,3,5
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,3,2,3,5
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,5,5,5,10
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,9,11,9,11,20
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,13,10,13,10,23
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
POSTRER VALLE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,49,32,49,32,81
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,9,5,9,5,14
PUCARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,2,6,2,8
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,0,4,0,4
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,2,0,2,2
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,1,4,1,5
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,2,5,2,7
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,46,34,46,34,80
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,9,10,9,19
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,17,25,17,25,42
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,20,22,20,22,42
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,3,2,3,5
QUIRUSILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,3,5,3,8
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,43,30,43,30,73
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,7,3,7,10
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,3,5,3,8
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,44,43,44,43,87
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,8,3,8,11
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,3,1,3,4
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,2,6,2,8
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,8,2,8,10
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,19,25,19,25,44
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,5,2,5,7
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,8,11,8,11,19
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,7,4,7,11
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,8,9,8,9,17
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,4,6,4,10
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,1,3,1,4
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,5,0,5,5
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,45,43,45,43,88
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,6,5,6,11
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,29,35,29,35,64
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,3,5,3,8
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,5,5,5,10
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,14,8,14,8,22
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,2,5,2,7
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,2,1,2,3
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,6,7,6,13
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,615,341,615,341,956
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,17,7,17,7,24
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,4,3,4,7
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,2,2,2,4
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,2,2,2,4
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,14,3,14,3,17
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,19,9,19,9,28
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,3,1,3,4
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,0,2,0,2
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,16,9,16,9,25
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,16,5,16,5,21
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,21,16,21,16,37
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,273,407,273,407,680
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,4,5,4,9
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,0,1,0,1
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,7,6,7,13
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,7,10,7,17
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,27,21,27,21,48
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,0,3,0,3
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,3,4,3,7
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,82,65,82,65,147
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,16,7,16,23
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,4,10,4,14
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,1,3,1,4
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,4,2,4,6
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,27,9,27,9,36
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,23,24,23,24,47
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,2,1,2,3
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,3,3,3,6
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,5,5,5,5,10
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,5,4,5,9
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,0,2,0,2,2
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,2,2,2,4
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,1,1,1,2
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,27,10,27,10,37
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,10,8,10,8,18
UMALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,2,1,2,1,3
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,4,3,4,3,7
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,6,4,6,4,10
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,5,3,5,8
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,7,6,7,6,13
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,3,0,3,0,3
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,1,5,1,5,6
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-11-01,9,7,9,7,16
