municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,20,20,42,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,4,4,8,8
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,14,14,4,4
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,35,35,8,8
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,5,5,20,20
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,36,36,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,63,63,25,25
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,5,5,22,22
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,38,38,6,6
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,0,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,6,6,4,4
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,7,7,10,10
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,108,108,40,40
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,8,8,7,7
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,64,64,5,5
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,53,53,3,3
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,6,6,17,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,0,0,5,5
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,77,77,17,17
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,0,0,7,7
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,139,139,4,4
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,17,17,4,4
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,3,3,5,5
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,68,68,13,13
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,0,0,2,2
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,22,22,5,5
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,1,1,9,9
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-10-01,13,13,5,5
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,19,19
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,21,21,54,54
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,22,22
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,35,35,25,25
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,9,9
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,1,1
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,9,9
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,2,2
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,12,12
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,34,34
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,17,17
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,5,5,11,11
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,8,8,4,4
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,17,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,29,29,8,8
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,17,17,5,5
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,19,19
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,15,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,35,35,57,57
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,13,13,24,24
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,7,7
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,5,5,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,3,3
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,34,34,5,5
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,24,24,58,58
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,11,11,40,40
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,5,5
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,8,8
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,7,7,5,5
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,5,5,9,9
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,21,21
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,10,10
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,0,0
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,6,6
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,12,12
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,38,38,10,10
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,5,5
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,27,27,63,63
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,39,39,3,3
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,18,18
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,27,27,21,21
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,85,85,38,38
CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,8,8
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,29,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,4,4
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,4,4
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,33,33,30,30
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,7,7,16,16
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,57,57,83,83
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,4,4
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,16,16
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,8,8
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,8,8
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,11,11
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,43,43,2,2
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,68,68,2,2
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1512,1512,187,187
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,67,67,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,16,16
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,0,0
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,23,23,14,14
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,0,0
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,7,7,90,90
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,11,11
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,13,13,42,42
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,30,30,6,6
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,12,12,23,23
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,17,17,18,18
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,18,18
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,12,12
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,23,23,5,5
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,8,8
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,5,5,44,44
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,73,73,6,6
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,12,12,30,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,4,4
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,8,8
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,20,20,33,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,1,1
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,2,2
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1551,1551,8,8
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,3,3
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,11,11,12,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,10,10
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,85,85,18,18
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,5,5
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,17,17,14,14
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,56,56,17,17
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,7,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,4,4
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,5,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,8,8
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,6,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,18,18,18,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,8,8,29,29
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,18,18,5,5
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,9,9
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,59,59,3,3
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,10,10,18,18
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,11,11,4,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,9,9
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,50,50,7,7
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,0,0
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,5,5
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,40,40
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,14,14,17,17
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,31,31,48,48
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,32,32
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,11,11,17,17
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,12,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,27,27
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,47,47,20,20
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,71,71,1,1
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1642,1642,20,20
LA RIVERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,0,0
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,5,5
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,7,7,16,16
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,2,2
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,4,4
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,58,58,21,21
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,4,4
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,6,6
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,30,30
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,3,3
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,2,2
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,11,11,10,10
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,18,18,1,1
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,7,7
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,23,23,5,5
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,29,29
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,24,24,2,2
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,38,38,36,36
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,21,21
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,15,15
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,39,39,12,12
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,226,226,3,3
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,1,1
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,24,24,75,75
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,13,13,52,52
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,19,19,4,4
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,4,4
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,547,547,79,79
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,7,7
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,26,26,4,4
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,47,47,18,18
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,34,34
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,37,37,27,27
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,6,6
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,8,8,5,5
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,10,10
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,7,7
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,54,54,3,3
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,8,8
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,9,9
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,9,9,110,110
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,9,9,9,9
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,19,19
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,6,6,5,5
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,3,3,16,16
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,14,14,35,35
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,7,7,12,12
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,44,44,1,1
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,1,1
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,373,373,8,8
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,16,16
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,2,2
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,40,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,8,8,27,27
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,22,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,1,1
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,8,8,11,11
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,13,13
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,3,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,22,22,8,8
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,109,109,12,12
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,32,32,82,82
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,54,54,4,4
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,208,208,5,5
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,12,12
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,0,0
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,22,22,44,44
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,12,12,13,13
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,146,146,23,23
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,15,15,18,18
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,11,11,14,14
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,3,3
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,223,223,21,21
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,4,4,0,0
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,14,14,45,45
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,2,2,6,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,9,9,11,11
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,19,19,3,3
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,1,1,7,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-11-01,0,0,10,10
