,group,variable,month,L 16.2 REUMÁTICAS CANTIDAD,L 16.2 REUMÁTICAS CANTIDAD,TOTALES
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,2,4,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,31,47,78
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,4,7
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,9,16,25
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,9,12
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,18,25,43
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,11,14
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,1,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,2,4
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,3,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,5,6
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,21,27
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,21,6,27
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,12,1,13
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,16,21,37
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,2,4
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,22,28,50
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,14,24
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,2,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,36,22,58
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,18,48,66
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,1,4
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,5,10
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,3,5
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,4,5
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,8,16
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,16,15,31
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,24,74,98
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,54,87,141
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,3,6
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,3,7
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,2,3
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,3,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,12,19
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,7,14
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,24,45,69
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,8,9
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,10,16
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,16,28,44
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,136,301,437
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,8,18
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,2,8
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,3,4
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,7,10
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,2,5
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,12,40,52
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,15,17
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,3,7
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,6,11
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,2,4
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,8,15
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,9,15,24
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,13,15
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,5,7
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,11,9,20
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,16,23,39
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,114,627,741
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,0,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,8,11
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,15,14,29
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,10,15
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,6,8
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,4,7
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,9,13,22
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,11,13
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,20,24
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,9,17
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,13,17
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,4,5
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,8,15
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,9,20,29
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,12,22
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,11,18
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,3,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,10,15
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,19,29
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,7,12
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,14,33,47
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,309,1021,1330
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,19,15,34
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,6,11
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,1,3
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,3,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,5,9
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,5,6
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,7,9
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,2,4
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,30,32,62
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,21,35,56
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,7,11
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,2,2
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,7,7
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,9,11
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,21,27
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,97,216,313
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,10,18
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,20,28
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,26,30,56
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,8,13
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,11,7,18
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,14,22
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,6,11
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,27,55,82
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,12,20
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,32,49,81
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,17,23,40
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,6,11
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,1,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,33,30,63
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,1,3
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,2,7
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,19,27
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,31,57,88
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,9,31,40
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,8,13
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,12,14,26
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,14,17,31
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,5,15
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,16,23
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,10,15
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,4,8
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,3,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,0,2
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,3,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,4,5
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,5,5
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,18,25,43
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,13,19
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,21,52,73
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,4,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,17,24
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,0,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,48,98,146
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,9,19,28
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,6,12
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,4,7
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,0,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,3,6
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,10,10
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,260,534,794
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,26,25,51
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,22,37,59
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,14,20
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,3,5
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,6,12
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,5,6
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,21,28,49
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,0,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,20,30,50
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,2,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,4,6
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,770,1353,2123
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,9,12
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,8,11
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,14,19,33
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,33,55,88
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,23,27,50
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,15,23
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,19,23
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,17,29,46
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,11,10,21
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,2,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,6,7
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,17,18,35
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,16,22,38
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,6,10
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,3,4
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,11,10,21
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,11,47,58
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,22,9,31
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,2,3
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,3,13
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,2,2
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,8,14
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,2,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,21,31,52
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,11,17
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,6,11
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,32,36,68
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,8,11
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,4,2,6
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,7,9
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,35,41,76
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,7,14
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,10,17,27
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,6,8,14
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,2,3,5
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,8,10,18
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,7,12,19
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,12,10,22
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,27,57,84
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,3,3,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,29,17,46
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,1,5,6
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,5,4,9
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-10-01,0,9,9
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,14,17,31
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,7,14
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,10,13,23
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,8,11
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,12,17
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,6,4,10
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,10,17
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,2,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,8,31,39
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,2,4
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,23,11,34
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,3,3,6
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,14,15,29
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,2,3,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,15,25,40
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,14,21
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,35,27,62
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,15,22,37
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,6,3,9
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,5,7,12
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,7,4,11
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,9,24,33
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,35,73,108
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,46,86,132
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,3,7
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,0,1,1
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,1,11,12
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-11-01,4,10,14
