,group,variable,month,L 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,L 1611 EPILEPSIA / CONVULSIONES / ATAQUES CANTIDAD,TOTALES
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,1,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,96,112,208
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,1,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,3,2,5
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,14,16,30
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,13,15,28
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,6,5,11
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,1,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,14,10,24
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,4,6
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,1,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,3,1,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,1,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,5,2,7
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,1,2
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,2,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,2,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,129,120,249
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,119,103,222
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,8,5,13
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,77,93,170
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,2,2
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,13,13,26
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,4,4
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,2,0,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,3,6,9
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,3,0,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,2,3
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,23,12,35
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,1,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-08-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,2,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,2,3
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,4,6
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,3,3,6
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,6,11,17
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,4,1,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,85,145,230
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,2,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,0,2
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,0,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,16,19,35
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,6,8
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,3,3
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,136,111,247
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,12,12,24
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,3,10,13
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,3,3,6
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,14,5,19
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,3,0,3
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,3,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,2,4
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,5,6,11
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,2,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,2,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,112,125,237
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
SENA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,3,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,85,82,167
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,4,1,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,64,87,151
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,1,3
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,5,0,5
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,5,8,13
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,4,2,6
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,3,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,3,9,12
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,2,1,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,1,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,13,9,22
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,0,1,1
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-09-01,1,0,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,1,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,7,1,8
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,2,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,2,4
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,3,1,4
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,3,0,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,2,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,8,11,19
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,12,7,19
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,199,197,396
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,2,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,21,16,37
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,3,4,7
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,1,2
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,3,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,130,122,252
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,3,2,5
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,1,3
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,3,1,4
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,16,10,26
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,10,10,20
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,9,4,13
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,2,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,11,4,15
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,0,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1611        epilepsia / convulsiones / ataques,2012-10-01,2,2,4
