,group,variable,month,L 16.1 CARDIOVASCULARES CANTIDAD,L 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,13,13,26
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,8,9,17
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,2,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,2,4
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,6,3,9
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,1,21,22
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,54,65,119
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,1,2,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,31,21,52
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,25,30,55
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,5,4,9
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,11,10,21
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,4,1,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,16,16,32
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,6,3,9
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,5,7
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,3,6,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,7,14,21
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,2,4
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-06-01,2,6,8
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,6,2,8
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,3,6
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,6,2,8
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,2,5
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,25,30,55
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,5,3,8
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,1,4
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,4,4
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,23,20,43
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,40,52,92
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,1,4
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,2,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,13,6,19
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,171,225,396
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,5,4,9
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,5,0,5
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,4,8
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,12,6,18
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,159,127,286
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,22,11,33
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,4,8
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,1,4
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,8,12,20
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,7,9,16
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,5,8
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,477,551,1028
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,3,5
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,3,6
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,10,21,31
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,49,59,108
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,44,57,101
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,4,8
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,2,4
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,10,9,19
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,14,22,36
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,22,29,51
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,2,4
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,6,12,18
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,2,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,2,6
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,3,6
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,7,3,10
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,8,11
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,6,10
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,3,6
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,2,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,12,14
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,5,6,11
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,12,7,19
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,1,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,0,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,2,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,2,4
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,1,4
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,17,30,47
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,284,342,626
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,6,5,11
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,0,3
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,306,407,713
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,6,10,16
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,50,48,98
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,7,11,18
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,0,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,3,3
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,2,6
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,1,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,4,5
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,72,91,163
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,0,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,2,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,2,4,6
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,2,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,15,11,26
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,1,4,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,7,8,15
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,7,5,12
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,6,6,12
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,7,10
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,49,26,75
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,4,4
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,3,3,6
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-07-01,4,10,14
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,7,9
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,2,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,6,8
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,11,18,29
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,5,6,11
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,2,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,3,6
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,19,21,40
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,45,53,98
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,6,4,10
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,137,187,324
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,26,33,59
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,2,3
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,2,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,2,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,4,7
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,71,154,225
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,15,19,34
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,1,4
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,8,13,21
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,6,14,20
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,1,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,492,504,996
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,2,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,2,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,6,8
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,4,6
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,9,13
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,35,73,108
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,40,54,94
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,0,3
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,18,34,52
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,31,37,68
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,0,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,13,9,22
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,8,6,14
