,group,variable,month,L 16.8 ABUSO DE ALCOHOL CANTIDAD,L 16.8 ABUSO DE ALCOHOL CANTIDAD,TOTALES
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,2,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,3,5
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,1,3
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,3,0,3
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,6,2,8
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,128,49,177
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,7,2,9
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,4,149,153
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,7,4,11
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,26,15,41
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,3,2,5
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,1,2
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,10,0,10
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,6,1,7
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,3,0,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,5,2,7
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,5,0,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,1,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,178,350,528
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,49,5,54
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,1,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,87,32,119
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,6,4,10
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,1,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,2,0,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,6,1,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-11-01,1,0,1
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,1,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,3,1,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,0,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,31,11,42
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,3,2,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,16,4,20
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,3,0,3
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,0,1,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,108,58,166
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,0,4
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,2,6
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,18,12,30
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,1,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,13,12,25
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,10,7,17
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,10,0,10
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,6,5,11
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,0,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,1,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,52,31,83
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,0,4,4
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,44,6,50
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,81,21,102
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,3,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,3,0,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,1,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,3,0,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,3,1,4
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,0,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,4,0,4
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,2,1,3
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.8        abuso de alcohol,2012-12-01,1,0,1
