,group,variable,month,L 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,L 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,3,3
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,38,260,298
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,3,4
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,1,3
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,3,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,2,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,7,113,120
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,3,0,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,3,1,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,12,12
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,58,60
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,3,6,9
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,5,6,11
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,2,4
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,85,87
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,16,63,79
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,3,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,4,8,12
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,89,198,287
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,6,8
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,5,36,41
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,1,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,16,171,187
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,35,234,269
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,3,16,19
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,8,129,137
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,44,63,107
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,12,6,18
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,1,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,21,53,74
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,2,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,3,3
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,15,10,25
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,2,4,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-08-01,0,3,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,35,56,91
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,5,6
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,42,45,87
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,5,13,18
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,1,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,36,38
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,18,39,57
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,1,3
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,115,410,525
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,8,8
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,1,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,48,696,744
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,3,3
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,4,4
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,3,7,10
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,4,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,3,2,5
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,176,755,931
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,1,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,4,4,8
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,2,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,4,4
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,7,19,26
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,8,9
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,37,172,209
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,0,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,1,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,3,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,3,3,6
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,14,123,137
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,2,4
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,2,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,3,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,3,50,53
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,4,5
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,3,3,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,5,72,77
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,0,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,4,2,6
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,2,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,6,5,11
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,104,188,292
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,13,13
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,0,1
SENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,20,20,40
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,6,77,83
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,7,8,15
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,3,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,19,274,293
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,0,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,4,4
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,9,149,158
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,1,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,5,6,11
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,4,6,10
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,35,197,232
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,45,75,120
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,5,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,25,63,88
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,1,2
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,5,15,20
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,3,5,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,10,8,18
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,3,5
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,5,12,17
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-09-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,43,79,122
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,58,48,106
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,6,7
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,3,2,5
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,31,31
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,10,32,42
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,4,4
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,169,565,734
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,3,3
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,4,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,3,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,55,599,654
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,13,6,19
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,2,3
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,2,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,3,4
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,3,5,8
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,3,3
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,4,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,178,787,965
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,3,0,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,8,21,29
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,16,27,43
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,10,15,25
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,4,1,5
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,71,350,421
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,14,17,31
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,2,1,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,3,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,3,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,5,80,85
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,25,26
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,4,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,2,8,10
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,220,441,661
