,group,variable,month,L 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,L 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,8,9
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,19,21
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,14,29,43
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,3,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,0,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,3,7,10
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,0,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,4,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,2,4
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,5,3,8
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,3,3
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,10,12
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,2,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,142,244,386
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,89,108,197
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,54,90,144
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,3,3
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,5,6
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,5,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,3,4,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,3,4
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,4,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,1,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,11,11,22
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,2,4,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-10-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,2,1,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,9,10
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,2,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,9,16,25
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,4,5,9
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,66,158,224
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,51,96,147
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,3,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,4,4
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,3,3
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,3,3,6
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,88,233,321
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,5,16,21
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,15,38,53
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,5,11,16
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,5,5
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,3,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,6,52,58
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,4,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,8,8
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,3,3,6
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,160,286,446
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,3,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,88,128,216
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,2,1,3
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,61,102,163
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,2,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,10,11
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,4,4,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,2,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,3,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,2,4,6
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-11-01,1,1,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,1,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,3,5
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,16,17
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,0,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,4,6
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,2,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,4,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,133,182,315
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,11,12
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,31,46,77
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,2,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,6,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,127,225,352
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,10,16,26
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,10,20,30
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,4,5,9
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,4,1,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,61,62
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,3,3
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,3,13,16
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,2,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,166,257,423
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,2,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,105,109,214
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,42,96,138
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,3,5,8
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,3,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,7,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,1,2
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,1,8,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 1610        episodios depresivos / ansiedad,2012-12-01,2,5,7
