municipality,group,variable,month,Controles nuevos en niños de 2 años a < de 5 a NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,68,68,65,133
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,24,24,27,51
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,213,213,230,443
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,5,5,4,9
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,5,5,4,9
TACOPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,0,2
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,40,40,33,73
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,3,3,0,3
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,6,6,7,13
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,1,1
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,216,216,227,443
TARVITA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,1,1
TEOPONTE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,2,2
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,13,13,12,25
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,35,35,19,54
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,103,103,59,162
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,177,177,192,369
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,1,3
TOCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,2,4
TODOS SANTOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,0,2
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,14,14,8,22
TOLEDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,9,9,6,15
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,1,1
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,26,26,37,63
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,12,12,6,18
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,1,3
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,214,214,186,400
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,1,1,2,3
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,3,3,5,8
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,1,3
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,22,22,24,46
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,1,1
URUBICHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,3,3,1,4
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,31,31,28,59
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,1,1,1,2
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,50,50,39,89
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,4,4,3,7
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,22,22,23,45
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,4,4,1,5
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,236,236,255,491
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,5,5,1,6
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,3,3,2,5
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,76,76,76,152
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,61,61,67,128
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,6,6,19,25
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,2,2
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,1,1,1,2
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,0,0,1,1
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,3,3,1,4
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-10-01,2,2,0,2
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,32,32,21,53
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,22,22,34,56
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,0,2
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,1,3
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,17,17,30,47
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,10,10,5,15
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,24,24,23,47
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,22,22,33,55
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,8,8,6,14
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,3,3
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,0,3
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,29,29,25,54
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,11,11,7,18
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,24,24,15,39
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,1,4
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,20,20,21,41
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,7,7,6,13
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,3,5
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,3,6
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,0,2
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,4,4,0,4
CAIROMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,3,5
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,4,4,1,5
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,7,7,8,15
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,2,3
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,0,2
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,69,69,53,122
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,2,3
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,3,5
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,24,24,11,35
CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,2,3
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,1,4
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,4,9
CATACORA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,0,2
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,3,6
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,10,10,7,17
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,24,24,28,52
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,6,6,1,7
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,15,15,15,30
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,7,7,6,13
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,6,6,5,11
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,36,36,28,64
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,10,10,8,18
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1036,1036,1098,2134
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,265,265,254,519
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,52,52,58,110
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,2,5
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,13,13,20,33
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
COMANCHE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,5,10
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,17,17,15,32
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,4,5
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,30,30,37,67
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,13,13,12,25
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,6,6,8,14
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,11,11,0,11
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,22,22,23,45
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,7,7,8,15
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,2,3
CURVA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1052,1052,975,2027
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,4,5
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,2,2
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,42,42,49,91
ESCARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,10,13
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,4,4,3,7
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,21,21,19,40
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,30,30,16,46
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,19,19,9,28
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,12,12,18,30
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,3,3
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,2,3
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,11,11,16,27
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,2,5
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,2,4
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,10,10,13,23
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,2,4
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,2,2
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,12,12,10,22
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,181,181,181,362
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,679,679,601,1280
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,6,9
LLICA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,16,16,11,27
LURIBAY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,9,9,5,14
MACHACAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,0,2
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,3,3
MAGDALENA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,6,6,4,10
MAIRANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,5,7
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,30,30,30,60
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,18,18,29,47
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,16,16,20,36
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,2,5
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,5,10
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,109,109,89,198
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,95,95,73,168
OCURI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,13,13,15,28
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,3,5
OMEREQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,264,264,274,538
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,5,10
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,13,13,7,20
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,6,11
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,4,4,5,9
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,15,15,21,36
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,0,2
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,3,6
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,9,9,11,20
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,52,52,70,122
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
PORCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,45,45,33,78
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,3,8
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,178,178,136,314
PUCARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,44,44,46,90
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,3,8
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,4,4,2,6
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,8,13
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,7,9
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
PUERTO SILES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,1,2
PUERTO SUAREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,3,8
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,102,102,68,170
PUNA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,31,31,30,61
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,65,65,59,124
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,1,1,0,1
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,174,174,139,313
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,5,8
REYES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,28,28,23,51
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,2,5
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,20,20,12,32
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,11,11,16,27
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,275,275,268,543
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,12,12,14,26
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,33,33,46,79
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,3,3,2,5
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,19,19,26,45
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,5,5,7,12
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,0,0,1,1
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,23,23,17,40
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,12,12,11,23
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,27,27,38,65
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,45,45,32,77
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,14,14,14,28
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,2,2,1,3
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-11-01,6,6,14,20
