,group,variable,month,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
SAN JAVIER(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,9,0,1,0,0,0,0,0,10
SAN JOAQUIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,2,0,7,0,0,0,0,0,0,0,10
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,10,0,0,0,0,0,0,0,12
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SAN JULIAN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,14,0,82,0,9,0,0,0,0,0,105
SAN LORENZO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,4,0,7,0,1,0,0,0,0,0,12
SAN LORENZO(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,12,0,4,0,0,0,0,0,18
SAN LUCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,3,2,11,1,2,0,0,0,0,0,19
SAN MATIAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,5,0,14,0,4,0,0,0,0,0,24
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,3,0,2,0,0,0,0,0,6
SAN PEDRO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,12,0,3,0,0,0,0,0,17
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,5,0,7,3,8,0,0,0,0,0,23
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
SAN PEDRO DE QUEMES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,3
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,1,1,0,0,0,0,0,3
SAN PEDRO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAFAEL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,2,0,9,0,1,0,0,0,0,0,13
SAN RAMON BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,3,0,0,0,0,0,5
SANTA ANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,2,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,15,0,234,2,1211,12,310,1,2,0,0,0,1787
SANTA ROSA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,7,0,1,0,0,0,0,0,10
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,4,0,19,0,0,0,0,0,0,0,23
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIVAÑES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,5,1,0,0,0,0,0,0,6
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAPAHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,6,0,17,0,2,0,0,0,0,0,26
SHINAOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,3,0,22,0,5,0,0,0,0,0,30
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,3,0,8,0,0,0,0,0,0,0,11
SICAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SIPE SIPE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,8,0,34,1,8,0,0,0,0,0,51
SOPACHUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
SORACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,3,0,5,0,2,0,0,0,0,0,10
SORATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,13,1,1,0,0,0,0,1,17
SUCRE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,22,1,180,2,52,1,0,0,0,0,259
TACACOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,9,0,0,0,0,0,0,0,10
TACOBAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TACOPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,2,1,1,0,0,0,0,0,6
TAPACARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,2,1,2,0,0,0,0,0,7
TARACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,5,0,1,0,0,0,0,0,6
TARATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,7,0,1,0,0,0,0,0,10
TARIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,16,0,152,9,72,11,0,0,0,0,261
TARVITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,1,0,2,1,1,0,0,0,0,0,6
TEOPONTE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,5,0,1,0,0,0,0,0,7
TIAHUANACU,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
TINGUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,2,2,0,2,0,0,0,0,0,7
TIPUANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
TIQUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,7,0,43,0,7,0,0,0,0,0,58
TIRAQUE (CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,1,5,0,3,0,0,0,0,0,9
TOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
TOLATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,3,0,1,0,0,0,0,0,6
TOMAVE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOMINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
TORO TORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,0,0,4,0,1,0,0,0,0,0,6
TOTORA(CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,3,0,3,0,1,0,0,0,0,0,7
TRIGAL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,37,7,117,0,12,1,0,0,4,0,179
TUPIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,4,0,20,0,8,0,0,0,0,0,32
UMALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
UNCIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,1,25,1,11,0,0,0,0,0,39
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,5,0,3,1,0,0,0,0,9
URUBICHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,3,0,0,0,0,0,0,0,5
UYUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,5,0,23,2,8,1,0,0,0,0,39
VACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
VALLEGRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,13,0,0,0,0,0,0,0,13
VIACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,9,0,55,0,15,0,0,0,0,0,79
VILLA CHARCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,0,1,5,3,1,0,0,0,0,0,11
VILLA MONTES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,6,0,24,2,8,0,0,0,0,0,40
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
VILLA RIVERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,2,0,0,0,0,0,5
VILLA SERRANO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,4,0,3,2,1,0,0,0,0,0,10
VILLA TUNARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,2,0,22,0,84,0,24,0,0,0,0,0,132
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,8,0,4,0,0,0,0,0,12
VILLAZON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,4,0,24,0,5,1,0,0,0,0,34
VINTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,3,0,21,9,6,0,0,0,0,0,39
VITICHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
WALDO BALLIVIAN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
WARNES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,1,0,44,1,132,2,20,0,0,0,0,0,200
YACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,2,1,0,0,0,0,3
YACUIBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,2,1,12,0,89,0,11,1,0,0,0,0,116
YAMPARAEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
YANACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,10,2,41,24,7,4,0,0,0,0,88
YOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,2,1,1,0,0,0,0,0,4
YOTALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,2,0,3,0,0,0,0,0,0,0,5
YUNCHARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ZUDAÑEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-10-01,0,0,1,0,6,1,1,0,0,0,0,0,9
ACACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,14,0,1,0,0,0,0,0,17
ACHOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,19,0,4,0,0,0,0,0,25
AIQUILE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,3,1,8,1,1,0,0,0,0,0,14
ALCALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,1,0,0,0,0,0,2
ALTO BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,7,0,4,0,0,0,0,0,0,0,11
ANDAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANTEQUERA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,1,0,1,0,0,0,0,0,3
ANZALDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,5,0,0,0,0,0,0,0,5
APOLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,0,0,10,0,0,0,0,0,0,0,11
ARAMPAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,3,0,2,0,0,0,0,0,6
ARBIETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,9,0,2,0,0,0,0,0,13
ARQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,2,0,1,0,0,0,0,0,5
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,2,0,35,0,96,0,12,0,0,0,0,0,145
ATOCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,6,0,0,0,0,0,0,0,8
AUCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
AYO AYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,2,0,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,4,0,9,1,2,0,0,0,0,0,16
AZURDUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,1,0,1,0,0,0,0,0,0,0,0,2
BATALLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,3,0,8,0,0,0,0,0,0,0,11
BAURES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,2,0,0,0,0,0,0,0,3
BELLA FLOR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,0,0,2,0,0,0,0,0,0,0,3
BERMEJO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,3,0,27,0,6,0,0,0,0,0,36
BETANZOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,10,1,1,0,0,0,0,0,13
BOLIVAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,3,0,0,0,0,0,0,0,4
BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,0,0,9,0,1,0,0,0,0,0,11
CABEZAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,5,8,17,0,4,0,0,0,0,0,34
CAIROMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,5,0,7,0,0,0,0,0,0,0,13
"CAIZA ""D""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CAJUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,3,0,8,0,1,0,0,0,0,0,12
CALACOTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,1,0,0,4,2,0,0,0,0,0,0,7
CALAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,7,0,1,0,0,0,0,0,9
CAMARGO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,5,0,2,0,0,0,0,0,7
CAMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,4,0,19,1,4,0,0,0,0,0,28
CAPINOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,12,0,0,0,0,0,0,0,14
CAQUIAVIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CARACOLLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,12,0,2,0,0,0,0,0,14
CARANAVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,6,0,33,0,8,0,0,0,0,0,47
CARAPARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,10,0,4,0,0,0,0,0,15
CARIPUYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,2,0,1,0,0,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,4,0,14,0,1,0,0,0,0,0,19
CHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,4,0,1,0,0,0,0,0,7
CHARAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,6,0,24,4,6,0,0,0,0,0,40
CHARAÑA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,8,0,0,0,0,0,0,0,8
CHIMORE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,6,1,18,0,3,0,0,0,0,0,28
CHIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,6,0,1,0,0,0,0,0,7
CHUMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,1,0,2,1,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,8,1,0,0,0,0,0,0,9
CKOCHAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,0,1,2,0,1,0,0,0,0,0,5
CLIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,3,1,15,0,2,0,0,0,0,0,21
COBIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,8,0,44,0,16,0,0,0,0,0,68
COCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,3,0,8,2,1,0,0,0,0,0,14
COCHABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,4,0,28,1,424,5,162,2,1,0,0,0,627
COLCAPIRHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,6,0,30,1,6,0,0,0,0,0,43
"COLCHA ""K""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,13,1,1,0,0,0,0,0,17
COLOMI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,12,0,2,0,0,0,0,0,16
COLPA BELGICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,3,0,3,0,2,0,0,0,0,0,9
COLQUECHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,4,0,13,0,0,1,0,0,0,0,18
COLQUENCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,3,0,1,0,0,0,0,0,5
COLQUIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,10,1,1,1,0,0,0,0,14
COMANCHE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,3
COMARAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,5,0,17,0,4,0,0,0,0,0,27
COMBAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,5,0,14,2,0,0,0,0,0,0,22
COPACABANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CORIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,1,10,0,4,0,0,0,0,0,15
CORO CORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,3,1,1,1,0,0,0,0,6
COROICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,7,1,1,0,0,0,0,0,10
COTAGAITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,14,0,3,0,0,0,0,0,18
COTOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,14,0,41,0,4,0,0,0,0,0,60
CUATRO CAÑADAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,13,2,1,2,0,0,0,0,18
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,3,0,2,0,0,0,0,0,7
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CURVA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,3
DESAGUADERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,5,0,0,0,0,0,0,0,5
EL ALTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,3,0,33,15,417,122,101,22,0,0,0,0,713
EL CHORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,8,0,3,0,0,0,0,0,12
EL PUENTE(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,3,0,0,0,0,0,0,0,4
EL TORNO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,7,0,41,0,5,0,0,0,0,0,53
EL VILLAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,9,0,0,0,0,0,0,0,10
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,1,36,0,7,0,0,0,0,0,46
ESCOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,2,0,0,0,0,0,3
EXALTACION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,1,2,1,0,0,0,0,0,0,0,5
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,2,0,7,1,2,0,0,0,0,0,12
FILADELFIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,2,0,4,0,0,0,0,0,0,0,7
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,1,0,11,0,0,0,0,0,0,0,12
GIA-TIM,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,1,1,0,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,7,0,2,0,0,0,0,0,9
GUANAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,3,0,4,1,0,0,0,0,0,0,9
GUAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,3
GUAYARAMERIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,0,0,5,1,24,0,8,0,2,0,0,0,40
GUTIERREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-11-01,1,0,4,0,6,1,1,1,0,0,0,0,14
