,group,variable,month,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,TOTALES
SAMAIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BENITO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,3,0,1,0,0,0,0,0,6
SAN BORJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,2,4,4,22,2,5,1,1,0,0,0,41
SAN CARLOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,35,0,2,0,0,0,38
SAN IGNACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,2,0,1,0,5,2,4,0,0,0,0,0,14
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,2,0,13,0,40,0,1,0,0,0,0,0,56
SAN JAVIER(BNI),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,8,0,2,0,0,0,0,0,12
SAN JOAQUIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,6,1,3,0,0,0,0,0,13
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,21,0,6,0,0,0,0,0,29
SAN LORENZO(PND),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,1,0,0,0,0,0,0,0,3
SAN LORENZO(TJA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN LUCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,3,1,1,1,0,0,0,0,9
SAN MATIAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,4,0,1,0,0,0,0,0,6
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,5,0,2,0,0,0,0,0,0,0,7
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,4,3,2,0,0,0,0,0,10
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAN RAFAEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAN RAMON BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN RAMON SCZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,2,1,1,0,0,0,0,6
SANTA ANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,1,10,0,13,0,6,0,0,0,0,0,30
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,5,0,137,0,737,2,231,0,0,0,0,0,1112
SANTA ROSA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,6,0,0,0,0,0,0,0,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIVAÑES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAPAHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SHINAOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,4,0,27,0,4,0,0,0,0,0,35
SORACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,1
SORATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SUCRE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,8,0,54,0,19,0,0,0,0,0,81
TACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACOPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,2,0,5,0,4,0,0,0,0,0,12
TARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
TARACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TARATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,5,0,0,0,0,0,0,0,5
TARIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,10,0,87,2,23,0,0,0,0,0,122
TARVITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,1,0,0,0,0,0,0,5
TEOPONTE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,1,0,0,0,0,0,0,2
TIAHUANACU,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,0,1,0,0,0,0,0,5
TINGUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,1
TIPUANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TIQUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,13,2,5,0,0,0,0,0,22
TIRAQUE (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,0,0,0,0,0,0,0,4
TOCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
TOLATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TOLEDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TOMAVE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TORO TORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,2,0,0,0,0,3
TOTORA(CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,5,0,1,0,0,0,0,0,8
TOTORA(ORR),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2
TRINIDAD,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,3,0,19,0,64,0,11,0,0,0,0,0,97
TUPIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,4,0,2,0,0,0,0,0,9
UNCIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,32,0,5,0,0,0,0,0,38
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,5,0,1,0,0,0,0,0,6
URUBICHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,1,0,0,0,0,0,3
UYUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,1,4,0,4,0,0,0,0,0,9
VALLEGRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2
VIACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,7,0,15,0,12,1,0,0,0,0,35
VILA VILA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
VILLA CHARCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
VILLA MONTES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,4,0,12,0,1,1,0,0,0,0,18
VILLA RIVERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
VILLA SERRANO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLA TUNARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,2,4,13,0,18,4,0,1,0,0,0,0,42
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
VILLAZON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,10,1,7,0,0,0,0,0,20
VINTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,1,2,9,5,6,2,0,0,0,0,26
VITICHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
WALDO BALLIVIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,4,0,24,0,7,0,0,0,0,0,36
YACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,1,0,0,0,0,0,0,0,3
YACUIBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,2,0,25,1,7,1,0,0,0,0,37
YAMPARAEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,1,0,0,0,0,0,0,0,3
YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,8,5,2,0,0,0,0,0,18
YOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
YOTALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ACACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,2,0,2,0,12,1,1,0,0,0,0,0,18
ACHOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,5,0,1,0,0,0,0,0,7
AIQUILE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,0,0,2,0,0,0,0,0,5
ALALAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ALCALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ANDAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,1,1,0,0,0,0,0,6
ARAMPAMPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,0,0,1,0,0,0,0,0,2
ARBIETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,5,0,1,0,0,0,0,0,6
ARQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,1,0,0,0,0,0,2
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,22,0,64,0,7,0,0,0,0,0,93
ATOCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AUCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AYATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AYO AYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,1,1,2,1,0,0,0,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,4,0,1,0,0,0,0,0,7
AZURDUY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BATALLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
BAURES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,9,0,3,0,0,0,0,0,12
BETANZOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
BOLIVAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CABEZAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,13,0,6,0,0,0,0,0,21
CAIROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
"CAIZA ""D""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,2
CAJUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CALACOTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CALAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CAMARGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CAMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,7,1,0,0,0,0,0,0,10
CAPINOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,5,0,2,0,0,0,0,0,11
CAQUIAVIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CARACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,3,0,1,1,0,0,0,0,7
CARANAVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,18,0,3,0,0,0,0,0,23
CARAPARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,1,0,0,0,0,0,4
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,1,3,1,1,0,0,0,0,0,6
CATACORA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,14,0,5,1,0,0,0,0,24
CHARAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,1,10,1,2,0,0,0,0,0,15
CHARAÑA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,2,0,2,0,0,0,0,0,5
CHAYANTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CHIMORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,18,0,3,1,0,0,0,0,24
CHUA COCANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,1,0,0,0,0,0,2
CHUMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CKOCHAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,1,2,0,0,0,0,0,5
CLIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
COBIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,10,0,8,0,0,0,0,0,19
COCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,13,3,1,0,0,0,0,0,19
COCHABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,45,2,413,5,135,1,0,0,0,0,602
COLCAPIRHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,7,0,2,1,0,0,0,0,12
"COLCHA ""K""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
COLOMI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,10,0,0,0,0,0,0,0,10
COLPA BELGICA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,0,0,0,0,0,0,0,0,2
COLQUECHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,9,0,2,0,0,0,0,0,12
COLQUENCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
COLQUIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
COMARAPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3
CONCEPCION,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,7,0,1,0,0,0,0,0,12
COPACABANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,1,0,0,0,0,0,0,4
CORIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,4,0,2,0,0,0,0,0,7
CORO CORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,2
COROICO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CORQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3
COTAGAITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,1,1,0,0,0,0,0,4
COTOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,14,0,32,0,3,0,0,0,0,0,50
CUATRO CAÑADAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,3,0,0,0,0,0,0,0,5
CUEVO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CULPINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,1,0,0,0,0,0,0,5
CURVA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,2,0,38,6,331,58,77,7,0,0,0,0,519
EL PUENTE(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,6,0,1,0,0,0,0,0,8
EL TORNO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,2,0,1,0,0,0,0,0,5
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,5,0,5,0,0,0,0,0,12
ESCOMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
FILADELFIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,3,0,18,0,0,0,0,0,0,0,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GUANAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GUAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
GUAYARAMERIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,30,1,8,0,0,0,0,0,41
GUTIERREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,4,0,4,0,1,0,0,0,0,0,9
HUACARAJE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,2,0,1,0,0,0,0,0,0,0,3
HUACARETA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUARINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
ICLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,2,5,1,0,1,0,0,0,0,9
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,4,0,0,0,0,0,0,0,5
IXIAMAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,0,0,2,0,2,0,0,0,0,0,4
JESUS DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
