,group,variable,month,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,1,2,0,0,0,0,0,0,0,4
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,2,0,18,1,659,4,214,1,0,0,0,0,899
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,1,2,2,0,0,0,0,0,0,5
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUENCHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,1,2,0,3,0,0,0,0,0,7
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,9,0,2,0,0,0,0,0,12
CONCEPCION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CORIPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,2,0,0,0,0,0,4
CORQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COTAGAITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,3
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,3,0,13,0,1,0,0,0,0,0,17
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,3,0,55,4,400,7,94,2,0,0,0,0,565
EL PUENTE(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
EL TORNO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,1,0,0,0,0,0,0,0,3
EXALTACION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GIA-TIM,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,1
GUANAY,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,1,6,1,8,1,2,0,0,0,0,0,19
GUAYARAMERIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,45,0,10,0,0,0,0,0,57
GUTIERREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
HUARINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ICLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
INQUISIVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,4,0,1,0,0,0,0,0,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,2
IXIAMAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,1,0,0,0,0,0,4
LA ASUNTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,4,0,2,0,0,0,0,0,7
LA GUARDIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,9,0,35,0,4,0,0,0,0,0,49
LA PAZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,10,0,330,2,154,0,0,0,0,0,496
LAJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,3,0,0,0,0,0,0,0,4
LLALLAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,10,1,2,0,0,0,0,0,14
LURIBAY,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
MAIRANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MECAPACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,4,0,1,0,0,0,0,0,5
MINEROS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
MIZQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
MOCOMOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,3,0,3,0,1,0,0,0,0,0,7
MONTERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,59,0,48,0,0,0,0,0,107
MOROCHATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2
ORURO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,9,0,254,3,100,1,0,0,0,0,367
PADCAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,4,0,0,0,0,0,0,0,0,0,4
PAILON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,5,0,0,0,0,0,0,0,7
PALOS BLANCOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,4,2,1,0,0,0,0,0,8
PAPEL PAMPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PELECHUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
POCOATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
POCONA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
PORONGO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
PORTACHUELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,2
POTOSI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,12,0,113,3,18,0,0,0,0,0,146
PRESTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO ACOSTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,2,0,0,0,0,0,0,3
PUERTO CARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,0,0,1,0,0,0,0,0,0,0,2
PUERTO PEREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,2,0,0,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,10,0,36,1,11,0,1,0,0,0,59
PUERTO SILES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,3,0,0,0,0,0,0,4
PUERTO VILLARROEL,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
PUNATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
QUILLACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,9,0,2,0,0,0,0,0,12
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
RAVELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,2
REYES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
RIBERALTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,4,0,13,0,2,0,0,0,0,0,19
ROBORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,10,0,0,0,0,0,0,0,12
RURRENABAQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,4,0,1,0,0,0,0,0,7
SACABA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,3,0,9,5,6,0,0,0,0,0,23
SACABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,1,1,0,0,0,0,0,3
SACACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,8,1,1,0,0,0,0,0,12
SAN CARLOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,9,0,1,0,0,0,0,0,12
SAN IGNACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,7,0,24,0,2,0,0,0,0,0,33
SAN JAVIER(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JOAQUIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,2,0,0,0,0,0,0,0,4
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAN JULIAN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,7,0,2,0,0,0,0,0,10
SAN LORENZO(PND),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN LUCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN MATIAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO(PND),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN RAMON SCZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SANTA ANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,2,1,2,0,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,7,0,111,1,493,4,154,1,0,0,0,0,771
SANTA ROSA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAPAHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SHINAOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,3,0,2,1,0,0,0,0,8
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SIPE SIPE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,6,2,1,1,0,0,0,0,12
SOPACHUY,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SORACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SORATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,1,0,0,0,0,0,4
SUCRE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,7,0,5,0,0,0,0,0,13
TACACOMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1
TACOPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2
TAHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,1,1,1,0,0,0,0,0,5
TARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TARACO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,12,0,0,0,0,0,0,0,12
TARATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TARIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,4,0,48,1,33,0,0,0,0,0,87
TIAHUANACU,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TINGUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,1,0,0,0,0,0,0,0,3
TOLEDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOMAVE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOTORA(CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,2,0,1,0,0,0,0,0,5
TRINIDAD,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,8,1,52,0,2,0,0,0,0,0,64
TUPIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,1,1,0,0,0,0,0,0,3
UMALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,45,0,32,0,0,0,0,0,77
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
URUBICHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UYUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,1,5,0,2,0,0,0,0,0,8
VALLEGRANDE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,4,0,40,0,3,0,0,0,0,0,47
VIACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,2,0,30,0,8,0,0,0,0,0,41
VILLA CHARCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,2
VILLA MONTES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,2,0,4,0,0,0,0,0,0,0,6
VILLA TUNARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,3,0,5,0,4,0,0,0,0,0,12
VILLAZON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,4,0,1,0,0,0,0,0,6
VINTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,5,1,1,0,0,0,0,0,7
VITICHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,1,0,2,0,0,0,0,0,0,0,3
WARNES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,23,0,31,0,7,0,0,0,0,0,61
YACUIBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,9,0,4,0,0,0,0,0,13
YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,3,0,20,2,5,0,0,0,0,0,30
YOCALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,7,0,1,0,0,0,0,0,9
ACHOCALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
AIQUILE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,1,0,1,0,1,0,1,0,0,0,0,0,4
ANCORAIMES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
APOLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ARAMPAMPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,1,0,0,0,1,0,0,0,0,0,0,2
ARBIETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ARQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,9,0,24,0,4,0,0,0,0,0,37
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,2,0,4,0,0,0,0,0,0,0,6
BAURES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,2,0,1,0,0,0,0,0,4
BERMEJO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,4,0,0,0,0,0,0,0,4
BETANZOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BOLIVAR,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,2,0,1,0,0,0,0,0,4
"CAIZA ""D""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,1,0,0,0,0,0,2
CAJUATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CALACOTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CALAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CAMARGO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,1,0,0,0,2,0,0,0,0,0,0,0,3
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,5,0,0,0,0,0,0,0,5
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CARANGAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARIPUYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,3,0,6,0,0,0,0,0,0,0,9
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,5,0,1,0,0,0,0,0,6
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,1,1,1,3,0,0,1,0,0,0,0,7
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,2,1,1,0,0,0,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,7,0,1,0,0,0,0,0,8
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,1,0,0,1,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CKOCHAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,13,0,3,0,0,0,0,0,16
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,1,0,1,0,0,1,0,0,0,0,0,0,3
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,1,0,10,0,641,1,223,1,0,0,0,0,877
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,2,0,1,1,1,0,0,0,0,0,5
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLQUIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1
COMANCHE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,4,0,2,0,0,0,0,0,6
COMBAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1
