,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL < A 10,MUJERES CON 4TA CONSULTA PRENATAL < A 10,TOTALES
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,37,1,15,0,0,0,0,0,55
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,5,1,0,0,0,0,0,0,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,11,0,7,0,0,0,0,0,18
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,10,1,19,5,3,1,0,0,0,0,39
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,1,0,3,0,24,0,3,0,0,0,0,0,31
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,9,0,1,0,0,0,0,0,13
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,6,3,7,1,2,2,0,0,0,0,21
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SAN PEDRO DE MACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,1,1,0,0,0,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,1,0,2,0,1,0,0,0,0,0,0,0,4
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,4,0,8,0,0,0,0,0,0,0,12
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,2,0,0,0,0,0,0,0,4
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,4,0,22,0,6,0,0,0,0,0,32
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,2,0,125,0,1035,5,262,0,0,0,0,0,1429
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,1,0,1,0,5,0,0,0,0,0,0,0,7
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,12,0,4,0,0,0,0,0,19
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,1,0,0,0,0,0,0,0,3
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,4,2,0,0,0,0,0,0,6
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,2,0,0,0,0,0,0,0,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,7,0,0,0,0,0,0,0,7
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,4,2,1,0,0,0,0,0,9
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,7,0,0,0,0,0,0,0,8
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,10,0,35,0,2,0,0,0,0,0,47
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,3,3,0,0,0,0,0,0,7
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,8,1,50,2,4,1,0,0,0,0,66
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,1,0,0,0,0,0,0,3
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,1,2,0,1,0,0,0,0,0,5
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,17,0,2,0,0,0,0,0,21
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,40,0,246,1,69,0,1,0,0,0,357
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,4,0,0,0,0,0,0,0,5
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,2,1,0,0,0,0,0,5
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,1,0,1,0,0,0,0,0,4
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,7,1,1,0,0,0,0,0,12
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,6,0,2,0,0,0,0,0,9
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,15,0,1,0,0,0,0,0,17
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,7,3,156,6,43,2,0,0,0,0,217
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,6,0,7,0,1,0,0,0,0,0,14
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,14,0,1,0,0,0,0,0,15
TIAHUANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,6,0,0,0,0,0,0,0,6
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,1,2,2,2,0,0,0,0,9
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,9,0,1,0,0,0,0,0,10
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,9,0,27,4,9,0,0,0,0,0,49
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,7,0,2,0,0,0,0,0,11
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,4,0,0,0,0,0,0,0,6
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,2,0,0,0,0,0,0,3
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,2,0,0,0,0,0,0,0,5
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,1,3,0,0,1,0,0,0,0,7
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,1,0,4,0,2,0,0,0,0,0,0,0,7
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,14,0,85,0,13,0,0,0,0,0,112
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,25,4,4,0,0,0,0,0,36
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,2,0,1,0,0,0,0,0,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,0,0,0,0,0,0,0,0,3
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,5,0,17,1,3,0,0,0,0,0,26
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,0,6,0,3,0,0,0,0,0,12
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,1,0,2,0,0,0,0,0,3
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,23,0,5,0,0,0,0,0,30
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,1,0,1,0,0,0,0,0,0,3
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,3,0,4,0,0,0,0,0,8
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,6,0,41,0,18,0,0,0,0,0,65
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,3,1,4,0,1,1,0,0,0,0,10
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,5,0,30,1,9,1,0,0,0,0,46
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,1,0,0,0,0,0,0,3
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,3,0,1,0,0,0,0,0,5
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,3,2,0,1,0,0,0,0,8
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,15,0,90,0,16,0,0,0,0,0,121
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,1,4,0,2,1,0,0,0,0,10
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,1,0,5,0,24,1,7,0,0,0,0,0,38
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,1,8,1,59,8,5,4,0,0,0,0,86
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,2,0,1,1,0,0,0,0,0,0,4
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,4,0,0,0,0,0,0,0,5
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,13,0,69,0,15,0,0,0,0,0,97
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,0,0,3,0,0,0,0,0,0,0,3
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,2,0,9,0,77,3,12,1,0,0,0,0,104
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,0,1,0,0,0,0,0,3
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,17,3,53,11,12,1,0,0,0,0,97
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,1,2,1,2,0,0,0,0,7
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,2,0,1,0,0,0,0,0,4
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,2,2,1,1,0,0,0,0,7
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-09-01,0,0,1,0,4,0,2,0,0,0,0,0,7
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,1,0,0,0,0,3
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,1,9,0,3,0,0,0,0,0,18
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,22,0,2,0,0,0,0,0,27
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,8,1,3,0,0,0,0,0,15
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,3
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,8,0,1,0,0,0,0,0,9
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,3,0,0,0,0,0,9
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,1,0,0,0,0,0,0,3
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,15,2,1,1,0,0,0,0,21
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,15,0,1,0,0,0,0,0,17
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,5,0,0,0,0,0,0,0,8
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,9,0,35,0,2,0,0,0,0,0,46
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,11,0,1,0,0,0,0,0,13
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,0,0,0,0,0,0,0,0,4
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,8,4,0,1,0,0,0,0,16
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,13,0,2,0,1,0,0,0,20
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,1,0,0,0,0,0,7
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,6,0,0,0,0,0,0,0,10
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,0,29,0,6,0,0,0,0,0,40
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,13,0,4,0,0,0,0,0,20
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,0,0,0,0,0,0,0,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,20,3,2,0,0,0,0,0,26
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,3,0,1,1,0,1,0,0,10
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,2,0,1,0,0,0,0,0,4
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,19,0,3,0,0,0,0,0,22
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,1,1,0,0,0,0,0,0,0,3
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,15,0,3,0,0,0,0,0,21
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,0,8,0,0,0,0,0,0,0,13
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,17,0,4,0,0,0,0,0,24
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,1,0,0,0,0,0,7
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,4,0,0,0,0,0,0,0,5
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,9,0,3,0,0,0,0,0,15
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,0,43,0,5,0,0,0,0,0,55
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,9,0,1,0,0,0,0,0,11
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,1,0,0,0,0,3
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,0,5,0,0,0,0,0,0,0,10
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,3,0,34,0,6,0,0,0,0,0,44
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,5,0,0,1,0,0,0,0,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,0,15,1,7,0,1,0,0,0,28
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,4,2,4,0,2,0,0,0,0,0,12
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,3,0,11,0,12,1,0,0,0,0,0,0,27
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,11,0,0,0,0,0,0,0,14
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,3,1,0,0,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,1,2,0,1,0,0,0,0,0,5
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,9,0,1,0,0,0,0,0,10
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,15,0,55,1,15,0,0,0,0,0,86
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,1,7,1,1,0,0,0,0,0,13
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,38,0,473,0,133,0,0,0,0,0,644
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,6,0,49,0,14,0,0,0,0,0,69
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,1,1,0,0,0,0,0,0,3
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,0,13,0,5,0,0,0,0,0,20
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,2,0,1,0,0,0,0,0,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,5,1,19,0,2,1,0,0,0,0,28
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,5,0,3,0,0,0,0,0,8
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,10,1,0,0,0,0,0,0,12
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,37,0,1,0,0,0,0,0,41
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,5,2,10,2,1,0,0,0,0,0,21
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,23,0,2,0,0,0,0,0,25
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,1,0,0,2,0,0,0,0,0,0,0,3
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,2,1,1,0,0,0,0,0,5
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,10,0,5,0,0,0,0,0,16
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,1,0,0,0,0,0,7
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,7,2,4,0,0,0,0,0,13
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,17,0,91,0,9,0,0,0,0,0,117
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,8,0,0,0,0,0,0,0,9
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,2,3,12,2,1,2,0,0,0,0,22
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,3,0,1,0,0,0,0,0,4
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,5,0,0,0,0,0,0,0,6
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,40,19,582,152,124,16,0,0,0,0,933
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,3,0,0,0,0,0,0,0,3
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,1,2,0,0,0,0,0,0,0,4
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,3,0,2,0,0,0,0,0,5
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,3,0,9,0,31,0,7,0,0,0,0,0,50
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,1,0,0,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,6,0,1,0,0,0,0,0,8
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,6,0,34,0,8,1,0,0,0,0,49
ESCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,0,2,0,0,0,0,0,0,0,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,1,0,0,0,0,0,2,0,0,0,0,0,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,10,0,0,0,0,0,0,0,10
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,1,0,3,0,1,0,0,0,0,0,5
GAIOC JATUN AYLLU YURA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,3,0,19,1,1,0,0,0,0,0,24
GIA-TIM,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,1,5,0,0,0,0,0,0,0,6
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,7,0,3,2,0,0,0,0,0,0,12
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-10-01,3,0,4,0,28,3,6,0,0,0,0,0,44
