municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,3,3
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,48,48
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-09-01,4,4
ACACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,12,12
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,9,9
BELLA FLOR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,8,8
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,4,4
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
CHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,174,174
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,24,24
"COLCHA ""K""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,19,19
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,5,5
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
COPACABANA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,11,11
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,7,7
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,20,20
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,4,4
EUCALIPTUS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
HUATAJATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,482,482
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,10,10
MOJOCOYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,351,351
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,84,84
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,51,51
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
POJO (CBBA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
PORTACHUELO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,8,8
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,102,102
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,7,7
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,13,13
QUIRUSILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,3,3
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,15,15
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
SAMAIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,4,4
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,18,18
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,25,25
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
SAN JOSE DE CHIQUITOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,7,7
SAN MATIAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
SAN PEDRO DE BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,47,47
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,218,218
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
TARACO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,53,53
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
TIPUANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,32,32
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,68,68
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,41,41
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,6,6
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
YACO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,2,2
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-10-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
ALALAY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,5,5
ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,11,11
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
AYATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
BELEN DE ANDAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,26,26
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,8,8
BOYUIBE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,4,4
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
CHIMORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
CLIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,183,183
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,30,30
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,17,17
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,16,16
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,4,4
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
CURAHUARA DE CARANGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,9,9
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
EL VILLAR,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
ESCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,208,208
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,8,8
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,9,9
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,336,336
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,107,107
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,60,60
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,14,14
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
PAZÑA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,80,80
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,14,14
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,7,7
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,4,4
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,17,17
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,10,10
RURRENABAQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,21,21
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
SAN ANDRES DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,26,26
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
SAN RAFAEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,78,78
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
SIPE SIPE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,4,4
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,4,4
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,282,282
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,5,5
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,14,14
TARACO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,88,88
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,6,6
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
TIQUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,11,11
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,62,62
VALLEGRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,3,3
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,10,10
VITICHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,29,29
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,72,72
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-11-01,2,2
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,5,5
AUCAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,11,11
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,4,4
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
CABEZAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
"CAIZA ""D""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
CLIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,5,5
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,168,168
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,9,9
"COLCHA ""K""",referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
COLOMI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,21,21
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
CORIPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
CORQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,16,16
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,8,8
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,5,5
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,15,15
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
ESCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
FILADELFIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
HUATAJATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,8,8
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,387,387
LLALLAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,5,5
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,370,370
NACEBE (SANTA ROSA DEL ABUNA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,209,209
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,46,46
PAILON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
PAMPA GRANDE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,9,9
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,9,9
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,10,10
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,9,9
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,14,14
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,4,4
SACABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,4,4
SAN AGUSTIN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
SAN ANDRES DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,11,11
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,9,9
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,27,27
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,8,8
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,67,67
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,258,258
TACACOMA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,11,11
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,89,89
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,5,5
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,15,15
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,185,185
TURCO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,58,58
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,3,3
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
YAMPARAEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,1,1
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,8,8
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2013-12-01,2,2
