municipality,group,variable,month,Polio (1ra o 2da o 3ra o refuerzos),TOTAL
INCAHUASI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,57,57
INGAVI (HUMAITA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,4,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,7,7
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,19,19
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,407,407
LAGUNILLAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,34,34
LAJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
LAS CARRERAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,27,27
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,8,8
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,79,79
MACHACAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
MACHARETI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,48,48
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,26,26
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,7,7
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,117,117
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,161,161
MORO MORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,10,10
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
OCURI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,293,293
PADCAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,27,27
PALOS BLANCOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,5,5
PAMPA GRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
PATACAMAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
PELECHUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,20,20
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
POOPO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
POROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
PORONGO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,27,27
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,43,43
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,41,41
PUERTO CARABUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
PUERTO RICO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,27,27
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,40,40
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,53,53
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,9,9
PUNATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,13,13
QUILLACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,575,575
QUIRUSILLAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,6,6
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,55,55
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,48,48
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,283,283
SAIPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,13,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
SAMAIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,24,24
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,76,76
SAN BUENA VENTURA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,59,59
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,55,55
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,35,35
SAN JAVIER(BNI),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,20,20
SAN JAVIER(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,13,13
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,39,39
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,6,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,23,23
SAN LUCAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,74,74
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,10,10
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,28,28
SAN PEDRO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,6,6
SAN RAFAEL,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,17,17
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,28,28
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1868,1868
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,20,20
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,11,11
SANTIVAÑES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,4,4
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,65,65
SIPE SIPE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,220,220
SORACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,5,5
SORATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,64,64
TACOPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,14,14
TAPACARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,9,9
TARACO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
TARATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,545,545
TIAWANACU,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,9,9
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,45,45
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,44,44
TOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,4,4
TOLATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
TOMAVE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,11,11
TOTORA(ORR),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,507,507
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
UNCIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,7,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,34,34
VACAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,11,11
VALLEGRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,76,76
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,3,3
VILLAZON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,5,5
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,15,15
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,744,744
YAMPARAEZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,1,1
YUNCHARA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-10-01,2,2
ACHACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
ACHOCALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,4,4
AIQUILE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,4,4
ALCALA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,30,30
ANDAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
ARQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,4,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,31,31
AYO AYO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,50,50
BELLA FLOR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,12,12
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,16,16
BOLIVAR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
CABEZAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CAIROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
"CAIZA ""D""",vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,4,4
CAJUATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CAPINOTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,27,27
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,6,6
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,28,28
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,45,45
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CHARAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,9,9
CHARAÑA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CHIMORE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,8,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
CHUMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CLIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,13,13
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,145,145
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1495,1495
"COLCHA ""K""",vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,11,11
COLOMI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,50,50
COLPA BELGICA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
COMANCHE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,5,5
CONCEPCION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,14,14
COPACABANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
CORIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,10,10
CORO CORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,18,18
CORQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
COTAGAITA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,6,6
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,58,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
CULPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
DESAGUADERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2851,2851
EL CHORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,5,5
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,8,8
EL PUENTE(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,18,18
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,6,6
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,21,21
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,28,28
EUCALIPTUS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,45,45
GUAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,40,40
GUTIERREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,5,5
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,14,14
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,14,14
ICHOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,9,9
ICLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,21,21
INCAHUASI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,51,51
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,34,34
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,29,29
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1358,1358
LAJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,4,4
LAS CARRERAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,21,21
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,7,7
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,9,9
MACHACAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,4,4
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,16,16
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
MALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,8,8
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,10,10
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
MOJOCOYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,10,10
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,41,41
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,130,130
MORO MORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,10,10
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,16,16
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,3,3
OMEREQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,1,1
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,93,93
PADCAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,14,14
PADILLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2006-11-01,2,2
