,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2009-10-01,215,9,215,9,224
ROBORE,vacunaciones en menores de 1 ano,bcg,2009-10-01,7,11,7,11,18
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2009-10-01,42,11,42,11,53
SABAYA,vacunaciones en menores de 1 ano,bcg,2009-10-01,5,2,5,2,7
SACABA,vacunaciones en menores de 1 ano,bcg,2009-10-01,239,19,239,19,258
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2009-10-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,bcg,2009-10-01,34,25,34,25,59
SAIPINA,vacunaciones en menores de 1 ano,bcg,2009-10-01,0,4,0,4,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,3,4,3,7
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2009-10-01,7,7,7,7,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2009-10-01,5,0,5,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2009-10-01,5,12,5,12,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,7,4,7,11
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,2,3,2,5
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2009-10-01,14,15,14,15,29
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2009-10-01,55,50,55,50,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2009-10-01,19,5,19,5,24
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2009-10-01,46,0,46,0,46
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2009-10-01,35,6,35,6,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-10-01,108,12,108,12,120
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2009-10-01,0,9,0,9,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2009-10-01,26,0,26,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2009-10-01,2,4,2,4,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2009-10-01,47,13,47,13,60
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-10-01,18,0,18,0,18
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2009-10-01,54,24,54,24,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2009-10-01,2,2,2,2,4
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2009-10-01,14,5,14,5,19
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2009-10-01,46,39,46,39,85
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2009-10-01,17,9,17,9,26
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-10-01,10,7,10,7,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,1,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2009-10-01,18,0,18,0,18
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-10-01,15,48,15,48,63
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,14,1,14,15
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2009-10-01,2,4,2,4,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2009-10-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2009-10-01,5,4,5,4,9
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-10-01,21,0,21,0,21
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-10-01,5,3,5,3,8
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2009-10-01,15,13,15,13,28
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2009-10-01,2643,128,2643,128,2771
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2009-10-01,14,18,14,18,32
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2009-10-01,15,3,15,3,18
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2009-10-01,6,3,6,3,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,1,4,1,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-10-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2009-10-01,2,1,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2009-10-01,2,14,2,14,16
SENA,vacunaciones en menores de 1 ano,bcg,2009-10-01,9,4,9,4,13
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2009-10-01,12,18,12,18,30
SICAYA,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,2,3,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2009-10-01,62,4,62,4,66
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2009-10-01,13,5,13,5,18
SORACACHI,vacunaciones en menores de 1 ano,bcg,2009-10-01,9,22,9,22,31
SORATA,vacunaciones en menores de 1 ano,bcg,2009-10-01,25,42,25,42,67
SUCRE,vacunaciones en menores de 1 ano,bcg,2009-10-01,572,21,572,21,593
TACACHI,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,0,4,0,4
TACACOMA,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,7,3,7,10
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2009-10-01,10,8,10,8,18
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,9,4,9,13
TAPACARI,vacunaciones en menores de 1 ano,bcg,2009-10-01,28,34,28,34,62
TARABUCO,vacunaciones en menores de 1 ano,bcg,2009-10-01,32,7,32,7,39
TARACO,vacunaciones en menores de 1 ano,bcg,2009-10-01,0,5,0,5,5
TARATA,vacunaciones en menores de 1 ano,bcg,2009-10-01,7,7,7,7,14
TARIJA,vacunaciones en menores de 1 ano,bcg,2009-10-01,380,4,380,4,384
TARVITA,vacunaciones en menores de 1 ano,bcg,2009-10-01,14,5,14,5,19
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2009-10-01,8,4,8,4,12
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2009-10-01,8,13,8,13,21
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-10-01,9,45,9,45,54
TIPUANI,vacunaciones en menores de 1 ano,bcg,2009-10-01,17,0,17,0,17
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-10-01,96,0,96,0,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2009-10-01,85,17,85,17,102
TOLATA,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,0,4,0,4
TOLEDO,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,4,1,4,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,8,4,8,12
TOMINA,vacunaciones en menores de 1 ano,bcg,2009-10-01,4,5,4,5,9
TORO TORO,vacunaciones en menores de 1 ano,bcg,2009-10-01,9,37,9,37,46
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2009-10-01,25,7,25,7,32
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2009-10-01,6,3,6,3,9
TRIGAL,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2009-10-01,294,7,294,7,301
TUPIZA,vacunaciones en menores de 1 ano,bcg,2009-10-01,58,31,58,31,89
TURCO,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,5,1,5,6
UMALA,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,9,1,9,10
UNCIA,vacunaciones en menores de 1 ano,bcg,2009-10-01,15,35,15,35,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2009-10-01,8,6,8,6,14
URUBICHA,vacunaciones en menores de 1 ano,bcg,2009-10-01,0,8,0,8,8
UYUNI,vacunaciones en menores de 1 ano,bcg,2009-10-01,58,4,58,4,62
VACAS,vacunaciones en menores de 1 ano,bcg,2009-10-01,6,16,6,16,22
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2009-10-01,30,0,30,0,30
VIACHA,vacunaciones en menores de 1 ano,bcg,2009-10-01,59,8,59,8,67
VILA VILA,vacunaciones en menores de 1 ano,bcg,2009-10-01,7,6,7,6,13
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2009-10-01,53,3,53,3,56
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2009-10-01,1,1,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,0,3,0,3
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2009-10-01,6,14,6,14,20
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2009-10-01,113,23,113,23,136
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2009-10-01,9,5,9,5,14
VILLAZON,vacunaciones en menores de 1 ano,bcg,2009-10-01,77,3,77,3,80
VINTO,vacunaciones en menores de 1 ano,bcg,2009-10-01,84,1,84,1,85
VITICHI,vacunaciones en menores de 1 ano,bcg,2009-10-01,16,5,16,5,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2009-10-01,0,5,0,5,5
WARNES,vacunaciones en menores de 1 ano,bcg,2009-10-01,115,10,115,10,125
YACO,vacunaciones en menores de 1 ano,bcg,2009-10-01,7,8,7,8,15
YACUIBA,vacunaciones en menores de 1 ano,bcg,2009-10-01,124,19,124,19,143
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2009-10-01,11,3,11,3,14
YANACACHI,vacunaciones en menores de 1 ano,bcg,2009-10-01,5,0,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-10-01,62,3,62,3,65
YOCALLA,vacunaciones en menores de 1 ano,bcg,2009-10-01,1,12,1,12,13
YOTALA,vacunaciones en menores de 1 ano,bcg,2009-10-01,12,0,12,0,12
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,5,3,5,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2009-10-01,3,7,3,7,10
ACACIO,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,7,1,7,8
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2009-11-01,58,33,58,33,91
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,10,1,10,11
AIQUILE,vacunaciones en menores de 1 ano,bcg,2009-11-01,46,3,46,3,49
ALALAY,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,4,0,4,4
ALCALA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,1,1,1,2
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,23,1,23,24
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,5,4,5,9
ANZALDO,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,9,6,9,15
APOLO,vacunaciones en menores de 1 ano,bcg,2009-11-01,25,7,25,7,32
ARANI,vacunaciones en menores de 1 ano,bcg,2009-11-01,17,6,17,6,23
ARBIETO,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,12,6,12,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2009-11-01,22,2,22,2,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,57,0,57,0,57
ATOCHA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,1,8,1,9
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,8,0,8,8
AYATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,4,0,4,4
AYO AYO,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,7,8,7,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2009-11-01,20,17,20,17,37
AZURDUY,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,7,11,7,18
BATALLAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,17,8,17,8,25
BAURES,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,4,1,4,5
BERMEJO,vacunaciones en menores de 1 ano,bcg,2009-11-01,62,7,62,7,69
BETANZOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,24,45,24,45,69
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2009-11-01,10,3,10,3,13
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,6,1,6,7
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,7,8,7,15
CABEZAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,25,78,25,78,103
CAIROMA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,7,4,7,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2009-11-01,3,9,3,9,12
CAJUATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,3,11,3,14
CALACOTO,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,6,2,6,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,5,2,5,7
CAMARGO,vacunaciones en menores de 1 ano,bcg,2009-11-01,30,2,30,2,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2009-11-01,3,1,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,bcg,2009-11-01,90,3,90,3,93
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,27,0,27,0,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,10,0,10,10
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2009-11-01,25,6,25,6,31
CARANAVI,vacunaciones en menores de 1 ano,bcg,2009-11-01,104,51,104,51,155
CARAPARI,vacunaciones en menores de 1 ano,bcg,2009-11-01,12,11,12,11,23
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,33,4,33,37
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,4,3,4,7
CATACORA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,2,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,2,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,42,23,42,23,65
CHAQUI,vacunaciones en menores de 1 ano,bcg,2009-11-01,10,3,10,3,13
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,51,3,51,54
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,3,0,3,3
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,9,33,9,33,42
CHIMORE,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,9,13,9,22
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2009-11-01,23,9,23,9,32
CHUMA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,5,1,5,6
CLIZA,vacunaciones en menores de 1 ano,bcg,2009-11-01,35,8,35,8,43
COBIJA,vacunaciones en menores de 1 ano,bcg,2009-11-01,110,5,110,5,115
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1376,18,1376,18,1394
COIPASA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2009-11-01,66,0,66,0,66
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2009-11-01,13,13,13,13,26
COLLANA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,0,4,0,4
COLOMI,vacunaciones en menores de 1 ano,bcg,2009-11-01,19,12,19,12,31
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,2,0,2,2
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2009-11-01,18,72,18,72,90
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,16,8,16,24
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,32,2,32,34
COMARAPA,vacunaciones en menores de 1 ano,bcg,2009-11-01,27,1,27,1,28
COMBAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,7,1,7,8
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2009-11-01,26,5,26,5,31
COPACABANA,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,12,11,12,23
CORIPATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,18,9,18,9,27
CORO CORO,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,15,0,15,15
COROICO,vacunaciones en menores de 1 ano,bcg,2009-11-01,23,1,23,1,24
CORQUE,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,3,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,47,6,47,53
COTOCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,80,4,80,4,84
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,21,14,21,14,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2009-11-01,1,2,1,2,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,1,3,1,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,14,8,14,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,4,3,4,7
CURVA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,5,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,6,8,6,14
EL ALTO,vacunaciones en menores de 1 ano,bcg,2009-11-01,1717,11,1717,11,1728
EL CHORO,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,1,4,1,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2009-11-01,8,7,8,7,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2009-11-01,7,7,7,7,14
EL TORNO,vacunaciones en menores de 1 ano,bcg,2009-11-01,53,1,53,1,54
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,0,8,0,8
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,31,1,31,1,32
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,16,13,16,29
ESCARA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2009-11-01,15,1,15,1,16
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,13,6,13,19
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,5,2,5,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2009-11-01,15,0,15,0,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2009-11-01,2,17,2,17,19
GUANAY,vacunaciones en menores de 1 ano,bcg,2009-11-01,14,4,14,4,18
GUAQUI,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,5,0,5,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2009-11-01,95,6,95,6,101
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,17,13,17,30
HUACARETA,vacunaciones en menores de 1 ano,bcg,2009-11-01,7,1,7,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2009-11-01,2,1,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2009-11-01,33,1,33,1,34
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,0,4,0,4
ICHOCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,2,2,2,4
ICLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,6,4,6,10
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2009-11-01,24,41,24,41,65
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,32,1,32,33
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2009-11-01,4,7,4,7,11
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,6,2,6,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,14,2,14,16
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,67,15,67,15,82
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2009-11-01,61,10,61,10,71
LA PAZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,1826,12,1826,12,1838
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,5,5,5,10
LAJA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,21,8,21,29
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,2,0,2,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2009-11-01,31,65,31,65,96
LLICA,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,6,1,6,7
LORETO,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,2,2,2,4
LURIBAY,vacunaciones en menores de 1 ano,bcg,2009-11-01,9,4,9,4,13
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,0,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,4,3,4,7
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2009-11-01,22,6,22,6,28
MAIRANA,vacunaciones en menores de 1 ano,bcg,2009-11-01,16,0,16,0,16
MALLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2009-11-01,18,5,18,5,23
MECAPACA,vacunaciones en menores de 1 ano,bcg,2009-11-01,10,8,10,8,18
MINEROS,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,31,3,31,34
MIZQUE,vacunaciones en menores de 1 ano,bcg,2009-11-01,38,24,38,24,62
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,6,26,6,26,32
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,6,8,6,14
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2009-11-01,46,4,46,4,50
MONTERO,vacunaciones en menores de 1 ano,bcg,2009-11-01,260,0,260,0,260
MORO MORO,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,51,8,51,59
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2009-11-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2009-11-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,44,11,44,55
OKINAWA,vacunaciones en menores de 1 ano,bcg,2009-11-01,14,5,14,5,19
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,3,0,3,3
ORURO,vacunaciones en menores de 1 ano,bcg,2009-11-01,651,3,651,3,654
PADCAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,16,11,16,27
PADILLA,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,1,13,1,14
PAILON,vacunaciones en menores de 1 ano,bcg,2009-11-01,25,26,25,26,51
PALCA,vacunaciones en menores de 1 ano,bcg,2009-11-01,13,22,13,22,35
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2009-11-01,26,10,26,10,36
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,4,3,4,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2009-11-01,17,1,17,1,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,2,5,2,7
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,23,3,23,3,26
PAZÑA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,2,8,2,10
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,5,0,5,5
POCOATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,42,8,42,50
POCONA,vacunaciones en menores de 1 ano,bcg,2009-11-01,15,10,15,10,25
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2009-11-01,24,4,24,4,28
POOPO,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,4,4,4,8
PORCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,17,6,17,6,23
POROMA,vacunaciones en menores de 1 ano,bcg,2009-11-01,14,23,14,23,37
PORONGO,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,7,8,7,15
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2009-11-01,30,11,30,11,41
PORVENIR,vacunaciones en menores de 1 ano,bcg,2009-11-01,5,0,5,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,1,3,1,4
POTOSI,vacunaciones en menores de 1 ano,bcg,2009-11-01,470,7,470,7,477
PRESTO,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,13,4,13,17
PUCARA,vacunaciones en menores de 1 ano,bcg,2009-11-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2009-11-01,29,16,29,16,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2009-11-01,8,22,8,22,30
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2009-11-01,0,27,0,27,27
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,14,3,14,17
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,1,4,1,4,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2009-11-01,11,3,11,3,14
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2009-11-01,4,3,4,3,7
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2009-11-01,27,0,27,0,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2009-11-01,106,4,106,4,110
PUNA,vacunaciones en menores de 1 ano,bcg,2009-11-01,30,36,30,36,66
PUNATA,vacunaciones en menores de 1 ano,bcg,2009-11-01,81,0,81,0,81
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2009-11-01,3,6,3,6,9
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2009-11-01,190,5,190,5,195
