,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,14,5,14,5,19
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,10,4,10,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,5,10,5,15
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,0,5,0,5
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,38,15,38,15,53
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,14,13,14,13,27
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,17,20,17,20,37
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,0,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,19,12,19,12,31
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,27,15,27,15,42
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,18,13,18,13,31
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,19,3,19,22
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,24,11,24,11,35
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,94,5,94,5,99
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1243,36,1243,36,1279
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,75,4,75,4,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,11,13,11,24
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,30,9,30,9,39
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,12,2,12,2,14
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,18,76,18,76,94
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,17,7,17,7,24
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,12,37,12,37,49
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,0,4,0,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,8,23,8,31
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,38,29,38,29,67
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,11,10,11,21
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,19,9,19,9,28
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,7,8,7,15
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,8,23,8,31
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,10,4,10,14
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,21,25,21,25,46
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,109,18,109,18,127
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,36,28,36,28,64
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,8,5,8,13
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,17,11,17,11,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,2,3,2,5
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,5,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,1,7,1,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1535,77,1535,77,1612
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,6,1,6,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,6,13,6,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,5,7,5,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,90,17,90,17,107
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,1,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,57,20,57,20,77
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,8,23,8,31
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,1,1,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,1,8,1,9
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,0,9,0,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,36,5,36,5,41
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,6,11,6,11,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,27,4,27,4,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,15,9,15,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,20,9,20,9,29
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,7,1,7,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,62,3,62,3,65
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,10,23,10,33
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,19,4,19,4,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,3,1,3,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,44,1,44,1,45
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,3,2,3,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,3,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,8,4,8,12
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,6,11,6,17
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,25,26,25,26,51
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,10,0,10,10
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,24,7,24,31
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,19,8,19,27
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,21,3,21,3,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,1,11,1,12
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,66,26,66,26,92
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,127,5,127,5,132
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1343,24,1343,24,1367
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,6,8,6,8,14
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,12,9,12,21
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,42,26,42,26,68
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,5,10,5,15
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,13,1,13,14
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,3,9,3,12
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,3,10,3,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,11,23,11,34
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,18,1,18,1,19
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,2,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,14,14,14,14,28
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,6,10,6,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,38,10,38,10,48
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,42,25,42,25,67
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,12,10,12,10,22
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,9,13,9,22
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,34,11,34,11,45
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,211,26,211,26,237
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,15,39,15,39,54
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,2,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,15,30,15,30,45
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,20,6,20,6,26
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,12,1,12,13
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,479,99,479,99,578
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,19,3,19,3,22
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,3,11,3,14
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,48,61,48,61,109
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,14,13,14,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,49,14,49,14,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,2,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,16,0,16,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,5,2,5,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,28,1,28,1,29
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,1,3,1,4
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,6,9,6,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,58,4,58,62
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,5,11,5,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,22,18,22,18,40
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,2,9,2,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,14,5,14,5,19
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,12,21,12,21,33
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,18,6,18,6,24
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,33,3,33,3,36
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,3,5,3,8
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,2,1,2,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,380,12,380,12,392
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,8,7,8,15
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,22,15,22,15,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,14,16,14,16,30
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,14,8,14,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,9,3,9,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,10,2,10,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,24,8,24,8,32
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,3,8,3,11
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,34,6,34,6,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,120,11,120,11,131
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,22,43,22,43,65
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,51,3,51,3,54
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,4,1,4,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,173,25,173,25,198
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,7,7,7,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,2,2,2,4
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,28,4,28,32
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,22,16,22,16,38
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,220,41,220,41,261
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,30,1,30,1,31
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,29,7,29,7,36
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,196,45,196,45,241
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,3,5,3,8
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,16,24,16,24,40
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,6,16,6,16,22
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,6,9,6,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,4,11,4,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,19,12,19,12,31
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,1,5,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,2,8,2,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,2,13,2,15
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,86,46,86,46,132
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,3,11,3,14
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,30,5,30,5,35
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,43,18,43,18,61
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,101,20,101,20,121
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,3,2,3,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,28,10,28,10,38
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,2,4,2,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,36,14,36,14,50
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,5,13,5,18
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,63,50,63,50,113
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,5,4,5,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,20,9,20,9,29
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,33,26,33,26,59
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,25,13,25,13,38
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,9,11,9,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,1,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,29,0,29,0,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,36,23,36,59
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,4,5,4,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,0,7,0,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,6,5,6,11
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,0,23,0,23
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,5,6,5,6,11
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,33,34,33,34,67
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2728,88,2728,88,2816
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,13,19,13,19,32
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,28,3,28,3,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,3,4,3,4,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,5,11,5,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,1,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,11,9,11,9,20
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,0,9,0,9
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,32,12,32,12,44
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,4,0,4,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,72,5,72,5,77
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,3,4,3,7
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,10,8,10,18
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,23,46,23,46,69
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,429,43,429,43,472
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,2,9,2,11
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,19,9,19,28
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,10,7,10,17
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,24,17,24,17,41
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,16,18,16,18,34
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,1,0,1,0,1
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,20,3,20,3,23
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,344,8,344,8,352
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,12,10,12,22
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,7,4,7,4,11
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,16,15,16,15,31
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,15,35,15,35,50
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,21,3,21,3,24
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,99,5,99,5,104
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,93,14,93,14,107
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,4,4,4,8
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,2,8,2,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,0,8,0,8
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,4,13,4,13,17
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,5,9,5,14
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,15,31,15,31,46
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,30,16,30,16,46
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,2,5,2,5,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,211,3,211,3,214
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,63,17,63,17,80
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,9,1,9,1,10
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,21,0,21,21
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,44,27,44,27,71
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,10,5,10,5,15
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,14,0,14,14
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,43,12,43,12,55
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,12,8,12,20
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,30,2,30,2,32
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,74,9,74,9,83
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,8,2,8,2,10
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,56,8,56,8,64
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-10-01,0,3,0,3,3
