,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,1,6,1,7
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,10,7,10,7,17
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,19,11,19,11,30
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,11,4,11,15
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,8,9,8,17
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,18,17,18,17,35
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,9,11,9,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,76,4,76,4,80
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,14,13,14,13,27
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,12,2,12,14
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,10,1,10,11
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,5,11,5,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,24,28,24,28,52
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,8,11,8,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,20,4,20,4,24
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,13,9,13,9,22
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,2,1,2,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,67,29,67,29,96
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,17,26,17,43
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,3,0,3,3
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,1,9,1,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,9,11,9,20
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,36,24,36,24,60
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,16,8,16,24
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,11,5,11,16
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,0,12,0,12
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,6,4,6,10
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,10,4,10,14
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,9,9,9,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,50,9,50,9,59
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,10,7,10,17
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,16,28,16,28,44
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,84,67,84,67,151
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,20,11,20,11,31
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,8,5,8,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,16,8,16,24
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,1,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,38,20,38,20,58
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,15,9,15,24
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,16,15,16,15,31
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,2,3,2,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,11,8,11,19
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,45,7,45,7,52
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,24,17,24,17,41
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,20,3,20,23
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,19,15,19,15,34
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,120,11,120,11,131
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1260,60,1260,60,1320
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,89,8,89,8,97
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,4,12,4,16
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,2,1,2,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,30,7,30,7,37
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,6,8,6,14
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,24,72,24,72,96
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,1,8,1,9
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,15,44,15,44,59
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,4,6,4,10
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,35,7,35,7,42
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,36,21,36,21,57
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,14,7,14,7,21
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,7,12,7,19
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,9,2,9,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,22,3,22,3,25
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,3,3,3,6
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,21,28,21,28,49
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,95,11,95,11,106
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,43,23,43,23,66
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,2,1,2,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,9,6,9,15
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,14,16,14,16,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,0,7,0,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,8,0,8,8
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,2,4,2,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1511,81,1511,81,1592
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,10,2,10,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,20,13,20,13,33
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,1,11,1,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,97,17,97,17,114
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,2,7,2,9
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,51,34,51,34,85
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,13,26,13,39
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,1,7,1,8
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,6,26,6,32
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,13,6,13,19
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,34,13,34,13,47
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,22,11,22,33
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,14,5,14,5,19
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,8,4,8,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,70,11,70,11,81
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,23,9,23,9,32
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,23,5,23,5,28
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,44,0,44,0,44
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,3,7,3,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,3,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,8,4,8,12
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,4,1,4,5
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,31,22,31,22,53
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,4,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,18,3,18,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,14,4,14,18
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,2,12,2,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,21,5,21,5,26
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,71,22,71,22,93
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,135,8,135,8,143
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1328,39,1328,39,1367
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,4,7,4,11
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,7,11,7,18
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,2,6,2,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,42,28,42,28,70
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,8,7,8,15
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,12,5,12,17
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,2,4,2,6
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,0,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,10,8,10,18
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,28,8,28,8,36
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,2,11,2,13
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,3,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,20,4,20,4,24
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,8,8,8,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,48,15,48,15,63
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,39,21,39,21,60
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,21,8,21,8,29
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,2,12,2,14
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,39,7,39,7,46
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,213,21,213,21,234
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,2,4,2,6
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,21,52,21,52,73
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,10,27,10,27,37
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,25,8,25,8,33
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,4,5,4,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,447,148,447,148,595
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,20,11,20,11,31
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,13,4,13,4,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,42,44,42,44,86
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,11,12,11,12,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,47,9,47,9,56
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,2,4,2,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,16,0,16,0,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,9,1,9,10
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,5,1,5,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,24,9,24,9,33
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,1,4,1,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,11,4,11,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,51,5,51,56
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,6,8,6,14
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,17,17,17,17,34
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,2,5,2,7
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,14,3,14,3,17
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,13,18,13,18,31
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,10,12,10,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,35,3,35,3,38
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,7,9,7,16
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,2,2,2,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,332,21,332,21,353
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,11,5,11,16
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,3,1,3,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,25,16,25,16,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,15,19,15,19,34
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,18,8,18,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,10,4,10,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2,7,2,7,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,33,10,33,10,43
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,2,12,2,14
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,0,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,32,2,32,2,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,127,13,127,13,140
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,33,45,33,45,78
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,41,2,41,2,43
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,164,32,164,32,196
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,8,12,8,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,40,6,40,46
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,24,20,24,20,44
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,237,33,237,33,270
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,2,26,2,28
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,33,16,33,16,49
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,3,3,3,6
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,177,49,177,49,226
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,2,9,2,11
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,18,23,18,23,41
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,11,8,11,19
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,2,7,2,9
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,5,7,5,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,15,24,15,24,39
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,5,1,5,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,3,1,3,4
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,16,7,16,7,23
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,74,66,74,66,140
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,21,4,21,4,25
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,38,3,38,3,41
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,54,25,54,25,79
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,95,35,95,35,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,4,1,4,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,42,11,42,11,53
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,17,9,17,26
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,31,29,31,29,60
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,12,8,12,8,20
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,78,58,78,58,136
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,10,6,10,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,26,22,26,22,48
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,34,35,34,35,69
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,24,11,24,11,35
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,15,11,15,11,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,9,0,9,0,9
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,35,1,35,1,36
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,21,56,21,56,77
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,2,4,2,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,3,4,3,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,3,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,8,6,8,14
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,23,0,23,0,23
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,8,8,8,8,16
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,32,36,32,36,68
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,2677,91,2677,91,2768
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,23,22,23,22,45
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,28,1,28,1,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,6,4,6,4,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,4,8,4,8,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,3,0,3,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,14,5,14,19
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,7,0,7,0,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,18,16,18,16,34
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,0,2,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,66,21,66,21,87
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-10-01,5,6,5,6,11
