,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,110,7,110,7,117
TOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,7,2,7,2,9
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,12,2,12,2,14
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,5,4,5,4,9
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,15,2,15,2,17
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,7,7,7,7,14
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,4,7,4,7,11
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,30,1,30,1,31
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,3,4,3,4,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,253,3,253,3,256
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,26,4,26,4,30
TURCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,7,0,7,0,7
UMALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,0,13,0,13,13
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,35,36,35,36,71
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,14,3,14,3,17
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,0,14,0,14,14
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,37,0,37,0,37
VACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,13,7,13,7,20
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,28,3,28,3,31
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,91,0,91,0,91
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,4,1,4,1,5
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,54,8,54,8,62
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,5,0,5,0,5
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,8,4,8,4,12
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,113,14,113,14,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,14,1,14,1,15
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,55,6,55,6,61
VINTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,79,3,79,3,82
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,5,10,5,10,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,115,21,115,21,136
YACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,0,8,0,8,8
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,160,12,160,12,172
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,8,3,8,3,11
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,5,1,5,1,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,85,4,85,4,89
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,7,9,7,9,16
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,8,4,8,4,12
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,0,5,0,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-09-01,6,10,6,10,16
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,9,7,9,16
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,37,45,37,45,82
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,4,11,4,15
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,9,23,9,32
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,7,3,7,10
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,2,6,2,8
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,10,11,10,21
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,3,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,0,2,0,2
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,8,8,8,16
APOLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,34,14,34,14,48
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,4,3,4,7
ARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,6,11,6,17
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,9,10,9,19
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,17,13,17,13,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,83,9,83,9,92
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,3,11,3,14
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,5,0,5,5
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,9,5,9,14
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,6,12,6,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,25,22,25,22,47
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,15,7,15,22
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,6,23,6,29
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,9,7,9,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,48,10,48,10,58
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,34,24,34,24,58
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,0,8,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,13,4,13,4,17
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,31,15,31,15,46
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,6,6,6,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,7,4,7,11
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,14,0,14,0,14
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,3,2,3,5
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,6,6,6,12
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,3,12,3,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,1,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,53,1,53,1,54
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,7,1,7,8
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,22,16,22,16,38
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,83,48,83,48,131
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,4,16,4,20
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,10,10,10,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,6,6,6,12
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,42,13,42,13,55
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,6,5,6,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,17,16,17,33
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,2,1,2,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,6,8,6,14
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,32,1,32,1,33
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,20,16,20,16,36
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,15,3,15,18
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,22,13,22,13,35
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,78,0,78,0,78
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1307,0,1307,0,1307
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,86,1,86,1,87
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,4,16,4,20
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,1,4,1,5
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,26,7,26,7,33
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,3,7,3,10
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,27,72,27,72,99
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,4,9,4,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,29,6,29,35
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,2,1,2,3
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,2,23,2,25
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,11,9,11,20
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,11,7,11,18
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,14,16,14,30
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,9,4,9,13
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,15,4,15,4,19
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,1,5,1,6
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,19,23,19,23,42
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,99,9,99,9,108
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,25,12,25,12,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,9,1,9,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,10,6,10,6,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,1,7,1,8
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,4,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,1,7,1,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1477,30,1477,30,1507
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,5,5,5,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,17,8,17,8,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,1,7,1,8
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,64,7,64,7,71
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,4,5,4,9
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,60,4,60,4,64
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,24,12,24,12,36
ESCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,1,8,1,9
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,0,7,0,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,30,5,30,5,35
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,26,0,26,0,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,10,8,10,18
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,14,9,14,9,23
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,5,6,5,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,85,6,85,6,91
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,16,8,16,8,24
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,13,5,13,5,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,1,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,49,3,49,3,52
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,2,4,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,1,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,12,8,12,20
ICLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,7,3,7,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,27,23,27,23,50
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,4,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,16,5,16,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,14,3,14,17
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,17,0,17,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,4,9,4,13
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,70,10,70,10,80
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,129,4,129,4,133
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1259,9,1259,9,1268
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,4,2,4,6
LAJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,14,8,14,8,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,0,5,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,52,25,52,25,77
LLICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,5,4,5,9
LORETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,10,6,10,16
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,6,7,6,13
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,1,12,1,13
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,6,8,6,14
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,3,11,3,14
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,0,12,0,12
MALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,2,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,20,6,20,6,26
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,7,11,7,18
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,39,5,39,5,44
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,41,14,41,14,55
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,9,12,9,21
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,2,7,2,9
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,42,6,42,6,48
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,177,14,177,14,191
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,1,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,19,62,19,62,81
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,3,3,3,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,28,37,28,37,65
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,15,2,15,2,17
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,4,6,4,6,10
ORURO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,496,60,496,60,556
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,9,23,9,32
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,11,4,11,4,15
PAILON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,38,30,38,30,68
PALCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,14,5,14,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,38,7,38,7,45
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,1,5,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,4,0,4,4
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,2,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,22,4,22,4,26
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,0,3,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,7,7,7,14
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,61,9,61,70
POCONA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,20,3,20,3,23
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,21,12,21,12,33
POOPO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,2,9,2,11
PORCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,27,0,27,0,27
POROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,24,18,24,18,42
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,13,10,13,10,23
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,33,3,33,3,36
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,2,8,2,10
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,371,3,371,3,374
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,8,15,8,15,23
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,2,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,21,16,21,16,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,23,22,23,22,45
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,5,23,5,23,28
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,8,3,8,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,0,3,0,3,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,12,7,12,7,19
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,1,1,1,2
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,24,0,24,0,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,95,3,95,3,98
PUNA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,42,30,42,30,72
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,40,0,40,0,40
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,2,2,2,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,176,1,176,1,177
QUIME,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,4,6,4,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,3,0,3,0,3
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,7,31,7,31,38
REYES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,19,6,19,6,25
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,181,42,181,42,223
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,18,1,18,1,19
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,27,9,27,9,36
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,6,1,6,1,7
SACABA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,196,8,196,8,204
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-10-01,9,4,9,4,13
