,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,5,7,5,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,4,7,4,7,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,14,2,14,2,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,70,31,70,31,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,13,13,13,13,26
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,51,0,51,0,51
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,40,6,40,6,46
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,96,14,96,14,110
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,40,5,40,5,45
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,12,1,12,1,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,26,3,26,3,29
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,1,5,1,6
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,26,17,26,17,43
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,4,4,4,4,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,26,4,26,4,30
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,34,28,34,28,62
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,28,2,28,2,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,14,7,14,7,21
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,21,0,21,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,16,48,16,48,64
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,7,0,7,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,2,0,2,0,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,10,0,10,0,10
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,15,0,15,0,15
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,14,1,14,1,15
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,20,1,20,1,21
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,1959,76,1959,76,2035
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,15,3,15,3,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,33,4,33,4,37
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,4,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,2,12,2,12,14
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,10,1,10,1,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,1,0,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,3,7,3,10
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,8,0,8,0,8
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,13,10,13,10,23
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,2,5,2,7
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,44,0,44,0,44
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,4,5,4,9
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,12,9,12,9,21
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,16,7,16,23
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,444,20,444,20,464
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,5,7,5,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,10,7,10,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,6,8,6,8,14
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,24,20,24,20,44
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,19,18,19,18,37
TARACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,4,6,4,6,10
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,2,5,2,7
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,298,3,298,3,301
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,20,11,20,11,31
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,3,11,3,11,14
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,11,17,11,17,28
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,16,24,16,24,40
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,6,0,6,0,6
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,28,1,28,1,29
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,60,9,60,9,69
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,2,7,2,9
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,2,0,2,0,2
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,10,0,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,3,5,3,8
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,13,6,13,6,19
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,10,5,10,5,15
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,13,5,13,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,9,9,9,9,18
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,2,4,2,4,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,189,2,189,2,191
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,43,3,43,3,46
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,7,1,7,1,8
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,16,0,16,16
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,23,28,23,28,51
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,15,6,15,6,21
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,15,0,15,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,28,0,28,0,28
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,11,7,11,7,18
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,13,2,13,2,15
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,70,0,70,0,70
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,1,5,1,6
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,50,6,50,6,56
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,3,2,3,2,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,10,1,10,1,11
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,9,3,9,3,12
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,100,11,100,11,111
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,19,7,19,7,26
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,51,4,51,4,55
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,63,3,63,3,66
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,6,8,6,8,14
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,94,25,94,25,119
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,1,14,1,14,15
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,127,9,127,9,136
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,11,2,11,2,13
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,5,0,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,112,2,112,2,114
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,4,0,4,4
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,6,5,6,5,11
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,0,5,0,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-09-01,13,8,13,8,21
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,7,7,7,14
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,37,36,37,36,73
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,15,6,15,6,21
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,26,9,26,9,35
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,3,2,3,5
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,9,5,9,14
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,4,2,4,6
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,0,6,0,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,10,1,10,11
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,16,24,16,40
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,6,8,6,14
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,4,6,4,10
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,17,12,17,29
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,5,5,5,10
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,65,4,65,4,69
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,7,13,7,20
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,0,3,0,3
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,13,5,13,18
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,1,9,1,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,26,29,26,29,55
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,7,7,7,14
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,21,6,21,6,27
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,6,11,6,17
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,4,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,76,16,76,16,92
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,31,17,31,17,48
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,0,6,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,11,12,11,23
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,21,18,21,18,39
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,9,10,9,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,19,4,19,23
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,0,9,0,9
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,7,6,7,13
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,10,10,10,20
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,2,16,2,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,1,4,1,5
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,53,6,53,6,59
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,8,4,8,12
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,32,24,32,24,56
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,76,58,76,58,134
CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,15,4,15,4,19
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,10,4,10,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,5,9,5,14
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,0,4,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,32,13,32,13,45
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,20,12,20,32
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,21,11,21,32
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,0,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,6,12,6,18
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,25,8,25,8,33
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,11,16,11,27
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,15,3,15,18
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,25,9,25,9,34
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,67,6,67,6,73
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1097,0,1097,0,1097
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,67,0,67,0,67
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,14,2,14,2,16
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,26,2,26,2,28
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,12,2,12,2,14
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,64,16,64,80
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,16,7,16,7,23
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,29,8,29,37
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,24,7,24,7,31
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,10,20,10,20,30
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,7,8,7,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,8,8,8,16
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,6,4,6,10
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,18,5,18,5,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,10,4,10,14
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,21,20,21,20,41
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,103,15,103,15,118
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,36,19,36,19,55
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,8,4,8,12
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,9,9,9,18
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,7,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,1,5,1,6
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1285,61,1285,61,1346
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,6,1,6,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,4,8,4,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,3,8,3,11
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,72,11,72,11,83
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,1,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,56,5,56,5,61
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,20,6,20,6,26
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,1,1,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,1,8,1,9
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,31,5,31,5,36
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,2,5,2,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,29,2,29,2,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,15,5,15,20
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,19,4,19,4,23
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,5,1,5,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,57,3,57,3,60
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,25,8,25,8,33
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,19,5,19,5,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,2,1,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,42,0,42,0,42
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,5,4,5,4,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,2,3,2,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,7,4,7,11
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,4,7,4,11
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,23,22,23,22,45
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,8,0,8,8
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,7,14,7,14,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,19,8,19,27
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,3,13,3,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,11,1,11,1,12
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,37,12,37,12,49
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,127,3,127,3,130
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,1177,4,1177,4,1181
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,6,3,6,9
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,11,8,11,19
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,40,29,40,29,69
LLICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,3,9,3,12
LORETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,3,12,3,12,15
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,9,3,9,3,12
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,8,3,8,3,11
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,23,6,23,6,29
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,18,1,18,1,19
MALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,2,2,2,2,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-10-01,13,8,13,8,21
