,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
YAPACANI,atencion odontologica,aplicacion de fluor,2016-10-01,124,142,0,0,0,0,1,6,8,4,0,0,0,0,133,152,285
YOCALLA,atencion odontologica,aplicacion de fluor,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOTALA,atencion odontologica,aplicacion de fluor,2016-10-01,4,4,2,1,1,1,12,2,0,0,0,0,0,0,19,8,27
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2016-10-01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,5,6
ACHACACHI,atencion odontologica,aplicacion de fluor,2016-11-01,13,8,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
ACHOCALLA,atencion odontologica,aplicacion de fluor,2016-11-01,20,7,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27
AIQUILE,atencion odontologica,aplicacion de fluor,2016-11-01,10,9,0,1,0,0,0,3,0,0,0,0,0,0,10,13,23
ALALAY,atencion odontologica,aplicacion de fluor,2016-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ALCALA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,atencion odontologica,aplicacion de fluor,2016-11-01,10,9,6,5,0,0,0,0,1,0,0,0,0,0,17,14,31
ANCORAIMES,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ANTEQUERA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANZALDO,atencion odontologica,aplicacion de fluor,2016-11-01,122,85,4,14,0,10,0,27,8,27,0,0,0,0,134,163,297
APOLO,atencion odontologica,aplicacion de fluor,2016-11-01,36,35,1,3,0,1,0,2,0,0,0,0,0,0,37,41,78
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2016-11-01,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4
ARANI,atencion odontologica,aplicacion de fluor,2016-11-01,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,6,8
ARBIETO,atencion odontologica,aplicacion de fluor,2016-11-01,10,4,1,0,0,1,0,2,0,0,0,0,0,0,11,7,18
ARQUE,atencion odontologica,aplicacion de fluor,2016-11-01,3,5,1,6,0,1,1,2,0,0,0,0,0,0,5,14,19
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2016-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ATOCHA,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,27,37,0,0,0,1,0,0,0,0,0,0,28,38,66
AYATA,atencion odontologica,aplicacion de fluor,2016-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
AYO AYO,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2016-11-01,5,1,7,2,0,1,1,7,0,0,0,0,0,0,13,11,24
BATALLAS,atencion odontologica,aplicacion de fluor,2016-11-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
BAURES,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,4,3,0,0,0,0,0,0,0,0,0,0,5,3,8
BELLA FLOR,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,8,2,3,2,0,1,0,0,0,0,0,0,12,6,18
BERMEJO,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,3,4,0,2,0,1,0,0,0,0,0,0,3,7,10
BETANZOS,atencion odontologica,aplicacion de fluor,2016-11-01,8,4,1,1,0,0,0,0,0,1,0,0,0,0,9,6,15
BOLIVAR,atencion odontologica,aplicacion de fluor,2016-11-01,4,2,64,57,1,0,0,0,0,0,0,0,0,0,69,59,128
BOLPEBRA,atencion odontologica,aplicacion de fluor,2016-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-11-01,0,4,34,30,0,0,0,2,0,0,0,0,0,0,34,36,70
CABEZAS,atencion odontologica,aplicacion de fluor,2016-11-01,45,62,0,1,0,2,3,9,0,0,0,0,0,0,48,74,122
CAIROMA,atencion odontologica,aplicacion de fluor,2016-11-01,5,6,0,1,1,1,0,2,0,0,0,0,0,0,6,10,16
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2016-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAJUATA,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALACOTO,atencion odontologica,aplicacion de fluor,2016-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CALAMARCA,atencion odontologica,aplicacion de fluor,2016-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CAMARGO,atencion odontologica,aplicacion de fluor,2016-11-01,6,9,0,3,0,0,0,0,0,0,0,0,0,0,6,12,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2016-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CAMIRI,atencion odontologica,aplicacion de fluor,2016-11-01,92,96,171,147,62,73,0,4,0,0,0,0,0,0,325,320,645
CAPINOTA,atencion odontologica,aplicacion de fluor,2016-11-01,3,4,0,0,0,0,0,1,0,0,0,0,0,0,3,5,8
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,4,3,0,0,0,0,0,0,0,0,0,0,5,3,8
CARACOLLO,atencion odontologica,aplicacion de fluor,2016-11-01,2,2,24,20,2,7,4,5,0,1,0,0,0,0,32,35,67
CARANAVI,atencion odontologica,aplicacion de fluor,2016-11-01,85,65,71,79,52,42,0,6,0,0,0,0,0,0,208,192,400
CARAPARI,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARIPUYO,atencion odontologica,aplicacion de fluor,2016-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2016-11-01,18,20,0,0,0,0,0,0,0,0,0,0,0,0,18,20,38
CHALLAPATA,atencion odontologica,aplicacion de fluor,2016-11-01,6,13,70,64,0,3,0,8,0,1,0,0,0,0,76,89,165
CHAQUI,atencion odontologica,aplicacion de fluor,2016-11-01,19,24,58,61,30,59,0,4,0,0,0,0,0,0,107,148,255
CHARAGUA,atencion odontologica,aplicacion de fluor,2016-11-01,21,41,3,3,3,0,0,0,0,0,0,0,0,0,27,44,71
CHARAÑA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHAYANTA,atencion odontologica,aplicacion de fluor,2016-11-01,9,6,1,1,0,0,0,6,0,0,0,0,0,0,10,13,23
CHIMORE,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
CHOQUE COTA,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,atencion odontologica,aplicacion de fluor,2016-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2016-11-01,6,6,0,4,0,0,0,0,0,0,0,0,0,0,6,10,16
CHUMA,atencion odontologica,aplicacion de fluor,2016-11-01,1,3,3,0,0,1,0,1,0,0,0,0,0,0,4,5,9
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2016-11-01,1,7,0,0,0,1,0,6,0,0,0,0,0,0,1,14,15
CKOCHAS,atencion odontologica,aplicacion de fluor,2016-11-01,5,12,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
CLIZA,atencion odontologica,aplicacion de fluor,2016-11-01,1,4,0,0,0,0,0,1,0,6,0,0,0,0,1,11,12
COBIJA,atencion odontologica,aplicacion de fluor,2016-11-01,139,133,21,33,3,19,1,6,0,0,0,0,0,0,164,191,355
COCAPATA,atencion odontologica,aplicacion de fluor,2016-11-01,4,5,0,0,0,1,0,0,0,0,0,0,0,0,4,6,10
COCHABAMBA,atencion odontologica,aplicacion de fluor,2016-11-01,231,211,110,174,50,83,79,181,23,42,0,0,0,0,493,691,1184
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2016-11-01,19,13,0,0,0,1,0,23,4,2,0,0,0,0,23,39,62
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2016-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLLANA,atencion odontologica,aplicacion de fluor,2016-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
COLOMI,atencion odontologica,aplicacion de fluor,2016-11-01,10,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2016-11-01,12,11,175,200,0,1,0,9,0,0,0,0,0,0,187,221,408
COLQUECHACA,atencion odontologica,aplicacion de fluor,2016-11-01,8,12,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
COLQUENCHA,atencion odontologica,aplicacion de fluor,2016-11-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COLQUIRI,atencion odontologica,aplicacion de fluor,2016-11-01,5,3,3,2,0,2,0,2,1,0,0,0,0,0,9,9,18
COMANCHE,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
COMBAYA,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,4
CONCEPCION,atencion odontologica,aplicacion de fluor,2016-11-01,10,18,1,0,0,0,0,0,0,0,0,0,0,0,11,18,29
COPACABANA,atencion odontologica,aplicacion de fluor,2016-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CORIPATA,atencion odontologica,aplicacion de fluor,2016-11-01,31,17,0,2,0,0,0,1,1,0,0,0,0,0,32,20,52
CORO CORO,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
CORQUE,atencion odontologica,aplicacion de fluor,2016-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COTAGAITA,atencion odontologica,aplicacion de fluor,2016-11-01,4,9,21,33,0,0,0,7,2,0,0,0,0,0,27,49,76
COTOCA,atencion odontologica,aplicacion de fluor,2016-11-01,96,98,6,2,9,13,43,85,22,20,0,0,0,0,176,218,394
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2016-11-01,42,38,0,0,0,1,0,3,0,0,0,0,0,0,42,42,84
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2016-11-01,32,55,1,1,0,1,0,4,0,0,0,0,0,0,33,61,94
CULPINA,atencion odontologica,aplicacion de fluor,2016-11-01,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURVA,atencion odontologica,aplicacion de fluor,2016-11-01,8,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
DESAGUADERO,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL ALTO,atencion odontologica,aplicacion de fluor,2016-11-01,299,332,499,535,65,94,22,54,20,9,0,0,0,0,905,1024,1929
EL CHORO,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2016-11-01,10,16,1,0,0,5,0,10,0,0,0,0,0,0,11,31,42
EL TORNO,atencion odontologica,aplicacion de fluor,2016-11-01,216,218,256,272,25,32,31,63,4,0,0,0,0,0,532,585,1117
EL VILLAR,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,6,1,0,0,0,0,0,0,0,0,0,0,7,1,8
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2016-11-01,4,2,1,0,0,1,0,8,0,0,0,0,0,0,5,11,16
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2016-11-01,5,1,0,0,2,6,1,0,0,0,0,0,0,0,8,7,15
ESMERALDA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,5,9,0,1,0,2,1,0,0,0,0,0,7,13,20
EUREKA (SANTOS MERCADO),atencion odontologica,aplicacion de fluor,2016-11-01,7,9,1,3,0,0,0,0,0,0,0,0,0,0,8,12,20
FILADELFIA,atencion odontologica,aplicacion de fluor,2016-11-01,1,7,18,10,0,0,0,0,0,0,0,0,0,0,19,17,36
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2016-11-01,7,13,2,2,0,0,1,3,0,0,0,0,0,0,10,18,28
GUANAY,atencion odontologica,aplicacion de fluor,2016-11-01,10,15,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25
GUAQUI,atencion odontologica,aplicacion de fluor,2016-11-01,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2016-11-01,4,2,2,0,0,0,0,2,0,0,0,0,0,0,6,4,10
GUTIERREZ,atencion odontologica,aplicacion de fluor,2016-11-01,12,13,0,1,0,0,0,0,0,0,0,0,0,0,12,14,26
HUACARETA,atencion odontologica,aplicacion de fluor,2016-11-01,2,1,1,1,0,0,0,1,0,0,0,0,0,0,3,3,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2016-11-01,4,7,5,8,0,3,0,7,1,0,0,0,0,0,10,25,35
HUANUNI,atencion odontologica,aplicacion de fluor,2016-11-01,1,2,1,6,0,3,3,0,0,0,0,0,0,0,5,11,16
HUARACAJE,atencion odontologica,aplicacion de fluor,2016-11-01,0,2,3,1,4,4,6,6,0,0,0,0,0,0,13,13,26
HUARINA,atencion odontologica,aplicacion de fluor,2016-11-01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
HUATAJATA,atencion odontologica,aplicacion de fluor,2016-11-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,11,0,0,1,0,0,0,0,0,0,0,0,11,1,12
HUMANATA,atencion odontologica,aplicacion de fluor,2016-11-01,11,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
ICHOCA,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
ICLA,atencion odontologica,aplicacion de fluor,2016-11-01,42,34,5,7,0,2,0,3,0,0,0,0,0,0,47,46,93
INCAHUASI,atencion odontologica,aplicacion de fluor,2016-11-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
INGAVI (HUMAITA),atencion odontologica,aplicacion de fluor,2016-11-01,9,14,5,13,1,2,0,0,0,0,0,0,0,0,15,29,44
INQUISIVI,atencion odontologica,aplicacion de fluor,2016-11-01,1,4,1,0,1,0,0,2,0,0,0,0,0,0,3,6,9
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2016-11-01,21,11,1,0,1,1,0,0,0,0,0,0,0,0,23,12,35
IXIAMAS,atencion odontologica,aplicacion de fluor,2016-11-01,3,7,0,0,0,1,0,1,0,0,0,0,0,0,3,9,12
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2016-11-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
LA ASUNTA,atencion odontologica,aplicacion de fluor,2016-11-01,23,22,2,1,0,0,1,2,0,0,0,0,0,0,26,25,51
LA GUARDIA,atencion odontologica,aplicacion de fluor,2016-11-01,186,203,0,0,0,2,1,5,1,1,0,0,0,0,188,211,399
LA PAZ,atencion odontologica,aplicacion de fluor,2016-11-01,501,624,590,569,87,73,47,161,23,57,0,0,0,0,1248,1484,2732
LAJA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2016-11-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
LLALLAGUA,atencion odontologica,aplicacion de fluor,2016-11-01,31,35,8,7,2,6,0,17,0,0,0,0,0,0,41,65,106
LURIBAY,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
MACHARETI,atencion odontologica,aplicacion de fluor,2016-11-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MAGDALENA,atencion odontologica,aplicacion de fluor,2016-11-01,25,23,1,2,0,0,0,0,0,0,0,0,0,0,26,25,51
MAIRANA,atencion odontologica,aplicacion de fluor,2016-11-01,14,9,1,3,1,4,2,26,3,1,0,0,0,0,21,43,64
MALLA,atencion odontologica,aplicacion de fluor,2016-11-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MAPIRI,atencion odontologica,aplicacion de fluor,2016-11-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
MECAPACA,atencion odontologica,aplicacion de fluor,2016-11-01,5,8,12,13,0,0,0,0,0,0,0,0,0,0,17,21,38
MIZQUE,atencion odontologica,aplicacion de fluor,2016-11-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MOCOMOCO,atencion odontologica,aplicacion de fluor,2016-11-01,7,6,1,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MOJOCOYA,atencion odontologica,aplicacion de fluor,2016-11-01,6,3,1,4,0,2,1,1,0,0,0,0,0,0,8,10,18
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2016-11-01,14,5,1,0,0,0,0,3,2,0,0,0,0,0,17,8,25
MONTERO,atencion odontologica,aplicacion de fluor,2016-11-01,122,99,28,30,4,13,4,68,5,4,0,0,0,0,163,214,377
MORO MORO,atencion odontologica,aplicacion de fluor,2016-11-01,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
MOROCHATA,atencion odontologica,aplicacion de fluor,2016-11-01,6,8,2,0,0,0,2,3,0,0,0,0,0,0,10,11,21
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2016-11-01,13,6,16,10,0,0,0,0,0,0,0,0,0,0,29,16,45
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,aplicacion de fluor,2016-11-01,15,6,2,2,0,0,0,0,0,0,0,0,0,0,17,8,25
OCURI,atencion odontologica,aplicacion de fluor,2016-11-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
OMEREQUE,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,atencion odontologica,aplicacion de fluor,2016-11-01,31,31,4,6,10,14,44,62,17,14,0,0,0,0,106,127,233
PADCAYA,atencion odontologica,aplicacion de fluor,2016-11-01,2,0,2,5,0,0,0,0,0,0,0,0,0,0,4,5,9
PADILLA,atencion odontologica,aplicacion de fluor,2016-11-01,3,3,0,1,0,1,0,0,0,1,0,0,0,0,3,6,9
PAILON,atencion odontologica,aplicacion de fluor,2016-11-01,5,5,0,0,1,1,0,0,0,0,0,0,0,0,6,6,12
PALCA,atencion odontologica,aplicacion de fluor,2016-11-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2016-11-01,37,28,12,8,3,0,0,2,0,0,0,0,0,0,52,38,90
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2016-11-01,31,30,0,0,0,1,0,5,0,0,0,0,0,0,31,36,67
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
PASORAPA,atencion odontologica,aplicacion de fluor,2016-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PATACAMAYA,atencion odontologica,aplicacion de fluor,2016-11-01,24,19,1,1,0,0,0,0,2,2,0,0,0,0,27,22,49
PAZÑA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3
PELECHUCO,atencion odontologica,aplicacion de fluor,2016-11-01,14,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
POCOATA,atencion odontologica,aplicacion de fluor,2016-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POCONA,atencion odontologica,aplicacion de fluor,2016-11-01,5,2,46,34,1,1,0,0,0,0,0,0,0,0,52,37,89
POJO (CBBA),atencion odontologica,aplicacion de fluor,2016-11-01,1,2,42,26,0,0,0,0,0,0,0,0,0,0,43,28,71
POOPO,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,2,1,1,1,3,1,1,0,0,0,0,3,8,11
PORCO,atencion odontologica,aplicacion de fluor,2016-11-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
POROMA,atencion odontologica,aplicacion de fluor,2016-11-01,6,3,57,53,8,3,0,0,0,0,0,0,0,0,71,59,130
PORONGO,atencion odontologica,aplicacion de fluor,2016-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PORTACHUELO,atencion odontologica,aplicacion de fluor,2016-11-01,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,6,6
PORVENIR,atencion odontologica,aplicacion de fluor,2016-11-01,19,11,7,8,0,0,0,0,0,0,0,0,0,0,26,19,45
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,atencion odontologica,aplicacion de fluor,2016-11-01,43,45,213,255,26,41,31,56,19,24,0,0,0,0,332,421,753
PRESTO,atencion odontologica,aplicacion de fluor,2016-11-01,5,8,0,2,0,3,0,2,0,0,0,0,0,0,5,15,20
PUCARA,atencion odontologica,aplicacion de fluor,2016-11-01,16,10,3,2,0,0,0,0,0,0,0,0,0,0,19,12,31
PUCARANI,atencion odontologica,aplicacion de fluor,2016-11-01,27,22,1,0,2,4,6,14,1,0,0,0,0,0,37,40,77
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2016-11-01,18,31,15,15,2,5,1,5,1,0,0,0,0,0,37,56,93
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2016-11-01,13,9,71,54,0,0,0,0,0,0,0,0,0,0,84,63,147
PUERTO RICO,atencion odontologica,aplicacion de fluor,2016-11-01,13,14,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,0,0,1,1,4,5,0,0,0,0,0,0,5,6,11
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2016-11-01,7,7,1,1,0,0,0,15,0,0,0,0,0,0,8,23,31
PUNATA,atencion odontologica,aplicacion de fluor,2016-11-01,3,0,0,0,1,2,0,3,0,1,0,0,0,0,4,6,10
QUIABAYA,atencion odontologica,aplicacion de fluor,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2016-11-01,131,134,42,33,27,44,47,85,40,24,0,0,0,0,287,320,607
QUIME,atencion odontologica,aplicacion de fluor,2016-11-01,12,12,8,2,1,0,0,0,0,0,0,0,0,0,21,14,35
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAVELO,atencion odontologica,aplicacion de fluor,2016-11-01,4,2,0,0,0,0,1,1,0,1,0,0,0,0,5,4,9
RIBERALTA,atencion odontologica,aplicacion de fluor,2016-11-01,66,76,17,10,14,57,3,33,3,1,0,0,0,0,103,177,280
ROBORE,atencion odontologica,aplicacion de fluor,2016-11-01,55,45,7,14,0,0,0,0,0,0,0,0,0,0,62,59,121
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2016-11-01,45,41,41,30,25,26,20,25,4,5,0,0,0,0,135,127,262
SABAYA,atencion odontologica,aplicacion de fluor,2016-11-01,0,0,9,1,3,1,0,0,0,0,0,0,0,0,12,2,14
SACABA,atencion odontologica,aplicacion de fluor,2016-11-01,8,32,32,30,4,14,6,11,4,3,0,0,0,0,54,90,144
SACACA,atencion odontologica,aplicacion de fluor,2016-11-01,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,3,5
SAIPINA,atencion odontologica,aplicacion de fluor,2016-11-01,2,1,609,526,0,0,0,0,0,0,0,0,0,0,611,527,1138
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2016-11-01,17,14,31,29,16,12,1,5,7,10,0,0,0,0,72,70,142
SAMAIPATA,atencion odontologica,aplicacion de fluor,2016-11-01,5,9,2,0,0,0,0,0,0,0,0,0,0,0,7,9,16
SAN ANDRES,atencion odontologica,aplicacion de fluor,2016-11-01,21,20,14,14,6,4,1,8,0,0,0,0,0,0,42,46,88
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2016-11-01,3,4,1,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,aplicacion de fluor,2016-11-01,2,3,0,0,0,0,0,2,0,0,0,0,0,0,2,5,7
SAN BORJA,atencion odontologica,aplicacion de fluor,2016-11-01,7,8,18,12,0,0,0,0,0,0,0,0,0,0,25,20,45
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2016-11-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN CARLOS,atencion odontologica,aplicacion de fluor,2016-11-01,8,0,0,0,0,2,0,0,0,0,0,0,0,0,8,2,10
