,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
PELECHUCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,1,16,6,6,0,0,0,0,7,25,32
POCONA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,3,10,0,2,0,0,0,0,3,13,16
POJO (CBBA),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,6,8
POOPO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,6,4,2,8,0,0,0,0,8,12,20
PORCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
POROMA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,3,7,15,0,0,0,0,0,0,8,18,26
PORONGO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,0,7,1,1,0,0,0,0,1,9,10
PORTACHUELO,atencion odontologica,periodoncia,2016-10-01,0,0,1,1,2,2,2,2,0,1,0,0,0,0,5,6,11
PORVENIR,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,0,0,1,2,1,0,0,0,0,3,2,5
POSTRER VALLE,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
POTOSI,atencion odontologica,periodoncia,2016-10-01,0,0,8,12,14,12,14,70,7,11,0,0,0,0,43,105,148
PRESTO,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
PUCARA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
PUERTO RICO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUERTO SUAREZ,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PUERTO VILLARROEL,atencion odontologica,periodoncia,2016-10-01,0,0,0,2,2,3,14,27,4,2,0,0,0,0,20,34,54
PUNA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
PUNATA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,2,1,13,4,2,0,0,0,0,5,18,23
QUIABAYA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,atencion odontologica,periodoncia,2016-10-01,0,0,14,22,15,30,40,104,43,36,0,0,0,0,112,192,304
RAVELO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,1,4,0,1,0,0,0,0,1,8,9
REYES,atencion odontologica,periodoncia,2016-10-01,0,0,2,0,0,0,4,5,2,0,0,0,0,0,8,5,13
RIBERALTA,atencion odontologica,periodoncia,2016-10-01,0,0,32,28,10,28,6,54,0,1,0,0,0,0,48,111,159
ROBORE,atencion odontologica,periodoncia,2016-10-01,0,0,5,6,3,1,4,17,0,1,0,0,0,0,12,25,37
RURRENABAQUE,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,2,3,8,11,17,9,0,0,0,0,27,24,51
SABAYA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,atencion odontologica,periodoncia,2016-10-01,0,0,17,11,19,26,27,46,16,12,0,0,0,0,79,95,174
SACABAMBA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,4,6
SACACA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,2,3,2,2,4,11,0,0,0,0,8,17,25
SAMAIPATA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAN AGUSTIN,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
SAN ANDRES,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,4,2,0,0,0,0,0,0,0,0,4,3,7
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,3
SAN BENITO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAN BORJA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,8,26,0,5,0,0,0,0,8,32,40
SAN BUENA VENTURA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,6,8
SAN CARLOS,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,2,0,1,4,2,0,0,0,0,4,5,9
SAN IGNACIO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,4,2,6,8,0,0,0,0,0,0,10,10,20
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,3,18,3,1,0,0,0,0,6,19,25
SAN JOAQUIN,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2016-10-01,0,0,2,0,0,0,4,1,0,2,0,0,0,0,6,3,9
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,3,1,2,0,0,0,0,1,5,6
SAN JULIAN,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,4,2,6,7,6,0,0,0,0,10,16,26
SAN LORENZO(PND),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
SAN LORENZO(TJA),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,8,5,8,21,0,0,0,0,0,0,16,26,42
SAN LUCAS,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,6,7
SAN MATIAS,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2016-10-01,0,0,1,0,1,0,0,3,0,0,0,0,0,0,2,3,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,4,2,0,0,0,0,4,4,8
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
SAN RAFAEL,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2016-10-01,0,0,20,35,70,185,715,1352,177,145,0,0,0,0,982,1717,2699
SANTA ROSA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,4
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,3,6,2,3,0,0,0,0,5,9,14
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2016-10-01,0,0,1,2,2,2,1,15,7,5,0,0,0,0,11,24,35
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
SANTIVAÑES,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,6,7
SAPAHAQUI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SENA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,6,6
SHINAOTA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,1,0,8,0,0,0,0,0,0,1,9,10
SICAYA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SIPE SIPE,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,6,35,4,7,0,0,0,0,10,45,55
SOPACHUY,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
SORACACHI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
SORATA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,13,13
SUCRE,atencion odontologica,periodoncia,2016-10-01,0,0,11,13,31,40,165,211,33,24,0,0,0,0,240,288,528
TACACHI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOPAYA,atencion odontologica,periodoncia,2016-10-01,0,0,1,0,0,0,2,6,0,0,0,0,0,0,3,6,9
TAPACARI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,1,5,1,5,0,0,0,0,2,11,13
TARABUCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,11,2,0,0,0,0,0,3,11,14
TARACO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,0,4,7,7,0,0,0,0,7,12,19
TARATA,atencion odontologica,periodoncia,2016-10-01,0,0,1,0,0,0,0,8,1,1,0,0,0,0,2,9,11
TARIJA,atencion odontologica,periodoncia,2016-10-01,0,0,5,7,24,44,62,164,20,10,0,0,0,0,111,225,336
TARVITA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,2,7,0,0,0,0,0,0,2,8,10
TEOPONTE,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,2,2,1,19,6,4,0,0,0,0,9,25,34
TIAWANACU,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIQUIPAYA,atencion odontologica,periodoncia,2016-10-01,0,0,1,0,0,10,2,48,8,9,0,0,0,0,11,67,78
TIRAQUE (CBBA),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,1,0,3,0,3,0,0,0,0,1,7,8
TOCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,5,0,17,0,6,0,0,0,0,0,28,28
TODOS SANTOS,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
TOLATA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,3,0,4,1,1,0,0,0,0,1,9,10
TOLEDO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
TOMAVE,atencion odontologica,periodoncia,2016-10-01,0,0,1,2,1,4,3,9,6,0,0,0,0,0,11,15,26
TOMINA,atencion odontologica,periodoncia,2016-10-01,0,0,1,0,1,2,2,6,0,0,0,0,0,0,4,8,12
TORO TORO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
TOTORA(CBBA),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,3,16,2,3,0,0,0,0,5,20,25
TOTORA(ORR),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TRIGAL,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TRINIDAD,atencion odontologica,periodoncia,2016-10-01,0,0,3,5,8,11,25,74,8,7,0,0,0,0,44,97,141
TUPIZA,atencion odontologica,periodoncia,2016-10-01,0,0,1,2,4,12,9,14,4,0,0,0,0,0,18,28,46
TURCO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UMALA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,5
UNCIA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,4,5
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
UYUNI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,4,6
VACAS,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
VALLEGRANDE,atencion odontologica,periodoncia,2016-10-01,0,0,5,2,1,14,25,29,0,3,0,0,0,0,31,48,79
VIACHA,atencion odontologica,periodoncia,2016-10-01,0,0,2,0,1,2,0,6,3,1,0,0,0,0,6,9,15
VILA VILA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,2,0,9,1,0,0,0,0,0,1,11,12
VILLA CHARCAS,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,4
VILLA MONTES,atencion odontologica,periodoncia,2016-10-01,0,0,4,3,2,11,73,33,1,0,0,0,0,0,80,47,127
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
VILLA RIVERO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
VILLA SERRANO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,7,11
VILLA TUNARI,atencion odontologica,periodoncia,2016-10-01,0,0,1,0,1,0,0,24,2,2,0,0,0,0,4,26,30
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,2,3,4,1,0,0,0,0,0,5,6,11
VILLAZON,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,1,1,6,12,2,1,0,0,0,0,9,14,23
VINTO,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,0,23,8,5,0,0,0,0,8,29,37
VITICHI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
WARNES,atencion odontologica,periodoncia,2016-10-01,0,0,1,8,2,2,3,4,3,1,0,0,0,0,9,15,24
YACUIBA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,1,6,31,42,7,2,0,0,0,0,39,51,90
YAMPARAEZ,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6
YANACACHI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,8
YAPACANI,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,7,3,19,8,3,0,0,0,0,11,29,40
YOCALLA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,4,5
YOTALA,atencion odontologica,periodoncia,2016-10-01,0,0,0,1,1,1,3,3,3,1,0,0,0,0,7,6,13
YUNCHARA,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,0,4,2,2,1,0,0,0,0,6,3,9
ZUDAÑEZ,atencion odontologica,periodoncia,2016-10-01,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,4,5
ACACIO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ACHACACHI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,0,0,1,11,22,0,0,0,0,12,23,35
ACHOCALLA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,3,2,6,13,8,7,0,0,0,0,17,22,39
ALALAY,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ALCALA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
ALTO BENI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,1,2,3,0,0,0,0,0,4,3,7
ANCORAIMES,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANDAMARCA,atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,0,0,1,1,2,0,0,0,0,2,3,5
ANTEQUERA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
APOLO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ARAMPAMPA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ARANI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,4,0,4,0,2,0,0,0,0,1,10,11
ARBIETO,atencion odontologica,periodoncia,2016-11-01,0,0,1,4,2,2,2,18,11,16,0,0,0,0,16,40,56
ARQUE,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,2,1,7,0,1,0,0,0,0,1,10,11
ATOCHA,atencion odontologica,periodoncia,2016-11-01,0,0,0,2,3,7,18,17,5,5,0,0,0,0,26,31,57
AUCAPATA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
AYATA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
AYO AYO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,4,14,32,9,4,0,0,0,0,24,40,64
AZURDUY,atencion odontologica,periodoncia,2016-11-01,0,0,0,2,0,1,2,0,1,0,0,0,0,0,3,3,6
BATALLAS,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,3
BAURES,atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,1,1,4,0,0,0,0,0,0,2,5,7
BELLA FLOR,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,0,2,6,3,0,0,0,0,6,6,12
BERMEJO,atencion odontologica,periodoncia,2016-11-01,0,0,1,4,14,12,10,14,1,0,0,0,0,0,26,30,56
BETANZOS,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,0,0,8,0,1,0,0,0,0,1,9,10
BOLIVAR,atencion odontologica,periodoncia,2016-11-01,0,0,1,4,1,7,4,8,13,6,0,0,0,0,19,25,44
BUENA VISTA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,2,5,0,0,0,0,0,0,2,6,8
CABEZAS,atencion odontologica,periodoncia,2016-11-01,0,0,2,1,1,7,1,13,6,0,0,0,0,0,10,21,31
CAIROMA,atencion odontologica,periodoncia,2016-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
"CAIZA ""D""",atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
CAJUATA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
CALACOTO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,6,3,2,0,0,0,0,3,8,11
CALAMARCA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CAMARGO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,7,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CAMIRI,atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,3,11,23,10,1,0,0,0,0,22,27,49
CAPINOTA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,4,4,11,16,5,0,0,0,0,21,20,41
CAQUIAVIRI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARACOLLO,atencion odontologica,periodoncia,2016-11-01,0,0,0,1,0,1,8,9,0,1,0,0,0,0,8,12,20
CARANAVI,atencion odontologica,periodoncia,2016-11-01,0,0,12,9,16,15,48,13,26,15,0,0,0,0,102,52,154
CARAPARI,atencion odontologica,periodoncia,2016-11-01,0,0,1,1,1,4,3,25,0,0,0,0,0,0,5,30,35
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,4,23,7,7,0,0,0,0,11,30,41
CHALLAPATA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,3,1,11,3,4,0,0,0,0,4,18,22
CHAQUI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,10,10
CHARAGUA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,0,3,3,0,0,0,0,0,0,4,3,7
CHAYANTA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
CHIMORE,atencion odontologica,periodoncia,2016-11-01,0,0,0,1,0,2,1,12,1,0,0,0,0,0,2,15,17
CHIPAYA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2016-11-01,0,0,0,1,0,5,3,24,1,0,0,0,0,0,4,30,34
CHUMA,atencion odontologica,periodoncia,2016-11-01,0,0,1,4,4,5,5,25,10,11,0,0,0,0,20,45,65
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CKOCHAS,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
CLIZA,atencion odontologica,periodoncia,2016-11-01,0,0,0,1,1,2,3,23,7,17,0,0,0,0,11,43,54
COBIJA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,4,9,14,4,1,0,0,0,0,14,19,33
COCAPATA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,1,9,0,4,0,0,0,0,1,14,15
COCHABAMBA,atencion odontologica,periodoncia,2016-11-01,0,0,21,28,103,135,341,653,141,124,0,0,0,0,606,940,1546
COIPASA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COLCAPIRHUA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,2,12,12,16,0,0,0,0,14,28,42
"COLCHA ""K""",atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,6,1,1,0,0,0,0,1,7,8
COLOMI,atencion odontologica,periodoncia,2016-11-01,0,0,0,1,0,2,0,9,4,5,0,0,0,0,4,17,21
COLQUECHACA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,2,3,11,3,3,0,0,0,0,6,16,22
COLQUENCHA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,10,11
COLQUIRI,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,6,8,2,3,0,0,0,0,8,11,19
COMARAPA,atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,0,1,6,0,0,0,0,0,0,2,6,8
COMBAYA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CONCEPCION,atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,1,1,7,1,3,0,0,0,0,3,11,14
COPACABANA,atencion odontologica,periodoncia,2016-11-01,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,1,4
CORIPATA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
CORO CORO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CORQUE,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
COTAGAITA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,1,11,17,1,0,0,0,0,0,12,18,30
COTOCA,atencion odontologica,periodoncia,2016-11-01,0,0,1,0,0,2,9,4,0,0,0,0,0,0,10,6,16
CUATRO CAÑADAS,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,2,6,1,1,0,0,0,0,3,7,10
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
CUEVO,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CULPINA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CURVA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
EL ALTO,atencion odontologica,periodoncia,2016-11-01,0,0,23,21,35,74,118,248,30,35,0,0,0,0,206,378,584
EL CHORO,atencion odontologica,periodoncia,2016-11-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,4,5
EL PUENTE(TJA),atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,2,8,10,1,0,0,0,0,0,10,12,22
EL TORNO,atencion odontologica,periodoncia,2016-11-01,0,0,69,7,0,9,8,28,7,4,0,0,0,0,84,48,132
EL VILLAR,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,3,6
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,4
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,3,3,3,1,0,0,0,0,0,0,6,4,10
EUCALIPTUS,atencion odontologica,periodoncia,2016-11-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
