,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
PALCA,atencion odontologica,cirugia bucal menor,2016-10-01,2,3,10,9,4,18,19,32,22,12,0,0,0,0,57,74,131
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2016-10-01,4,5,9,5,2,10,15,27,4,10,0,0,0,0,34,57,91
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,2,0,2,1,2,1,0,1,0,0,0,0,6,4,10
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,6,4,1,2,0,5,0,0,0,0,0,0,7,11,18
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,5,0,2,1,1,8,5,8,0,0,0,0,13,17,30
PASORAPA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,8,3,2,2,9,7,5,8,0,0,0,0,24,20,44
PATACAMAYA,atencion odontologica,cirugia bucal menor,2016-10-01,6,4,4,0,1,3,13,27,5,5,0,0,0,0,29,39,68
PAZÑA,atencion odontologica,cirugia bucal menor,2016-10-01,6,17,8,24,0,9,3,11,13,5,0,0,0,0,30,66,96
PELECHUCO,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,1,1,2,5,8,10,4,2,0,0,0,0,16,18,34
POCOATA,atencion odontologica,cirugia bucal menor,2016-10-01,2,3,0,1,0,1,1,9,3,32,0,0,0,0,6,46,52
POCONA,atencion odontologica,cirugia bucal menor,2016-10-01,1,1,0,21,0,5,4,4,19,10,0,0,0,0,24,41,65
POOPO,atencion odontologica,cirugia bucal menor,2016-10-01,3,2,10,6,2,2,3,6,1,2,0,0,0,0,19,18,37
PORCO,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2,3,5
POROMA,atencion odontologica,cirugia bucal menor,2016-10-01,2,3,8,14,8,11,19,80,11,24,0,0,0,0,48,132,180
PORONGO,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,0,4,0,4,2,5,0,1,0,0,0,0,2,15,17
PORVENIR,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,4,4
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1,6,7
POTOSI,atencion odontologica,cirugia bucal menor,2016-10-01,54,69,51,64,56,81,76,172,37,39,0,0,0,0,274,425,699
PRESTO,atencion odontologica,cirugia bucal menor,2016-10-01,2,2,21,20,1,7,5,32,6,6,0,0,0,0,35,67,102
PUCARA,atencion odontologica,cirugia bucal menor,2016-10-01,2,2,0,0,1,0,0,1,8,0,0,0,0,0,11,3,14
PUCARANI,atencion odontologica,cirugia bucal menor,2016-10-01,10,6,34,32,23,27,26,66,27,48,0,0,0,0,120,179,299
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2016-10-01,0,2,8,10,10,14,18,40,13,13,0,0,0,0,49,79,128
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2016-10-01,0,2,15,7,4,5,4,35,8,2,0,0,0,0,31,51,82
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,0,0,1,0,5,4,4,5,0,0,0,0,11,9,20
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,2,0,0,1,3,2,0,0,0,0,0,4,5,9
PUERTO RICO,atencion odontologica,cirugia bucal menor,2016-10-01,2,0,17,19,3,1,6,1,15,2,0,0,0,0,43,23,66
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2016-10-01,1,1,2,1,2,2,1,5,3,3,0,0,0,0,9,12,21
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2016-10-01,36,12,1,0,0,0,1,15,4,4,0,0,0,0,42,31,73
PUNA,atencion odontologica,cirugia bucal menor,2016-10-01,7,2,5,5,6,10,14,48,14,25,0,0,0,0,46,90,136
PUNATA,atencion odontologica,cirugia bucal menor,2016-10-01,0,3,7,10,4,3,1,17,7,11,0,0,0,0,19,44,63
QUIABAYA,atencion odontologica,cirugia bucal menor,2016-10-01,1,2,4,2,3,5,8,23,0,5,0,0,0,0,16,37,53
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2016-10-01,25,36,14,15,2,13,10,35,15,4,0,0,0,0,66,103,169
QUIME,atencion odontologica,cirugia bucal menor,2016-10-01,8,3,7,13,4,9,12,20,7,11,0,0,0,0,38,56,94
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,0,1,1,0,1,2,0,4,0,0,0,0,3,7,10
RAVELO,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,6,3,2,6,8,10,30,17,0,0,0,0,47,36,83
REYES,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,10,11,2,2,7,13,6,1,0,0,0,0,26,27,53
RIBERALTA,atencion odontologica,cirugia bucal menor,2016-10-01,14,24,30,42,8,17,43,94,20,23,0,0,0,0,115,200,315
ROBORE,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,0,2,3,0,0,0,0,0,0,0,0,3,3,6
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2016-10-01,15,10,22,29,33,32,43,36,7,8,0,0,0,0,120,115,235
SABAYA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,3,6,0,1,3,2,6,7,0,0,0,0,12,16,28
SACABA,atencion odontologica,cirugia bucal menor,2016-10-01,37,26,118,130,9,36,13,33,27,23,0,0,0,0,204,248,452
SACABAMBA,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,3,5,1,1,3,4,6,5,0,0,0,0,13,16,29
SACACA,atencion odontologica,cirugia bucal menor,2016-10-01,7,2,8,8,5,5,12,29,16,15,0,0,0,0,48,59,107
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2016-10-01,3,7,16,24,0,1,6,11,20,13,0,0,0,0,45,56,101
SAMAIPATA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,9,0,1,0,5,3,3,0,0,0,0,4,18,22
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
SAN ANDRES,atencion odontologica,cirugia bucal menor,2016-10-01,3,1,13,15,2,1,7,4,2,1,0,0,0,0,27,22,49
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,17,24,2,4,12,12,12,10,0,0,0,0,43,50,93
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,2,2,2,2,1,3,0,0,0,0,0,0,5,7,12
SAN BENITO,atencion odontologica,cirugia bucal menor,2016-10-01,2,1,4,1,1,1,0,1,0,2,0,0,0,0,7,6,13
SAN BORJA,atencion odontologica,cirugia bucal menor,2016-10-01,3,2,5,8,1,1,6,8,4,7,0,0,0,0,19,26,45
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2016-10-01,2,3,2,5,2,2,12,10,6,11,0,0,0,0,24,31,55
SAN CARLOS,atencion odontologica,cirugia bucal menor,2016-10-01,1,2,1,0,0,0,0,0,1,0,0,0,0,0,3,2,5
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2016-10-01,3,4,21,16,6,12,17,32,9,6,0,0,0,0,56,70,126
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2016-10-01,0,0,5,1,0,0,4,2,8,2,0,0,0,0,17,5,22
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2016-10-01,1,0,9,4,0,0,1,1,0,0,0,0,0,0,11,5,16
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,5,18,7,7,0,0,0,0,0,0,0,0,13,25,38
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,2,2,2,2,5,8,1,0,0,0,0,0,11,12,23
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,4
SAN JULIAN,atencion odontologica,cirugia bucal menor,2016-10-01,12,6,7,7,3,6,3,25,23,10,0,0,0,0,48,54,102
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2016-10-01,2,1,23,23,3,6,18,25,11,2,0,0,0,0,57,57,114
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2016-10-01,5,5,31,43,5,23,19,54,10,3,0,0,0,0,70,128,198
SAN LUCAS,atencion odontologica,cirugia bucal menor,2016-10-01,2,4,10,10,5,14,19,37,13,23,0,0,0,0,49,88,137
SAN MATIAS,atencion odontologica,cirugia bucal menor,2016-10-01,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,4,6
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,2,1,2,2,4,8,2,1,0,0,0,0,10,12,22
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2016-10-01,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,5
SAN PEDRO,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,10,14,9,8,4,19,2,4,0,0,0,0,26,45,71
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-10-01,2,3,14,10,1,15,22,33,5,13,0,0,0,0,44,74,118
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,2,1,1,3,3,6,3,10,0,0,0,0,10,20,30
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,0,0,0,1,2,0,2,0,0,0,0,2,4,6
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,34,32,11,10,4,19,10,9,0,0,0,0,59,71,130
SAN PEDRO(PND),atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,1,0,0,0,3,0,2,0,0,0,0,1,6,7
SANTA ANA,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,11,10,3,6,2,24,1,0,0,0,0,0,18,40,58
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2016-10-01,55,49,37,45,14,35,53,130,104,36,0,0,0,0,263,295,558
SANTA ROSA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,14,15,9,0,0,6,1,0,0,0,0,0,24,21,45
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2016-10-01,1,2,2,0,0,1,0,15,9,0,0,0,0,0,12,18,30
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2016-10-01,2,1,2,0,0,1,0,13,10,9,0,0,0,0,14,24,38
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2016-10-01,2,2,13,13,1,3,3,3,3,3,0,0,0,0,22,24,46
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2016-10-01,6,1,1,3,5,3,9,25,21,24,0,0,0,0,42,56,98
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,0,2,2,1,3,18,6,5,0,0,0,0,11,27,38
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2016-10-01,0,4,1,1,2,6,7,19,2,7,0,0,0,0,12,37,49
SENA,atencion odontologica,cirugia bucal menor,2016-10-01,3,0,0,2,3,8,7,19,2,0,0,0,0,0,15,29,44
SHINAOTA,atencion odontologica,cirugia bucal menor,2016-10-01,4,0,2,4,0,0,1,6,3,0,0,0,0,0,10,10,20
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2016-10-01,1,2,5,3,5,7,2,15,24,32,0,0,0,0,37,59,96
SICAYA,atencion odontologica,cirugia bucal menor,2016-10-01,1,2,2,3,0,1,2,15,2,2,0,0,0,0,7,23,30
SIPE SIPE,atencion odontologica,cirugia bucal menor,2016-10-01,14,7,10,12,1,3,0,32,1,6,0,0,0,0,26,60,86
SOPACHUY,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,6,6,1,2,3,6,3,1,0,0,0,0,13,15,28
SORACACHI,atencion odontologica,cirugia bucal menor,2016-10-01,1,4,23,27,5,4,1,11,12,10,0,0,0,0,42,56,98
SORATA,atencion odontologica,cirugia bucal menor,2016-10-01,2,4,28,29,6,6,5,20,25,8,0,0,0,0,66,67,133
SUCRE,atencion odontologica,cirugia bucal menor,2016-10-01,76,75,163,235,20,34,37,163,92,71,0,0,0,0,388,578,966
TACACHI,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,4,0,0,0,0,4,0,3,0,0,0,0,4,7,11
TACACOMA,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,5,9,0,4,12,26,6,5,0,0,0,0,24,44,68
TACOBAMBA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,3,1,5,0,3,9,2,8,0,0,0,0,13,18,31
TACOPAYA,atencion odontologica,cirugia bucal menor,2016-10-01,5,5,5,6,1,5,13,19,5,24,0,0,0,0,29,59,88
TAHUA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
TAPACARI,atencion odontologica,cirugia bucal menor,2016-10-01,14,0,6,9,10,16,8,20,20,35,0,0,0,0,58,80,138
TARABUCO,atencion odontologica,cirugia bucal menor,2016-10-01,3,5,2,1,0,5,5,13,10,11,0,0,0,0,20,35,55
TARACO,atencion odontologica,cirugia bucal menor,2016-10-01,0,2,5,3,1,4,5,10,12,12,0,0,0,0,23,31,54
TARATA,atencion odontologica,cirugia bucal menor,2016-10-01,4,0,2,4,0,0,0,10,3,12,0,0,0,0,9,26,35
TARIJA,atencion odontologica,cirugia bucal menor,2016-10-01,13,10,34,61,37,59,81,159,14,10,0,0,0,0,179,299,478
TARVITA,atencion odontologica,cirugia bucal menor,2016-10-01,2,0,6,4,1,4,9,49,7,3,0,0,0,0,25,60,85
TEOPONTE,atencion odontologica,cirugia bucal menor,2016-10-01,0,6,3,5,6,5,18,27,8,3,0,0,0,0,35,46,81
TIAWANACU,atencion odontologica,cirugia bucal menor,2016-10-01,3,2,10,11,3,6,6,24,11,14,0,0,0,0,33,57,90
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,2,1,0,3,9,20,9,17,0,0,0,0,20,42,62
TIPUANI,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2016-10-01,18,24,28,18,1,14,6,48,34,16,0,0,0,0,87,120,207
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2016-10-01,2,5,12,9,4,4,5,14,7,7,0,0,0,0,30,39,69
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,1,4,3,0,2,0,0,0,0,4,6,10
TOCO,atencion odontologica,cirugia bucal menor,2016-10-01,3,1,4,1,0,3,0,6,2,2,0,0,0,0,9,13,22
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,atencion odontologica,cirugia bucal menor,2016-10-01,1,6,3,2,0,14,0,14,5,3,0,0,0,0,9,39,48
TOLEDO,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,4,2,0,1,2,3,0,1,0,0,0,0,6,7,13
TOMAVE,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,3,3,3,2,5,9,1,12,0,0,0,0,12,26,38
TOMINA,atencion odontologica,cirugia bucal menor,2016-10-01,0,2,8,7,0,2,4,6,1,0,0,0,0,0,13,17,30
TORO TORO,atencion odontologica,cirugia bucal menor,2016-10-01,3,1,2,3,1,3,3,4,1,1,0,0,0,0,10,12,22
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2016-10-01,3,1,2,3,0,3,3,5,3,1,0,0,0,0,11,13,24
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2016-10-01,3,2,4,4,1,6,14,8,4,15,0,0,0,0,26,35,61
TRIGAL,atencion odontologica,cirugia bucal menor,2016-10-01,2,0,4,1,1,1,1,9,1,2,0,0,0,0,9,13,22
TRINIDAD,atencion odontologica,cirugia bucal menor,2016-10-01,9,4,39,66,19,25,41,111,16,8,0,0,0,0,124,214,338
TUPIZA,atencion odontologica,cirugia bucal menor,2016-10-01,3,1,33,35,26,21,22,50,8,19,0,0,0,0,92,126,218
TURCO,atencion odontologica,cirugia bucal menor,2016-10-01,1,3,2,2,1,1,4,5,12,3,0,0,0,0,20,14,34
UMALA,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,3,9,3,4,1,19,3,6,0,0,0,0,11,38,49
UNCIA,atencion odontologica,cirugia bucal menor,2016-10-01,6,6,11,2,2,2,4,6,2,3,0,0,0,0,25,19,44
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2016-10-01,0,4,15,19,9,9,24,38,3,3,0,0,0,0,51,73,124
URUBICHA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,1,0,1,1,3,0,0,0,0,0,0,2,5,7
UYUNI,atencion odontologica,cirugia bucal menor,2016-10-01,11,3,5,5,1,4,6,13,5,13,0,0,0,0,28,38,66
VACAS,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,4,2,0,4,4,12,0,13,0,0,0,0,9,31,40
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2016-10-01,4,3,8,5,2,5,12,27,4,12,0,0,0,0,30,52,82
VIACHA,atencion odontologica,cirugia bucal menor,2016-10-01,16,8,105,99,16,33,9,38,34,32,0,0,0,0,180,210,390
VILA VILA,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,0,0,1,1,3,1,1,0,0,0,0,3,5,8
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,4,14,4,6,8,31,2,13,0,0,0,0,19,64,83
VILLA MONTES,atencion odontologica,cirugia bucal menor,2016-10-01,4,8,51,60,24,41,64,173,38,4,0,0,0,0,181,286,467
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2016-10-01,0,0,1,2,0,0,1,6,0,0,0,0,0,0,2,8,10
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2016-10-01,2,2,6,3,1,3,2,4,5,5,0,0,0,0,16,17,33
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2016-10-01,3,0,3,1,1,0,22,29,3,0,0,0,0,0,32,30,62
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2016-10-01,34,27,9,15,8,15,11,35,26,11,0,0,0,0,88,103,191
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2016-10-01,7,3,4,5,10,14,13,18,10,8,0,0,0,0,44,48,92
VILLAZON,atencion odontologica,cirugia bucal menor,2016-10-01,40,47,20,41,19,31,8,58,39,55,0,0,0,0,126,232,358
VINTO,atencion odontologica,cirugia bucal menor,2016-10-01,16,23,0,0,0,1,2,4,6,2,0,0,0,0,24,30,54
VITICHI,atencion odontologica,cirugia bucal menor,2016-10-01,2,0,10,11,1,8,7,13,11,15,0,0,0,0,31,47,78
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2016-10-01,1,1,1,3,3,5,5,10,4,3,0,0,0,0,14,22,36
WARNES,atencion odontologica,cirugia bucal menor,2016-10-01,4,3,14,10,1,8,1,26,12,6,0,0,0,0,32,53,85
YACO,atencion odontologica,cirugia bucal menor,2016-10-01,0,0,0,0,0,1,4,5,1,3,0,0,0,0,5,9,14
YACUIBA,atencion odontologica,cirugia bucal menor,2016-10-01,2,5,51,48,13,32,67,167,17,20,0,0,0,0,150,272,422
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2016-10-01,1,0,3,0,3,3,2,17,10,12,0,0,0,0,19,32,51
YANACACHI,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,3,6,1,4,6,9,1,1,0,0,0,0,11,21,32
YAPACANI,atencion odontologica,cirugia bucal menor,2016-10-01,11,15,1,6,8,7,5,26,5,2,0,0,0,0,30,56,86
YOCALLA,atencion odontologica,cirugia bucal menor,2016-10-01,2,1,2,1,1,0,4,4,2,0,0,0,0,0,11,6,17
YOTALA,atencion odontologica,cirugia bucal menor,2016-10-01,6,2,17,11,3,3,3,7,5,12,0,0,0,0,34,35,69
YUNCHARA,atencion odontologica,cirugia bucal menor,2016-10-01,0,1,18,17,3,5,17,22,5,3,0,0,0,0,43,48,91
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2016-10-01,2,2,2,1,1,0,0,1,1,0,0,0,0,0,6,4,10
ACACIO,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,3,5
ACHACACHI,atencion odontologica,cirugia bucal menor,2016-11-01,8,7,18,15,2,8,14,32,64,65,0,0,0,0,106,127,233
ACHOCALLA,atencion odontologica,cirugia bucal menor,2016-11-01,2,3,6,7,2,5,1,8,10,12,0,0,0,0,21,35,56
ALALAY,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,4
ALCALA,atencion odontologica,cirugia bucal menor,2016-11-01,2,0,4,2,0,5,4,18,0,0,0,0,0,0,10,25,35
ALTO BENI,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,3,0,0,2,8,3,9,0,0,0,0,6,20,26
ANCORAIMES,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,4,6,1,8,2,10,12,20,0,0,0,0,20,45,65
ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,8,3,0,1,3,0,1,5,0,0,0,0,12,9,21
ANTEQUERA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,2,0,0,0,3,2,1,1,0,0,0,0,6,3,9
ANZALDO,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,2,3,1,3,2,7,7,8,0,0,0,0,13,21,34
APOLO,atencion odontologica,cirugia bucal menor,2016-11-01,3,4,13,16,3,19,5,25,12,3,0,0,0,0,36,67,103
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,3,0,2,0,4,5,2,0,0,0,0,0,11,5,16
ARANI,atencion odontologica,cirugia bucal menor,2016-11-01,0,4,1,3,0,0,3,4,5,3,0,0,0,0,9,14,23
ARBIETO,atencion odontologica,cirugia bucal menor,2016-11-01,1,2,12,9,1,9,1,27,7,24,0,0,0,0,22,71,93
ARQUE,atencion odontologica,cirugia bucal menor,2016-11-01,4,1,4,5,6,4,9,22,5,5,0,0,0,0,28,37,65
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2016-11-01,1,5,3,9,1,2,4,19,2,3,0,0,0,0,11,38,49
ATOCHA,atencion odontologica,cirugia bucal menor,2016-11-01,5,3,15,8,3,6,29,19,1,2,0,0,0,0,53,38,91
AUCAPATA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,1,1,3,5,5,3,4,0,0,0,0,10,13,23
AYATA,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,7,8,8,9,10,17,9,7,0,0,0,0,35,42,77
AYO AYO,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,1,3,2,2,6,7,9,18,0,0,0,0,19,30,49
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2016-11-01,3,4,11,9,1,1,16,18,14,6,0,0,0,0,45,38,83
AZURDUY,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,0,1,1,11,4,15,3,4,0,0,0,0,9,31,40
BATALLAS,atencion odontologica,cirugia bucal menor,2016-11-01,3,3,10,6,5,18,17,44,39,27,0,0,0,0,74,98,172
BAURES,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,1,0,3,1,2,0,0,0,0,0,0,1,6,7
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2016-11-01,1,1,1,1,1,1,2,3,1,1,0,0,0,0,6,7,13
BELLA FLOR,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
BERMEJO,atencion odontologica,cirugia bucal menor,2016-11-01,7,3,21,22,15,10,32,67,7,1,0,0,0,0,82,103,185
BETANZOS,atencion odontologica,cirugia bucal menor,2016-11-01,8,5,5,17,6,11,24,49,52,31,0,0,0,0,95,113,208
BOLIVAR,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,2,7,2,8,4,13,15,13,0,0,0,0,23,41,64
BOLPEBRA,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,6,8,21,21,6,0,0,0,0,0,0,0,33,29,62
BOYUIBE,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,3,1,1,0,1,1,0,0,0,0,0,0,5,2,7
BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-11-01,3,1,2,1,2,0,0,3,0,0,0,0,0,0,7,5,12
CABEZAS,atencion odontologica,cirugia bucal menor,2016-11-01,0,0,13,5,0,0,8,20,3,7,0,0,0,0,24,32,56
CAIROMA,atencion odontologica,cirugia bucal menor,2016-11-01,2,3,9,10,7,5,24,25,2,1,0,0,0,0,44,44,88
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2016-11-01,4,1,9,1,4,3,13,34,11,20,0,0,0,0,41,59,100
CAJUATA,atencion odontologica,cirugia bucal menor,2016-11-01,2,1,5,10,3,7,10,13,5,4,0,0,0,0,25,35,60
CALACOTO,atencion odontologica,cirugia bucal menor,2016-11-01,1,0,0,2,0,2,4,9,10,4,0,0,0,0,15,17,32
CALAMARCA,atencion odontologica,cirugia bucal menor,2016-11-01,3,10,9,22,7,20,17,38,26,22,0,0,0,0,62,112,174
CAMARGO,atencion odontologica,cirugia bucal menor,2016-11-01,4,3,1,1,0,1,1,3,0,2,0,0,0,0,6,10,16
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2016-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAMIRI,atencion odontologica,cirugia bucal menor,2016-11-01,3,4,1,1,2,0,2,14,11,3,0,0,0,0,19,22,41
CAPINOTA,atencion odontologica,cirugia bucal menor,2016-11-01,11,5,3,3,0,1,4,14,9,7,0,0,0,0,27,30,57
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2016-11-01,0,1,29,29,1,16,7,23,23,22,0,0,0,0,60,91,151
CARACOLLO,atencion odontologica,cirugia bucal menor,2016-11-01,2,5,7,10,0,6,10,19,7,13,0,0,0,0,26,53,79
