,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2016-10-01,104,59,0,3,4,5,8,80,7,1,0,28,0,44,123,220,343
PUNA,atencion odontologica,consulta repetida,2016-10-01,5,3,4,7,1,1,9,16,2,11,0,2,0,1,21,41,62
PUNATA,atencion odontologica,consulta repetida,2016-10-01,26,20,30,43,9,13,21,25,6,8,0,0,0,1,92,110,202
QUIABAYA,atencion odontologica,consulta repetida,2016-10-01,10,11,0,0,1,0,1,0,2,0,0,0,0,0,14,11,25
QUILLACOLLO,atencion odontologica,consulta repetida,2016-10-01,151,83,96,25,35,48,59,118,50,25,0,4,0,10,391,313,704
QUIRUSILLAS,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
RAVELO,atencion odontologica,consulta repetida,2016-10-01,2,0,0,0,1,0,1,1,2,2,0,0,0,1,6,4,10
REYES,atencion odontologica,consulta repetida,2016-10-01,13,2,34,14,6,2,18,36,8,5,0,0,0,0,79,59,138
RIBERALTA,atencion odontologica,consulta repetida,2016-10-01,73,103,114,111,80,81,90,122,65,75,0,31,0,8,422,531,953
RURRENABAQUE,atencion odontologica,consulta repetida,2016-10-01,13,8,7,10,5,4,1,0,7,3,0,9,0,2,33,36,69
SABAYA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,5,5
SACABA,atencion odontologica,consulta repetida,2016-10-01,16,29,88,88,26,55,30,57,16,16,0,5,0,11,176,261,437
SACABAMBA,atencion odontologica,consulta repetida,2016-10-01,0,1,0,0,0,2,0,2,2,5,0,1,0,1,2,12,14
SACACA,atencion odontologica,consulta repetida,2016-10-01,1,1,1,1,2,7,8,37,17,12,0,8,0,9,29,75,104
SAIPINA,atencion odontologica,consulta repetida,2016-10-01,3,0,2,0,0,0,0,4,2,1,0,0,0,2,7,7,14
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2016-10-01,0,7,3,10,1,0,11,18,3,1,0,0,0,2,18,38,56
SAMAIPATA,atencion odontologica,consulta repetida,2016-10-01,2,6,1,0,1,3,1,13,1,1,0,0,0,2,6,25,31
SAN ANDRES,atencion odontologica,consulta repetida,2016-10-01,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,3
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2016-10-01,5,0,14,18,7,2,2,23,2,1,0,0,0,0,30,44,74
SAN BENITO,atencion odontologica,consulta repetida,2016-10-01,19,27,11,4,0,5,1,23,3,18,0,5,0,16,34,98,132
SAN BORJA,atencion odontologica,consulta repetida,2016-10-01,4,3,5,11,0,9,14,33,15,6,0,3,0,5,38,70,108
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,3,4,0,0,0,0,0,1,3,5,8
SAN CARLOS,atencion odontologica,consulta repetida,2016-10-01,2,4,0,0,0,2,5,9,4,3,0,6,0,5,11,29,40
SAN IGNACIO,atencion odontologica,consulta repetida,2016-10-01,12,6,17,9,14,13,13,36,4,8,0,0,0,0,60,72,132
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2016-10-01,3,5,15,15,19,14,17,64,2,7,0,3,0,0,56,108,164
SAN JAVIER(STC),atencion odontologica,consulta repetida,2016-10-01,1,4,1,0,0,1,3,12,2,0,0,3,0,0,7,20,27
SAN JOAQUIN,atencion odontologica,consulta repetida,2016-10-01,2,0,0,0,2,0,0,0,5,0,0,0,0,0,9,0,9
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2016-10-01,0,3,4,1,6,2,10,4,4,1,0,0,0,0,24,11,35
SAN JUAN DE YAPACANI,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,12,12
SAN JULIAN,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN LORENZO(PND),atencion odontologica,consulta repetida,2016-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2016-10-01,3,11,25,28,17,37,53,119,3,2,0,1,0,2,101,200,301
SAN LUCAS,atencion odontologica,consulta repetida,2016-10-01,0,5,0,7,0,6,5,19,0,1,0,0,0,4,5,42,47
SAN MATIAS,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,4,5
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2016-10-01,0,0,6,3,6,0,7,24,1,2,0,0,0,10,20,39,59
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2016-10-01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,3
SAN PEDRO,atencion odontologica,consulta repetida,2016-10-01,0,0,1,1,0,3,5,4,0,0,0,0,0,2,6,10,16
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2016-10-01,2,0,0,1,0,1,0,6,0,0,0,1,0,2,2,11,13
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2016-10-01,0,0,1,0,0,1,3,7,3,0,0,0,0,0,7,8,15
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2016-10-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,4,0,1,0,0,2,0,0,0,0,0,2,5,7
SAN RAFAEL,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,8,0,15,0,0,0,0,0,1,0,24,24
SAN RAMON BENI,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN RAMON SCZ,atencion odontologica,consulta repetida,2016-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2016-10-01,367,391,274,247,148,611,1262,1228,385,180,0,102,0,77,2436,2836,5272
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2016-10-01,0,3,0,1,0,0,0,2,0,1,0,5,0,0,0,12,12
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2016-10-01,1,2,3,3,4,3,14,14,2,2,0,0,0,0,24,24,48
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2016-10-01,0,2,0,4,2,2,0,5,6,0,0,0,0,0,8,13,21
SANTIVAÑES,atencion odontologica,consulta repetida,2016-10-01,1,5,6,2,0,11,1,8,1,0,0,0,0,2,9,28,37
SAPAHAQUI,atencion odontologica,consulta repetida,2016-10-01,1,0,0,0,0,0,0,3,2,0,0,0,0,0,3,3,6
SENA,atencion odontologica,consulta repetida,2016-10-01,1,0,0,0,0,0,1,1,1,0,0,2,0,1,3,4,7
SHINAOTA,atencion odontologica,consulta repetida,2016-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2016-10-01,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,4
SICAYA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,8,8
SIPE SIPE,atencion odontologica,consulta repetida,2016-10-01,10,28,1,4,0,0,4,1,0,1,0,2,0,0,15,36,51
SOPACHUY,atencion odontologica,consulta repetida,2016-10-01,2,5,8,12,3,9,11,25,1,0,0,2,0,14,25,67,92
SORACACHI,atencion odontologica,consulta repetida,2016-10-01,1,2,3,0,0,0,0,4,5,0,0,1,0,0,9,7,16
SORATA,atencion odontologica,consulta repetida,2016-10-01,2,2,12,6,0,0,0,3,0,0,0,1,0,0,14,12,26
SUCRE,atencion odontologica,consulta repetida,2016-10-01,355,279,263,386,170,331,585,996,113,74,0,51,0,64,1486,2181,3667
TACACOMA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,4
TACOBAMBA,atencion odontologica,consulta repetida,2016-10-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TACOPAYA,atencion odontologica,consulta repetida,2016-10-01,3,3,0,2,0,6,5,22,8,10,0,6,0,8,16,57,73
TAHUA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,15,15
TAPACARI,atencion odontologica,consulta repetida,2016-10-01,8,1,1,5,0,10,5,11,1,0,0,0,0,7,15,34,49
TARABUCO,atencion odontologica,consulta repetida,2016-10-01,2,2,0,2,1,2,0,13,0,0,0,1,0,6,3,26,29
TARATA,atencion odontologica,consulta repetida,2016-10-01,4,6,2,8,8,4,8,13,4,2,0,0,0,0,26,33,59
TARIJA,atencion odontologica,consulta repetida,2016-10-01,55,75,162,175,210,228,530,968,114,66,0,9,0,5,1071,1526,2597
TARVITA,atencion odontologica,consulta repetida,2016-10-01,5,2,9,0,5,15,16,30,1,0,0,2,0,1,36,50,86
TIAWANACU,atencion odontologica,consulta repetida,2016-10-01,2,3,4,1,0,16,7,20,9,0,0,1,0,8,22,49,71
TINGUIPAYA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
TIPUANI,atencion odontologica,consulta repetida,2016-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TIQUIPAYA,atencion odontologica,consulta repetida,2016-10-01,62,70,1,0,1,5,2,28,6,7,0,10,0,11,72,131,203
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2016-10-01,6,6,4,4,1,1,1,10,3,4,0,2,0,4,15,31,46
TOCO,atencion odontologica,consulta repetida,2016-10-01,5,7,0,0,0,5,0,6,0,0,0,0,0,0,5,18,23
TOLATA,atencion odontologica,consulta repetida,2016-10-01,4,2,1,2,0,6,1,7,5,5,0,0,0,2,11,24,35
TOLEDO,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,consulta repetida,2016-10-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3
TOMINA,atencion odontologica,consulta repetida,2016-10-01,15,10,19,15,12,22,9,36,0,0,0,0,0,1,55,84,139
TORO TORO,atencion odontologica,consulta repetida,2016-10-01,2,1,0,0,0,0,2,3,0,0,0,2,0,2,4,8,12
TOTORA(CBBA),atencion odontologica,consulta repetida,2016-10-01,2,8,7,8,0,5,4,8,0,0,0,4,0,0,13,33,46
TRIGAL,atencion odontologica,consulta repetida,2016-10-01,1,2,0,0,0,2,4,6,0,0,0,0,0,0,5,10,15
TRINIDAD,atencion odontologica,consulta repetida,2016-10-01,39,30,64,51,34,46,131,129,36,31,0,2,0,2,304,291,595
TUPIZA,atencion odontologica,consulta repetida,2016-10-01,26,34,40,174,16,72,59,112,43,18,0,36,0,8,184,454,638
TURCO,atencion odontologica,consulta repetida,2016-10-01,1,0,0,0,1,5,0,8,4,0,0,0,0,1,6,14,20
UMALA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,1,1,0,8,0,0,0,0,0,0,1,9,10
UNCIA,atencion odontologica,consulta repetida,2016-10-01,21,27,25,21,11,18,11,32,10,6,0,4,0,12,78,120,198
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2016-10-01,2,10,16,17,17,23,29,89,5,2,0,0,0,0,69,141,210
URUBICHA,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,4
UYUNI,atencion odontologica,consulta repetida,2016-10-01,11,1,1,6,2,2,19,16,5,2,0,1,0,0,38,28,66
VACAS,atencion odontologica,consulta repetida,2016-10-01,15,7,0,6,1,13,16,16,0,3,0,6,0,9,32,60,92
VALLEGRANDE,atencion odontologica,consulta repetida,2016-10-01,2,0,9,7,3,4,15,24,3,4,0,1,0,2,32,42,74
VIACHA,atencion odontologica,consulta repetida,2016-10-01,123,96,16,6,1,6,7,55,3,0,0,10,0,41,150,214,364
VILA VILA,atencion odontologica,consulta repetida,2016-10-01,16,5,2,2,0,1,4,5,0,0,0,3,0,0,22,16,38
VILLA MONTES,atencion odontologica,consulta repetida,2016-10-01,2,4,11,19,8,17,23,61,6,0,0,0,0,0,50,101,151
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta repetida,2016-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA RIVERO,atencion odontologica,consulta repetida,2016-10-01,18,10,6,5,2,11,4,27,0,1,0,10,0,11,30,75,105
VILLA SERRANO,atencion odontologica,consulta repetida,2016-10-01,22,23,0,0,0,0,0,0,0,0,0,0,0,1,22,24,46
VILLA TUNARI,atencion odontologica,consulta repetida,2016-10-01,3,1,1,1,0,0,6,12,4,4,0,3,0,1,14,22,36
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2016-10-01,4,7,3,0,1,6,7,9,4,0,0,2,0,0,19,24,43
VILLAZON,atencion odontologica,consulta repetida,2016-10-01,39,53,64,91,42,32,31,75,25,15,0,10,0,15,201,291,492
VINTO,atencion odontologica,consulta repetida,2016-10-01,29,16,0,7,1,1,3,15,4,1,0,6,0,17,37,63,100
VITICHI,atencion odontologica,consulta repetida,2016-10-01,9,10,7,3,6,2,5,19,1,5,0,1,0,0,28,40,68
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2016-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3
WARNES,atencion odontologica,consulta repetida,2016-10-01,9,5,2,2,1,4,0,5,1,0,0,0,0,5,13,21,34
YACUIBA,atencion odontologica,consulta repetida,2016-10-01,11,5,37,13,18,50,73,135,19,7,0,6,0,3,158,219,377
YAMPARAEZ,atencion odontologica,consulta repetida,2016-10-01,67,50,0,1,6,21,4,52,0,8,0,9,0,19,77,160,237
YANACACHI,atencion odontologica,consulta repetida,2016-10-01,1,0,4,5,0,6,9,23,0,0,0,3,0,3,14,40,54
YAPACANI,atencion odontologica,consulta repetida,2016-10-01,10,2,2,8,2,12,8,29,3,4,0,2,0,14,25,71,96
YOCALLA,atencion odontologica,consulta repetida,2016-10-01,7,2,7,1,0,10,2,10,1,0,0,0,0,8,17,31,48
YOTALA,atencion odontologica,consulta repetida,2016-10-01,13,16,13,5,24,6,4,23,2,6,0,18,0,8,56,82,138
YUNCHARA,atencion odontologica,consulta repetida,2016-10-01,0,0,2,1,0,0,3,6,0,0,0,0,0,0,5,7,12
ZUDAÑEZ,atencion odontologica,consulta repetida,2016-10-01,0,3,2,3,2,0,0,4,0,0,0,0,0,1,4,11,15
ACACIO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
ACHACACHI,atencion odontologica,consulta repetida,2016-11-01,25,34,11,3,4,15,10,31,20,18,0,0,0,11,70,112,182
ACHOCALLA,atencion odontologica,consulta repetida,2016-11-01,3,0,0,0,0,0,0,6,0,0,0,2,0,2,3,10,13
AIQUILE,atencion odontologica,consulta repetida,2016-11-01,24,25,22,12,3,2,9,26,19,9,0,0,0,12,77,86,163
ALALAY,atencion odontologica,consulta repetida,2016-11-01,2,0,2,0,0,6,0,2,0,0,0,0,0,0,4,8,12
ALCALA,atencion odontologica,consulta repetida,2016-11-01,0,0,4,3,8,9,12,53,0,0,0,0,0,0,24,65,89
ANDAMARCA,atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,0,4,4,1,1,2,0,0,0,0,6,7,13
ANTEQUERA,atencion odontologica,consulta repetida,2016-11-01,0,2,0,0,0,1,3,5,0,3,0,0,0,0,3,11,14
ANZALDO,atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,atencion odontologica,consulta repetida,2016-11-01,11,2,1,4,1,1,0,9,2,0,0,4,0,0,15,20,35
ARAMPAMPA,atencion odontologica,consulta repetida,2016-11-01,0,0,1,0,2,0,4,4,0,0,0,0,0,0,7,4,11
ARANI,atencion odontologica,consulta repetida,2016-11-01,4,6,6,19,0,4,4,9,1,1,0,3,0,4,15,46,61
ARBIETO,atencion odontologica,consulta repetida,2016-11-01,20,12,2,6,0,1,3,7,7,3,0,1,0,3,32,33,65
ARQUE,atencion odontologica,consulta repetida,2016-11-01,0,0,2,0,0,2,4,13,1,0,0,2,0,1,7,18,25
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2016-11-01,5,2,1,0,0,0,0,3,2,0,0,6,0,0,8,11,19
ATOCHA,atencion odontologica,consulta repetida,2016-11-01,22,23,84,94,100,123,165,177,27,31,0,1,0,3,398,452,850
AYO AYO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,5,3,2,0,0,0,0,2,7,5,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2016-11-01,9,16,3,5,3,4,18,19,0,0,0,0,0,3,33,47,80
AZURDUY,atencion odontologica,consulta repetida,2016-11-01,6,0,2,6,1,7,2,33,1,0,0,7,0,8,12,61,73
BAURES,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2016-11-01,2,1,0,0,0,0,0,1,0,4,0,0,0,0,2,6,8
BELEN DE URMIRI,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,atencion odontologica,consulta repetida,2016-11-01,10,6,43,38,25,29,76,148,10,15,0,23,0,22,164,281,445
BETANZOS,atencion odontologica,consulta repetida,2016-11-01,0,5,2,11,5,7,16,21,3,3,0,2,0,3,26,52,78
BOYUIBE,atencion odontologica,consulta repetida,2016-11-01,0,0,2,0,5,8,6,10,3,5,0,0,0,0,16,23,39
BUENA VISTA,atencion odontologica,consulta repetida,2016-11-01,26,23,1,1,0,3,1,10,0,1,0,0,0,4,28,42,70
CABEZAS,atencion odontologica,consulta repetida,2016-11-01,3,4,2,4,2,5,15,7,1,0,0,0,0,0,23,20,43
CAIROMA,atencion odontologica,consulta repetida,2016-11-01,0,0,2,5,8,5,16,9,1,0,0,0,0,0,27,19,46
"CAIZA ""D""",atencion odontologica,consulta repetida,2016-11-01,1,0,2,5,4,4,8,11,0,0,0,0,0,1,15,21,36
CAJUATA,atencion odontologica,consulta repetida,2016-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,atencion odontologica,consulta repetida,2016-11-01,0,0,1,0,0,3,3,23,0,0,0,0,0,9,4,35,39
CAMARGO,atencion odontologica,consulta repetida,2016-11-01,3,16,0,8,0,15,7,12,1,1,0,5,0,6,11,63,74
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2016-11-01,4,2,0,1,1,1,8,14,4,2,0,4,0,4,17,28,45
CAMIRI,atencion odontologica,consulta repetida,2016-11-01,19,11,0,8,14,17,43,62,4,4,0,4,0,0,80,106,186
CAPINOTA,atencion odontologica,consulta repetida,2016-11-01,7,7,3,2,0,1,0,10,0,0,0,1,0,2,10,23,33
CAQUIAVIRI,atencion odontologica,consulta repetida,2016-11-01,0,0,1,1,0,5,0,4,0,0,0,0,0,0,1,10,11
CARACOLLO,atencion odontologica,consulta repetida,2016-11-01,6,26,8,17,2,6,27,44,3,4,0,5,0,10,46,112,158
CARANAVI,atencion odontologica,consulta repetida,2016-11-01,27,37,17,14,11,26,17,76,13,13,0,9,0,45,85,220,305
CARAPARI,atencion odontologica,consulta repetida,2016-11-01,0,0,13,10,2,10,33,35,2,0,0,0,0,1,50,56,106
CARIPUYO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,4,1,1,4,4,0,0,0,0,0,9,5,14
CHACARILLA,atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
CHALLAPATA,atencion odontologica,consulta repetida,2016-11-01,27,18,17,14,1,8,5,53,20,5,0,1,0,15,70,114,184
CHAQUI,atencion odontologica,consulta repetida,2016-11-01,2,5,9,1,0,6,1,21,3,3,0,8,0,6,15,50,65
CHARAGUA,atencion odontologica,consulta repetida,2016-11-01,1,0,0,3,2,8,6,11,0,0,0,0,0,0,9,22,31
CHAYANTA,atencion odontologica,consulta repetida,2016-11-01,15,13,8,6,5,14,6,31,7,12,0,13,0,1,41,90,131
CHIMORE,atencion odontologica,consulta repetida,2016-11-01,21,24,6,1,0,6,2,15,1,0,0,1,0,13,30,60,90
CHIPAYA,atencion odontologica,consulta repetida,2016-11-01,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,3,5
CHOQUE COTA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,2,1,7,1,8,2,0,0,0,0,1,4,18,22
CHUA COCANI,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,7,1,0,0,0,0,0,2,7,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2016-11-01,7,10,5,9,0,2,7,22,4,0,0,3,0,8,23,54,77
CHUMA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,0,2,4,5,1,0,0,0,0,1,5,9,14
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2016-11-01,1,7,0,0,0,3,2,11,0,0,0,4,0,3,3,28,31
CKOCHAS,atencion odontologica,consulta repetida,2016-11-01,1,0,0,0,0,0,2,3,0,1,0,0,0,1,3,5,8
CLIZA,atencion odontologica,consulta repetida,2016-11-01,14,12,10,14,0,8,12,50,5,12,0,5,0,23,41,124,165
COBIJA,atencion odontologica,consulta repetida,2016-11-01,48,13,31,33,52,37,40,41,18,0,0,25,0,7,189,156,345
COCAPATA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,13,13
COCHABAMBA,atencion odontologica,consulta repetida,2016-11-01,566,404,466,545,184,314,1357,1749,351,293,0,48,0,140,2924,3493,6417
COIPASA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,atencion odontologica,consulta repetida,2016-11-01,11,14,0,0,0,0,0,1,12,1,0,0,0,1,23,17,40
"COLCHA ""K""",atencion odontologica,consulta repetida,2016-11-01,7,10,0,0,0,0,3,13,0,6,0,2,0,3,10,34,44
COLOMI,atencion odontologica,consulta repetida,2016-11-01,1,1,0,0,0,0,0,5,0,0,0,5,0,1,1,12,13
COLQUECHACA,atencion odontologica,consulta repetida,2016-11-01,19,10,18,17,7,34,29,44,11,7,0,9,0,4,84,125,209
COLQUENCHA,atencion odontologica,consulta repetida,2016-11-01,1,1,0,1,2,2,1,7,0,0,0,0,0,1,4,12,16
COLQUIRI,atencion odontologica,consulta repetida,2016-11-01,2,4,11,6,10,11,15,29,7,2,0,3,0,0,45,55,100
COMANCHE,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,1,2,4,4,0,0,0,0,5,7,12
COMARAPA,atencion odontologica,consulta repetida,2016-11-01,7,2,12,6,3,10,10,26,11,2,0,0,0,0,43,46,89
CONCEPCION,atencion odontologica,consulta repetida,2016-11-01,2,0,1,1,0,3,1,1,5,0,0,0,0,0,9,5,14
CORIPATA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,1,0,0,3,2,0,0,0,0,2,3,5,8
COROICO,atencion odontologica,consulta repetida,2016-11-01,36,31,13,21,3,29,21,123,22,23,0,7,0,24,95,258,353
CORQUE,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
COTAGAITA,atencion odontologica,consulta repetida,2016-11-01,19,18,47,49,21,49,104,211,15,16,0,6,0,16,206,365,571
COTOCA,atencion odontologica,consulta repetida,2016-11-01,145,170,0,0,0,0,5,3,0,0,0,0,0,0,150,173,323
CRUZ DE MACHACAMARCA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2016-11-01,36,34,9,1,0,1,3,35,2,0,0,5,0,22,50,98,148
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2016-11-01,1,5,1,0,0,0,1,1,0,0,0,0,0,1,3,7,10
CUEVO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,10,2,3,5,1,0,0,0,0,0,14,8,22
CULPINA,atencion odontologica,consulta repetida,2016-11-01,5,13,2,5,1,18,19,7,3,6,0,4,0,7,30,60,90
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3
CURVA,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DESAGUADERO,atencion odontologica,consulta repetida,2016-11-01,0,0,0,1,1,0,2,1,0,0,0,0,0,0,3,2,5
EL ALTO,atencion odontologica,consulta repetida,2016-11-01,243,227,262,289,141,172,326,510,137,78,0,25,0,52,1109,1353,2462
EL CHORO,atencion odontologica,consulta repetida,2016-11-01,4,0,2,0,0,0,2,2,2,0,0,0,0,0,10,2,12
EL PUENTE(STC),atencion odontologica,consulta repetida,2016-11-01,9,14,0,0,0,0,0,8,0,5,0,5,0,2,9,34,43
EL PUENTE(TJA),atencion odontologica,consulta repetida,2016-11-01,0,0,1,2,0,0,0,14,0,0,0,0,0,0,1,16,17
EL TORNO,atencion odontologica,consulta repetida,2016-11-01,17,24,12,15,12,23,20,36,16,6,0,10,0,5,77,119,196
EL VILLAR,atencion odontologica,consulta repetida,2016-11-01,5,0,0,3,2,1,4,17,0,0,0,4,0,3,11,28,39
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2016-11-01,11,6,7,1,1,5,4,22,2,2,0,0,0,0,25,36,61
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2016-11-01,14,20,6,5,9,5,5,19,1,0,0,6,0,16,35,71,106
ESCARA,atencion odontologica,consulta repetida,2016-11-01,0,6,0,0,0,0,0,5,23,4,0,1,0,4,23,20,43
ESCOMA,atencion odontologica,consulta repetida,2016-11-01,15,15,9,7,0,1,3,2,2,2,0,1,0,0,29,28,57
EUCALIPTUS,atencion odontologica,consulta repetida,2016-11-01,7,20,20,10,4,3,10,13,1,0,0,1,0,3,42,50,92
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2016-11-01,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3
FILADELFIA,atencion odontologica,consulta repetida,2016-11-01,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,2,4
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2016-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
