,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2016-11-01,13,16,5,9,8,25,2,0,0,0,0,0,0,0,28,50,78
ESCARA,atencion odontologica,medidas preventivas,2016-11-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
ESCOMA,atencion odontologica,medidas preventivas,2016-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
ESMERALDA,atencion odontologica,medidas preventivas,2016-11-01,6,3,0,0,0,0,0,1,0,3,0,0,0,0,6,7,13
EUCALIPTUS,atencion odontologica,medidas preventivas,2016-11-01,11,9,13,31,0,2,0,4,1,0,0,0,0,0,25,46,71
EXALTACION,atencion odontologica,medidas preventivas,2016-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2016-11-01,8,7,5,16,4,3,0,4,0,1,0,0,0,0,17,31,48
FILADELFIA,atencion odontologica,medidas preventivas,2016-11-01,0,7,40,28,1,0,2,3,1,0,0,0,0,0,44,38,82
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2016-11-01,8,3,7,7,3,6,0,0,0,0,0,0,0,0,18,16,34
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2016-11-01,24,48,4,4,0,1,3,9,1,2,0,0,0,0,32,64,96
GUANAY,atencion odontologica,medidas preventivas,2016-11-01,20,19,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
GUAQUI,atencion odontologica,medidas preventivas,2016-11-01,14,22,1,1,4,2,9,22,10,9,0,0,0,0,38,56,94
GUAYARAMERIN,atencion odontologica,medidas preventivas,2016-11-01,11,6,1,2,0,0,0,4,0,0,0,0,0,0,12,12,24
GUTIERREZ,atencion odontologica,medidas preventivas,2016-11-01,19,20,0,2,0,1,1,3,0,3,0,0,0,0,20,29,49
HUACARETA,atencion odontologica,medidas preventivas,2016-11-01,2,4,1,1,0,0,0,1,0,0,0,0,0,0,3,6,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2016-11-01,19,15,25,36,0,8,0,12,2,0,0,0,0,0,46,71,117
HUACHACALLA,atencion odontologica,medidas preventivas,2016-11-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUANUNI,atencion odontologica,medidas preventivas,2016-11-01,48,64,66,46,17,24,42,24,4,3,0,0,0,0,177,161,338
HUARACAJE,atencion odontologica,medidas preventivas,2016-11-01,0,2,3,2,6,7,8,8,1,0,0,0,0,0,18,19,37
HUARINA,atencion odontologica,medidas preventivas,2016-11-01,7,8,0,0,0,0,0,2,2,3,0,0,0,0,9,13,22
HUATAJATA,atencion odontologica,medidas preventivas,2016-11-01,22,11,0,1,0,0,0,1,0,5,0,0,0,0,22,18,40
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2016-11-01,0,3,24,16,13,11,0,0,0,0,0,0,0,0,37,30,67
HUMANATA,atencion odontologica,medidas preventivas,2016-11-01,22,7,0,0,0,0,0,0,0,0,0,0,0,0,22,7,29
ICHOCA,atencion odontologica,medidas preventivas,2016-11-01,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8
ICLA,atencion odontologica,medidas preventivas,2016-11-01,103,90,8,12,0,5,0,5,0,0,0,0,0,0,111,112,223
INCAHUASI,atencion odontologica,medidas preventivas,2016-11-01,62,93,0,0,0,3,1,3,0,0,0,0,0,0,63,99,162
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2016-11-01,13,25,7,16,1,4,0,2,0,0,0,0,0,0,21,47,68
INQUISIVI,atencion odontologica,medidas preventivas,2016-11-01,9,21,2,1,2,0,0,4,0,0,0,0,0,0,13,26,39
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2016-11-01,46,37,7,6,1,4,0,2,2,2,0,0,0,0,56,51,107
IXIAMAS,atencion odontologica,medidas preventivas,2016-11-01,10,4,1,0,0,3,0,1,3,1,0,0,0,0,14,9,23
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2016-11-01,8,4,0,2,3,1,0,4,0,0,0,0,0,0,11,11,22
LA ASUNTA,atencion odontologica,medidas preventivas,2016-11-01,77,81,8,11,2,5,6,37,0,0,0,0,0,0,93,134,227
LA GUARDIA,atencion odontologica,medidas preventivas,2016-11-01,138,158,1,1,1,1,0,13,4,4,0,0,0,0,144,177,321
LA PAZ,atencion odontologica,medidas preventivas,2016-11-01,1356,1586,863,725,235,268,586,675,487,157,0,0,0,0,3527,3411,6938
LA RIVERA,atencion odontologica,medidas preventivas,2016-11-01,6,1,0,4,3,0,0,0,0,0,0,0,0,0,9,5,14
LAJA,atencion odontologica,medidas preventivas,2016-11-01,21,8,0,1,0,0,1,2,0,0,0,0,0,0,22,11,33
LAS CARRERAS,atencion odontologica,medidas preventivas,2016-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LICOMA PAMPA,atencion odontologica,medidas preventivas,2016-11-01,16,6,0,0,0,0,0,0,9,3,0,0,0,0,25,9,34
LLALLAGUA,atencion odontologica,medidas preventivas,2016-11-01,136,128,15,25,9,26,24,66,13,2,0,0,0,0,197,247,444
LLICA,atencion odontologica,medidas preventivas,2016-11-01,9,9,0,0,0,2,0,6,7,4,0,0,0,0,16,21,37
LURIBAY,atencion odontologica,medidas preventivas,2016-11-01,3,1,0,1,0,1,1,1,1,0,0,0,0,0,5,4,9
MACHACAMARCA,atencion odontologica,medidas preventivas,2016-11-01,4,5,69,65,35,30,11,6,8,3,0,0,0,0,127,109,236
MACHARETI,atencion odontologica,medidas preventivas,2016-11-01,16,9,5,3,0,1,1,5,0,0,0,0,0,0,22,18,40
MAGDALENA,atencion odontologica,medidas preventivas,2016-11-01,25,23,2,1,4,1,6,12,1,1,0,0,0,0,38,38,76
MAIRANA,atencion odontologica,medidas preventivas,2016-11-01,18,15,8,16,1,7,2,24,1,1,0,0,0,0,30,63,93
MALLA,atencion odontologica,medidas preventivas,2016-11-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
MAPIRI,atencion odontologica,medidas preventivas,2016-11-01,25,9,1,1,1,0,0,2,0,0,0,0,0,0,27,12,39
MECAPACA,atencion odontologica,medidas preventivas,2016-11-01,23,30,13,13,1,0,0,5,2,1,0,0,0,0,39,49,88
MINEROS,atencion odontologica,medidas preventivas,2016-11-01,19,40,0,2,0,7,3,16,5,4,0,0,0,0,27,69,96
MIZQUE,atencion odontologica,medidas preventivas,2016-11-01,157,123,1,1,0,0,0,0,0,0,0,0,0,0,158,124,282
MOCOMOCO,atencion odontologica,medidas preventivas,2016-11-01,7,8,2,0,0,2,0,3,1,1,0,0,0,0,10,14,24
MOJOCOYA,atencion odontologica,medidas preventivas,2016-11-01,16,7,8,17,1,4,7,5,0,0,0,0,0,0,32,33,65
MONTEAGUDO,atencion odontologica,medidas preventivas,2016-11-01,62,68,4,4,1,3,1,12,7,0,0,0,0,0,75,87,162
MONTERO,atencion odontologica,medidas preventivas,2016-11-01,206,138,101,122,17,40,8,125,13,10,0,0,0,0,345,435,780
MORO MORO,atencion odontologica,medidas preventivas,2016-11-01,10,12,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
MOROCHATA,atencion odontologica,medidas preventivas,2016-11-01,16,19,3,2,1,4,0,18,7,5,0,0,0,0,27,48,75
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2016-11-01,18,14,15,12,0,1,1,3,1,0,0,0,0,0,35,30,65
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,medidas preventivas,2016-11-01,5,1,0,2,0,1,0,0,0,2,0,0,0,0,5,6,11
OCURI,atencion odontologica,medidas preventivas,2016-11-01,16,8,0,0,0,0,0,2,2,3,0,0,0,0,18,13,31
OKINAWA,atencion odontologica,medidas preventivas,2016-11-01,5,0,0,0,1,1,0,6,0,1,0,0,0,0,6,8,14
OMEREQUE,atencion odontologica,medidas preventivas,2016-11-01,0,13,0,0,0,0,2,1,0,1,0,0,0,0,2,15,17
ORURO,atencion odontologica,medidas preventivas,2016-11-01,255,380,152,206,230,205,747,622,118,78,0,0,0,0,1502,1491,2993
PADCAYA,atencion odontologica,medidas preventivas,2016-11-01,8,2,36,36,2,2,1,1,0,0,0,0,0,0,47,41,88
PADILLA,atencion odontologica,medidas preventivas,2016-11-01,5,11,3,5,0,6,1,4,0,0,0,0,0,0,9,26,35
PAILON,atencion odontologica,medidas preventivas,2016-11-01,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,4
PALCA,atencion odontologica,medidas preventivas,2016-11-01,75,87,0,0,0,3,0,8,2,0,0,0,0,0,77,98,175
PALOS BLANCOS,atencion odontologica,medidas preventivas,2016-11-01,43,32,3,4,0,18,15,71,24,24,0,0,0,0,85,149,234
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,atencion odontologica,medidas preventivas,2016-11-01,61,56,1,1,0,2,0,10,0,0,0,0,0,0,62,69,131
PAPEL PAMPA,atencion odontologica,medidas preventivas,2016-11-01,1,2,0,0,0,2,2,4,0,1,0,0,0,0,3,9,12
PASORAPA,atencion odontologica,medidas preventivas,2016-11-01,7,2,3,5,3,3,17,14,5,7,0,0,0,0,35,31,66
PATACAMAYA,atencion odontologica,medidas preventivas,2016-11-01,77,72,0,1,0,0,2,9,0,0,0,0,0,0,79,82,161
PAZÑA,atencion odontologica,medidas preventivas,2016-11-01,3,9,4,44,2,2,0,2,2,0,0,0,0,0,11,57,68
PELECHUCO,atencion odontologica,medidas preventivas,2016-11-01,21,16,1,1,0,4,0,6,0,0,0,0,0,0,22,27,49
POCOATA,atencion odontologica,medidas preventivas,2016-11-01,125,118,4,1,0,1,0,4,1,4,0,0,0,0,130,128,258
POCONA,atencion odontologica,medidas preventivas,2016-11-01,13,35,370,423,8,13,0,0,0,0,0,0,0,0,391,471,862
POJO (CBBA),atencion odontologica,medidas preventivas,2016-11-01,10,15,687,689,0,3,0,4,3,1,0,0,0,0,700,712,1412
POOPO,atencion odontologica,medidas preventivas,2016-11-01,2,12,17,19,6,10,20,32,6,11,0,0,0,0,51,84,135
PORCO,atencion odontologica,medidas preventivas,2016-11-01,17,15,1,1,1,1,0,1,1,0,0,0,0,0,20,18,38
POROMA,atencion odontologica,medidas preventivas,2016-11-01,11,12,106,109,17,9,0,5,0,0,0,0,0,0,134,135,269
PORONGO,atencion odontologica,medidas preventivas,2016-11-01,26,25,43,30,1,1,0,3,20,21,0,0,0,0,90,80,170
PORTACHUELO,atencion odontologica,medidas preventivas,2016-11-01,0,3,0,6,0,4,3,2,0,0,0,0,0,0,3,15,18
PORVENIR,atencion odontologica,medidas preventivas,2016-11-01,23,14,3,4,0,0,0,1,0,0,0,0,0,0,26,19,45
POSTRER VALLE,atencion odontologica,medidas preventivas,2016-11-01,3,2,0,0,0,0,1,0,0,0,0,0,0,0,4,2,6
POTOSI,atencion odontologica,medidas preventivas,2016-11-01,144,156,69,69,68,96,127,165,40,49,0,0,0,0,448,535,983
PRESTO,atencion odontologica,medidas preventivas,2016-11-01,10,16,0,4,0,9,0,4,0,0,0,0,0,0,10,33,43
PUCARA,atencion odontologica,medidas preventivas,2016-11-01,27,17,3,2,0,0,1,0,0,0,0,0,0,0,31,19,50
PUCARANI,atencion odontologica,medidas preventivas,2016-11-01,58,47,2,0,4,8,12,38,3,1,0,0,0,0,79,94,173
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2016-11-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2016-11-01,101,124,75,90,8,7,6,17,5,1,0,0,0,0,195,239,434
PUERTO PEREZ,atencion odontologica,medidas preventivas,2016-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2016-11-01,24,14,72,55,0,1,1,6,0,0,0,0,0,0,97,76,173
PUERTO RICO,atencion odontologica,medidas preventivas,2016-11-01,53,54,0,1,0,0,0,0,0,0,0,0,0,0,53,55,108
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2016-11-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2016-11-01,93,40,6,2,1,10,2,14,2,0,0,0,0,0,104,66,170
PUNA,atencion odontologica,medidas preventivas,2016-11-01,10,4,0,0,0,0,0,1,0,0,0,0,0,0,10,5,15
PUNATA,atencion odontologica,medidas preventivas,2016-11-01,37,71,25,24,6,15,6,30,10,10,0,0,0,0,84,150,234
QUIABAYA,atencion odontologica,medidas preventivas,2016-11-01,17,4,0,0,0,0,0,0,0,0,0,0,0,0,17,4,21
QUILLACOLLO,atencion odontologica,medidas preventivas,2016-11-01,592,493,283,236,160,211,291,560,233,165,0,0,0,0,1559,1665,3224
QUIME,atencion odontologica,medidas preventivas,2016-11-01,19,13,9,5,0,0,0,0,0,0,0,0,0,0,28,18,46
QUIRUSILLAS,atencion odontologica,medidas preventivas,2016-11-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
RAVELO,atencion odontologica,medidas preventivas,2016-11-01,26,33,0,0,0,0,2,2,5,3,0,0,0,0,33,38,71
REYES,atencion odontologica,medidas preventivas,2016-11-01,2,5,5,5,9,6,1,47,0,3,0,0,0,0,17,66,83
RIBERALTA,atencion odontologica,medidas preventivas,2016-11-01,78,133,14,14,35,65,16,103,9,5,0,0,0,0,152,320,472
ROBORE,atencion odontologica,medidas preventivas,2016-11-01,63,50,11,22,0,0,0,0,0,0,0,0,0,0,74,72,146
RURRENABAQUE,atencion odontologica,medidas preventivas,2016-11-01,57,51,47,43,40,46,39,46,13,14,0,0,0,0,196,200,396
SABAYA,atencion odontologica,medidas preventivas,2016-11-01,16,11,67,64,12,6,0,1,0,0,0,0,0,0,95,82,177
SACABA,atencion odontologica,medidas preventivas,2016-11-01,102,209,633,636,225,295,148,404,92,62,0,0,0,0,1200,1606,2806
SACABAMBA,atencion odontologica,medidas preventivas,2016-11-01,2,0,31,29,25,30,0,1,0,1,0,0,0,0,58,61,119
SACACA,atencion odontologica,medidas preventivas,2016-11-01,2,4,0,0,0,1,0,8,0,1,0,0,0,0,2,14,16
SAIPINA,atencion odontologica,medidas preventivas,2016-11-01,6,2,4,0,0,0,0,0,0,0,0,0,0,0,10,2,12
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2016-11-01,35,28,72,53,18,16,12,18,8,6,0,0,0,0,145,121,266
SAMAIPATA,atencion odontologica,medidas preventivas,2016-11-01,9,10,2,0,0,2,0,0,0,0,0,0,0,0,11,12,23
SAN AGUSTIN,atencion odontologica,medidas preventivas,2016-11-01,0,0,1,2,0,0,1,2,0,0,0,0,0,0,2,4,6
SAN ANDRES,atencion odontologica,medidas preventivas,2016-11-01,25,27,15,21,6,6,6,14,2,1,0,0,0,0,54,69,123
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2016-11-01,7,10,1,0,0,0,0,3,0,0,0,0,0,0,8,13,21
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2016-11-01,9,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2016-11-01,14,24,0,0,0,0,0,0,0,0,0,0,0,0,14,24,38
SAN BENITO,atencion odontologica,medidas preventivas,2016-11-01,25,27,11,14,4,2,6,34,10,23,0,0,0,0,56,100,156
SAN BORJA,atencion odontologica,medidas preventivas,2016-11-01,29,43,33,24,1,1,3,11,2,1,0,0,0,0,68,80,148
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2016-11-01,6,5,2,1,0,0,1,2,0,0,0,0,0,0,9,8,17
SAN CARLOS,atencion odontologica,medidas preventivas,2016-11-01,4,0,0,0,4,5,0,0,0,0,0,0,0,0,8,5,13
SAN IGNACIO,atencion odontologica,medidas preventivas,2016-11-01,9,6,29,30,5,10,7,13,2,5,0,0,0,0,52,64,116
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2016-11-01,29,25,550,480,29,21,2,20,1,2,0,0,0,0,611,548,1159
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2016-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOAQUIN,atencion odontologica,medidas preventivas,2016-11-01,0,5,2,1,0,1,0,11,0,0,0,0,0,0,2,18,20
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2016-11-01,4,4,3,0,0,0,0,1,0,0,0,0,0,0,7,5,12
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2016-11-01,2,4,0,0,0,0,0,0,1,0,0,0,0,0,3,4,7
SAN JULIAN,atencion odontologica,medidas preventivas,2016-11-01,68,70,97,115,1,5,1,7,8,5,0,0,0,0,175,202,377
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2016-11-01,20,24,31,49,0,2,0,1,0,0,0,0,0,0,51,76,127
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2016-11-01,20,19,59,94,30,23,9,18,4,3,0,0,0,0,122,157,279
SAN LUCAS,atencion odontologica,medidas preventivas,2016-11-01,52,59,3,0,0,10,0,31,0,0,0,0,0,0,55,100,155
SAN MATIAS,atencion odontologica,medidas preventivas,2016-11-01,5,2,0,4,1,3,3,5,2,1,0,0,0,0,11,15,26
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2016-11-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2016-11-01,0,12,0,1,2,0,0,0,2,0,0,0,0,0,4,13,17
SAN PEDRO,atencion odontologica,medidas preventivas,2016-11-01,10,14,8,18,3,10,0,5,3,0,0,0,0,0,24,47,71
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2016-11-01,2,13,103,101,87,41,0,9,2,1,0,0,0,0,194,165,359
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2016-11-01,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,4
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2016-11-01,11,3,1,12,1,2,0,2,3,3,0,0,0,0,16,22,38
SAN PEDRO(PND),atencion odontologica,medidas preventivas,2016-11-01,3,2,17,12,3,1,0,0,0,0,0,0,0,0,23,15,38
SAN RAFAEL,atencion odontologica,medidas preventivas,2016-11-01,71,51,13,16,0,9,7,30,4,3,0,0,0,0,95,109,204
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2016-11-01,32,48,0,0,0,0,0,0,0,0,0,0,0,0,32,48,80
SANTA ANA,atencion odontologica,medidas preventivas,2016-11-01,35,28,39,77,9,17,14,112,2,1,0,0,0,0,99,235,334
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2016-11-01,2015,2096,202,222,90,280,228,1050,78,79,0,0,0,0,2613,3727,6340
SANTA ROSA,atencion odontologica,medidas preventivas,2016-11-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,4,2,6
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2016-11-01,3,4,0,0,0,0,0,4,0,0,0,0,0,0,3,8,11
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2016-11-01,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,3,4
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2016-11-01,28,46,29,43,8,11,39,41,16,9,0,0,0,0,120,150,270
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2016-11-01,6,7,0,0,0,2,0,0,0,1,0,0,0,0,6,10,16
SANTIVAÑES,atencion odontologica,medidas preventivas,2016-11-01,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,4,6
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2016-11-01,4,11,35,9,0,0,1,0,0,0,0,0,0,0,40,20,60
SAPAHAQUI,atencion odontologica,medidas preventivas,2016-11-01,19,16,0,0,0,1,0,1,1,0,0,0,0,0,20,18,38
SENA,atencion odontologica,medidas preventivas,2016-11-01,14,18,0,6,0,5,5,5,0,0,0,0,0,0,19,34,53
SHINAOTA,atencion odontologica,medidas preventivas,2016-11-01,20,23,5,9,7,4,1,4,0,0,0,0,0,0,33,40,73
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2016-11-01,5,6,2,0,0,2,0,1,0,0,0,0,0,0,7,9,16
SICAYA,atencion odontologica,medidas preventivas,2016-11-01,2,0,2,0,0,0,1,2,0,0,0,0,0,0,5,2,7
SIPE SIPE,atencion odontologica,medidas preventivas,2016-11-01,104,137,53,45,1,13,8,67,14,28,0,0,0,0,180,290,470
SOPACHUY,atencion odontologica,medidas preventivas,2016-11-01,3,1,2,14,0,7,0,1,0,0,0,0,0,0,5,23,28
SORACACHI,atencion odontologica,medidas preventivas,2016-11-01,25,26,223,199,103,100,0,8,1,1,0,0,0,0,352,334,686
SORATA,atencion odontologica,medidas preventivas,2016-11-01,25,25,44,57,25,39,0,16,3,3,0,0,0,0,97,140,237
SUCRE,atencion odontologica,medidas preventivas,2016-11-01,841,849,497,317,111,214,177,411,14,12,0,0,0,0,1640,1803,3443
TACACHI,atencion odontologica,medidas preventivas,2016-11-01,0,2,1,1,1,1,2,1,0,0,0,0,0,0,4,5,9
TACACOMA,atencion odontologica,medidas preventivas,2016-11-01,3,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
TACOBAMBA,atencion odontologica,medidas preventivas,2016-11-01,2,4,0,0,0,1,1,0,0,4,0,0,0,0,3,9,12
TACOPAYA,atencion odontologica,medidas preventivas,2016-11-01,9,12,4,0,1,2,2,4,0,0,0,0,0,0,16,18,34
TAHUA,atencion odontologica,medidas preventivas,2016-11-01,9,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
TAPACARI,atencion odontologica,medidas preventivas,2016-11-01,43,35,3,4,2,15,4,28,7,8,0,0,0,0,59,90,149
TARABUCO,atencion odontologica,medidas preventivas,2016-11-01,46,53,5,4,0,2,0,2,0,0,0,0,0,0,51,61,112
TARACO,atencion odontologica,medidas preventivas,2016-11-01,5,4,0,2,2,0,0,2,8,8,0,0,0,0,15,16,31
TARATA,atencion odontologica,medidas preventivas,2016-11-01,7,12,3,2,1,0,1,3,1,1,0,0,0,0,13,18,31
TARIJA,atencion odontologica,medidas preventivas,2016-11-01,72,100,228,265,98,139,240,339,32,20,0,0,0,0,670,863,1533
TARVITA,atencion odontologica,medidas preventivas,2016-11-01,59,41,0,0,0,1,0,9,0,0,0,0,0,0,59,51,110
TEOPONTE,atencion odontologica,medidas preventivas,2016-11-01,20,25,0,4,2,3,2,17,8,6,0,0,0,0,32,55,87
TIAWANACU,atencion odontologica,medidas preventivas,2016-11-01,7,8,0,1,0,1,0,6,1,1,0,0,0,0,8,17,25
TINGUIPAYA,atencion odontologica,medidas preventivas,2016-11-01,53,57,0,0,0,0,0,10,0,0,0,0,0,0,53,67,120
TIPUANI,atencion odontologica,medidas preventivas,2016-11-01,6,9,1,0,0,1,0,1,1,0,0,0,0,0,8,11,19
TIQUIPAYA,atencion odontologica,medidas preventivas,2016-11-01,243,218,18,46,2,27,17,61,9,13,0,0,0,0,289,365,654
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2016-11-01,46,51,0,9,0,1,0,12,5,2,0,0,0,0,51,75,126
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2016-11-01,3,0,0,0,0,0,3,2,0,0,0,0,0,0,6,2,8
TOCO,atencion odontologica,medidas preventivas,2016-11-01,32,38,26,0,0,1,0,13,0,0,0,0,0,0,58,52,110
TODOS SANTOS,atencion odontologica,medidas preventivas,2016-11-01,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,5
TOLATA,atencion odontologica,medidas preventivas,2016-11-01,41,44,5,0,3,1,0,4,2,1,0,0,0,0,51,50,101
TOLEDO,atencion odontologica,medidas preventivas,2016-11-01,6,5,16,14,0,0,0,1,0,0,0,0,0,0,22,20,42
TOMAVE,atencion odontologica,medidas preventivas,2016-11-01,18,19,0,0,0,0,0,0,0,0,0,0,0,0,18,19,37
TOMINA,atencion odontologica,medidas preventivas,2016-11-01,11,3,1,0,0,0,0,0,0,0,0,0,0,0,12,3,15
TORO TORO,atencion odontologica,medidas preventivas,2016-11-01,2,5,0,0,2,2,0,10,0,0,0,0,0,0,4,17,21
TOTORA(CBBA),atencion odontologica,medidas preventivas,2016-11-01,0,2,22,37,0,0,0,2,0,1,0,0,0,0,22,42,64
TOTORA(ORR),atencion odontologica,medidas preventivas,2016-11-01,10,8,3,8,0,6,1,3,0,1,0,0,0,0,14,26,40
TRIGAL,atencion odontologica,medidas preventivas,2016-11-01,20,19,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
TRINIDAD,atencion odontologica,medidas preventivas,2016-11-01,116,123,89,141,16,36,31,80,1,1,0,0,0,0,253,381,634
TUPIZA,atencion odontologica,medidas preventivas,2016-11-01,57,81,27,28,10,9,16,34,4,4,0,0,0,0,114,156,270
TURCO,atencion odontologica,medidas preventivas,2016-11-01,21,10,2,0,0,0,2,1,0,3,0,0,0,0,25,14,39
UMALA,atencion odontologica,medidas preventivas,2016-11-01,10,13,2,4,0,0,0,0,0,0,0,0,0,0,12,17,29
UNCIA,atencion odontologica,medidas preventivas,2016-11-01,70,36,1,1,0,0,0,0,0,0,0,0,0,0,71,37,108
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2016-11-01,12,12,62,67,1,3,4,14,1,0,0,0,0,0,80,96,176
UYUNI,atencion odontologica,medidas preventivas,2016-11-01,30,59,24,45,9,7,9,10,2,3,0,0,0,0,74,124,198
VACAS,atencion odontologica,medidas preventivas,2016-11-01,7,22,1,2,0,2,4,6,0,0,0,0,0,0,12,32,44
VALLEGRANDE,atencion odontologica,medidas preventivas,2016-11-01,124,127,35,37,2,8,3,12,1,1,0,0,0,0,165,185,350
VIACHA,atencion odontologica,medidas preventivas,2016-11-01,161,112,95,122,30,38,4,10,6,3,0,0,0,0,296,285,581
VILA VILA,atencion odontologica,medidas preventivas,2016-11-01,22,25,0,2,2,14,7,14,11,9,0,0,0,0,42,64,106
VILLA CHARCAS,atencion odontologica,medidas preventivas,2016-11-01,17,8,11,10,0,3,0,0,0,0,0,0,0,0,28,21,49
VILLA MONTES,atencion odontologica,medidas preventivas,2016-11-01,15,16,43,47,12,26,51,46,4,0,0,0,0,0,125,135,260
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2016-11-01,3,3,23,38,0,3,0,5,0,0,0,0,0,0,26,49,75
VILLA RIVERO,atencion odontologica,medidas preventivas,2016-11-01,39,59,3,1,0,12,5,34,1,3,0,0,0,0,48,109,157
