,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
CAMARGO,atencion odontologica,restauraciones,2016-10-01,15,31,17,8,0,24,8,30,0,1,0,0,0,0,40,94,134
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2016-10-01,0,1,2,10,19,15,16,5,4,0,0,0,0,0,41,31,72
CAMIRI,atencion odontologica,restauraciones,2016-10-01,30,29,6,11,21,54,43,182,18,13,0,0,0,0,118,289,407
CAPINOTA,atencion odontologica,restauraciones,2016-10-01,35,37,22,46,19,20,60,130,32,5,0,0,0,0,168,238,406
CAQUIAVIRI,atencion odontologica,restauraciones,2016-10-01,6,2,8,9,3,17,0,5,0,2,0,0,0,0,17,35,52
CARACOLLO,atencion odontologica,restauraciones,2016-10-01,21,44,23,33,10,20,39,135,33,4,0,0,0,0,126,236,362
CARANAVI,atencion odontologica,restauraciones,2016-10-01,36,62,10,14,4,23,14,94,17,13,0,0,0,0,81,206,287
CARAPARI,atencion odontologica,restauraciones,2016-10-01,5,3,42,59,31,76,54,106,0,2,0,0,0,0,132,246,378
CARIPUYO,atencion odontologica,restauraciones,2016-10-01,13,4,0,3,1,6,4,14,5,0,0,0,0,0,23,27,50
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2016-10-01,16,15,1,2,0,2,10,16,3,1,0,0,0,0,30,36,66
CATACORA,atencion odontologica,restauraciones,2016-10-01,0,2,0,0,0,2,4,6,0,0,0,0,0,0,4,10,14
CHALLAPATA,atencion odontologica,restauraciones,2016-10-01,97,103,93,136,4,22,20,110,23,19,0,0,0,0,237,390,627
CHAQUI,atencion odontologica,restauraciones,2016-10-01,8,9,4,2,5,13,6,43,2,2,0,0,0,0,25,69,94
CHARAGUA,atencion odontologica,restauraciones,2016-10-01,15,8,1,2,9,18,11,30,4,0,0,0,0,0,40,58,98
CHARAÑA,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
CHAYANTA,atencion odontologica,restauraciones,2016-10-01,15,6,12,13,2,19,18,70,8,7,0,0,0,0,55,115,170
CHIMORE,atencion odontologica,restauraciones,2016-10-01,49,70,10,29,15,54,41,154,16,4,0,0,0,0,131,311,442
CHIPAYA,atencion odontologica,restauraciones,2016-10-01,2,3,0,0,1,0,0,7,0,0,0,0,0,0,3,10,13
CHOQUE COTA,atencion odontologica,restauraciones,2016-10-01,1,0,1,2,0,1,0,4,0,0,0,0,0,0,2,7,9
CHUA COCANI,atencion odontologica,restauraciones,2016-10-01,7,7,1,1,4,2,0,13,5,9,0,0,0,0,17,32,49
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2016-10-01,22,28,2,8,1,18,6,54,0,0,0,0,0,0,31,108,139
CHUMA,atencion odontologica,restauraciones,2016-10-01,18,10,24,9,19,35,24,55,8,7,0,0,0,0,93,116,209
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2016-10-01,7,11,0,0,0,0,7,20,1,7,0,0,0,0,15,38,53
CKOCHAS,atencion odontologica,restauraciones,2016-10-01,8,7,6,6,0,0,1,10,3,1,0,0,0,0,18,24,42
CLIZA,atencion odontologica,restauraciones,2016-10-01,47,42,16,24,3,18,3,58,5,24,0,0,0,0,74,166,240
COBIJA,atencion odontologica,restauraciones,2016-10-01,35,50,27,25,34,51,40,93,4,5,0,0,0,0,140,224,364
COCAPATA,atencion odontologica,restauraciones,2016-10-01,27,34,5,4,0,10,5,40,3,4,0,0,0,0,40,92,132
COCHABAMBA,atencion odontologica,restauraciones,2016-10-01,1143,1066,967,1108,387,664,1676,3428,615,451,0,0,0,0,4788,6717,11505
COIPASA,atencion odontologica,restauraciones,2016-10-01,4,2,1,3,1,2,6,6,7,4,0,0,0,0,19,17,36
COLCAPIRHUA,atencion odontologica,restauraciones,2016-10-01,183,131,2,4,0,4,0,172,48,74,0,0,0,0,233,385,618
"COLCHA ""K""",atencion odontologica,restauraciones,2016-10-01,26,18,7,4,0,2,4,48,3,4,0,0,0,0,40,76,116
COLLANA,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
COLOMI,atencion odontologica,restauraciones,2016-10-01,48,26,4,0,0,5,1,26,3,2,0,0,0,0,56,59,115
COLQUECHACA,atencion odontologica,restauraciones,2016-10-01,38,24,6,10,2,43,18,76,8,15,0,0,0,0,72,168,240
COLQUENCHA,atencion odontologica,restauraciones,2016-10-01,7,6,8,11,5,14,4,19,1,0,0,0,0,0,25,50,75
COLQUIRI,atencion odontologica,restauraciones,2016-10-01,34,29,6,8,4,6,21,62,16,19,0,0,0,0,81,124,205
COMANCHE,atencion odontologica,restauraciones,2016-10-01,2,8,17,4,8,9,2,2,4,0,0,0,0,0,33,23,56
COMARAPA,atencion odontologica,restauraciones,2016-10-01,41,20,8,17,6,34,12,61,0,4,0,0,0,0,67,136,203
COMBAYA,atencion odontologica,restauraciones,2016-10-01,0,0,1,2,2,2,0,2,0,0,0,0,0,0,3,6,9
CONCEPCION,atencion odontologica,restauraciones,2016-10-01,2,6,3,4,2,11,3,5,0,4,0,0,0,0,10,30,40
COPACABANA,atencion odontologica,restauraciones,2016-10-01,3,0,2,1,0,0,3,4,0,2,0,0,0,0,8,7,15
CORIPATA,atencion odontologica,restauraciones,2016-10-01,39,39,11,23,2,7,4,39,2,5,0,0,0,0,58,113,171
CORO CORO,atencion odontologica,restauraciones,2016-10-01,0,7,4,0,1,0,1,8,2,1,0,0,0,0,8,16,24
COROICO,atencion odontologica,restauraciones,2016-10-01,1,0,1,1,0,2,2,7,0,0,0,0,0,0,4,10,14
CORQUE,atencion odontologica,restauraciones,2016-10-01,15,7,15,9,1,4,0,5,3,6,0,0,0,0,34,31,65
COTAGAITA,atencion odontologica,restauraciones,2016-10-01,21,11,38,58,28,40,107,191,16,17,0,0,0,0,210,317,527
COTOCA,atencion odontologica,restauraciones,2016-10-01,4,2,1,0,1,0,13,42,0,0,0,0,0,0,19,44,63
CUATRO CAÑADAS,atencion odontologica,restauraciones,2016-10-01,45,43,4,11,1,26,6,79,8,5,0,0,0,0,64,164,228
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2016-10-01,7,6,1,0,0,3,3,13,3,2,0,0,0,0,14,24,38
CUEVO,atencion odontologica,restauraciones,2016-10-01,0,1,3,2,5,5,11,15,0,0,0,0,0,0,19,23,42
CULPINA,atencion odontologica,restauraciones,2016-10-01,14,24,3,0,1,8,3,45,0,5,0,0,0,0,21,82,103
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2016-10-01,12,12,0,0,0,0,0,12,0,8,0,0,0,0,12,32,44
CURVA,atencion odontologica,restauraciones,2016-10-01,1,12,3,0,1,2,4,6,2,0,0,0,0,0,11,20,31
DESAGUADERO,atencion odontologica,restauraciones,2016-10-01,2,1,0,0,0,1,0,1,0,0,0,0,0,0,2,3,5
EL ALTO,atencion odontologica,restauraciones,2016-10-01,1302,1444,1533,1997,673,902,735,1858,203,118,0,0,0,0,4446,6319,10765
EL CHORO,atencion odontologica,restauraciones,2016-10-01,15,4,1,2,1,3,0,6,2,1,0,0,0,0,19,16,35
EL PUENTE(STC),atencion odontologica,restauraciones,2016-10-01,27,9,1,1,0,4,2,27,6,0,0,0,0,0,36,41,77
EL PUENTE(TJA),atencion odontologica,restauraciones,2016-10-01,6,9,9,31,6,21,49,67,0,4,0,0,0,0,70,132,202
EL TORNO,atencion odontologica,restauraciones,2016-10-01,102,82,37,58,37,61,66,160,29,28,0,0,0,0,271,389,660
EL VILLAR,atencion odontologica,restauraciones,2016-10-01,15,7,4,3,1,1,2,18,2,1,0,0,0,0,24,30,54
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2016-10-01,12,1,34,25,13,30,18,52,1,1,0,0,0,0,78,109,187
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2016-10-01,21,40,5,3,2,10,1,24,0,0,0,0,0,0,29,77,106
ESCARA,atencion odontologica,restauraciones,2016-10-01,3,3,0,0,0,0,0,3,5,3,0,0,0,0,8,9,17
ESCOMA,atencion odontologica,restauraciones,2016-10-01,2,0,2,1,0,0,0,3,0,3,0,0,0,0,4,7,11
EUCALIPTUS,atencion odontologica,restauraciones,2016-10-01,9,11,8,8,0,0,7,11,1,0,0,0,0,0,25,30,55
EUREKA (SANTOS MERCADO),atencion odontologica,restauraciones,2016-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EXALTACION,atencion odontologica,restauraciones,2016-10-01,0,6,2,20,2,17,0,16,4,0,0,0,0,0,8,59,67
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2016-10-01,13,8,14,17,9,22,5,36,5,5,0,0,0,0,46,88,134
FILADELFIA,atencion odontologica,restauraciones,2016-10-01,4,1,0,0,0,6,14,3,0,0,0,0,0,0,18,10,28
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2016-10-01,14,9,0,2,0,3,0,7,1,2,0,0,0,0,15,23,38
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2016-10-01,18,17,0,1,0,0,2,16,0,3,0,0,0,0,20,37,57
GUANAY,atencion odontologica,restauraciones,2016-10-01,4,2,1,0,4,3,10,4,4,6,0,0,0,0,23,15,38
GUAQUI,atencion odontologica,restauraciones,2016-10-01,8,11,2,2,2,12,6,19,10,5,0,0,0,0,28,49,77
GUAYARAMERIN,atencion odontologica,restauraciones,2016-10-01,28,53,45,43,120,172,269,443,71,84,0,0,0,0,533,795,1328
GUTIERREZ,atencion odontologica,restauraciones,2016-10-01,1,3,2,2,8,12,12,8,5,4,0,0,0,0,28,29,57
HUACARETA,atencion odontologica,restauraciones,2016-10-01,3,0,1,4,5,4,1,25,1,0,0,0,0,0,11,33,44
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2016-10-01,2,10,6,13,4,9,5,5,0,0,0,0,0,0,17,37,54
HUACHACALLA,atencion odontologica,restauraciones,2016-10-01,3,2,0,0,0,2,1,5,0,1,0,0,0,0,4,10,14
HUANUNI,atencion odontologica,restauraciones,2016-10-01,39,49,32,52,14,48,63,108,16,19,0,0,0,0,164,276,440
HUARACAJE,atencion odontologica,restauraciones,2016-10-01,0,3,2,1,6,6,5,8,0,0,0,0,0,0,13,18,31
HUARINA,atencion odontologica,restauraciones,2016-10-01,2,1,1,1,0,0,0,9,2,4,0,0,0,0,5,15,20
HUATAJATA,atencion odontologica,restauraciones,2016-10-01,10,2,0,3,10,1,1,8,0,5,0,0,0,0,21,19,40
HUAYLLAMARCA,atencion odontologica,restauraciones,2016-10-01,2,2,18,15,2,13,7,10,0,3,0,0,0,0,29,43,72
HUMANATA,atencion odontologica,restauraciones,2016-10-01,5,13,0,0,0,2,1,12,8,14,0,0,0,0,14,41,55
ICHOCA,atencion odontologica,restauraciones,2016-10-01,4,8,0,0,2,11,2,20,10,2,0,0,0,0,18,41,59
ICLA,atencion odontologica,restauraciones,2016-10-01,21,13,2,6,15,17,6,37,0,2,0,0,0,0,44,75,119
INCAHUASI,atencion odontologica,restauraciones,2016-10-01,4,5,3,1,0,10,4,33,3,2,0,0,0,0,14,51,65
INGAVI (HUMAITA),atencion odontologica,restauraciones,2016-10-01,3,12,4,2,0,0,0,0,0,0,0,0,0,0,7,14,21
INQUISIVI,atencion odontologica,restauraciones,2016-10-01,12,13,11,6,3,26,10,33,1,0,0,0,0,0,37,78,115
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2016-10-01,38,43,13,15,6,25,18,68,5,3,0,0,0,0,80,154,234
IXIAMAS,atencion odontologica,restauraciones,2016-10-01,5,2,4,2,0,3,3,29,1,0,0,0,0,0,13,36,49
JESUS DE MACHACA,atencion odontologica,restauraciones,2016-10-01,10,3,1,2,6,13,12,13,5,9,0,0,0,0,34,40,74
LA ASUNTA,atencion odontologica,restauraciones,2016-10-01,58,49,10,46,5,44,41,188,3,0,0,0,0,0,117,327,444
LA GUARDIA,atencion odontologica,restauraciones,2016-10-01,60,49,0,3,3,25,2,45,11,8,0,0,0,0,76,130,206
LA PAZ,atencion odontologica,restauraciones,2016-10-01,1781,1734,935,862,442,585,1730,3625,514,514,0,0,0,0,5402,7320,12722
LAGUNILLAS,atencion odontologica,restauraciones,2016-10-01,0,0,20,4,25,52,29,68,0,0,0,0,0,0,74,124,198
LAJA,atencion odontologica,restauraciones,2016-10-01,6,13,7,14,0,7,1,17,3,5,0,0,0,0,17,56,73
LAS CARRERAS,atencion odontologica,restauraciones,2016-10-01,3,1,0,5,1,5,11,31,6,1,0,0,0,0,21,43,64
LICOMA PAMPA,atencion odontologica,restauraciones,2016-10-01,4,4,1,0,0,2,1,3,1,1,0,0,0,0,7,10,17
LLALLAGUA,atencion odontologica,restauraciones,2016-10-01,93,94,11,19,13,29,11,85,4,14,0,0,0,0,132,241,373
LLICA,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,0,4,1,17,0,0,0,0,0,0,1,21,22
LURIBAY,atencion odontologica,restauraciones,2016-10-01,6,5,2,1,2,6,13,13,2,1,0,0,0,0,25,26,51
MACHACAMARCA,atencion odontologica,restauraciones,2016-10-01,13,19,54,24,7,29,30,81,44,58,0,0,0,0,148,211,359
MACHARETI,atencion odontologica,restauraciones,2016-10-01,21,6,26,14,6,25,7,55,5,0,0,0,0,0,65,100,165
MAGDALENA,atencion odontologica,restauraciones,2016-10-01,6,2,6,2,3,6,21,45,2,0,0,0,0,0,38,55,93
MAIRANA,atencion odontologica,restauraciones,2016-10-01,38,52,22,33,9,7,12,45,15,21,0,0,0,0,96,158,254
MALLA,atencion odontologica,restauraciones,2016-10-01,6,0,0,0,0,6,0,9,4,0,0,0,0,0,10,15,25
MAPIRI,atencion odontologica,restauraciones,2016-10-01,13,24,6,7,0,7,11,37,9,1,0,0,0,0,39,76,115
MECAPACA,atencion odontologica,restauraciones,2016-10-01,35,38,1,0,0,18,4,13,0,7,0,0,0,0,40,76,116
MINEROS,atencion odontologica,restauraciones,2016-10-01,4,15,0,0,1,4,0,17,0,10,0,0,0,0,5,46,51
MIZQUE,atencion odontologica,restauraciones,2016-10-01,77,61,16,10,4,5,4,34,0,0,0,0,0,0,101,110,211
MOCOMOCO,atencion odontologica,restauraciones,2016-10-01,5,5,0,0,3,7,4,8,2,1,0,0,0,0,14,21,35
MOJINETE,atencion odontologica,restauraciones,2016-10-01,3,2,0,0,0,3,0,2,2,0,0,0,0,0,5,7,12
MOJOCOYA,atencion odontologica,restauraciones,2016-10-01,2,5,23,48,5,29,18,94,4,1,0,0,0,0,52,177,229
MONTEAGUDO,atencion odontologica,restauraciones,2016-10-01,102,50,34,24,20,32,38,179,18,0,0,0,0,0,212,285,497
MONTERO,atencion odontologica,restauraciones,2016-10-01,64,56,88,100,34,80,106,354,24,23,0,0,0,0,316,613,929
MORO MORO,atencion odontologica,restauraciones,2016-10-01,2,1,0,0,0,0,2,7,1,0,0,0,0,0,5,8,13
MOROCHATA,atencion odontologica,restauraciones,2016-10-01,21,14,5,1,10,15,14,44,7,6,0,0,0,0,57,80,137
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,restauraciones,2016-10-01,2,1,0,2,0,0,0,1,2,0,0,0,0,0,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2016-10-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
OCURI,atencion odontologica,restauraciones,2016-10-01,0,5,0,1,1,3,1,12,6,7,0,0,0,0,8,28,36
OKINAWA,atencion odontologica,restauraciones,2016-10-01,5,6,0,0,0,3,3,11,3,3,0,0,0,0,11,23,34
OMEREQUE,atencion odontologica,restauraciones,2016-10-01,4,0,0,3,0,11,4,6,12,3,0,0,0,0,20,23,43
ORURO,atencion odontologica,restauraciones,2016-10-01,520,557,266,267,183,355,843,1431,199,138,0,0,0,0,2011,2748,4759
PADCAYA,atencion odontologica,restauraciones,2016-10-01,2,1,7,7,13,12,39,37,4,1,0,0,0,0,65,58,123
PADILLA,atencion odontologica,restauraciones,2016-10-01,17,27,11,26,22,27,28,115,15,10,0,0,0,0,93,205,298
PAILON,atencion odontologica,restauraciones,2016-10-01,19,23,35,21,4,18,48,69,2,6,0,0,0,0,108,137,245
PALCA,atencion odontologica,restauraciones,2016-10-01,28,16,3,7,5,13,3,19,0,0,0,0,0,0,39,55,94
PALOS BLANCOS,atencion odontologica,restauraciones,2016-10-01,29,22,5,10,5,21,8,79,6,9,0,0,0,0,53,141,194
PAMPA AULLAGAS,atencion odontologica,restauraciones,2016-10-01,0,2,0,1,0,6,1,14,0,0,0,0,0,0,1,23,24
PAMPA GRANDE,atencion odontologica,restauraciones,2016-10-01,7,11,2,2,0,3,2,6,0,1,0,0,0,0,11,23,34
PAPEL PAMPA,atencion odontologica,restauraciones,2016-10-01,3,4,0,1,0,5,6,5,4,5,0,0,0,0,13,20,33
PASORAPA,atencion odontologica,restauraciones,2016-10-01,7,11,2,2,2,6,12,14,38,9,0,0,0,0,61,42,103
PATACAMAYA,atencion odontologica,restauraciones,2016-10-01,46,50,1,6,2,6,5,45,2,0,0,0,0,0,56,107,163
PAZÑA,atencion odontologica,restauraciones,2016-10-01,13,21,25,58,1,1,21,21,2,25,0,0,0,0,62,126,188
PELECHUCO,atencion odontologica,restauraciones,2016-10-01,13,10,0,1,0,2,0,3,1,1,0,0,0,0,14,17,31
POCOATA,atencion odontologica,restauraciones,2016-10-01,52,40,0,0,0,10,4,75,9,33,0,0,0,0,65,158,223
POCONA,atencion odontologica,restauraciones,2016-10-01,37,31,65,80,8,30,10,51,1,4,0,0,0,0,121,196,317
POJO (CBBA),atencion odontologica,restauraciones,2016-10-01,35,5,56,65,0,3,9,25,4,0,0,0,0,0,104,98,202
POOPO,atencion odontologica,restauraciones,2016-10-01,9,12,15,29,16,13,28,76,20,16,0,0,0,0,88,146,234
PORCO,atencion odontologica,restauraciones,2016-10-01,0,1,1,1,0,1,0,4,0,0,0,0,0,0,1,7,8
POROMA,atencion odontologica,restauraciones,2016-10-01,6,11,11,24,11,60,16,67,1,0,0,0,0,0,45,162,207
PORONGO,atencion odontologica,restauraciones,2016-10-01,0,0,0,1,2,7,2,9,2,0,0,0,0,0,6,17,23
PORTACHUELO,atencion odontologica,restauraciones,2016-10-01,2,2,15,5,8,8,1,38,2,3,0,0,0,0,28,56,84
PORVENIR,atencion odontologica,restauraciones,2016-10-01,3,7,3,0,4,5,3,6,1,0,0,0,0,0,14,18,32
POSTRER VALLE,atencion odontologica,restauraciones,2016-10-01,7,7,0,0,2,0,3,6,1,1,0,0,0,0,13,14,27
POTOSI,atencion odontologica,restauraciones,2016-10-01,244,319,202,213,179,235,356,781,120,84,0,0,0,0,1101,1632,2733
PRESTO,atencion odontologica,restauraciones,2016-10-01,6,7,17,21,33,29,23,83,1,0,0,0,0,0,80,140,220
PUCARA,atencion odontologica,restauraciones,2016-10-01,0,0,48,40,2,0,1,5,4,0,0,0,0,0,55,45,100
PUCARANI,atencion odontologica,restauraciones,2016-10-01,53,31,4,14,2,11,18,34,10,6,0,0,0,0,87,96,183
PUERTO CARABUCO,atencion odontologica,restauraciones,2016-10-01,10,7,2,8,7,11,13,6,0,0,0,0,0,0,32,32,64
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2016-10-01,22,7,14,10,4,8,4,28,6,3,0,0,0,0,50,56,106
PUERTO PEREZ,atencion odontologica,restauraciones,2016-10-01,4,1,0,0,0,0,0,3,0,0,0,0,0,0,4,4,8
PUERTO QUIJARRO,atencion odontologica,restauraciones,2016-10-01,6,2,34,44,0,8,0,25,5,0,0,0,0,0,45,79,124
PUERTO RICO,atencion odontologica,restauraciones,2016-10-01,4,1,10,18,0,3,3,15,0,0,0,0,0,0,17,37,54
PUERTO SUAREZ,atencion odontologica,restauraciones,2016-10-01,8,6,1,0,2,1,0,37,10,1,0,0,0,0,21,45,66
PUERTO VILLARROEL,atencion odontologica,restauraciones,2016-10-01,103,101,8,22,5,42,35,234,21,8,0,0,0,0,172,407,579
PUNA,atencion odontologica,restauraciones,2016-10-01,20,14,5,9,5,1,12,42,1,3,0,0,0,0,43,69,112
PUNATA,atencion odontologica,restauraciones,2016-10-01,45,67,45,68,27,25,28,71,3,21,0,0,0,0,148,252,400
QUIABAYA,atencion odontologica,restauraciones,2016-10-01,5,8,0,1,2,3,2,11,0,0,0,0,0,0,9,23,32
QUILLACOLLO,atencion odontologica,restauraciones,2016-10-01,434,405,119,162,99,257,294,671,185,97,0,0,0,0,1131,1592,2723
QUIME,atencion odontologica,restauraciones,2016-10-01,62,69,8,11,3,5,20,37,22,20,0,0,0,0,115,142,257
QUIRUSILLAS,atencion odontologica,restauraciones,2016-10-01,1,0,0,0,1,0,0,5,0,0,0,0,0,0,2,5,7
RAVELO,atencion odontologica,restauraciones,2016-10-01,24,18,2,0,2,15,6,30,4,8,0,0,0,0,38,71,109
REYES,atencion odontologica,restauraciones,2016-10-01,9,2,24,5,8,5,12,25,1,1,0,0,0,0,54,38,92
RIBERALTA,atencion odontologica,restauraciones,2016-10-01,46,51,13,11,9,42,17,86,13,2,0,0,0,0,98,192,290
ROBORE,atencion odontologica,restauraciones,2016-10-01,4,0,6,6,14,3,9,13,2,2,0,0,0,0,35,24,59
RURRENABAQUE,atencion odontologica,restauraciones,2016-10-01,33,40,55,54,42,51,38,47,23,15,0,0,0,0,191,207,398
SABAYA,atencion odontologica,restauraciones,2016-10-01,2,1,17,20,8,1,1,19,8,2,0,0,0,0,36,43,79
SACABA,atencion odontologica,restauraciones,2016-10-01,194,271,457,587,160,264,99,400,71,46,0,0,0,0,981,1568,2549
SACABAMBA,atencion odontologica,restauraciones,2016-10-01,3,5,12,12,6,4,0,4,8,3,0,0,0,0,29,28,57
SACACA,atencion odontologica,restauraciones,2016-10-01,8,16,4,1,0,13,6,37,0,1,0,0,0,0,18,68,86
SAIPINA,atencion odontologica,restauraciones,2016-10-01,6,2,4,4,4,4,1,17,1,1,0,0,0,0,16,28,44
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2016-10-01,31,25,42,93,12,18,47,66,25,39,0,0,0,0,157,241,398
SAMAIPATA,atencion odontologica,restauraciones,2016-10-01,7,11,18,9,5,3,6,30,7,6,0,0,0,0,43,59,102
SAN AGUSTIN,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
SAN ANDRES,atencion odontologica,restauraciones,2016-10-01,2,5,5,13,5,4,9,0,0,0,0,0,0,0,21,22,43
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2016-10-01,10,4,35,36,14,9,9,33,11,1,0,0,0,0,79,83,162
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2016-10-01,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,3,5
SAN BENITO,atencion odontologica,restauraciones,2016-10-01,18,22,7,2,0,2,0,20,1,7,0,0,0,0,26,53,79
SAN BORJA,atencion odontologica,restauraciones,2016-10-01,18,39,8,10,3,20,6,62,9,12,0,0,0,0,44,143,187
SAN BUENA VENTURA,atencion odontologica,restauraciones,2016-10-01,7,14,1,0,0,5,7,12,3,1,0,0,0,0,18,32,50
SAN CARLOS,atencion odontologica,restauraciones,2016-10-01,26,28,60,48,24,25,26,28,6,6,0,0,0,0,142,135,277
SAN IGNACIO,atencion odontologica,restauraciones,2016-10-01,69,10,44,34,5,46,66,94,6,9,0,0,0,0,190,193,383
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2016-10-01,14,13,10,9,20,37,25,85,8,11,0,0,0,0,77,155,232
SAN JAVIER(BNI),atencion odontologica,restauraciones,2016-10-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN JAVIER(STC),atencion odontologica,restauraciones,2016-10-01,13,7,1,1,4,28,5,24,3,2,0,0,0,0,26,62,88
SAN JOAQUIN,atencion odontologica,restauraciones,2016-10-01,15,2,5,9,7,0,7,8,2,0,0,0,0,0,36,19,55
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2016-10-01,4,11,5,9,6,7,28,7,0,0,0,0,0,0,43,34,77
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2016-10-01,36,20,1,4,0,8,4,15,8,4,0,0,0,0,49,51,100
SAN JULIAN,atencion odontologica,restauraciones,2016-10-01,37,46,19,15,33,22,16,92,19,13,0,0,0,0,124,188,312
SAN LORENZO(PND),atencion odontologica,restauraciones,2016-10-01,1,5,13,15,2,9,4,16,0,0,0,0,0,0,20,45,65
SAN LORENZO(TJA),atencion odontologica,restauraciones,2016-10-01,11,16,43,81,41,63,54,161,3,8,0,0,0,0,152,329,481
SAN LUCAS,atencion odontologica,restauraciones,2016-10-01,60,37,3,6,2,27,13,70,1,2,0,0,0,0,79,142,221
SAN MATIAS,atencion odontologica,restauraciones,2016-10-01,18,10,5,3,8,31,6,34,10,4,0,0,0,0,47,82,129
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2016-10-01,0,0,8,2,0,1,16,16,4,3,0,0,0,0,28,22,50
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2016-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN PEDRO,atencion odontologica,restauraciones,2016-10-01,10,12,21,44,34,32,8,40,7,6,0,0,0,0,80,134,214
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2016-10-01,4,1,92,93,159,90,3,28,0,0,0,0,0,0,258,212,470
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2016-10-01,5,2,3,2,0,1,4,15,6,3,0,0,0,0,18,23,41
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2016-10-01,2,0,0,5,0,0,1,0,1,0,0,0,0,0,4,5,9
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2016-10-01,17,5,28,38,5,20,1,5,5,3,0,0,0,0,56,71,127
SAN RAFAEL,atencion odontologica,restauraciones,2016-10-01,1,4,0,0,0,17,0,29,0,0,0,0,0,0,1,50,51
SANTA ANA,atencion odontologica,restauraciones,2016-10-01,4,8,2,4,4,8,7,17,1,1,0,0,0,0,18,38,56
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2016-10-01,934,1036,326,329,170,490,984,2991,446,419,0,0,0,0,2860,5265,8125
SANTA ROSA,atencion odontologica,restauraciones,2016-10-01,0,0,3,1,2,0,0,0,0,0,0,0,0,0,5,1,6
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2016-10-01,8,4,0,3,1,5,3,17,7,3,0,0,0,0,19,32,51
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2016-10-01,3,6,0,0,0,0,0,1,1,2,0,0,0,0,4,9,13
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2016-10-01,18,13,22,35,18,13,23,46,5,5,0,0,0,0,86,112,198
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2016-10-01,16,17,102,181,10,4,7,20,15,23,0,0,0,0,150,245,395
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2016-10-01,5,10,4,3,0,8,10,7,1,5,0,0,0,0,20,33,53
