municipality,group,variable,month,Exodoncias,TOTAL
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-10-01,55,55
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-10-01,57,57
COLLANA,atenciones odontologicas,exodoncias,2009-10-01,11,11
COLOMI,atenciones odontologicas,exodoncias,2009-10-01,12,12
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-10-01,13,13
COLQUECHACA,atenciones odontologicas,exodoncias,2009-10-01,43,43
COLQUIRI,atenciones odontologicas,exodoncias,2009-10-01,52,52
COMANCHE,atenciones odontologicas,exodoncias,2009-10-01,45,45
COMARAPA,atenciones odontologicas,exodoncias,2009-10-01,55,55
CONCEPCION,atenciones odontologicas,exodoncias,2009-10-01,18,18
COPACABANA,atenciones odontologicas,exodoncias,2009-10-01,81,81
CORIPATA,atenciones odontologicas,exodoncias,2009-10-01,90,90
CORO CORO,atenciones odontologicas,exodoncias,2009-10-01,45,45
COROICO,atenciones odontologicas,exodoncias,2009-10-01,159,159
CORQUE,atenciones odontologicas,exodoncias,2009-10-01,53,53
COTAGAITA,atenciones odontologicas,exodoncias,2009-10-01,51,51
COTOCA,atenciones odontologicas,exodoncias,2009-10-01,64,64
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-10-01,44,44
CUEVO,atenciones odontologicas,exodoncias,2009-10-01,21,21
CULPINA,atenciones odontologicas,exodoncias,2009-10-01,60,60
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-10-01,40,40
CURVA,atenciones odontologicas,exodoncias,2009-10-01,9,9
DESAGUADERO,atenciones odontologicas,exodoncias,2009-10-01,83,83
EL ALTO,atenciones odontologicas,exodoncias,2009-10-01,2329,2329
EL CHORO,atenciones odontologicas,exodoncias,2009-10-01,53,53
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-10-01,56,56
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-10-01,99,99
EL TORNO,atenciones odontologicas,exodoncias,2009-10-01,101,101
EL VILLAR,atenciones odontologicas,exodoncias,2009-10-01,81,81
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-10-01,28,28
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-10-01,202,202
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-10-01,29,29
EXALTACION,atenciones odontologicas,exodoncias,2009-10-01,27,27
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-10-01,25,25
FILADELFIA,atenciones odontologicas,exodoncias,2009-10-01,30,30
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-10-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-10-01,54,54
GUANAY,atenciones odontologicas,exodoncias,2009-10-01,48,48
GUAQUI,atenciones odontologicas,exodoncias,2009-10-01,38,38
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-10-01,189,189
GUTIERREZ,atenciones odontologicas,exodoncias,2009-10-01,99,99
HUACARETA,atenciones odontologicas,exodoncias,2009-10-01,87,87
HUACHACALLA,atenciones odontologicas,exodoncias,2009-10-01,24,24
HUANUNI,atenciones odontologicas,exodoncias,2009-10-01,62,62
HUARACAJE,atenciones odontologicas,exodoncias,2009-10-01,8,8
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-10-01,77,77
ICHOCA,atenciones odontologicas,exodoncias,2009-10-01,10,10
ICLA,atenciones odontologicas,exodoncias,2009-10-01,27,27
INCAHUASI,atenciones odontologicas,exodoncias,2009-10-01,69,69
INQUISIVI,atenciones odontologicas,exodoncias,2009-10-01,92,92
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-10-01,47,47
IXIAMAS,atenciones odontologicas,exodoncias,2009-10-01,42,42
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-10-01,119,119
LA ASUNTA,atenciones odontologicas,exodoncias,2009-10-01,69,69
LA GUARDIA,atenciones odontologicas,exodoncias,2009-10-01,104,104
LA PAZ,atenciones odontologicas,exodoncias,2009-10-01,2419,2419
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-10-01,21,21
LAJA,atenciones odontologicas,exodoncias,2009-10-01,97,97
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-10-01,24,24
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-10-01,29,29
LLALLAGUA,atenciones odontologicas,exodoncias,2009-10-01,55,55
LLICA,atenciones odontologicas,exodoncias,2009-10-01,31,31
LORETO,atenciones odontologicas,exodoncias,2009-10-01,6,6
LURIBAY,atenciones odontologicas,exodoncias,2009-10-01,20,20
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-10-01,41,41
MACHARETI,atenciones odontologicas,exodoncias,2009-10-01,28,28
MAGDALENA,atenciones odontologicas,exodoncias,2009-10-01,32,32
MAIRANA,atenciones odontologicas,exodoncias,2009-10-01,23,23
MAPIRI,atenciones odontologicas,exodoncias,2009-10-01,45,45
MECAPACA,atenciones odontologicas,exodoncias,2009-10-01,42,42
MINEROS,atenciones odontologicas,exodoncias,2009-10-01,22,22
MIZQUE,atenciones odontologicas,exodoncias,2009-10-01,17,17
MOCOMOCO,atenciones odontologicas,exodoncias,2009-10-01,80,80
MOJOCOYA,atenciones odontologicas,exodoncias,2009-10-01,44,44
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-10-01,55,55
MONTERO,atenciones odontologicas,exodoncias,2009-10-01,465,465
MORO MORO,atenciones odontologicas,exodoncias,2009-10-01,10,10
MOROCHATA,atenciones odontologicas,exodoncias,2009-10-01,65,65
OCURI,atenciones odontologicas,exodoncias,2009-10-01,54,54
OKINAWA,atenciones odontologicas,exodoncias,2009-10-01,14,14
OMEREQUE,atenciones odontologicas,exodoncias,2009-10-01,32,32
ORURO,atenciones odontologicas,exodoncias,2009-10-01,1048,1048
PADCAYA,atenciones odontologicas,exodoncias,2009-10-01,72,72
PADILLA,atenciones odontologicas,exodoncias,2009-10-01,53,53
PAILON,atenciones odontologicas,exodoncias,2009-10-01,65,65
PALCA,atenciones odontologicas,exodoncias,2009-10-01,32,32
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-10-01,43,43
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-10-01,15,15
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-10-01,22,22
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-10-01,26,26
PASORAPA,atenciones odontologicas,exodoncias,2009-10-01,27,27
PATACAMAYA,atenciones odontologicas,exodoncias,2009-10-01,47,47
PAZÑA,atenciones odontologicas,exodoncias,2009-10-01,25,25
PELECHUCO,atenciones odontologicas,exodoncias,2009-10-01,17,17
POCOATA,atenciones odontologicas,exodoncias,2009-10-01,34,34
POCONA,atenciones odontologicas,exodoncias,2009-10-01,223,223
POJO (CBBA),atenciones odontologicas,exodoncias,2009-10-01,27,27
POOPO,atenciones odontologicas,exodoncias,2009-10-01,46,46
PORCO,atenciones odontologicas,exodoncias,2009-10-01,20,20
PORONGO,atenciones odontologicas,exodoncias,2009-10-01,11,11
PORTACHUELO,atenciones odontologicas,exodoncias,2009-10-01,47,47
PORVENIR,atenciones odontologicas,exodoncias,2009-10-01,46,46
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-10-01,24,24
POTOSI,atenciones odontologicas,exodoncias,2009-10-01,500,500
PRESTO,atenciones odontologicas,exodoncias,2009-10-01,6,6
PUCARA,atenciones odontologicas,exodoncias,2009-10-01,12,12
PUCARANI,atenciones odontologicas,exodoncias,2009-10-01,113,113
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-10-01,134,134
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-10-01,129,129
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-10-01,10,10
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-10-01,11,11
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-10-01,38,38
PUERTO RICO,atenciones odontologicas,exodoncias,2009-10-01,91,91
PUERTO SILES,atenciones odontologicas,exodoncias,2009-10-01,32,32
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-10-01,67,67
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-10-01,104,104
PUNA,atenciones odontologicas,exodoncias,2009-10-01,108,108
PUNATA,atenciones odontologicas,exodoncias,2009-10-01,75,75
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-10-01,158,158
QUIME,atenciones odontologicas,exodoncias,2009-10-01,118,118
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-10-01,5,5
RAVELO,atenciones odontologicas,exodoncias,2009-10-01,70,70
REYES,atenciones odontologicas,exodoncias,2009-10-01,57,57
RIBERALTA,atenciones odontologicas,exodoncias,2009-10-01,383,383
ROBORE,atenciones odontologicas,exodoncias,2009-10-01,42,42
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-10-01,73,73
SABAYA,atenciones odontologicas,exodoncias,2009-10-01,29,29
SACABA,atenciones odontologicas,exodoncias,2009-10-01,488,488
SACABAMBA,atenciones odontologicas,exodoncias,2009-10-01,11,11
SACACA,atenciones odontologicas,exodoncias,2009-10-01,60,60
SAIPINA,atenciones odontologicas,exodoncias,2009-10-01,16,16
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-10-01,34,34
SAMAIPATA,atenciones odontologicas,exodoncias,2009-10-01,53,53
SAN AGUSTIN,atenciones odontologicas,exodoncias,2009-10-01,9,9
SAN ANDRES,atenciones odontologicas,exodoncias,2009-10-01,85,85
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-10-01,140,140
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-10-01,23,23
SAN BENITO,atenciones odontologicas,exodoncias,2009-10-01,122,122
SAN BORJA,atenciones odontologicas,exodoncias,2009-10-01,210,210
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-10-01,15,15
SAN CARLOS,atenciones odontologicas,exodoncias,2009-10-01,41,41
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-10-01,154,154
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-10-01,166,166
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2009-10-01,11,11
SAN JOAQUIN,atenciones odontologicas,exodoncias,2009-10-01,5,5
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-10-01,255,255
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-10-01,263,263
SAN JULIAN,atenciones odontologicas,exodoncias,2009-10-01,47,47
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-10-01,14,14
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-10-01,208,208
SAN LUCAS,atenciones odontologicas,exodoncias,2009-10-01,110,110
SAN MATIAS,atenciones odontologicas,exodoncias,2009-10-01,105,105
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-10-01,45,45
SAN PEDRO,atenciones odontologicas,exodoncias,2009-10-01,53,53
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-10-01,60,60
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2009-10-01,16,16
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-10-01,22,22
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-10-01,11,11
SAN RAMON,atenciones odontologicas,exodoncias,2009-10-01,6,6
SAN RAMON,atenciones odontologicas,exodoncias,2009-10-01,18,18
SANTA ANA,atenciones odontologicas,exodoncias,2009-10-01,68,68
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-10-01,1558,1558
SANTA ROSA,atenciones odontologicas,exodoncias,2009-10-01,140,140
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-10-01,56,56
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2009-10-01,17,17
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-10-01,76,76
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2009-10-01,36,36
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-10-01,8,8
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-10-01,113,113
SENA,atenciones odontologicas,exodoncias,2009-10-01,115,115
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-10-01,50,50
SICAYA,atenciones odontologicas,exodoncias,2009-10-01,12,12
SIPE SIPE,atenciones odontologicas,exodoncias,2009-10-01,66,66
SOPACHUY,atenciones odontologicas,exodoncias,2009-10-01,59,59
SORACACHI,atenciones odontologicas,exodoncias,2009-10-01,20,20
SORATA,atenciones odontologicas,exodoncias,2009-10-01,101,101
SUCRE,atenciones odontologicas,exodoncias,2009-10-01,1003,1003
TACACOMA,atenciones odontologicas,exodoncias,2009-10-01,83,83
TAHUA,atenciones odontologicas,exodoncias,2009-10-01,10,10
TAPACARI,atenciones odontologicas,exodoncias,2009-10-01,58,58
TARABUCO,atenciones odontologicas,exodoncias,2009-10-01,57,57
TARACO,atenciones odontologicas,exodoncias,2009-10-01,26,26
TARATA,atenciones odontologicas,exodoncias,2009-10-01,6,6
TARIJA,atenciones odontologicas,exodoncias,2009-10-01,823,823
TARVITA,atenciones odontologicas,exodoncias,2009-10-01,61,61
TEOPONTE,atenciones odontologicas,exodoncias,2009-10-01,79,79
TIAWANACU,atenciones odontologicas,exodoncias,2009-10-01,151,151
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-10-01,28,28
TIPUANI,atenciones odontologicas,exodoncias,2009-10-01,23,23
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-10-01,112,112
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-10-01,31,31
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-10-01,7,7
TOCO,atenciones odontologicas,exodoncias,2009-10-01,9,9
TOLATA,atenciones odontologicas,exodoncias,2009-10-01,14,14
TOLEDO,atenciones odontologicas,exodoncias,2009-10-01,44,44
TOMAVE,atenciones odontologicas,exodoncias,2009-10-01,61,61
TOMINA,atenciones odontologicas,exodoncias,2009-10-01,88,88
TORO TORO,atenciones odontologicas,exodoncias,2009-10-01,32,32
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-10-01,34,34
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-10-01,8,8
TRIGAL,atenciones odontologicas,exodoncias,2009-10-01,13,13
TRINIDAD,atenciones odontologicas,exodoncias,2009-10-01,656,656
TUPIZA,atenciones odontologicas,exodoncias,2009-10-01,83,83
TURCO,atenciones odontologicas,exodoncias,2009-10-01,41,41
UMALA,atenciones odontologicas,exodoncias,2009-10-01,15,15
UNCIA,atenciones odontologicas,exodoncias,2009-10-01,57,57
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-10-01,147,147
URUBICHA,atenciones odontologicas,exodoncias,2009-10-01,27,27
UYUNI,atenciones odontologicas,exodoncias,2009-10-01,86,86
VACAS,atenciones odontologicas,exodoncias,2009-10-01,20,20
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-10-01,102,102
VIACHA,atenciones odontologicas,exodoncias,2009-10-01,97,97
VILA VILA,atenciones odontologicas,exodoncias,2009-10-01,25,25
VILLA MONTES,atenciones odontologicas,exodoncias,2009-10-01,292,292
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-10-01,9,9
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-10-01,3,3
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-10-01,60,60
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-10-01,170,170
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-10-01,46,46
VILLAZON,atenciones odontologicas,exodoncias,2009-10-01,151,151
VINTO,atenciones odontologicas,exodoncias,2009-10-01,19,19
VITICHI,atenciones odontologicas,exodoncias,2009-10-01,12,12
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-10-01,12,12
WARNES,atenciones odontologicas,exodoncias,2009-10-01,108,108
YACO,atenciones odontologicas,exodoncias,2009-10-01,34,34
YACUIBA,atenciones odontologicas,exodoncias,2009-10-01,602,602
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-10-01,20,20
YANACACHI,atenciones odontologicas,exodoncias,2009-10-01,32,32
YAPACANI,atenciones odontologicas,exodoncias,2009-10-01,132,132
YOCALLA,atenciones odontologicas,exodoncias,2009-10-01,20,20
YOTALA,atenciones odontologicas,exodoncias,2009-10-01,27,27
YUNCHARA,atenciones odontologicas,exodoncias,2009-10-01,13,13
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-10-01,21,21
ACACIO,atenciones odontologicas,exodoncias,2009-11-01,21,21
ACHACACHI,atenciones odontologicas,exodoncias,2009-11-01,304,304
ACHOCALLA,atenciones odontologicas,exodoncias,2009-11-01,30,30
AIQUILE,atenciones odontologicas,exodoncias,2009-11-01,20,20
ALALAY,atenciones odontologicas,exodoncias,2009-11-01,15,15
ALCALA,atenciones odontologicas,exodoncias,2009-11-01,10,10
ANCORAIMES,atenciones odontologicas,exodoncias,2009-11-01,84,84
ANDAMARCA,atenciones odontologicas,exodoncias,2009-11-01,9,9
ANTEQUERA,atenciones odontologicas,exodoncias,2009-11-01,18,18
ANZALDO,atenciones odontologicas,exodoncias,2009-11-01,19,19
APOLO,atenciones odontologicas,exodoncias,2009-11-01,59,59
ARAMPAMPA,atenciones odontologicas,exodoncias,2009-11-01,5,5
ARANI,atenciones odontologicas,exodoncias,2009-11-01,33,33
ARBIETO,atenciones odontologicas,exodoncias,2009-11-01,3,3
ARQUE,atenciones odontologicas,exodoncias,2009-11-01,31,31
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-11-01,37,37
ATOCHA,atenciones odontologicas,exodoncias,2009-11-01,8,8
AUCAPATA,atenciones odontologicas,exodoncias,2009-11-01,77,77
AYATA,atenciones odontologicas,exodoncias,2009-11-01,67,67
AYO AYO,atenciones odontologicas,exodoncias,2009-11-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-11-01,77,77
AZURDUY,atenciones odontologicas,exodoncias,2009-11-01,35,35
BATALLAS,atenciones odontologicas,exodoncias,2009-11-01,71,71
BAURES,atenciones odontologicas,exodoncias,2009-11-01,51,51
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-11-01,20,20
BELLA FLOR,atenciones odontologicas,exodoncias,2009-11-01,14,14
BERMEJO,atenciones odontologicas,exodoncias,2009-11-01,260,260
BETANZOS,atenciones odontologicas,exodoncias,2009-11-01,96,96
BOLIVAR,atenciones odontologicas,exodoncias,2009-11-01,24,24
BOLPEBRA,atenciones odontologicas,exodoncias,2009-11-01,2,2
BOYUIBE,atenciones odontologicas,exodoncias,2009-11-01,33,33
BUENA VISTA,atenciones odontologicas,exodoncias,2009-11-01,25,25
CABEZAS,atenciones odontologicas,exodoncias,2009-11-01,178,178
CAIROMA,atenciones odontologicas,exodoncias,2009-11-01,51,51
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-11-01,28,28
CAJUATA,atenciones odontologicas,exodoncias,2009-11-01,26,26
CALACOTO,atenciones odontologicas,exodoncias,2009-11-01,48,48
CALAMARCA,atenciones odontologicas,exodoncias,2009-11-01,72,72
CAMARGO,atenciones odontologicas,exodoncias,2009-11-01,40,40
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-11-01,21,21
CAMIRI,atenciones odontologicas,exodoncias,2009-11-01,179,179
CAPINOTA,atenciones odontologicas,exodoncias,2009-11-01,35,35
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-11-01,58,58
CARACOLLO,atenciones odontologicas,exodoncias,2009-11-01,100,100
CARANAVI,atenciones odontologicas,exodoncias,2009-11-01,132,132
CARAPARI,atenciones odontologicas,exodoncias,2009-11-01,135,135
CARIPUYO,atenciones odontologicas,exodoncias,2009-11-01,14,14
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-11-01,18,18
CATACORA,atenciones odontologicas,exodoncias,2009-11-01,47,47
CHALLAPATA,atenciones odontologicas,exodoncias,2009-11-01,102,102
CHAQUI,atenciones odontologicas,exodoncias,2009-11-01,7,7
CHARAGUA,atenciones odontologicas,exodoncias,2009-11-01,115,115
CHARAÑA,atenciones odontologicas,exodoncias,2009-11-01,37,37
CHAYANTA,atenciones odontologicas,exodoncias,2009-11-01,78,78
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-11-01,84,84
CHUMA,atenciones odontologicas,exodoncias,2009-11-01,123,123
CLIZA,atenciones odontologicas,exodoncias,2009-11-01,41,41
COBIJA,atenciones odontologicas,exodoncias,2009-11-01,92,92
COCHABAMBA,atenciones odontologicas,exodoncias,2009-11-01,2515,2515
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-11-01,49,49
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-11-01,31,31
COLLANA,atenciones odontologicas,exodoncias,2009-11-01,15,15
COLOMI,atenciones odontologicas,exodoncias,2009-11-01,11,11
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-11-01,33,33
COLQUECHACA,atenciones odontologicas,exodoncias,2009-11-01,33,33
COLQUIRI,atenciones odontologicas,exodoncias,2009-11-01,53,53
COMANCHE,atenciones odontologicas,exodoncias,2009-11-01,30,30
COMARAPA,atenciones odontologicas,exodoncias,2009-11-01,91,91
CONCEPCION,atenciones odontologicas,exodoncias,2009-11-01,21,21
COPACABANA,atenciones odontologicas,exodoncias,2009-11-01,101,101
CORIPATA,atenciones odontologicas,exodoncias,2009-11-01,90,90
CORO CORO,atenciones odontologicas,exodoncias,2009-11-01,49,49
COROICO,atenciones odontologicas,exodoncias,2009-11-01,141,141
CORQUE,atenciones odontologicas,exodoncias,2009-11-01,19,19
COTAGAITA,atenciones odontologicas,exodoncias,2009-11-01,56,56
COTOCA,atenciones odontologicas,exodoncias,2009-11-01,34,34
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-11-01,70,70
CUEVO,atenciones odontologicas,exodoncias,2009-11-01,28,28
CULPINA,atenciones odontologicas,exodoncias,2009-11-01,17,17
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-11-01,28,28
CURVA,atenciones odontologicas,exodoncias,2009-11-01,8,8
DESAGUADERO,atenciones odontologicas,exodoncias,2009-11-01,78,78
EL ALTO,atenciones odontologicas,exodoncias,2009-11-01,2134,2134
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-11-01,70,70
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-11-01,119,119
EL TORNO,atenciones odontologicas,exodoncias,2009-11-01,67,67
EL VILLAR,atenciones odontologicas,exodoncias,2009-11-01,56,56
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-11-01,19,19
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-11-01,312,312
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-11-01,29,29
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-11-01,36,36
FILADELFIA,atenciones odontologicas,exodoncias,2009-11-01,41,41
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-11-01,47,47
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-11-01,69,69
GUANAY,atenciones odontologicas,exodoncias,2009-11-01,29,29
GUAQUI,atenciones odontologicas,exodoncias,2009-11-01,42,42
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-11-01,116,116
GUTIERREZ,atenciones odontologicas,exodoncias,2009-11-01,128,128
HUACARETA,atenciones odontologicas,exodoncias,2009-11-01,34,34
HUACHACALLA,atenciones odontologicas,exodoncias,2009-11-01,11,11
HUANUNI,atenciones odontologicas,exodoncias,2009-11-01,58,58
HUARACAJE,atenciones odontologicas,exodoncias,2009-11-01,10,10
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-11-01,22,22
ICHOCA,atenciones odontologicas,exodoncias,2009-11-01,21,21
ICLA,atenciones odontologicas,exodoncias,2009-11-01,33,33
INCAHUASI,atenciones odontologicas,exodoncias,2009-11-01,34,34
INQUISIVI,atenciones odontologicas,exodoncias,2009-11-01,47,47
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-11-01,79,79
IXIAMAS,atenciones odontologicas,exodoncias,2009-11-01,44,44
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-11-01,111,111
LA ASUNTA,atenciones odontologicas,exodoncias,2009-11-01,45,45
LA GUARDIA,atenciones odontologicas,exodoncias,2009-11-01,164,164
LA PAZ,atenciones odontologicas,exodoncias,2009-11-01,2143,2143
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-11-01,28,28
LAJA,atenciones odontologicas,exodoncias,2009-11-01,115,115
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-11-01,19,19
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-11-01,32,32
LLALLAGUA,atenciones odontologicas,exodoncias,2009-11-01,42,42
LLICA,atenciones odontologicas,exodoncias,2009-11-01,36,36
LORETO,atenciones odontologicas,exodoncias,2009-11-01,2,2
LURIBAY,atenciones odontologicas,exodoncias,2009-11-01,9,9
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-11-01,33,33
MACHARETI,atenciones odontologicas,exodoncias,2009-11-01,34,34
MAGDALENA,atenciones odontologicas,exodoncias,2009-11-01,47,47
MAIRANA,atenciones odontologicas,exodoncias,2009-11-01,5,5
MAPIRI,atenciones odontologicas,exodoncias,2009-11-01,73,73
MECAPACA,atenciones odontologicas,exodoncias,2009-11-01,54,54
MINEROS,atenciones odontologicas,exodoncias,2009-11-01,28,28
MIZQUE,atenciones odontologicas,exodoncias,2009-11-01,29,29
MOCOMOCO,atenciones odontologicas,exodoncias,2009-11-01,93,93
MOJOCOYA,atenciones odontologicas,exodoncias,2009-11-01,33,33
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-11-01,38,38
MONTERO,atenciones odontologicas,exodoncias,2009-11-01,102,102
MORO MORO,atenciones odontologicas,exodoncias,2009-11-01,10,10
MOROCHATA,atenciones odontologicas,exodoncias,2009-11-01,76,76
OCURI,atenciones odontologicas,exodoncias,2009-11-01,50,50
OKINAWA,atenciones odontologicas,exodoncias,2009-11-01,25,25
OMEREQUE,atenciones odontologicas,exodoncias,2009-11-01,36,36
ORURO,atenciones odontologicas,exodoncias,2009-11-01,1011,1011
PADCAYA,atenciones odontologicas,exodoncias,2009-11-01,63,63
PADILLA,atenciones odontologicas,exodoncias,2009-11-01,57,57
PAILON,atenciones odontologicas,exodoncias,2009-11-01,47,47
PALCA,atenciones odontologicas,exodoncias,2009-11-01,18,18
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-11-01,12,12
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-11-01,36,36
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-11-01,24,24
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-11-01,13,13
PASORAPA,atenciones odontologicas,exodoncias,2009-11-01,10,10
PATACAMAYA,atenciones odontologicas,exodoncias,2009-11-01,66,66
PAZÑA,atenciones odontologicas,exodoncias,2009-11-01,9,9
PELECHUCO,atenciones odontologicas,exodoncias,2009-11-01,10,10
POCOATA,atenciones odontologicas,exodoncias,2009-11-01,37,37
POCONA,atenciones odontologicas,exodoncias,2009-11-01,90,90
POJO (CBBA),atenciones odontologicas,exodoncias,2009-11-01,21,21
POOPO,atenciones odontologicas,exodoncias,2009-11-01,27,27
PORCO,atenciones odontologicas,exodoncias,2009-11-01,28,28
POROMA,atenciones odontologicas,exodoncias,2009-11-01,34,34
