municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,7,7
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,6,6
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,26,26
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,11,11
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,5,5
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,14,14
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,7,7
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,8,8
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,456,456
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,51,51
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,8,8
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,5,5
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,14,14
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,24,24
URUBICHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,12,12
UYUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,10,10
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,1,1
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,11,11
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,23,23
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,6,6
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,7,7
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,2,2
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,4,4
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,5,5
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,9,9
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,15,15
VINTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,140,140
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,2,2
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,9,9
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,4,4
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,231,231
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,680,680
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,15,15
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,61,61
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,11,11
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,13,13
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,11,11
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-10-01,11,11
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,83,83
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,17,17
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,17,17
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,21,21
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,17,17
ANTEQUERA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,500,500
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
ATOCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
AUCAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,27,27
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,11,11
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
BELLA FLOR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,18,18
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,38,38
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,28,28
BOYUIBE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,16,16
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,7,7
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,13,13
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,23,23
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,23,23
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,7,7
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,115,115
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,33,33
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
CARMEN RIVERO TORREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,27,27
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,14,14
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,14,14
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,80,80
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,18,18
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,34,34
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3227,3227
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1001,1001
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,579,579
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
COLQUIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
COMANCHE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,30,30
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,7,7
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,296,296
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
COROICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,24,24
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,21,21
CURVA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,436,436
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
EL PUENTE(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,18,18
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,24,24
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,29,29
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,7,7
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,149,149
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,94,94
HUARACAJE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
ICHOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,15,15
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,13,13
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,19,19
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,16,16
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,124,124
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,11,11
LURIBAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,24,24
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,18,18
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,61,61
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,25,25
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,119,119
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,19,19
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,61,61
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,7,7
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,13,13
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,458,458
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,38,38
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,23,23
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
PUERTO SUAREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,88,88
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,34,34
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,83,83
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,30,30
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,37,37
RURRENABAQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,15,15
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,72,72
SACACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
SAIPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,16,16
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
SAMAIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,14,14
SAN AGUSTIN,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
SAN ANDRES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
SAN ANTONIO DE LOMERIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
SAN BENITO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,14,14
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1603,1603
SAN JAVIER(BNI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
SAN JUAN DE YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,27,27
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,15,15
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,34,34
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,412,412
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,150,150
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
SANTIAGO DE CALLAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,35,35
SANTIAGO DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
SANTIVAÑES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,30,30
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,646,646
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,17,17
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,20,20
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,197,197
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,28,28
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,11,11
TAHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,13,13
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,42,42
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,75,75
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,11,11
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
TIPUANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1,1
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,20,20
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,474,474
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,17,17
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,2,2
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,87,87
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,5,5
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,20,20
UYUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,15,15
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,147,147
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,185,185
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,6,6
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,4,4
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,10,10
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,13,13
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,9,9
VINTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,552,552
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,3,3
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,8,8
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,158,158
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,1146,1146
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,14,14
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,68,68
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,16,16
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,20,20
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,14,14
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-11-01,12,12
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,21,21
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,16,16
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,59,59
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
ANTEQUERA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,200,200
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
ATOCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,10,10
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
BELLA FLOR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,2,2
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,22,22
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,65,65
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,3,3
BOYUIBE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,12,12
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-12-01,1,1
