municipality,group,variable,month,Primeras consultas,TOTAL
UNCIA,atenciones odontologicas,primeras consultas,2009-09-01,172,172
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2009-09-01,216,216
URUBICHA,atenciones odontologicas,primeras consultas,2009-09-01,49,49
UYUNI,atenciones odontologicas,primeras consultas,2009-09-01,219,219
VACAS,atenciones odontologicas,primeras consultas,2009-09-01,80,80
VALLEGRANDE,atenciones odontologicas,primeras consultas,2009-09-01,150,150
VIACHA,atenciones odontologicas,primeras consultas,2009-09-01,621,621
VILA VILA,atenciones odontologicas,primeras consultas,2009-09-01,9,9
VILLA MONTES,atenciones odontologicas,primeras consultas,2009-09-01,398,398
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,primeras consultas,2009-09-01,40,40
VILLA RIVERO,atenciones odontologicas,primeras consultas,2009-09-01,58,58
VILLA SERRANO,atenciones odontologicas,primeras consultas,2009-09-01,227,227
VILLA TUNARI,atenciones odontologicas,primeras consultas,2009-09-01,824,824
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2009-09-01,94,94
VILLAZON,atenciones odontologicas,primeras consultas,2009-09-01,342,342
VINTO,atenciones odontologicas,primeras consultas,2009-09-01,32,32
VITICHI,atenciones odontologicas,primeras consultas,2009-09-01,7,7
WALDO BALLIVIAN,atenciones odontologicas,primeras consultas,2009-09-01,39,39
WARNES,atenciones odontologicas,primeras consultas,2009-09-01,241,241
YACO,atenciones odontologicas,primeras consultas,2009-09-01,60,60
YACUIBA,atenciones odontologicas,primeras consultas,2009-09-01,874,874
YAMPARAEZ,atenciones odontologicas,primeras consultas,2009-09-01,697,697
YANACACHI,atenciones odontologicas,primeras consultas,2009-09-01,48,48
YAPACANI,atenciones odontologicas,primeras consultas,2009-09-01,77,77
YOCALLA,atenciones odontologicas,primeras consultas,2009-09-01,73,73
YOTALA,atenciones odontologicas,primeras consultas,2009-09-01,120,120
YUNCHARA,atenciones odontologicas,primeras consultas,2009-09-01,162,162
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2009-09-01,48,48
ACACIO,atenciones odontologicas,primeras consultas,2009-10-01,44,44
ACHACACHI,atenciones odontologicas,primeras consultas,2009-10-01,337,337
ACHOCALLA,atenciones odontologicas,primeras consultas,2009-10-01,44,44
AIQUILE,atenciones odontologicas,primeras consultas,2009-10-01,61,61
ALALAY,atenciones odontologicas,primeras consultas,2009-10-01,26,26
ALCALA,atenciones odontologicas,primeras consultas,2009-10-01,12,12
ANCORAIMES,atenciones odontologicas,primeras consultas,2009-10-01,13,13
ANDAMARCA,atenciones odontologicas,primeras consultas,2009-10-01,193,193
ANTEQUERA,atenciones odontologicas,primeras consultas,2009-10-01,7,7
ANZALDO,atenciones odontologicas,primeras consultas,2009-10-01,38,38
APOLO,atenciones odontologicas,primeras consultas,2009-10-01,215,215
ARAMPAMPA,atenciones odontologicas,primeras consultas,2009-10-01,16,16
ARANI,atenciones odontologicas,primeras consultas,2009-10-01,185,185
ARBIETO,atenciones odontologicas,primeras consultas,2009-10-01,43,43
ARQUE,atenciones odontologicas,primeras consultas,2009-10-01,46,46
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2009-10-01,162,162
ATOCHA,atenciones odontologicas,primeras consultas,2009-10-01,203,203
AUCAPATA,atenciones odontologicas,primeras consultas,2009-10-01,82,82
AYATA,atenciones odontologicas,primeras consultas,2009-10-01,191,191
AYO AYO,atenciones odontologicas,primeras consultas,2009-10-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2009-10-01,165,165
AZURDUY,atenciones odontologicas,primeras consultas,2009-10-01,48,48
BATALLAS,atenciones odontologicas,primeras consultas,2009-10-01,74,74
BELEN DE URMIRI,atenciones odontologicas,primeras consultas,2009-10-01,36,36
BELLA FLOR,atenciones odontologicas,primeras consultas,2009-10-01,18,18
BERMEJO,atenciones odontologicas,primeras consultas,2009-10-01,404,404
BETANZOS,atenciones odontologicas,primeras consultas,2009-10-01,112,112
BOYUIBE,atenciones odontologicas,primeras consultas,2009-10-01,41,41
BUENA VISTA,atenciones odontologicas,primeras consultas,2009-10-01,23,23
CABEZAS,atenciones odontologicas,primeras consultas,2009-10-01,280,280
CAIROMA,atenciones odontologicas,primeras consultas,2009-10-01,165,165
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2009-10-01,80,80
CAJUATA,atenciones odontologicas,primeras consultas,2009-10-01,37,37
CALACOTO,atenciones odontologicas,primeras consultas,2009-10-01,142,142
CALAMARCA,atenciones odontologicas,primeras consultas,2009-10-01,265,265
CAMARGO,atenciones odontologicas,primeras consultas,2009-10-01,152,152
CAMIRI,atenciones odontologicas,primeras consultas,2009-10-01,444,444
CAPINOTA,atenciones odontologicas,primeras consultas,2009-10-01,175,175
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2009-10-01,102,102
CARACOLLO,atenciones odontologicas,primeras consultas,2009-10-01,186,186
CARANAVI,atenciones odontologicas,primeras consultas,2009-10-01,288,288
CARAPARI,atenciones odontologicas,primeras consultas,2009-10-01,97,97
CARIPUYO,atenciones odontologicas,primeras consultas,2009-10-01,66,66
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2009-10-01,59,59
CATACORA,atenciones odontologicas,primeras consultas,2009-10-01,11,11
CHALLAPATA,atenciones odontologicas,primeras consultas,2009-10-01,199,199
CHAQUI,atenciones odontologicas,primeras consultas,2009-10-01,16,16
CHARAGUA,atenciones odontologicas,primeras consultas,2009-10-01,212,212
CHARAÑA,atenciones odontologicas,primeras consultas,2009-10-01,16,16
CHAYANTA,atenciones odontologicas,primeras consultas,2009-10-01,165,165
CHIMORE,atenciones odontologicas,primeras consultas,2009-10-01,104,104
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2009-10-01,88,88
CHUMA,atenciones odontologicas,primeras consultas,2009-10-01,309,309
CLIZA,atenciones odontologicas,primeras consultas,2009-10-01,223,223
COBIJA,atenciones odontologicas,primeras consultas,2009-10-01,558,558
COCHABAMBA,atenciones odontologicas,primeras consultas,2009-10-01,6663,6663
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2009-10-01,191,191
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2009-10-01,133,133
COLLANA,atenciones odontologicas,primeras consultas,2009-10-01,24,24
COLOMI,atenciones odontologicas,primeras consultas,2009-10-01,79,79
COLPA BELGICA,atenciones odontologicas,primeras consultas,2009-10-01,28,28
COLQUECHACA,atenciones odontologicas,primeras consultas,2009-10-01,103,103
COLQUIRI,atenciones odontologicas,primeras consultas,2009-10-01,73,73
COMANCHE,atenciones odontologicas,primeras consultas,2009-10-01,38,38
COMARAPA,atenciones odontologicas,primeras consultas,2009-10-01,138,138
CONCEPCION,atenciones odontologicas,primeras consultas,2009-10-01,22,22
COPACABANA,atenciones odontologicas,primeras consultas,2009-10-01,111,111
CORIPATA,atenciones odontologicas,primeras consultas,2009-10-01,136,136
CORO CORO,atenciones odontologicas,primeras consultas,2009-10-01,45,45
COROICO,atenciones odontologicas,primeras consultas,2009-10-01,36,36
CORQUE,atenciones odontologicas,primeras consultas,2009-10-01,56,56
COTAGAITA,atenciones odontologicas,primeras consultas,2009-10-01,161,161
COTOCA,atenciones odontologicas,primeras consultas,2009-10-01,119,119
CUATRO CAÑADAS,atenciones odontologicas,primeras consultas,2009-10-01,157,157
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,primeras consultas,2009-10-01,2,2
CUEVO,atenciones odontologicas,primeras consultas,2009-10-01,69,69
CULPINA,atenciones odontologicas,primeras consultas,2009-10-01,329,329
CURAHUARA DE CARANGAS,atenciones odontologicas,primeras consultas,2009-10-01,31,31
CURVA,atenciones odontologicas,primeras consultas,2009-10-01,5,5
EL ALTO,atenciones odontologicas,primeras consultas,2009-10-01,4445,4445
EL CHORO,atenciones odontologicas,primeras consultas,2009-10-01,149,149
EL PUENTE(TJA),atenciones odontologicas,primeras consultas,2009-10-01,97,97
EL TORNO,atenciones odontologicas,primeras consultas,2009-10-01,569,569
EL VILLAR,atenciones odontologicas,primeras consultas,2009-10-01,199,199
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-10-01,54,54
ENTRE RIOS,atenciones odontologicas,primeras consultas,2009-10-01,283,283
EUCALIPTUS,atenciones odontologicas,primeras consultas,2009-10-01,27,27
EXALTACION,atenciones odontologicas,primeras consultas,2009-10-01,5,5
FERNANDEZ ALONSO,atenciones odontologicas,primeras consultas,2009-10-01,45,45
FILADELFIA,atenciones odontologicas,primeras consultas,2009-10-01,288,288
GENERAL SAAVEDRA,atenciones odontologicas,primeras consultas,2009-10-01,158,158
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,primeras consultas,2009-10-01,222,222
GUANAY,atenciones odontologicas,primeras consultas,2009-10-01,85,85
GUAQUI,atenciones odontologicas,primeras consultas,2009-10-01,61,61
GUAYARAMERIN,atenciones odontologicas,primeras consultas,2009-10-01,374,374
GUTIERREZ,atenciones odontologicas,primeras consultas,2009-10-01,130,130
HUACARETA,atenciones odontologicas,primeras consultas,2009-10-01,278,278
HUACHACALLA,atenciones odontologicas,primeras consultas,2009-10-01,7,7
HUANUNI,atenciones odontologicas,primeras consultas,2009-10-01,147,147
HUARACAJE,atenciones odontologicas,primeras consultas,2009-10-01,2,2
HUAYLLAMARCA,atenciones odontologicas,primeras consultas,2009-10-01,183,183
ICHOCA,atenciones odontologicas,primeras consultas,2009-10-01,63,63
ICLA,atenciones odontologicas,primeras consultas,2009-10-01,166,166
INCAHUASI,atenciones odontologicas,primeras consultas,2009-10-01,239,239
INQUISIVI,atenciones odontologicas,primeras consultas,2009-10-01,63,63
IRUPANA (VILLA DE LANZA),atenciones odontologicas,primeras consultas,2009-10-01,263,263
IXIAMAS,atenciones odontologicas,primeras consultas,2009-10-01,19,19
JESUS DE MACHACA,atenciones odontologicas,primeras consultas,2009-10-01,309,309
LA ASUNTA,atenciones odontologicas,primeras consultas,2009-10-01,71,71
LA GUARDIA,atenciones odontologicas,primeras consultas,2009-10-01,265,265
LA PAZ,atenciones odontologicas,primeras consultas,2009-10-01,5844,5844
LAGUNILLAS,atenciones odontologicas,primeras consultas,2009-10-01,41,41
LAJA,atenciones odontologicas,primeras consultas,2009-10-01,53,53
LAS CARRERAS,atenciones odontologicas,primeras consultas,2009-10-01,125,125
LICOMA PAMPA,atenciones odontologicas,primeras consultas,2009-10-01,58,58
LLALLAGUA,atenciones odontologicas,primeras consultas,2009-10-01,208,208
LLICA,atenciones odontologicas,primeras consultas,2009-10-01,42,42
LORETO,atenciones odontologicas,primeras consultas,2009-10-01,4,4
LURIBAY,atenciones odontologicas,primeras consultas,2009-10-01,49,49
MACHACAMARCA,atenciones odontologicas,primeras consultas,2009-10-01,119,119
MACHARETI,atenciones odontologicas,primeras consultas,2009-10-01,146,146
MAGDALENA,atenciones odontologicas,primeras consultas,2009-10-01,24,24
MAIRANA,atenciones odontologicas,primeras consultas,2009-10-01,54,54
MAPIRI,atenciones odontologicas,primeras consultas,2009-10-01,58,58
MECAPACA,atenciones odontologicas,primeras consultas,2009-10-01,124,124
MINEROS,atenciones odontologicas,primeras consultas,2009-10-01,52,52
MIZQUE,atenciones odontologicas,primeras consultas,2009-10-01,729,729
MOCOMOCO,atenciones odontologicas,primeras consultas,2009-10-01,73,73
MOJOCOYA,atenciones odontologicas,primeras consultas,2009-10-01,438,438
MONTEAGUDO,atenciones odontologicas,primeras consultas,2009-10-01,376,376
MONTERO,atenciones odontologicas,primeras consultas,2009-10-01,1083,1083
MORO MORO,atenciones odontologicas,primeras consultas,2009-10-01,11,11
MOROCHATA,atenciones odontologicas,primeras consultas,2009-10-01,173,173
OCURI,atenciones odontologicas,primeras consultas,2009-10-01,30,30
OKINAWA,atenciones odontologicas,primeras consultas,2009-10-01,15,15
OMEREQUE,atenciones odontologicas,primeras consultas,2009-10-01,5,5
ORURO,atenciones odontologicas,primeras consultas,2009-10-01,3086,3086
PADCAYA,atenciones odontologicas,primeras consultas,2009-10-01,234,234
PADILLA,atenciones odontologicas,primeras consultas,2009-10-01,291,291
PAILON,atenciones odontologicas,primeras consultas,2009-10-01,136,136
PALCA,atenciones odontologicas,primeras consultas,2009-10-01,110,110
PALOS BLANCOS,atenciones odontologicas,primeras consultas,2009-10-01,93,93
PAMPA AULLAGAS,atenciones odontologicas,primeras consultas,2009-10-01,9,9
PAMPA GRANDE,atenciones odontologicas,primeras consultas,2009-10-01,35,35
PAPEL PAMPA,atenciones odontologicas,primeras consultas,2009-10-01,123,123
PASORAPA,atenciones odontologicas,primeras consultas,2009-10-01,29,29
PATACAMAYA,atenciones odontologicas,primeras consultas,2009-10-01,103,103
PAZÑA,atenciones odontologicas,primeras consultas,2009-10-01,209,209
PELECHUCO,atenciones odontologicas,primeras consultas,2009-10-01,21,21
POCOATA,atenciones odontologicas,primeras consultas,2009-10-01,126,126
POCONA,atenciones odontologicas,primeras consultas,2009-10-01,704,704
POJO (CBBA),atenciones odontologicas,primeras consultas,2009-10-01,80,80
POOPO,atenciones odontologicas,primeras consultas,2009-10-01,62,62
PORCO,atenciones odontologicas,primeras consultas,2009-10-01,77,77
PORONGO,atenciones odontologicas,primeras consultas,2009-10-01,18,18
PORTACHUELO,atenciones odontologicas,primeras consultas,2009-10-01,144,144
PORVENIR,atenciones odontologicas,primeras consultas,2009-10-01,218,218
POSTRER VALLE,atenciones odontologicas,primeras consultas,2009-10-01,38,38
POTOSI,atenciones odontologicas,primeras consultas,2009-10-01,2205,2205
PRESTO,atenciones odontologicas,primeras consultas,2009-10-01,132,132
PUCARA,atenciones odontologicas,primeras consultas,2009-10-01,19,19
PUCARANI,atenciones odontologicas,primeras consultas,2009-10-01,148,148
PUERTO ACOSTA,atenciones odontologicas,primeras consultas,2009-10-01,190,190
PUERTO CARABUCO,atenciones odontologicas,primeras consultas,2009-10-01,94,94
PUERTO GONZALO MORENO,atenciones odontologicas,primeras consultas,2009-10-01,113,113
PUERTO PEREZ,atenciones odontologicas,primeras consultas,2009-10-01,16,16
PUERTO QUIJARRO,atenciones odontologicas,primeras consultas,2009-10-01,68,68
PUERTO RICO,atenciones odontologicas,primeras consultas,2009-10-01,142,142
PUERTO SILES,atenciones odontologicas,primeras consultas,2009-10-01,6,6
PUERTO SUAREZ,atenciones odontologicas,primeras consultas,2009-10-01,79,79
PUERTO VILLARROEL,atenciones odontologicas,primeras consultas,2009-10-01,291,291
PUNA,atenciones odontologicas,primeras consultas,2009-10-01,343,343
PUNATA,atenciones odontologicas,primeras consultas,2009-10-01,773,773
QUILLACOLLO,atenciones odontologicas,primeras consultas,2009-10-01,663,663
QUIME,atenciones odontologicas,primeras consultas,2009-10-01,263,263
QUIRUSILLAS,atenciones odontologicas,primeras consultas,2009-10-01,9,9
RAVELO,atenciones odontologicas,primeras consultas,2009-10-01,93,93
RIBERALTA,atenciones odontologicas,primeras consultas,2009-10-01,708,708
RURRENABAQUE,atenciones odontologicas,primeras consultas,2009-10-01,103,103
SABAYA,atenciones odontologicas,primeras consultas,2009-10-01,175,175
SACABA,atenciones odontologicas,primeras consultas,2009-10-01,1101,1101
SACABAMBA,atenciones odontologicas,primeras consultas,2009-10-01,27,27
SACACA,atenciones odontologicas,primeras consultas,2009-10-01,82,82
SAIPINA,atenciones odontologicas,primeras consultas,2009-10-01,158,158
SALINAS DE GARCI MENDOZA,atenciones odontologicas,primeras consultas,2009-10-01,57,57
SAMAIPATA,atenciones odontologicas,primeras consultas,2009-10-01,46,46
SAN AGUSTIN,atenciones odontologicas,primeras consultas,2009-10-01,15,15
SAN ANDRES,atenciones odontologicas,primeras consultas,2009-10-01,71,71
SAN ANDRES DE MACHACA,atenciones odontologicas,primeras consultas,2009-10-01,108,108
SAN ANTONIO DE LOMERIO,atenciones odontologicas,primeras consultas,2009-10-01,26,26
SAN BENITO,atenciones odontologicas,primeras consultas,2009-10-01,85,85
SAN BORJA,atenciones odontologicas,primeras consultas,2009-10-01,235,235
SAN BUENA VENTURA,atenciones odontologicas,primeras consultas,2009-10-01,59,59
SAN CARLOS,atenciones odontologicas,primeras consultas,2009-10-01,29,29
SAN IGNACIO,atenciones odontologicas,primeras consultas,2009-10-01,618,618
SAN IGNACIO DE VELASCO,atenciones odontologicas,primeras consultas,2009-10-01,989,989
SAN JAVIER(STC),atenciones odontologicas,primeras consultas,2009-10-01,34,34
SAN JOAQUIN,atenciones odontologicas,primeras consultas,2009-10-01,221,221
SAN JOSE DE CHIQUITOS,atenciones odontologicas,primeras consultas,2009-10-01,245,245
SAN JUAN DE YAPACANI,atenciones odontologicas,primeras consultas,2009-10-01,526,526
SAN LORENZO(PND),atenciones odontologicas,primeras consultas,2009-10-01,52,52
SAN LORENZO(TJA),atenciones odontologicas,primeras consultas,2009-10-01,421,421
SAN LUCAS,atenciones odontologicas,primeras consultas,2009-10-01,354,354
SAN MATIAS,atenciones odontologicas,primeras consultas,2009-10-01,164,164
SAN MIGUEL DE VELASCO,atenciones odontologicas,primeras consultas,2009-10-01,110,110
SAN PEDRO,atenciones odontologicas,primeras consultas,2009-10-01,64,64
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,primeras consultas,2009-10-01,67,67
SAN PEDRO DE CURAHUARA,atenciones odontologicas,primeras consultas,2009-10-01,47,47
SAN PEDRO DE TIQUINA,atenciones odontologicas,primeras consultas,2009-10-01,54,54
SAN RAFAEL,atenciones odontologicas,primeras consultas,2009-10-01,168,168
SAN RAMON,atenciones odontologicas,primeras consultas,2009-10-01,84,84
SAN RAMON,atenciones odontologicas,primeras consultas,2009-10-01,49,49
SANTA ANA,atenciones odontologicas,primeras consultas,2009-10-01,72,72
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,primeras consultas,2009-10-01,7217,7217
SANTA ROSA,atenciones odontologicas,primeras consultas,2009-10-01,304,304
SANTA ROSA DEL SARA,atenciones odontologicas,primeras consultas,2009-10-01,415,415
SANTIAGO DE CALLAPA,atenciones odontologicas,primeras consultas,2009-10-01,129,129
SANTIAGO DE HUARI,atenciones odontologicas,primeras consultas,2009-10-01,18,18
SANTIAGO DE MACHACA,atenciones odontologicas,primeras consultas,2009-10-01,10,10
SANTUARIO DE QUILLACAS,atenciones odontologicas,primeras consultas,2009-10-01,23,23
SAPAHAQUI,atenciones odontologicas,primeras consultas,2009-10-01,161,161
SENA,atenciones odontologicas,primeras consultas,2009-10-01,157,157
SICA SICA (VILLA AROMA),atenciones odontologicas,primeras consultas,2009-10-01,89,89
SICAYA,atenciones odontologicas,primeras consultas,2009-10-01,39,39
SIPE SIPE,atenciones odontologicas,primeras consultas,2009-10-01,156,156
SOPACHUY,atenciones odontologicas,primeras consultas,2009-10-01,72,72
SORACACHI,atenciones odontologicas,primeras consultas,2009-10-01,80,80
SORATA,atenciones odontologicas,primeras consultas,2009-10-01,182,182
SUCRE,atenciones odontologicas,primeras consultas,2009-10-01,1945,1945
TACACOMA,atenciones odontologicas,primeras consultas,2009-10-01,81,81
TAHUA,atenciones odontologicas,primeras consultas,2009-10-01,11,11
TAPACARI,atenciones odontologicas,primeras consultas,2009-10-01,163,163
TARABUCO,atenciones odontologicas,primeras consultas,2009-10-01,676,676
TARACO,atenciones odontologicas,primeras consultas,2009-10-01,79,79
TARATA,atenciones odontologicas,primeras consultas,2009-10-01,32,32
TARIJA,atenciones odontologicas,primeras consultas,2009-10-01,1497,1497
TARVITA,atenciones odontologicas,primeras consultas,2009-10-01,62,62
TEOPONTE,atenciones odontologicas,primeras consultas,2009-10-01,199,199
TIAWANACU,atenciones odontologicas,primeras consultas,2009-10-01,180,180
TINGUIPAYA,atenciones odontologicas,primeras consultas,2009-10-01,265,265
TIPUANI,atenciones odontologicas,primeras consultas,2009-10-01,44,44
TIQUIPAYA,atenciones odontologicas,primeras consultas,2009-10-01,314,314
TIRAQUE (CBBA),atenciones odontologicas,primeras consultas,2009-10-01,81,81
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,primeras consultas,2009-10-01,9,9
TOCO,atenciones odontologicas,primeras consultas,2009-10-01,14,14
TOLATA,atenciones odontologicas,primeras consultas,2009-10-01,73,73
TOLEDO,atenciones odontologicas,primeras consultas,2009-10-01,116,116
TOMAVE,atenciones odontologicas,primeras consultas,2009-10-01,118,118
TOMINA,atenciones odontologicas,primeras consultas,2009-10-01,239,239
TORO TORO,atenciones odontologicas,primeras consultas,2009-10-01,122,122
TOTORA(CBBA),atenciones odontologicas,primeras consultas,2009-10-01,83,83
TOTORA(ORR),atenciones odontologicas,primeras consultas,2009-10-01,25,25
TRIGAL,atenciones odontologicas,primeras consultas,2009-10-01,31,31
TRINIDAD,atenciones odontologicas,primeras consultas,2009-10-01,845,845
TUPIZA,atenciones odontologicas,primeras consultas,2009-10-01,295,295
TURCO,atenciones odontologicas,primeras consultas,2009-10-01,21,21
UMALA,atenciones odontologicas,primeras consultas,2009-10-01,14,14
UNCIA,atenciones odontologicas,primeras consultas,2009-10-01,141,141
URIONDO (A. CONCEPCION),atenciones odontologicas,primeras consultas,2009-10-01,215,215
URUBICHA,atenciones odontologicas,primeras consultas,2009-10-01,76,76
UYUNI,atenciones odontologicas,primeras consultas,2009-10-01,275,275
VACAS,atenciones odontologicas,primeras consultas,2009-10-01,119,119
VALLEGRANDE,atenciones odontologicas,primeras consultas,2009-10-01,213,213
VIACHA,atenciones odontologicas,primeras consultas,2009-10-01,276,276
VILA VILA,atenciones odontologicas,primeras consultas,2009-10-01,48,48
VILLA MONTES,atenciones odontologicas,primeras consultas,2009-10-01,375,375
VILLA RIVERO,atenciones odontologicas,primeras consultas,2009-10-01,21,21
VILLA SERRANO,atenciones odontologicas,primeras consultas,2009-10-01,191,191
VILLA TUNARI,atenciones odontologicas,primeras consultas,2009-10-01,867,867
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,primeras consultas,2009-10-01,68,68
VILLAZON,atenciones odontologicas,primeras consultas,2009-10-01,460,460
VINTO,atenciones odontologicas,primeras consultas,2009-10-01,78,78
VITICHI,atenciones odontologicas,primeras consultas,2009-10-01,1,1
WALDO BALLIVIAN,atenciones odontologicas,primeras consultas,2009-10-01,18,18
WARNES,atenciones odontologicas,primeras consultas,2009-10-01,307,307
YACO,atenciones odontologicas,primeras consultas,2009-10-01,63,63
YACUIBA,atenciones odontologicas,primeras consultas,2009-10-01,831,831
YAMPARAEZ,atenciones odontologicas,primeras consultas,2009-10-01,759,759
YANACACHI,atenciones odontologicas,primeras consultas,2009-10-01,41,41
YAPACANI,atenciones odontologicas,primeras consultas,2009-10-01,281,281
YOCALLA,atenciones odontologicas,primeras consultas,2009-10-01,35,35
YOTALA,atenciones odontologicas,primeras consultas,2009-10-01,104,104
YUNCHARA,atenciones odontologicas,primeras consultas,2009-10-01,28,28
ZUDAÑEZ,atenciones odontologicas,primeras consultas,2009-10-01,118,118
ACACIO,atenciones odontologicas,primeras consultas,2009-11-01,71,71
ACHACACHI,atenciones odontologicas,primeras consultas,2009-11-01,472,472
ACHOCALLA,atenciones odontologicas,primeras consultas,2009-11-01,103,103
AIQUILE,atenciones odontologicas,primeras consultas,2009-11-01,66,66
ALALAY,atenciones odontologicas,primeras consultas,2009-11-01,107,107
ALCALA,atenciones odontologicas,primeras consultas,2009-11-01,13,13
ANCORAIMES,atenciones odontologicas,primeras consultas,2009-11-01,138,138
ANDAMARCA,atenciones odontologicas,primeras consultas,2009-11-01,28,28
ANTEQUERA,atenciones odontologicas,primeras consultas,2009-11-01,1,1
ANZALDO,atenciones odontologicas,primeras consultas,2009-11-01,31,31
APOLO,atenciones odontologicas,primeras consultas,2009-11-01,96,96
ARAMPAMPA,atenciones odontologicas,primeras consultas,2009-11-01,7,7
ARANI,atenciones odontologicas,primeras consultas,2009-11-01,234,234
ARBIETO,atenciones odontologicas,primeras consultas,2009-11-01,18,18
ARQUE,atenciones odontologicas,primeras consultas,2009-11-01,69,69
ASCENCION DE GUARAYOS,atenciones odontologicas,primeras consultas,2009-11-01,100,100
ATOCHA,atenciones odontologicas,primeras consultas,2009-11-01,84,84
AUCAPATA,atenciones odontologicas,primeras consultas,2009-11-01,93,93
AYATA,atenciones odontologicas,primeras consultas,2009-11-01,435,435
AYO AYO,atenciones odontologicas,primeras consultas,2009-11-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,primeras consultas,2009-11-01,319,319
AZURDUY,atenciones odontologicas,primeras consultas,2009-11-01,64,64
BATALLAS,atenciones odontologicas,primeras consultas,2009-11-01,72,72
BELEN DE URMIRI,atenciones odontologicas,primeras consultas,2009-11-01,17,17
BELLA FLOR,atenciones odontologicas,primeras consultas,2009-11-01,22,22
BERMEJO,atenciones odontologicas,primeras consultas,2009-11-01,752,752
BETANZOS,atenciones odontologicas,primeras consultas,2009-11-01,71,71
BOLIVAR,atenciones odontologicas,primeras consultas,2009-11-01,41,41
BOYUIBE,atenciones odontologicas,primeras consultas,2009-11-01,36,36
BUENA VISTA,atenciones odontologicas,primeras consultas,2009-11-01,27,27
CABEZAS,atenciones odontologicas,primeras consultas,2009-11-01,332,332
CAIROMA,atenciones odontologicas,primeras consultas,2009-11-01,118,118
"CAIZA ""D""",atenciones odontologicas,primeras consultas,2009-11-01,88,88
CAJUATA,atenciones odontologicas,primeras consultas,2009-11-01,30,30
CALACOTO,atenciones odontologicas,primeras consultas,2009-11-01,208,208
CALAMARCA,atenciones odontologicas,primeras consultas,2009-11-01,339,339
CAMARGO,atenciones odontologicas,primeras consultas,2009-11-01,285,285
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,primeras consultas,2009-11-01,87,87
CAMIRI,atenciones odontologicas,primeras consultas,2009-11-01,498,498
CAPINOTA,atenciones odontologicas,primeras consultas,2009-11-01,231,231
CAQUIAVIRI,atenciones odontologicas,primeras consultas,2009-11-01,53,53
CARACOLLO,atenciones odontologicas,primeras consultas,2009-11-01,154,154
CARANAVI,atenciones odontologicas,primeras consultas,2009-11-01,644,644
CARAPARI,atenciones odontologicas,primeras consultas,2009-11-01,156,156
CARIPUYO,atenciones odontologicas,primeras consultas,2009-11-01,76,76
CARMEN RIVERO TORREZ,atenciones odontologicas,primeras consultas,2009-11-01,34,34
CATACORA,atenciones odontologicas,primeras consultas,2009-11-01,9,9
CHALLAPATA,atenciones odontologicas,primeras consultas,2009-11-01,76,76
CHAQUI,atenciones odontologicas,primeras consultas,2009-11-01,8,8
CHARAGUA,atenciones odontologicas,primeras consultas,2009-11-01,259,259
CHARAÑA,atenciones odontologicas,primeras consultas,2009-11-01,17,17
CHAYANTA,atenciones odontologicas,primeras consultas,2009-11-01,244,244
CHIMORE,atenciones odontologicas,primeras consultas,2009-11-01,26,26
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,primeras consultas,2009-11-01,78,78
CHUMA,atenciones odontologicas,primeras consultas,2009-11-01,460,460
CLIZA,atenciones odontologicas,primeras consultas,2009-11-01,93,93
COBIJA,atenciones odontologicas,primeras consultas,2009-11-01,603,603
COCHABAMBA,atenciones odontologicas,primeras consultas,2009-11-01,7047,7047
COLCAPIRHUA,atenciones odontologicas,primeras consultas,2009-11-01,168,168
"COLCHA ""K""",atenciones odontologicas,primeras consultas,2009-11-01,62,62
COLLANA,atenciones odontologicas,primeras consultas,2009-11-01,27,27
COLOMI,atenciones odontologicas,primeras consultas,2009-11-01,87,87
COLPA BELGICA,atenciones odontologicas,primeras consultas,2009-11-01,423,423
COLQUECHACA,atenciones odontologicas,primeras consultas,2009-11-01,65,65
COLQUIRI,atenciones odontologicas,primeras consultas,2009-11-01,70,70
COMANCHE,atenciones odontologicas,primeras consultas,2009-11-01,52,52
