municipality,group,variable,month,l 3.13 Nº de actividades de educación en Salud Oral,TOTAL
CORO CORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
CORQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,19,19
COTAGAITA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,13,13
CUATRO CAÑADAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,18,18
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,20,20
CUEVO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
CULPINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,16,16
CURVA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
DESAGUADERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
EL ALTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,93,93
EL PUENTE(STC),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,18,18
EL PUENTE(TJA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,76,76
EL TORNO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,11,11
EL VILLAR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
ENTRE RIOS TRJ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,66,66
ENTRE RIOS CBBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,30,30
EUCALIPTUS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
FILADELFIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
GENERAL SAAVEDRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
GUANAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
GUAQUI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
GUAYARAMERIN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
GUTIERREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,96,96
HUACARETA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,20,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
HUACHACALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
HUANUNI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
HUARINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
HUAYLLAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,21,21
HUMANATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
ICHOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
ICLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,50,50
INCAHUASI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
INGAVI (HUMAITA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
INQUISIVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,16,16
JESUS DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
LA ASUNTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
LA GUARDIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
LA PAZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,250,250
LAGUNILLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
LAJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
LAS CARRERAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
LICOMA PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,25,25
LLALLAGUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
LLICA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
LURIBAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,11,11
MACHACAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
MACHARETI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
MAGDALENA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
MAIRANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,60,60
MECAPACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
MINEROS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
MIZQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,11,11
MOCOMOCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
MOJOCOYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
MONTEAGUDO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,92,92
MONTERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
MORO MORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,46,46
MOROCHATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,39,39
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
OCURI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
OKINAWA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
ORURO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,70,70
PADCAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,11,11
PADILLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,37,37
PAILON,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
PALCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,6,6
PALOS BLANCOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
PAMPA AULLAGAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
PAMPA GRANDE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,6,6
PAPEL PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
PASORAPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
PATACAMAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
PAZÑA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
PELECHUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
POCOATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,26,26
POCONA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,16,16
POJO (CBBA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
POOPO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,7,7
PORCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,12,12
POROMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
PORONGO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
PORTACHUELO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,6,6
PORVENIR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,20,20
POSTRER VALLE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
POTOSI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,160,160
PRESTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
PUCARA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
PUCARANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
PUERTO ACOSTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
PUERTO GONZALO MORENO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,16,16
PUERTO QUIJARRO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
PUERTO RICO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,18,18
PUERTO SUAREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,58,58
PUERTO VILLARROEL,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
PUNA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
PUNATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,43,43
QUIABAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
QUILLACOLLO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,74,74
QUIME,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,8,8
QUIRUSILLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
RAVELO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
RIBERALTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
ROBORE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,42,42
SABAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,6,6
SACABA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,62,62
SACABAMBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
SACACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
SAIPINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,29,29
SAMAIPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
SAN ANDRES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,40,40
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
SAN BENITO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,24,24
SAN BORJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
SAN CARLOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
SAN IGNACIO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,80,80
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,124,124
SAN JAVIER(BNI),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
SAN JAVIER(STC),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,64,64
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,100,100
SAN JULIAN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
SAN LORENZO(PND),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
SAN LORENZO(TJA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,102,102
SAN LUCAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
SAN MATIAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,19,19
SAN PEDRO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,35,35
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,6,6
SAN RAFAEL,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
SAN RAMON BENI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
SAN RAMON SCZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
SANTA ANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,44,44
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,864,864
SANTA ROSA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
SANTA ROSA DEL SARA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
SANTIAGO DE HUARI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,26,26
SANTIAGO DE HUATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
SANTIAGO DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
SANTIVAÑES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,30,30
SAPAHAQUI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
SENA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,14,14
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,18,18
SICAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
SIPE SIPE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,18,18
SOPACHUY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,13,13
SORACACHI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
SUCRE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,855,855
TACACHI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
TACOPAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,20,20
TAHUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
TAPACARI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,36,36
TARABUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,37,37
TARACO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,13,13
TARATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
TARIJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,376,376
TARVITA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,29,29
TEOPONTE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
TIAWANACU,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
TINGUIPAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,22,22
TIPUANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
TIQUIPAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,116,116
TIRAQUE (CBBA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,9,9
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
TOCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,15,15
TOLATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
TOLEDO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
TOMAVE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,15,15
TOMINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,13,13
TORO TORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,12,12
TOTORA(CBBA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
TOTORA(ORR),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,6,6
TRIGAL,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,15,15
TRINIDAD,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,59,59
TUPIZA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,35,35
TURCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,7,7
UMALA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
UNCIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,32,32
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,41,41
UYUNI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,61,61
VACAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,5,5
VALLEGRANDE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,208,208
VIACHA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,16,16
VILA VILA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,4,4
VILLA CHARCAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
VILLA MONTES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,36,36
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
VILLA RIVERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,1,1
VILLA SERRANO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,21,21
VILLA TUNARI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,13,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
VILLAZON,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
VINTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,7,7
VITICHI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,17,17
WALDO BALLIVIAN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,2,2
WARNES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,11,11
YACUIBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,36,36
YAMPARAEZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,21,21
YANACACHI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,10,10
YAPACANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,16,16
YOCALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,3,3
YUNCHARA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,61,61
ZUDAÑEZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-11-01,7,7
ACHACACHI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,19,19
AIQUILE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,17,17
ALCALA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,11,11
ALTO BENI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
ANCORAIMES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
ANDAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
ANTEQUERA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
ANZALDO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
APOLO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
ARBIETO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
ARQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
ASCENCION DE GUARAYOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,18,18
AUCAPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
AYATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
AYO AYO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,9,9
AZURDUY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,6,6
BELEN DE ANDAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
BELEN DE URMIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
BELLA FLOR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
BERMEJO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,29,29
BETANZOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
BOLIVAR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,8,8
BOLPEBRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
BOYUIBE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CABEZAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,47,47
CAIROMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
"CAIZA ""D""",atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CAJUATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CALACOTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CALAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CAMARGO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,7,7
CAMIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,28,28
CAPINOTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,5,5
CAQUIAVIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
CARACOLLO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CARANAVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,2,2
CARAPARI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,9,9
CARIPUYO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CATACORA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CHALLAPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,11,11
CHAQUI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
CHARAGUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,3,3
CHIMORE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,4,4
CHIPAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-12-01,1,1
