municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
SANTA ROSA DEL SARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,5,5
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,6,6
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,9,9
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,7,7
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,10,10
TACACOMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,10,10
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,7,7
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,34,34
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,15,15
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,5,5
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,6,6
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,14,14
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,22,22
TIPUANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,12,12
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,8,8
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,10,10
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,9,9
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,6,6
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,5,5
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,14,14
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,9,9
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,15,15
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,5,5
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,4,4
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,7,7
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,7,7
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,4,4
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,6,6
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-10-01,3,3
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,21,21
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ALCALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,16,16
ANTEQUERA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,14,14
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
ARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,15,15
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ATOCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
AYO AYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,11,11
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
BAURES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
BELLA FLOR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,15,15
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,14,14
BOLPEBRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,14,14
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,12,12
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,10,10
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,22,22
CLIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,15,15
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,28,28
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,27,27
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
COMARAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,12,12
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,17,17
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,10,10
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,11,11
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,12,12
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
MAPIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,23,23
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,28,28
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
PORONGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PORTACHUELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
POSTRER VALLE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,20,20
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
SAMAIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,31,31
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,13,13
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,10,10
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
TACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,10,10
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,14,14
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,33,33
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
TARACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,20,20
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,12,12
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,14,14
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,6,6
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,7,7
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,3,3
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,9,9
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,5,5
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-11-01,1,1
