,group,variable,month,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS < A 6 MESES,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS < A 6 MESES,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 60 A MAS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 60 A MAS,TOTALES,TOTALES,TOTALES
WARNES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-07-01,0,0,0,0,0,0,0,0,6,4,9,6,13,2,23,2,8,2,9,6,68,22,90
AIQUILE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,3,2,0,0,0,1,0,0,0,1,2,6,2,4,1,2,4,4,12,20,32
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,8,1,0,0,1,2,15,17
ATOCHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,2,0,1,0,0,0,0,0,0,3,11,0,1,1,0,0,0,4,15,19
AZURDUY,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,1,0,0,0,0,0,0,0,0,1,1,0,12,1,0,0,1,2,4,4,19,23
CAMIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,7,2,8,11,9,16,30,46
CARACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
CARANAVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,6,4,0,4,1,2,1,2,2,2,0,1,3,103,1,15,3,13,11,18,28,164,192
CARAPARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,6,7
CATACORA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,2,0,2,0,14,14
CHALLAPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,1,0,0,2,0,0,0,2,11,1,18,3,101,3,14,5,7,14,16,30,168,198
CHULUMANI (V. DE LA LIBERTAD),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,2,2,2,1,2,0,0,0,0,1,1,6,1,56,1,9,3,5,2,4,14,84,98
COBIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,3,3,12,4,3,3,5,9,11,21,34,55
COCHABAMBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,2,0,2,3,3,1,2,7,8,8,3,2,3,3,4,4,27,28,55
COLOMI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
COLQUIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,1,2,3,8,7,8,9,20,5,3,0,0,0,2,0,0,3,3,0,0,28,46,74
COMARAPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,9,0,104,8,30,4,26,8,2,21,171,192
CORQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,4,0,0,4,6,6,15,21
CULPINA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,1,1,4,6,10
EL ALTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,3,0,5,4,13,3,1,1,1,7,1,27,3,11,0,4,6,8,33,65,98
EL TORNO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,1,1,0,0,3,8,13,3,5,9,11,14,15,36,48,84
ESCOMA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,1,0,1,1,0,1,0,0,10,2,60,1,7,7,5,2,10,14,94,108
HUANUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,1,2,0,3,5,8,2,1,0,2,0,6,4,36,2,5,3,3,7,18,24,84,108
ICHOCA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,5,0,11,0,41,41
INQUISIVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,2,0,1,0,1,0,0,0,7,0,2,0,0,3,2,3,15,18
LA GUARDIA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,3,0,0,0,0,0,0,2,21,1,9,5,10,5,4,13,47,60
LA PAZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,6,9,1,1,2,4,6,3,4,4,6,14,5,147,8,26,6,14,24,24,68,246,314
LAGUNILLAS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,3,0,0,0,0,2,0,0,0,0,5,0,13,0,3,1,3,0,5,3,32,35
LLALLAGUA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,2,1,2,0,4,2,3,0,0,0,2,17,2,44,1,7,5,2,3,17,24,90,114
MIZQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,2,1,12,13
MOJINETE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,5,3,7,10
MONTEAGUDO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,2,0,0,1,6,9,12,1,7,4,10,14,21,30,58,88
NAZACARA DE PACAJES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ORURO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,2,0,1,3,7,21,2,14,4,12,19,37,35,87,122
PADILLA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,2,1,0,0,4,1,0,0,2,0,1,0,7,0,1,11,2,8,19,21,40
POTOSI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,1,1,1,0,2,1,4,4,4,3,4,3,5,36,1,11,2,14,12,28,36,101,137
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,1,1,1,0,0,0,0,1,0,5,1,0,1,2,1,1,5,10,15
PUERTO SUAREZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,1,3,2,1,1,0,0,0,1,0,1,0,1,1,1,2,3,7,11,18
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,5,1,15,0,0,0,0,1,0,2,21,23
PUNA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,3,1,1,0,0,1,3,0,1,1,0,1,3,5,11,16
QUILLACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,2,2,19,10,6,48,4,13,4,10,11,33,46,116,162
QUIME,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,16,0,12,1,5,0,0,0,0,3,34,37
ROBORE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,1,0,17,17
SACABA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,3,6
SAMAIPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,7,3,12,9,21
SAN BORJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,2,0,2,1,4,4,16,3,6,0,4,11,5,20,39,59
SAN CARLOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,5,0,0,0,0,0,21,21
SAN JAVIER(BNI),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
SAN JULIAN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,1,3,6,1,9,0,4,5,9,9,30,39
SAN LORENZO(PND),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,6,7
SAN LUCAS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,3,2,4,7,11
SIPE SIPE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,4,6,10
SUCRE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,1,0,0,0,2,1,0,2,3,2,4,28,29,5,6,15,14,40,31,93,90,183
TARABUCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,8,3,7,6,10,12,29,41
TARIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,1,0,0,2,1,0,6,2,0,3,2,24,2,7,2,9,5,7,19,54,73
TIQUIPAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,0,2,2,3,1,2,2,2,1,10,7,17
TRINIDAD,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,1,3,2,1,2,0,0,0,0,0,2,0,29,0,4,0,0,4,40,44
UYUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,1,1,1,1,1,0,2,6,0,25,1,9,2,3,10,21,18,66,84
VALLEGRANDE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,2,0,5,1,0,0,1,3,2,5,10,15
VILLA MONTES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,4,6,1,2,11,15,26
VILLA TUNARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,1,0,0,0,0,1,0,2,10,2,1,4,8,18,15,27,35,62
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,0,4,2,6,8,14
VILLAZON,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,1,9,0,0,0,2,2,40,1,11,0,2,1,2,5,66,71
VINTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,1,0,0,0,1,0,0,0,2,13,1,3,0,2,2,7,7,25,32
YANACACHI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,5,8,11,2,17,20,37
YOTALA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,7,7
AIQUILE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,1,0,0,0,0,0,0,0,1,0,1,2,6,1,2,2,4,5,0,10,15,25
ANCORAIMES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,6,29,1,3,1,1,2,1,10,35,45
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0,0,0,1,7,8
ATOCHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,2,2,0,0,1,0,0,0,1,2,1,6,1,3,0,2,2,2,8,17,25
BERMEJO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,5,4,0,0,1,1,0,1,2,20,3,6,3,8,2,11,16,51,67
CAMIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,1,1,1,2,4,25,1,4,1,11,10,15,18,58,76
CARACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,3,1,3,6,8,3,2,6,4,5,5,18,8,12,19,21,14,21,66,93,159
CARANAVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,1,0,5,2,0,2,0,0,0,0,2,3,0,15,0,2,0,5,2,7,10,36,46
CARAPARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,1,1,1,3,3,1,0,0,3,0,11,6,49,2,4,4,6,14,17,31,95,126
CHULUMANI (V. DE LA LIBERTAD),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,2,0,0,0,0,0,1,1,0,0,0,16,2,62,2,14,0,7,6,6,13,106,119
CLIZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,2,1,17,0,6,1,0,8,6,10,32,42
COBIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,1,0,0,0,1,1,0,0,1,3,27,2,40,27,7,9,9,12,18,9,104,63,167
COCHABAMBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,1,0,2,2,0,5,2,1,1,2,5,19,3,4,2,1,5,8,21,42,63
COLOMI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
COLQUIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,4,1,0,0,0,0,0,0,0,0,0,0,0,20,1,6,0,2,0,0,5,29,34
COMARAPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,1,3,1,0,0,2,0,12,1,79,0,33,0,18,3,12,6,159,165
CORQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,1,1,4,2,13,15
CULPINA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,2,0,2,2,0,0,0,0,0,0,0,4,0,0,1,0,3,0,8,6,14
ENTRE RIOS TRJ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ESCOMA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,1,0,0,0,0,2,2,1,0,1,0,13,1,52,2,7,1,5,7,9,14,90,104
HUANUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,2,2,0,1,1,1,3,2,0,0,2,4,6,22,2,7,4,6,14,17,34,62,96
ICHOCA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,15,15
INQUISIVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,0,1,2,2,2,6,8,14
LA GUARDIA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,8,1,44,2,27,12,21,6,7,21,107,128
LA PAZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,4,6,3,3,4,7,9,2,3,1,3,6,7,74,5,14,2,5,21,24,61,142,203
LICOMA PAMPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,1,0,11,1,3,0,2,2,2,4,19,23
LLALLAGUA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,1,3,1,1,1,2,0,1,2,2,1,19,4,36,3,9,0,6,2,11,15,90,105
MACHACAMARCA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MECAPACA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,2,0,2,20,22
MOJINETE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,4,2,8,10
MOJOCOYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,2,3,1,2,4,11,0,5,3,1,13,10,23,32,55
MONTEAGUDO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,10,1,13,1,7,1,6,19,8,24,44,68
ORURO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,2,1,0,0,1,11,19,2,13,7,12,21,34,42,81,123
PADILLA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,1,2,0,0,4,0,0,0,2,0,6,2,5,2,3,4,14,11,4,8,39,29,68
PATACAMAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,3,1,0,0,1,0,1,1,0,0,2,0,28,1,7,0,5,13,10,16,57,73
PORCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,5,0,10,0,1,0,2,0,1,1,19,20
POROMA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POTOSI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,2,0,1,0,1,3,3,0,5,3,2,3,2,21,2,12,2,10,9,28,29,80,109
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,2,1,8,9
PUERTO RICO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,4,1,0,1,19,20
PUERTO SUAREZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,1,1,0,1,0,2,1,0,0,1,0,1,1,1,1,0,1,1,5,8,13
QUILLACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,1,4,8,8,47,3,11,6,11,17,13,38,91,129
RURRENABAQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,2,2,17,0,6,1,2,3,3,7,30,37
SACABA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,5,0,34,1,19,0,11,1,3,3,72,75
SAMAIPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,1,2,2,5,9,14
SAN BORJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,1,3,1,0,2,0,1,6,7,17,3,4,2,3,5,5,22,38,60
SAN JOSE DE CHIQUITOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,2,0,6,0,6,0,28,28
SAN JULIAN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,1,3,1,3,1,2,0,1,1,8,5,14,4,7,5,10,18,48,66
SAN LORENZO(PND),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1,0,3,4,6,10
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,2,0,1,1,5,1,5,1,3,6,0,3,3,11,4,10,1,3,8,7,32,43,75
SUCRE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,3,2,0,0,0,1,1,0,3,3,1,20,26,114,11,38,10,31,38,47,93,256,349
TARABUCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,1,0,1,12,5,13,4,3,0,3,7,10,18,41,59
TARIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,1,2,0,2,1,1,1,0,7,4,34,2,8,5,5,4,6,20,63,83
TARVITA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,5
TIQUIPAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,1,0,4,0,7,3,3,6,7,3,4,2,26,14,40
TRINIDAD,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,4,1,3,5,1,3,0,4,0,32,0,10,0,5,0,2,8,62,70
UYUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,2,0,1,1,0,0,0,1,2,3,5,38,2,11,0,9,12,5,24,68,92
VALLEGRANDE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,3,2,1,2,12,13,25
VIACHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,2,1,0,1,2,0,0,0,1,15,4,69,2,9,0,10,9,11,20,116,136
VILLA MONTES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,4,6,2,3,10,14,24
VILLA TUNARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,2,7,7,0,3,7,0,10,18,24,31,55
VINTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,1,0,4,0,0,2,3,2,6,9,4,2,3,2,4,6,25,23,48
YACUIBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YUNCHARA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,5,5
AIQUILE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,3,3,2,1,4,8,8,4,3,2,0,1,6,4,2,3,1,2,6,7,35,35,70
ANCORAIMES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,1,2,1,4,4,6,14,20
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,2,0,0,0,20,20
ATOCHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,3,1,1,0,0,0,0,0,1,0,0,1,15,0,1,0,3,3,1,6,25,31
AUCAPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,2,1,4,0,2,0,0,0,0,2,8,10
AYATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,1,0,0,0,0,2,1,2,3,0,3,0,1,1,1,5,10,15
BERMEJO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,4,0,30,8,20,10,12,9,2,28,68,96
CALAMARCA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3
CAMARGO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,20,1,0,3,3,0,7,5,19,11,49,60
CAMIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,0,0,0,2,0,0,1,0,2,1,2,1,23,5,7,3,8,3,6,16,49,65
CARACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,1,0,0,2,0,3,3,1,0,7,1,43,0,9,2,7,13,21,20,93,113
CARANAVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,4,1,2,5,0,4,0,0,2,3,1,13,2,80,2,10,1,11,12,7,26,134,160
