,group,variable,month,NRO DE TELECONSULTAS S < A 6 MESES,NRO DE TELECONSULTAS S < A 6 MESES,NRO DE TELECONSULTAS S 6 MESES < 1 AÑO,NRO DE TELECONSULTAS S 6 MESES < 1 AÑO,NRO DE TELECONSULTAS S 1 A 4 AÑOS,NRO DE TELECONSULTAS S 1 A 4 AÑOS,NRO DE TELECONSULTAS S 5 A 9 AÑOS,NRO DE TELECONSULTAS S 5 A 9 AÑOS,NRO DE TELECONSULTAS S 10 A 14 AÑOS,NRO DE TELECONSULTAS S 10 A 14 AÑOS,NRO DE TELECONSULTAS S 15 A 19 AÑOS,NRO DE TELECONSULTAS S 15 A 19 AÑOS,NRO DE TELECONSULTAS S 20 A 39 AÑOS,NRO DE TELECONSULTAS S 20 A 39 AÑOS,NRO DE TELECONSULTAS S 40 A 49 AÑOS,NRO DE TELECONSULTAS S 40 A 49 AÑOS,NRO DE TELECONSULTAS S 50 A 59 AÑOS,NRO DE TELECONSULTAS S 50 A 59 AÑOS,NRO DE TELECONSULTAS S 60 A MAS,NRO DE TELECONSULTAS S 60 A MAS,TOTALES,TOTALES,TOTALES
TARIJA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,7,7,7,19,26
TARVITA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,15,28,27,0,0,0,0,0,0,28,42,70
TOCO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,3,4,7
TOLATA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,9,7,1,1,0,1,0,0,10,11,21
TUPIZA,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,7
VILLA CHARCAS,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,1,3,3,5,10,15
VILLA SERRANO,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,3,0,10,7,17
WARNES,telesalud,nro de teleconsultas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
ALCALA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,6,3,9
ANCORAIMES,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,2,5,5,10
ASCENCION DE GUARAYOS,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
AYO AYO,telesalud,nro de teleconsultas s,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,4,1,4,9,13
BATALLAS,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,6,1,1,0,0,0,3,0,0,3,0,1,0,0,0,0,10,5,15
BELEN DE ANDAMARCA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,0,8,4,12,10,22
BELEN DE URMIRI,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,2,0,2,0,0,0,12,12
"CAIZA ""D""",telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,5,2,5,11,16
CAMARGO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"COLCHA ""K""",telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,1,0,1,7,8
COLLANA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,3,5
CORO CORO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,1,2,1,7,7,14
CORQUE,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,4
CRUZ DE MACHACAMARCA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
CULPINA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,27,4,27,30,57
EL CHORO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ESCOMA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,24
HUACARETA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,8,0,37,0,0,0,0,0,0,0,45,45
HUACHACALLA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,3,5,8
HUATAJATA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICLA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,6,3,15,6,28,34
INCAHUASI,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,24,11,35
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,5,1,2,3,10,13
JESUS DE MACHACA,telesalud,nro de teleconsultas s,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LAS CARRERAS,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,12,16,12,28
LLICA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
MACHACAMARCA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,3,4,6,10
MACHARETI,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,1,0,7,2,0,1,0,1,0,5,9,14
MOCOMOCO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,1,6,2,8
MOJINETE,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
OCURI,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,8,4,0,0,0,8,16,24
OMEREQUE,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PAILON,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,1,4
PALCA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
POCOATA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6
POOPO,telesalud,nro de teleconsultas s,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,1,8,0,6,1,1,1,3,3,22,25
PUERTO CARABUCO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,4
QUIABAYA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
QUILLACOLLO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,2,0,0,0,1,1,14,15
RAVELO,telesalud,nro de teleconsultas s,2024-10-01,0,0,3,0,0,0,0,0,0,0,3,3,7,16,6,5,0,0,0,0,19,24,43
ROBORE,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
SAMAIPATA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3
SAN AGUSTIN,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,11,0,5,7,17,19,36
SAN ANDRES DE MACHACA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,4,6
SAN BUENA VENTURA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,3,0,0,0,0,0,15,15
SAN LUCAS,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,3,7
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SENA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,3,3,6
SOPACHUY,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,2,1,7,8
SUCRE,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,12
TARATA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,4,2,6
TARIJA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,8,0,24,24
TARVITA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,36,36
TOLATA,telesalud,nro de teleconsultas s,2024-10-01,0,5,1,0,0,0,0,3,4,0,0,0,1,12,5,3,1,0,0,0,12,23,35
TUPIZA,telesalud,nro de teleconsultas s,2024-10-01,2,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,1,2,1,5,12,17
UNCIA,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,1,0,0,4,4,8
VILLA CHARCAS,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,3,5,5,11,16
VILLA SERRANO,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,0,5,2,7
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,4,0,12,4,16
YAMPARAEZ,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
YANACACHI,telesalud,nro de teleconsultas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,1,4
ALCALA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,4,0,0,8,8,16
ANCORAIMES,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,2,4
ATOCHA,telesalud,nro de teleconsultas s,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3,4,7
AYO AYO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,3,4,7
BATALLAS,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,4
BELEN DE ANDAMARCA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,6,2,10,6,16
BELEN DE URMIRI,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,2,0,2,0,0,0,12,12
CABEZAS,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"CAIZA ""D""",telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,1,1,1,13,14
CALAMARCA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARAPARI,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHACARILLA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,3
CHIPAYA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,5,8
"COLCHA ""K""",telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,5,0,1,2,12,14
COLLANA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
COLQUECHACA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUIRI,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CORQUE,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
CRUZ DE MACHACAMARCA,telesalud,nro de teleconsultas s,2024-11-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4
CULPINA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,26,3,29,29,58
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,24
HUACARETA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,2,0,2,0,3,0,2,3,0,0,0,0,0,3,9,12
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,17,17
HUACHACALLA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,5,0,1,2,1,3,19,22
ICLA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,7,7
LAGUNILLAS,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,3,3,6
LLICA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,1,0,1,9,10
MACHACAMARCA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,7
MACHARETI,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOCOMOCO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
MOJINETE,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,4
OCURI,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,4,0,0,0,5,0,24,24
OKINAWA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
OMEREQUE,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
PAILON,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,7,7,14
POCOATA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,13,13
POOPO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,3,1,4,6,10
POROMA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3,4
PUERTO CARABUCO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
PUERTO VILLARROEL,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
PUNA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4
QUIABAYA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,3,4
RAVELO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,3,3,4,2,14,2,0,0,0,0,0,7,21,28
SACABA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SACACA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,0,1,0,3,3,11,14
SAMAIPATA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,3
SAN AGUSTIN,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,5,1,0,7,4,0,8,2,2,4,19,14,33
SAN ANDRES DE MACHACA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,2,3,3,5,12,17
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
SAN BENITO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,5,15,10,2,0,0,0,0,15,17,32
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas s,2024-11-01,0,6,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,9,0,12,12,24
SAN PEDRO DE CURAHUARA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUATA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SOPACHUY,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,9,0,19,19
SUCRE,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,3,4
TACACOMA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
TARIJA,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,3,4,7
TOCO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,0,5,5,8,11,19
TOLATA,telesalud,nro de teleconsultas s,2024-11-01,0,3,1,1,1,2,9,6,2,1,0,1,7,10,3,4,0,0,0,0,23,28,51
TUPIZA,telesalud,nro de teleconsultas s,2024-11-01,1,0,0,0,0,2,0,1,1,0,0,0,3,4,0,5,0,2,2,2,7,16,23
UNCIA,telesalud,nro de teleconsultas s,2024-11-01,1,0,0,0,2,0,0,1,2,0,5,1,1,9,0,0,0,3,2,0,13,14,27
VILLA CHARCAS,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,5,4,6,9,15
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas s,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
VILLA SERRANO,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,3,6,3,10,11,21
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,0,4,4,9,12,21
VITICHI,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,3,0,3,0,15,12,6,3,0,0,27,15,42
ZUDAÑEZ,telesalud,nro de teleconsultas s,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,1,0,4,20,24
ANCORAIMES,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
ANDAMARCA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,12,6,13,19
APOLO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ATOCHA,telesalud,nro de teleconsultas s,2024-12-01,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,4,6
AYO AYO,telesalud,nro de teleconsultas s,2024-12-01,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,2,4,0,6,8,14
BATALLAS,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,11,11
BELEN DE ANDAMARCA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,4,11,7,18
BELEN DE URMIRI,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,10,10
"CAIZA ""D""",telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,23,23
CARACOLLO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARAPARI,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
CHACARILLA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"COLCHA ""K""",telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,4,5,9
COLQUECHACA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,8,8
COLQUIRI,telesalud,nro de teleconsultas s,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COMANCHE,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CORQUE,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,3,4
CULPINA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,0,26,26,52
