,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,TOTALES,TOTALES,TOTALES
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas n,2024-09-01,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,3,1,1,5,7,10,17
VILLA MONTES,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,0,0,3,6,9
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,4,0,0,7,5,11,18,29
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,3,4
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,6,2,8,6,14
VILLAZON,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,9,1,0,1,0,0,10,2,27,2,6,0,5,0,6,6,63,69
VINTO,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,5,5,8,12,20
WALDO BALLIVIAN,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,2,0,0,0,16,16
WARNES,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,1,4,3,2,12,13,25
YACUIBA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,2,1,2,5,10,8,18,26
YOTALA,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,11,0,16,16
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,4,4,5,9
ACHOCALLA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,2,0,1,1,0,0,0,0,0,0,0,1,3,0,1,0,3,0,4,3,14,17
AIQUILE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,4,1,1,1,1,3,9,12
ALCALA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,3,2,3,2,5,5,18,23
ANCORAIMES,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,1,1,1,4,2,5,11,16
ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,1,1,6,1,19,20
ANZALDO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,5,1,0,0,0,3,0,0,10,2,0,0,0,0,5,6,20,26
APOLO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,1,1,1,1,2,2,17,19
ARAMPAMPA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,2,1,2,0,0,0,1,1,6,6,0,2,0,2,0,0,1,1,13,13,26
ARQUE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,3,2,3,9,0,1,0,0,0,3,0,7,0,0,0,0,0,0,6,23,29
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,3,0,0,0,4,3,10,13
ATOCHA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,1,1,1,0,0,0,0,0,1,0,0,1,13,0,0,0,1,3,1,6,18,24
AUCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,0,0,0,1,8,9
AYATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,3,0,1,1,1,3,10,13
AYO AYO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,2,0,0,0,0,0,0,1,1,0,0,2,0,9,1,2,3,2,2,0,9,16,25
BATALLAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,4,0,0,0,0,0,4,0,1,6,0,0,2,0,2,2,13,8,21
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,0,0,0,0,0,0,2,1,3,0,1,0,0,0,3,1,4,3,13,16
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,0,1,3,0,0,0,0,0,1,0,4,0,2,0,3,0,6,2,19,21
BELLA FLOR,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
BERMEJO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOLPEBRA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,37,0,11,3,0,1,0,0,1,0,49,4,53
BOYUIBE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,0,2,0,2,2,0,0,2,1,1,3,0,4,5,6,14,16,30
CABEZAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,0,0,1,0,0,17,0,1,0,0,3,2,5,20,25
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,1,1,6,2,0,0,0,1,0,1,2,7,1,0,0,2,1,3,12,17,29
CAJUATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,5,2,8,6,14
CALAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,1,1,2,2,1,1,2,1,2,2,1,1,1,9,10,19
CAMARGO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,2,0,2,2,1,2,15,17
CAMIRI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3
CAQUIAVIRI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,0,0,1,0,0,0,0,0,0,3,1,3,0,5,1,1,1,5,4,18,22
CARACOLLO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
CARANAVI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
CARAPARI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,2,3,5,7,12
CARIPUYO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,3,2,2,1,1,3,1,3,0,2,2,1,1,1,1,2,11,15,26
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,4,5
CHACARILLA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CHALLAPATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CHIMORE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,1,0,0,0,8,0,3,3,5,3,8,2,2,0,2,2,1,10,30,40
CHIPAYA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,1,1,0,4,4,8
CHOQUE COTA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,1,1,3,6,9
CHUMA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,5,1,6
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,19,0,4,1,8,0,2,0,0,1,33,34
CKOCHAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,11
COBIJA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,4
COCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,0,5,8,0,0,0,1,0,0,0,1,1,0,0,1,5,4,12,15,27
COCHABAMBA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,4,2,1,2,0,7,6,9,11,22,33
"COLCHA ""K""",telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,5,0,0,0,1,1,0,0,0,9,0,0,0,2,0,1,6,13,19
COLLANA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,0,0,0,0,2,0,0,0,0,3,4,0,0,0,5,3,5,7,16,23
COLOMI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,1,0,3,3,0,0,0,11,0,6,0,3,2,0,1,0,4,3,12,26,38
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COLQUECHACA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,3,0,0,0,2,6,3,1,0,0,0,1,0,9,0,2,0,0,0,0,8,19,27
COLQUIRI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,4,5,8,3,2,4,3,0,0,13,17,30
COMARAPA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,5,0,1,0,0,2,8,10
COMBAYA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORO CORO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,7,0,1,1,2,0,0,2,7,0,17,3,20
CORQUE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,6,0,0,1,1,10,0,0,0,0,2,1,9,12,21
COTOCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,0,52,0,15,0,9,0,2,0,82,82
CRUZ DE MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,15
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,19,0,61,0,40,0,19,0,3,0,142,142
CULPINA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
CURAHUARA DE CARANGAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,2,4,6
CURVA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
EL ALTO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,0,0,1,3,0,1,1,0,7,0,10,7,6,4,4,5,18,13,47,34,81
EL CHORO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,2,3,1,0,0,3,0,0,1,1,1,3,5,10,15
EL PUENTE(STC),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,3,4,0,5,8,13
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,2,3,0,0,0,0,0,3,47,0,1,1,12,4,15,11,77,88
EL TORNO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,5,1,6
EL VILLAR,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,10,4,14
ENTRE RIOS CBBA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,2,0,1,3,1,7,2,2,0,0,0,5,4,2,4,0,1,3,0,22,15,37
ESCARA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,1,1,8,9
ESMERALDA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,4,15
EUCALIPTUS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,3,3,3,7,7,14
EUREKA (SANTOS MERCADO),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
FERNANDEZ ALONSO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,7,0,5,1,6,2,25,27
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,2,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,1,2,3,12,15
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,36,0,11,0,3,0,2,0,54,54
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,2,0,0,0,0,5,9,14
GUANAY,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,3,4,2,1,6,16,22
GUAQUI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,3,2,0,0,0,1,0,0,1,0,0,0,1,3,1,9,2,3,8,18,26
GUAYARAMERIN,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUTIERREZ,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,1,0,0,4,6,10
HUACARETA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,3,4
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,20,20
HUACHACALLA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,4,1,0,10,10,0,0,2,7,0,0,0,0,0,2,15,23,38
HUARINA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,2,0,2,4,5,12,17
HUATAJATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,7,8
HUMANATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,1,3,0,4,7,11
ICLA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,5,0,0,9,0,9,25,34
INCAHUASI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,2,0,1,0,3,0,25,25
INQUISIVI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,1,1,1,1,2,3,12,15
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,2,0,1,1,1,3,5,4,7,2,3,2,3,12,22,34
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,3,2,13,0,3,0,0,0,0,3,19,22
LA ASUNTA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,1,1,0,2,2,1,1,0,0,0,2,1,1,1,2,2,2,2,11,10,21
LA GUARDIA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
LA RIVERA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,0,0,8,8
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
LAJA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,14,2,4,0,2,2,6,4,28,32
LICOMA PAMPA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,2,1,2,2,7,7,14
LLICA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,1,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,13
LURIBAY,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,3,3,4,10,8,18
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,1,0,0,2,1,3,0,0,0,3,0,1,2,10,12
MACHARETI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,4,0,23,3,0,3,0,4,0,10,28,38
MAIRANA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,9,0,2,0,2,0,38,38
MIZQUE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,2,3,2,6,10,16
MOCOMOCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,1,1,0,7,2,10,9,19
MOJINETE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,6,7,13
MONTEAGUDO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,8,0,8
OCURI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,3,5,0,0,0,0,0,7,0,8,2,0,0,0,6,1,11,21,32
OMEREQUE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,2,13,4,0,0,3,3,0,0,0,5,2,2,0,2,1,1,19,19,38
ORURO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,7,3,1,1,3,19,0,6,2,3,4,12,18,44,62
PADCAYA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,4,4,3,10,10,18,28
PADILLA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,12,9,0,0,0,0,0,46,8,6,0,0,13,19,33,80,113
PAILON,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,1,1,2,2,2,2,4,2,2,4,2,1,13,12,25
PALCA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,2,0,0,1,1,0,1,0,0,2,0,1,1,0,3,3,9,7,16
PAMPA GRANDE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
PAPEL PAMPA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,3,4,3,0,8,7,15
PATACAMAYA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,3,4,7
PELECHUCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,1,1,0,0,1,0,0,1,15,5,0,0,1,0,0,7,18,25
POCOATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,3,0,0,4,0,0,0,0,0,5,0,10,0,7,1,0,0,6,5,32,37
POOPO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,3,1,20,0,2,0,6,0,5,2,36,38
PORCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,1,0,0,0,1,0,0,0,1,2,8,0,3,1,2,5,16,21
POROMA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,1,0,0,0,0,1,0,0,0,0,6,1,19,0,0,0,0,0,6,2,32,34
PORTACHUELO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,5,0,1,0,20,20
POTOSI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,2,0,3,4,30,22,1,1,2,0,1,21,3,65,1,4,1,5,1,9,45,131,176
PUCARANI,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,2,1,9,10
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,2,0,10,0,0,0,0,2,3,3,15,18
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,2,1,0,0,0,0,0,0,3,2,4,0,0,0,0,2,2,5,11,16
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,1,1,2,1,10,11
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,0,3,1,9,7,11,5,9,3,6,11,14,27,53,80
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,5,2,1,7,0,12,13,25
PUNA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,1,0,12,0,3,0,3,2,4,4,23,27
QUIABAYA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,2,12,14
QUIRUSILLAS,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,1,3,4,4,11,8,19
RAVELO,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,4,0,15,15,0,0,0,3,0,11,1,30,1,8,3,1,0,1,24,69,93
ROBORE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,2,1,2,1,0,0,0,1,0,3,5,8
RURRENABAQUE,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,2,0,9,9
SACABA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,1,9,10
SACABAMBA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,7,9,3,0,0,0,2,0,8,0,1,0,0,3,3,14,24,38
SACACA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SALINAS DE GARCI MENDOZA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,5
SAMAIPATA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,3,0,2,3,3,5,15,20
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,2,2,0,1,0,0,0,0,2,2,1,0,0,0,0,0,5,5,10
SAN ANDRES DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0,4,2,4,11,15
