,group,variable,month,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 60 A MAS,NRO DE TELECONSULTAS N 60 A MAS,TOTALES,TOTALES,TOTALES
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,5,3,8
CARIPUYO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,2,1,1,2,3,6,11,17
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,5,6
CHIMORE,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,1,4,7,0,2,1,1,1,1,7,13,20
CHUMA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
COBIJA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COCAPATA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6
COLCAPIRHUA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3
"COLCHA ""K""",telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COLQUECHACA,telesalud,nro de teleconsultas n,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,3,2,5
COLQUENCHA,telesalud,nro de teleconsultas n,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,1,1,7,8
COLQUIRI,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,4,0,0,1,0,1,29,30
COMARAPA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CORQUE,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,1,0,0,1,0,0,1,0,1,1,3,0,0,0,0,1,1,3,7,10
CULPINA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CURAHUARA DE CARANGAS,telesalud,nro de teleconsultas n,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,1,5
CURVA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
EL ALTO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,1,8,9
EL CHORO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,4,1,7,4,11
EL VILLAR,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,0,0,0,2,12,14
ESMERALDA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,14,14
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,12,12
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,1,0,3,0,0,8,11,19
HUACHACALLA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,3,1,0,1,1,3,11,14
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,10,10
LA ASUNTA,telesalud,nro de teleconsultas n,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,1,0,1,2,1,0,1,2,11,17,1,8,4,7,289,354,309,390,699
LAS CARRERAS,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
LICOMA PAMPA,telesalud,nro de teleconsultas n,2024-07-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LLICA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,0,0,0,0,0,15,15
MACHACAMARCA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,5,5
MACHARETI,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,5,3,8
MOCOMOCO,telesalud,nro de teleconsultas n,2024-07-01,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
MOJINETE,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3
MOROCHATA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
OCURI,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,1,4,5
OMEREQUE,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,10,10
POCOATA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6
PUERTO ACOSTA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO CARABUCO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
QUIABAYA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,2,3,5
SAMAIPATA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN AGUSTIN,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,1,2,5,6,11
SAN BORJA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,2,6
SAN JAVIER(BNI),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JOAQUIN,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
SAN LORENZO(PND),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,0,9
SAN LUCAS,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,2,1,6,5,11
SAN RAFAEL,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,1,2,0,1,1,3,0,1,3,4,10,0,2,2,3,0,1,13,21,34
SAN RAMON BENI,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3,4
SANTIAGO DE CALLAPA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
SENA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
SICA SICA (VILLA AROMA),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SORATA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,2,0,2,0,3,0,22,22
TAHUA,telesalud,nro de teleconsultas n,2024-07-01,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,2,0,1,2,1,3,16,19
TARACO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,10,10
TARATA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARVITA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOCO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,3,5
TUPIZA,telesalud,nro de teleconsultas n,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3
UNCIA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,1,2,0,0,0,2,0,0,1,4,6,0,0,0,0,0,0,8,8,16
VACAS,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VALLEGRANDE,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,2,0,0,2,6,8
VIACHA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
VILLA CHARCAS,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,4
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,1,4
VILLA SERRANO,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,1,0,0,1,0,2,3,4,0,2,2,3,2,5,8,17,25
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas n,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3
YOTALA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
YUNCHARA,telesalud,nro de teleconsultas n,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACACIO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,6,6
ALCALA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,1,2,5,7
ANCORAIMES,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,1,1,2,1,7,8,15
ANDAMARCA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,5,7
ARAMPAMPA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ATOCHA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
AYO AYO,telesalud,nro de teleconsultas n,2024-08-01,1,1,0,0,0,0,1,0,1,1,0,1,1,8,0,3,0,0,2,5,6,19,25
AZURDUY,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
BATALLAS,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,8,8
BERMEJO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,4,5,18,17,5,11,7,8,4,8,38,49,87
BETANZOS,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,1,0,1,0,0,2,10,12
CAJUATA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,4,4,8
CAQUIAVIRI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARAPARI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARIPUYO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,3,4,10,1,0,0,0,0,0,6,14,20
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
CHIMORE,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,3,0,0,4,3,3,8,0,4,0,0,0,4,7,22,29
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
COBIJA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
"COLCHA ""K""",telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,1,0,1,0,1,1,0,0,0,3,0,0,0,2,2,1,5,7,12
COLLANA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COLQUIRI,telesalud,nro de teleconsultas n,2024-08-01,2,4,0,1,3,4,3,4,0,3,0,0,0,2,0,0,0,2,0,0,8,20,28
CORQUE,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,4,6,6,11,17
CURAHUARA DE CARANGAS,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,5,3,8
CURVA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,7,7
EL CHORO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,7,1,8
EL PUENTE(TJA),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,4
EL VILLAR,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,8,0,0,0,8,30,38
ESMERALDA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,5,3,5,8,13
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
GUAQUI,telesalud,nro de teleconsultas n,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
HUACARETA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
HUACHACALLA,telesalud,nro de teleconsultas n,2024-08-01,0,1,0,0,0,1,0,0,0,1,0,2,1,2,2,0,1,3,1,2,5,12,17
HUMANATA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,5,5
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,0,4,0,2,2,11,13
LA PAZ,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6,2,4,300,344,305,354,659
LLICA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,1,0,1,1,2,11,13
LORETO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,telesalud,nro de teleconsultas n,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,8,9
MACHARETI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,2,2,3,6,7,13
MOCOMOCO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3
MOJINETE,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,1,0,0,5,4,9
OCURI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,8,5,0,10,0,0,0,0,5,0,13,15,28
OKINAWA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OMEREQUE,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,9,9
POCOATA,telesalud,nro de teleconsultas n,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,4,7
POROMA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,8,8
PUERTO CARABUCO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,1,0,13,0,1,0,0,0,0,1,16,17
PUERTO GONZALO MORENO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,4,5
PUNA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
QUIABAYA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,6,6
RAVELO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,0,0,0,14,14
SAMAIPATA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,4,5
SAN AGUSTIN,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,2,1,4,4,8
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN BENITO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN BORJA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(PND),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,5,5
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,4
SAN RAFAEL,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,2,4,0,0,1,4,2,17,2,4,2,3,2,0,11,32,43
SAN RAMON BENI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,6,6
SANTA ROSA DEL SARA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,6,7,2,0,3,8,8,12,4,10,10,35,46,32,79,104,183
SANTIAGO DE CALLAPA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,14,1,3,1,0,3,4,7,21,28
SENA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,4,0,5,5,10
SICA SICA (VILLA AROMA),telesalud,nro de teleconsultas n,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
SOPACHUY,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,2,4
SORACACHI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,2,0,0,2,1,3,8,11
SORATA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,5,0,1,0,24,24
SUCRE,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,9,6,0,1,0,0,0,0,9,8,17
TAHUA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,3,2,6,8
TARACO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12
TARIJA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,2,0,1,1,14,15
TARVITA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIAHUANACU,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,1,0,1,0,16,16
TOCO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,2,3,4,4,11,15
TOLATA,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,3,4,7
TURCO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
UNCIA,telesalud,nro de teleconsultas n,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,3,4
VALLEGRANDE,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,1,1,9,10
VILLA CHARCAS,telesalud,nro de teleconsultas n,2024-08-01,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,1,3,2,5,9,14
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas n,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
VILLA SERRANO,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,1,3,1,2,5,10,15
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
VITICHI,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
YAMPARAEZ,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,telesalud,nro de teleconsultas n,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,5,3,3,4,6,12,21,33
ACHOCALLA,telesalud,nro de teleconsultas n,2024-09-01,1,0,2,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,1,4,7,11
AIQUILE,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ALALAY,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
