,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,TOTALES,TOTALES,TOTALES
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,6,6,6,12
SACABAMBA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,4
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,4,6
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
SAN BENITO,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,1,0,0,3,6,9
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
SANTIAGO DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
SANTUARIO DE QUILLACAS,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,4,5
SIPE SIPE,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,2,0,3,1,10,11
SOPACHUY,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,4,2,6
TAHUA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TARATA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,4,4,8
TARVITA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
TIAHUANACU,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,4
TOCO,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,2,4,5,9
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,2,4,2,0,2,0,0,0,1,5,7,12
TUPIZA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
UMALA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
UNCIA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,0,0,2,14,16
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,2,2,0,0,3,7,10
VILA VILA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,3,5,8
VILLA MONTES,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,3,5,1,2,9,15,24
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,2,5,6,11
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,6
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,1,1,6,2,8
VITICHI,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
YANACACHI,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,5,3,10,13
YOCALLA,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,14,0,7,0,0,0,54,54
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,1,0,3,7,10
ACHOCALLA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,6,2,8
ANCORAIMES,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,3,2,5
ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,3,2,8,10
ANZALDO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
APOLO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
ARAMPAMPA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ATOCHA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,4
AUCAPATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,2,5,7
BATALLAS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,2,3,5
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BETANZOS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,4
BOLPEBRA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,5,5
BOYUIBE,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CAJUATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
CALAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,1,6,7
CAMIRI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CARAPARI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CKOCHAS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,3,2,2,1,2,0,4,5,2,9,13,22
COBIJA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,3,5
COLLANA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2
COLOMI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
COLQUENCHA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3
COLQUIRI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,0,1,0,8,8
CONCEPCION,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORQUE,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,4
CURVA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
EL ALTO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,3,1,4,2,14,16
EL TORNO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,7
GUTIERREZ,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
HUACARETA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,2,6
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,2,8,0,10,0,0,0,0,0,0,2,18,20
HUMANATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INQUISIVI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,4,1,2,1,6,1,7,2,1,5,22,27
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,4,3,7
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LA GUARDIA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
LA PAZ,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
LLICA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,4,0,3,0,3,0,38,38
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,4,6
MAIRANA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
MOCOMOCO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,4
MOJINETE,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,4,5
MONTEAGUDO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OKINAWA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ORURO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,3,7,14,10,20,30
PADCAYA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
PAILON,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,4,1,3,2,10,7,17
PAMPA AULLAGAS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
PATACAMAYA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POCOATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1,0,1,1,1,3,8,11
QUIABAYA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
RIBERALTA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,2,0,0,1,2,5,8,13
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,3,5
SACABAMBA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
SAN JAVIER(BNI),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,4,0,8,0,0,0,0,1,0,2,12,14
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,4,3,7
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,3,4
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SOPACHUY,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,1,1,0,7,3,10
SORATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,2,0,8,8
TACACHI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,7,7
TAHUA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARACO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TARATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,0,0,0,1,0,6,6,12
TARVITA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,3,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
TOCO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,1,7,8
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TOMINA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,0,5,6,11
TRINIDAD,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,7,7
TUPIZA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
TURCO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,4
UNCIA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,3,0,1,10,0,0,0,0,0,0,4,10,14
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,2,3,6,9
VILA VILA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
VILLA MONTES,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,3,0,0,2,4,7,11
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,1,4
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,3
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YANACACHI,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,5,4,9,13
YOTALA,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
ACHOCALLA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2,2,6,8
AIQUILE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
ANCORAIMES,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,2,5
ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,1,6,7
ANZALDO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ARQUE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,2,4
ATOCHA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
AYATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
AYO AYO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
AZURDUY,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,4,5
BATALLAS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
BELLA FLOR,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
BETANZOS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,5
BOLPEBRA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BOYUIBE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,4,5,9
CAJUATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,11,11
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,4,5
CAMIRI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
