,group,variable,month,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TOTALES,TOTALES,TOTALES
EUREKA (SANTOS MERCADO),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,2,1,7,8
GAIOC JATUN AYLLU YURA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,6,8
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,3,6,9
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,4,0,0,4,9,13
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,5,15,5,4,2,10,2,5,14,34,48
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,3,6,9
ICHOCA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,20
INCAHUASI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,4,2,9,11
INQUISIVI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,0,25,2,0,5,6,3,0,12,31,43
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,0,1,3,5,6,11
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,8,3,3,5,6,8,30,38
LA ASUNTA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,2,3,1,8,7,8,5,0,0,19,15,34
LAGUNILLAS,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,3,2,1,4,1,3,1,1,1,2,7,12,19
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,3,3,6,9
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,4,1,4,6,10
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,3,4,2,4,4,12,11,23
MECAPACA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,2,0,1,1,0,0,0,0,4,25,0,4,1,1,0,4,8,35,43
MIZQUE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,6,1,7,3,14,9,23
MOJINETE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,3,1,10,2,19,21
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,10,5,4,6,8,10,12,15,18,12,52,48,100
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,1,2,5,9,1,3,0,0,0,3,2,46,0,2,0,0,0,6,9,71,80
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,2,0,0,0,1,0,1,0,6,0,1,0,0,0,2,0,13,13
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,1,0,0,1,1,0,1,1,0,0,5,2,0,0,4,1,4,0,16,5,21
PUERTO PEREZ,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,1,0,0,0,1,1,0,0,10,0,1,0,0,2,1,3,14,17
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,2,5,7
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,3,2,3,4,6,4,8,9,17,19,16,15,4,18,30,24,87,95,182
PUERTO VILLARROEL,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,1,1,0,2,2,12,25,10,20,2,15,10,6,38,69,107
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,1,0,1,0,0,2,1,1,0,0,1,0,0,0,1,0,5,3,8
RAVELO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,2,6,5,6,3,2,4,2,3,5,10,15,27,36,63
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,0,0,0,1,3,9,11,4,9,0,11,14,15,29,49,78
SACABAMBA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,3,2,8,10
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,1,0,0,0,2,4,1,2,2,3,5,8,2,1,8,5,21,23,44
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,1,2,3,22,7,7,3,4,2,4,17,39,56
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,2,1,5,4,6,10,21,31
SAN JUAN DE YAPACANI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,2,3,0,0,0,3,2,8,0,3,0,0,0,0,4,17,21
SAN PABLO DE LIPEZ,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,2,1,0,1,10,11
SAN RAFAEL,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,1,0,1,0,3,1,1,0,0,4,3,11,0,5,2,2,3,7,14,30,44
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,3,5,8
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,1,0,1,5,5,10
SANTIAGO DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,10,0,33,33
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,2,0,0,1,0,0,2,0,7,1,3,0,5,1,2,3,21,24
TARATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,2,2,2,1,1,1,3,0,2,1,0,2,4,7,14,21
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,2,5,0,4,37,4,6,6,5,3,5,22,55,77
TIAHUANACU,telesalud,teledispositivos monitor de signos vitales,2024-06-01,2,1,1,0,0,0,0,0,0,0,0,3,0,34,1,4,1,2,5,2,10,46,56
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,4,3,3,7,12,19
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,1,1,0,0,0,0,1,0,0,0,0,2,8,5,4,9,0,2,3,11,17,30,47
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,6,0,11,0,2,0,17,9,7,0,0,9,43,52
TORO TORO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,1,1,0,1,0,2,1,10,0,2,0,0,0,2,2,18,20
UMALA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,2,2,4,7,11
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,2,1,0,1,4,1,5,2,6,10,10,16,27,43
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,1,6,1,1,2,15,17
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,2,0,8,0,4,2,8,2,1,5,23,28
VIACHA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,4,0,0,1,1,1,19,20
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,3,0,1,0,2,0,11,11
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,9,0,0,8,11,9,33,42
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0,5,3,8
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,1,0,5,2,1,2,1,4,4,9,13,17,30
VITICHI,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,5,1,2,4,1,5,0,4,1,3,5,4,14,21,35
WALDO BALLIVIAN,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,2,0,19,0,8,0,4,1,0,2,33,35
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,1,1,0,0,1,1,0,5,3,11,4,1,0,1,2,9,11,29,40
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,4,10,16,4,2,0,2,4,3,18,27,45
ANCORAIMES,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,9,4,11,7,18
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,2,2,6,8
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,2,1,0,0,1,20,0,1,0,3,4,6,7,32,39
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,11,0,23,1,2,0,0,0,0,3,36,39
BATALLAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,1,7,8
BELEN DE URMIRI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,1,0,2,0,0,0,1,0,5,6,0,1,0,7,3,14,12,26
BETANZOS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,6,2,9,3,7,5,3,8,17,18,43,61
BOYUIBE,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,1,6,3,2,2,5,5,6,12,20,32
CABEZAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,3,1,4,0,12,4,16
CALAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,2,8,10
CAMIRI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,5,4,8,8,16
CARANAVI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,0,2,1,0,1,4,0,1,2,0,4,4,8,12,20
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,3,3,9,7,16
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,2,0,0,0,0,2,0,2,0,0,3,5,0,1,1,3,4,4,10,17,27
CHIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,2,0,3,9,12
CHUMA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2,4,6
CKOCHAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,1,0,3,6,10,16
COBIJA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,0,2,0,3,3,14,17
COCAPATA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,6
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,2,2,3,3,0,4,2,1,3,3,10,10,20,23,43
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,3,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,2,3,3,14,17
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,4,4,8
COLOMI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,1,9,5,10,13,23
COLQUENCHA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,1,0,0,1,0,1,2,0,19,1,3,0,1,4,6,7,32,39
COLQUIRI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,6,3,0,0,0,0,0,0,0,0,0,1,0,36,0,8,0,1,0,3,6,52,58
COMARAPA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,3,0,0,4,6,10
COTOCA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,2,4,11,3,12,13,34,47
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,4,3,7,10
CURVA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,3,1,6,0,2,1,0,5,1,8,12,20
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,5,8,8,10,18
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,6,20,26
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,3,5
EUREKA (SANTOS MERCADO),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
GAIOC JATUN AYLLU YURA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,1,1,0,6,1,4,0,0,2,0,0,1,4,13,17
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,8,0,12,0,0,0,0,3,3,4,23,27
GUAQUI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,3,3,7,10
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,2,7,0,14,3,17
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,1,0,1,2,0,5,11,16
HUACHACALLA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,3,5
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,6,3,11,4,15
INQUISIVI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,4,1,2,1,8,2,11,2,1,6,28,34
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,8,2,6,4,6,10,21,31
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,1,10,11
LA ASUNTA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,2,1,3,6,9
LA PAZ,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,5,5
LAS CARRERAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,0,4,4,8
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,3,0,0,0,0,1,1,0,0,0,1,3,8,0,3,0,3,2,2,6,21,27
LLALLAGUA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,0,1,0,3,5,0,4,1,1,4,3,10,13,23
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,4,9,3,10,14,24
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,3,1,24,1,11,0,7,2,5,5,50,55
MECAPACA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,1,0,0,0,2,19,1,6,1,2,2,0,8,27,35
MOJINETE,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,2,5
MOROCHATA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,2,2,2,0,12,0,12,2,0,1,1,2,5,0,34,7,41
OKINAWA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,4
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,2,2,1,4,7,11
PADILLA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,2,1,3,2,5,6,4,6,12,10,8,26,34,60
PAMPA AULLAGAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
PAPEL PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,1,0,3,0,1,3,0,3,0,5,1,0,7,11,18
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,2,1,1,1,6,6,16,1,4,0,0,0,0,10,29,39
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,1,0,9,0,3,0,3,2,2,3,19,22
PUERTO CARABUCO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,1,2,3,6,9
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,4,0,4,1,2,0,1,2,3,1,14,4,18
PUERTO VILLARROEL,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,0,1,4,4,14,17,5,14,7,12,9,14,40,62,102
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,1,0,1,1,2,5,0,0,0,1,0,1,4,9,13
QUIRUSILLAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,3,4,1,0,5,8,14,22
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,2,4,2,1,2,3,2,4,2,10,10,22,32
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,1,3,4,1,9,6,2,7,4,11,7,10,28,38,66
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,2,5,3,2,4,11,10,13,5,6,7,3,5,41,36,77
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,2,4,6
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,1,0,0,1,1,6,0,2,0,1,1,1,3,12,15
SAN LORENZO(PND),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,4,1,5
SAN PABLO DE LIPEZ,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,5,0,7,0,1,0,31,31
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,6,8
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,2,4
SICA SICA (VILLA AROMA),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,0,0,2,3,2,6,0,2,0,0,2,3,7,14,21
SOPACHUY,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,2,0,1,0,5,7,0,1,4,4,5,3,17,15,32
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,5,0,10,3,13
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,3,2,7,10,0,0,1,0,2,33,1,15,1,2,1,1,3,2,19,65,84
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,2,6,8
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,3,4,7
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,2,11,6,2,0,13,22,7,0,0,30,33,63
TURCO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,1,6,2,1,0,3,7,3,10,14,24
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,0,6,4,10
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,2,4,0,2,6,13,19
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,3,5,2,6,12,18
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,1,0,2,2,15,10,2,5,0,3,1,0,2,1,2,6,25,27,52
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,1,0,0,0,0,0,0,2,1,0,3,4,0,4,1,6,1,2,7,18,25
