,group,variable,month,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS FUERA,17.23 COVID-19 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
EXALTACION,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,4,0,5,0,5
FILADELFIA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,10,9,10,9,19
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,2,0,1,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 1ra dosis,2023-08-01,8,2,4,9,12,11,23
GUANAY,otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,2,52,60,56,62,118
GUAQUI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,9,19,0,0,9,19,28
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis,2023-08-01,8,11,39,61,47,72,119
GUTIERREZ,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,0,0,1,1,2
HUACHACALLA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,0,1,0,1
HUANUNI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,7,3,1,8,8,16
HUARINA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,4,5,4,6,8,14
HUATAJATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,2,2,2,2,4
HUAYLLAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,4,8,5,8,13
ICHOCA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,15,16,15,16,31
INGAVI (HUMAITA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,6,6,6,6,12
INQUISIVI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,6,19,12,26,18,44
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,10,11,10,11,20,22,42
IXIAMAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,7,7,8,7,15
JESUS DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,3,18,9,20,12,32
LA ASUNTA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,7,13,22,20,29,49
LA GUARDIA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,9,15,0,0,9,15,24
LA PAZ,otras vacunaciones,covid-19 1ra dosis,2023-08-01,81,128,70,69,151,197,348
LAGUNILLAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,5,2,5,2,7
LAJA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,8,14,9,6,17,20,37
LICOMA PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,0,0,2,2,4
LLALLAGUA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,2,15,15,20,17,37
LLICA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,0,2,0,3,3
LURIBAY,otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,3,14,18,18,21,39
MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,2,0,0,1,2,3
MACHARETI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,10,9,22,23,32,32,64
MAIRANA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,10,6,10,6,16
MALLA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,34,33,34,33,67
MAPIRI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,8,46,48,47,56,103
MECAPACA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,1,2,3,4,7
MIZQUE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,4,10,6,15,10,25
MOCOMOCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,4,25,13,27,17,44
MOJINETE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,28,17,29,5,57,22,79
MOROCHATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,6,50,52,55,58,113
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,2,0,0,7,2,9
OKINAWA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,3,3,3,5,6,11
OMEREQUE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,13,12,13,12,25
ORURO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,73,62,20,37,93,99,192
PADILLA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,4,0,0,4,4,8
PAILON,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,3,0,0,5,3,8
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,12,11,24,27,36,38,74
PAMPA AULLAGAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,1,1,2,2,4
PAPEL PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,2,2,3,2,5
PASORAPA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,1,1,1,2
PATACAMAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,22,11,9,11,31,22,53
PELECHUCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,3,13,15,14,18,32
POCOATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,2,8,3,9,12
POCONA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,6,27,18,32,24,56
POJO (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,17,9,55,44,72,53,125
POOPO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,0,0,2,2,4
POROMA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,0,2,0,2,2
PORONGO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,3,15,1,0,4,15,19
PORVENIR,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,23,16,23,17,40
POTOSI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,10,18,30,34,40,52,92
PUCARANI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,8,19,15,26,23,49
PUERTO ACOSTA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,3,1,4,2,7,3,10
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,10,11,22,14,32,25,57
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,2,4,1,5,3,8
PUERTO PEREZ,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,4,11,6,13,19
PUERTO SILES,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,2,1,2,3
PUERTO SUAREZ,otras vacunaciones,covid-19 1ra dosis,2023-08-01,9,5,3,2,12,7,19
PUERTO VILLARROEL,otras vacunaciones,covid-19 1ra dosis,2023-08-01,8,20,76,73,84,93,177
PUNA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,3,1,4,4,7,5,12
PUNATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,13,151,138,156,151,307
QUIABAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,5,1,5,6
QUILLACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,26,22,121,122,147,144,291
QUIME,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,1,4,3,6,9
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,5,6,8,10,13,23
RAVELO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,14,31,14,32,46
RIBERALTA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,10,15,0,0,10,15,25
ROBORE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,3,12,5,13,8,21
RURRENABAQUE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,5,50,10,51,15,66
SABAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,12,8,3,3,15,11,26
SACABA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,39,44,245,265,284,309,593
SACABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,6,7,6,8,14
SACACA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,85,87,85,88,173
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,2,9,9,9,11,20
SAMAIPATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,1,1,3,3,6
SAN BENITO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,13,16,0,0,13,16,29
SAN BORJA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,19,32,88,83,107,115,222
SAN BUENA VENTURA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,4,1,5,2,7
SAN CARLOS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,18,18,36,21,54,39,93
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,13,18,0,0,13,18,31
SAN JAVIER(STC),otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,17,17,1,1,18,18,36
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,0,1,0,1
SAN PEDRO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,0,12,6,14,6,20
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,2,1,8,2,10,12
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,8,3,9,3,12
SAN PEDRO(PND),otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,6,11,6,11,17
SAN RAFAEL,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,0,0,1,1,2
SAN RAMON BENI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,0,16,20,18,20,38
SANTA ANA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,282,255,119,82,401,337,738
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,3,0,0,1,3,4
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,14,10,39,40,53,50,103
SANTIAGO DE HUARI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,17,20,17,20,37
SANTIAGO DE HUATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,4,6,8,8,12,20
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,2,1,2,1,3
SANTIVAÑES,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,3,2,3,2,5
SAPAHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,6,2,9,3,15,5,20
SENA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,4,4,4,4,8
SHINAOTA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,6,14,40,17,46,31,77
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,13,17,48,71,61,88,149
SICAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,6,14,8,21,14,35
SIPE SIPE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,22,70,91,77,113,190
SOPACHUY,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,15,14,17,30,32,44,76
SORATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,3,14,24,21,27,48
SUCRE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,14,21,9,17,23,38,61
TACACHI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,2,1,2,3
TACACOMA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,4,10,7,14,11,25
TACOBAMBA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,3,9,23,30,26,39,65
TACOPAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,3,1,55,62,58,63,121
TAHUA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,49,47,24,27,73,74,147
TARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
TARACO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,14,14,0,3,14,17,31
TARATA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,1,13,4,15,5,20
TARIJA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,3,0,0,7,3,10
TARVITA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,2,3,0,3,2,5
TEOPONTE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,19,30,21,32,53
TIAHUANACU,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,13,1,3,8,16,24
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,58,42,41,51,99,93,192
TIPUANI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,22,23,23,23,46
TIQUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,2,20,12,24,14,38
TIRAQUE (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,27,38,40,70,67,108,175
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,0,1,0,1,1
TOCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,11,12,11,17,22,39
TOLEDO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,10,10,8,4,18,14,32
TOMAVE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,0,5,9,7,9,16
TOMINA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,1,1,1,2
TORO TORO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,3,0,4,8,7,8,15
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,8,26,21,29,29,55,84
TOTORA(ORR),otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,4,0,0,1,4,5
TRINIDAD,otras vacunaciones,covid-19 1ra dosis,2023-08-01,11,25,6,4,17,29,46
TUPIZA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,11,9,16,10,27,19,46
TURCO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,70,59,4,1,74,60,134
UNCIA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,7,2,0,4,7,11
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,1,0,0,2,1,3
UYUNI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,11,5,0,0,11,5,16
VACAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,1,1,1,1,2
VALLEGRANDE,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,3,1,1,3,4,7
VIACHA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,7,5,26,2,33,7,40
VILA VILA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,4,3,4,3,7
VILLA CHARCAS,otras vacunaciones,covid-19 1ra dosis,2023-08-01,24,26,0,1,24,27,51
VILLA MONTES,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,1,19,0,19,1,20
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,2,3,2,3,5
VILLA RIVERO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,11,14,17,19,28,33,61
VILLA TUNARI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,41,65,105,98,146,163,309
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,2,9,7,10,9,19
VINTO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,11,13,35,38,46,51,97
VITICHI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,4,4,0,1,4,5,9
WARNES,otras vacunaciones,covid-19 1ra dosis,2023-08-01,43,35,5,5,48,40,88
YACO,otras vacunaciones,covid-19 1ra dosis,2023-08-01,8,12,35,39,43,51,94
YACUIBA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,3,7,7,12,10,22
YAMPARAEZ,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,1,1,0,2,1,3
YANACACHI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,2,2,9,8,11,10,21
YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-08-01,5,1,0,0,5,1,6
YOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,1,2,8,9,9,11,20
YUNCHARA,otras vacunaciones,covid-19 1ra dosis,2023-08-01,0,0,2,0,2,0,2
ACHACACHI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,3,27,39,31,42,73
ACHOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,9,10,6,15,15,30
AIQUILE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,7,13,17,17,24,41
ALALAY,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,3,3,3,5,6,11
ALTO BENI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,5,8,20,10,25,35
ANCORAIMES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,4,10,5,14,9,23
ANDAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,9,1,1,8,10,18
ANTEQUERA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,0,1,4,3,4,7
ANZALDO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,7,4,7,4,11
APOLO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,3,2,9,6,12,18
ARANI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,5,45,41,49,46,95
ARBIETO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,17,33,59,74,76,107,183
ARQUE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,10,3,23,18,33,21,54
ATOCHA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,2,4,2,9,4,13
AYATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,3,4,6,7,9,16
AYO AYO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,0,1,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,4,16,26,19,30,49
BATALLAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,3,0,5,1,6
BAURES,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,0,0,1,0,1
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,3,0,3,0,3
BERMEJO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,1,2,2,5,3,8
BETANZOS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,2,0,0,0,2,2
BOLIVAR,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,10,11,20,15,30,45
BOLPEBRA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,0,2,0,2
CAIROMA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,9,10,7,10,16,20,36
"CAIZA ""D""",otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,3,0,0,0,3,3
CAJUATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,3,5,5,9,8,17
CALACOTO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,3,2,3,5
CALAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,3,2,2,2,5,7
CAMARGO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,5,0,1,4,6,10
CAPINOTA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,17,16,23,37,40,53,93
CAQUIAVIRI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,4,3,0,5,4,9
CARACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,25,25,3,2,28,27,55
CARANAVI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,17,24,13,19,30,43,73
CARANGAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,0,0,1,4,5
CARIPUYO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,4,0,0,0,4,4
CATACORA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,3,4,3,4,7
CHALLAPATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,20,8,13,7,33,15,48
CHARAÑA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,1,2,1,3
CHIMORE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,15,92,90,98,105,203
CHIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,1,1,1,2
CHUA COCANI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,8,14,18,20,26,46
CHUMA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,2,10,14,11,16,27
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,3,7,3,7,10
CKOCHAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,1,3,2,3,5
CLIZA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,2,48,61,52,63,115
COBIJA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,1,3,6,5,7,12
COCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,83,93,145,160,228,253,481
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,84,135,411,402,495,537,1032
COIPASA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,5,0,0,1,5,6
COLCAPIRHUA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,7,1,95,69,102,70,172
COLLANA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,0,1,1,1,2
COLOMI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,39,56,96,94,135,150,285
COLQUENCHA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,8,6,8,11,16,27
COLQUIRI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,4,2,10,10,14,12,26
COMANCHE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,7,1,7,8
COMBAYA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,3,3,3,3,6
COPACABANA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,3,0,4,0,4
CORIPATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,12,26,29,32,41,73
CORO CORO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,23,4,24,8,32
COROICO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,6,10,0,2,6,12,18
CORQUE,otras vacunaciones,covid-19 1ra dosis,2023-09-01,20,10,0,0,20,10,30
COTAGAITA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,1,0,2,0,2
COTOCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,8,7,1,6,9,13,22
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,4,10,14,11,18,29
CULPINA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,2,1,2,1,3
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,2,14,0,17,2,19
CURVA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,9,12,9,12,21
DESAGUADERO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,5,3,6,4,10
EL ALTO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,143,183,175,167,318,350,668
EL CHORO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,3,9,2,9,5,14
EL PUENTE(TJA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,0,1,1,2,3
EL TORNO,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,3,0,0,5,3,8
ENTRE RIOS CBBA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,35,17,45,51,80,68,148
ESCOMA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,6,0,6,0,6
ESMERALDA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,2,4,0,0,2,4,6
EUCALIPTUS,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,1,1,1,2
FILADELFIA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,2,0,3,0,3
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,3,8,15,9,18,27
GUANAY,otras vacunaciones,covid-19 1ra dosis,2023-09-01,9,4,27,29,36,33,69
GUAQUI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,10,0,0,1,10,11
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,11,1,2,6,13,19
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,0,8,2,9,2,11
HUACHACALLA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,0,1,0,1,1
HUANUNI,otras vacunaciones,covid-19 1ra dosis,2023-09-01,15,25,9,4,24,29,53
HUARINA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,5,8,11,13,16,21,37
HUATAJATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,1,2,1,2,3
HUAYLLAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,3,6,10,1,13,7,20
HUMANATA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,1,1,0,0,1,1,2
ICHOCA,otras vacunaciones,covid-19 1ra dosis,2023-09-01,0,0,39,34,39,34,73
