,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,3,4,3,6,9
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,9,0,0,3,9,12
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,2,0,0,2,2,4
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,1,0,0,1,1,2
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,0,5,0,5,5
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,27,65,58,77,85,142,227
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,8,8,1,1,9,9,18
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,3,1,5,2,8,10
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,3,7,3,7,10
HUMANATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,12,6,72,82,84,88,172
ICLA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,4,4,4,4,8
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,3,0,0,2,3,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,3,5,13,7,16,23
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,2,5,5,7,7,14
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,43,39,17,22,60,61,121
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,282,452,526,694,808,1146,1954
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,8,0,2,2,10,12
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,0,0,2,2
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,3,6,3,6,9
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,0,0,0,2,0,2
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,24,28,12,22,36,50,86
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,1,1,6,4,7,11
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,7,10,7,10,17
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,2,0,6,2,8,10
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,0,0,2,2
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,21,38,256,330,277,368,645
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,17,39,1,18,18,57,75
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,0,3,5,5,5,10
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,0,6,0,6,6
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,1,0,0,1,1,2
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,2,1,2,1,3
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,304,346,1090,997,1394,1343,2737
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,9,6,0,0,9,6,15
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,3,0,0,0,3,3
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,13,2,9,15,22,17,39
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,27,38,28,43,55,98
PAMPA AULLAGAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,4,12,15,17,19,36
PAMPA GRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,1,1,1,2
PASORAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,0,0,2,2
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,7,11,0,1,7,12,19
PAZÑA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,5,48,72,53,77,130
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,6,5,4,6,10,16
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,1,1,1,2
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,2,8,18,9,20,29
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,2,0,4,1,6,7
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,4,5,3,5,7,12
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,540,511,387,304,927,815,1742
PUCARA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,7,11,36,23,43,34,77
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,18,14,29,28,47,42,89
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,7,70,12,71,19,90
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,5,0,0,4,5,9
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,1,12,18,17,19,36
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,12,11,38,6,50,17,67
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,3,241,185,244,188,432
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,7,12,28,2,35,14,49
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,9,14,79,59,88,73,161
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,6,1,0,0,6,1,7
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,7,2,4,4,11,15
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,2,0,4,4
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,12,25,12,38,24,63,87
QUIRUSILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,2,9,2,11,13
REYES,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,15,14,15,14,29
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,10,10,30,33,40,43,83
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,5,327,15,331,20,351
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,6,9,5,2,11,11,22
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,7,2,3,8,10,10,20
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,33,82,8,7,41,89,130
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,0,1,0,1,1
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,2,0,0,1,2,3
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,6,4,0,0,6,4,10
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,4,0,0,1,4,5
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,6,15,59,34,65,49,114
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,3,1,0,1,3,4
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,14,3,14,11,28,14,42
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,14,15,0,4,14,19,33
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,3,1,2,3,5,8
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,244,4,244,4,248
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,0,2,0,2,2
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,30,9,9,14,39,53
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,4,5,4,5,9
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,13,0,1,3,14,17
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,4,0,0,4,4,8
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,2,0,4,2,6,8
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,5,4,4,8,9,17
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,1,0,1,3,2,5
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,7,0,1,1,8,9
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,7,16,1,6,8,22,30
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,833,936,328,463,1161,1399,2560
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,5,3,11,7,16,23
SANTIVAÑES,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,1,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,7,28,14,29,21,50
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,8,0,0,0,8,8
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,11,11,110,177,121,188,309
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,7,83,0,86,7,93
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,0,18,23,20,23,43
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,2,0,0,5,2,7
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,4,0,0,2,4,6
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,9,0,0,3,9,12
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,12,5,7,9,19,28
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,126,238,70,73,196,311,507
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,4,9,0,12,4,16
TACOPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,1,0,1,0,1
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,0,0,0,1,0,1
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,1,3,1,3,4
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,2,6,2,6,8
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,103,104,95,149,198,253,451
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,1,12,10,12,11,23
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,8,9,3,6,11,15,26
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,3,6,7,6,10,16
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,11,17,1,11,12,28,40
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,3,2,1,2,4,6
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,7,9,22,22,29,31,60
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,4,0,1,1,5,6
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,2,0,2,0,2
TOLEDO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,6,8,4,2,10,10,20
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,2,0,0,4,2,6
TORO TORO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,1,1,1,1,2
TOTORA(CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,3,5,7,10,10,20
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,18,12,5,10,23,22,45
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,29,87,4,7,33,94,127
TURCO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,7,0,0,0,7,7
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,0,3,3,7,3,10
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,3,4,1,2,4,6,10
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,4,5,119,148,123,153,276
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,1,2,5,4,6,10
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,14,40,29,45,43,88
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,4,1,4,1,5
VILLA CHARCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,1,0,1,0,1
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,19,19,96,3,115,22,137
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,8,15,31,16,39,55
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,0,1,0,1,0,1
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,17,39,8,11,25,50,75
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,0,3,4,9,4,12,16
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,2,5,0,2,2,7,9
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,23,6,0,0,23,6,29
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,26,22,10,17,36,39,75
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,26,24,37,17,63,41,104
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,5,5,0,7,5,12,17
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,18,13,0,4,18,17,35
ZUDAÑEZ,otras vacunaciones,antiamarilica ( dosis unica),2023-10-01,1,1,0,0,1,1,2
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,15,4,10,7,25,32
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,0,0,0,2,0,2
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,0,0,0,4,0,4
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,9,11,13,16,22,38
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,2,3,2,3,5
ANZALDO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,2,0,0,2,2,4
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
ARBIETO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,3,0,0,4,3,7
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,5,0,0,1,5,6
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,5,0,0,1,5,6
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,1,2,2,3,5
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,9,0,0,3,9,12
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,2,0,4,3,6,9
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,5,4,5,4,9
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,10,14,9,8,19,22,41
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,12,2,7,4,19,6,25
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,2,1,3,4
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,1,0,0,4,1,5
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,0,4,1,6,7
CALACOTO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,3,2,3,2,5
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,0,0,1,0,1
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,20,6,1,0,21,6,27
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,7,0,0,5,7,12
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,4,2,5,2,9,11
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,5,1,1,6,6,12
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,35,57,22,18,57,75,132
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,9,0,0,3,9,12
CHACARILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,12,19,13,21,34
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,28,1,1,2,29,3,32
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,10,4,1,0,11,4,15
CHAYANTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,2,0,2,2
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,9,7,84,27,93,34,127
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,10,14,14,9,24,23,47
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,16,32,35,24,51,56,107
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,4,0,0,0,4,4
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,182,328,89,162,271,490,761
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,7,13,22,18,29,47
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,8,9,4,11,12,23
COLLANA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,2,0,0,2,2,4
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,10,0,0,5,10,15
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,21,2,14,6,35,41
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,6,5,4,9,10,19
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,4,0,0,0,4,4
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,4,0,0,2,4,6
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,9,16,0,0,9,16,25
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,7,11,40,11,47,22,69
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,147,8,0,0,147,8,155
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,11,12,1,12,12,24,36
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,231,406,1264,1122,1495,1528,3023
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,10,24,0,0,10,24,34
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,7,3,0,0,7,3,10
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,27,12,61,28,88,40,128
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,4,1,1,5,5,6,11
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,5,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,2,5,2,6,8
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,8,7,0,8,8,16
GAIOC JATUN AYLLU YURA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,3,0,0,1,3,4
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,3,4,18,5,21,26
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,4,57,0,58,4,62
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,3,3,4,3,7
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,29,15,41,61,70,76,146
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,14,16,0,0,14,16,30
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,2,5,4,5,6,11
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,0,0,1,2,3
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,2,2,3,4,5,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,10,17,11,18,29
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,5,3,5,6,10,9,19
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,0,0,1,0,1
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,3,9,0,0,3,9,12
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,29,29,18,29,47,58,105
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,259,462,394,513,653,975,1628
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,6,15,6,15,21
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,4,0,0,0,4,4
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,3,2,4,4,8
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,31,43,25,27,56,70,126
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,1,1,1,1,2
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,1,0,0,1,1,2
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,1,6,4,8,5,13
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,3,4,3,4,7
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,1,1,2,3,5
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,7,3,7,3,10
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,0,0,1,2,3
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,2,5,16,22,18,27,45
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,19,28,357,26,376,54,430
MOROCHATA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,2,1,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,1,6,6,6,7,13
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,4,14,5,14,19
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,4,3,4,3,7
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,37,88,354,197,391,285,676
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,0,0,0,1,0,1
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,3,0,0,1,3,4
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,1,2,2,2,3,4,7
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,6,8,15,13,21,21,42
PAMPA AULLAGAS,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,2,0,2,2
PAMPA GRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-11-01,12,14,0,0,12,14,26
