,group,variable,month,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO FUERA,17.28 COVID-19 DOSIS DE REFUERZO FUERA,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,4,2,4,6
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,0,2,7,4,7,11
PUERTO RICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,3,0,0,2,3,5
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,3,3,2,4,5,9
PUNA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,0,0,2,1,2,3
PUNATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,51,9,7,9,58,18,76
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,60,86,89,88,149,174,323
QUIRUSILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,3,3,13,18,16,21,37
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,0,2,0,2
ROBORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,10,21,0,1,10,22,32
SABAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,3,1,3,2,6,3,9
SACABA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,61,87,65,69,126,156,282
SACACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,0,0,0,1,1
SAIPINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,4,0,0,2,4,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,14,10,9,9,23,19,42
SAMAIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,4,18,20,17,24,35,59
SAN BENITO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,4,7,0,0,4,7,11
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,83,64,83,64,147
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,5,2,0,0,5,2,7
SAN JAVIER(STC),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,7,7,0,0,7,7,14
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,0,0,0,2,0,2
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,20,12,1,4,21,16,37
SAN LUCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,9,2,9,11
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,13,24,11,15,24,39,63
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,1,1,0,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,20,3,20,4,24
SAN PEDRO(PND),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,3,2,3,5
SAN RAMON BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,13,14,0,0,13,14,27
SAN RAMON SCZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,6,4,1,1,7,5,12
SANTA ANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,2,2,0,3,2,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,753,694,166,134,919,828,1747
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,2,0,0,2,2,4
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,4,6,11,11,15,17,32
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,0,1,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,44,26,44,26,70
SANTIVAÑES,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,5,1,5,2,7
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,0,2,0,2
SAPAHAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,1,0,1,0,1
SHINAOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,1,0,0,2,1,3
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,1,10,18,12,19,31
SORACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,2,0,0,1,2,3
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,191,240,27,40,218,280,498
TACOPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,3,2,3,5
TAPACARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,5,15,11,6,16,21,37
TARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,1,0,3,1,4,5
TARATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,5,3,2,1,7,4,11
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,91,63,10,11,101,74,175
TARVITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,1,1,1,1,2
TEOPONTE,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,1,0,1,0,1
TIAHUANACU,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,2,1,1,3,3,6
TINGUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,2,1,0,1,2,3
TIQUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,28,30,7,15,35,45,80
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,0,76,17,78,17,95
TOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,4,2,0,0,4,2,6
TOLATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,0,0,0,1,0,1
TOLEDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,7,2,7,9
TOMINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,0,0,1,2,1,3
TOTORA(CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,13,13,17,9,30,22,52
TOTORA(ORR),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,4,0,0,0,4,4
TRIGAL,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,1,0,1,1,2,3
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,17,83,12,22,29,105,134
TUPIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,18,20,20,24,38,44,82
TURCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,0,1,0,3,0,3
UMALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,0,1,2,2,2,4
UNCIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,1,2,5,4,6,10
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,1,0,0,2,1,3
URUBICHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,0,1,0,1,1
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,1,1,1,2,3
VACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,4,0,1,2,5,7
VALLEGRANDE,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,20,11,6,16,26,27,53
VIACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,4,2,103,4,107,6,113
VILA VILA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,0,2,0,2
VILLA MONTES,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,21,16,15,7,36,23,59
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,5,4,5,4,9
VILLA RIVERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,2,0,0,0,2,2
VILLA SERRANO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,25,35,13,20,38,55,93
VILLA TUNARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,5,15,2,17,7,24
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,1,0,2,0,3,3
VILLAZON,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,20,35,4,11,24,46,70
VINTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,7,7,14,15,21,22,43
VITICHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,1,0,1,0,1
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,21,24,5,7,26,31,57
YACUIBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,9,10,86,48,95,58,153
YAMPARAEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,2,1,2,1,4,5
YANACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,1,6,1,6,7
YOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,0,0,2,2,2,2,4
YOTALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,1,0,2,1,3,1,4
ZUDAÑEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-05-01,2,1,0,1,2,2,4
ACHACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,5,1,6,2,8
ACHOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,1,0,2,2
AIQUILE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,1,0,0,3,1,4
ALALAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,8,0,0,3,8,11
ALCALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,2,1,3,2,5
ALTO BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,5,0,0,3,5,8
ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,8,10,2,4,10,14,24
ANTEQUERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,1,0,1,1,2
ANZALDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,4,3,4,3,7
ARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,2,1,4,3,7
ARBIETO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,10,10,3,4,13,14,27
ARQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,4,1,5,4,9,13
ATOCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,1,11,23,14,24,38
AYATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,4,3,37,50,41,53,94
AZURDUY,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,1,0,2,1,3
BATALLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,0,41,30,46,30,76
BAURES,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
BELLA FLOR,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,5,24,6,25,31
BERMEJO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,9,12,4,7,13,19,32
BETANZOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,0,0,0,2,0,2
BOLIVAR,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,3,2,3,5
BOLPEBRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,4,3,4,6,8,14
BOYUIBE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,1,0,2,3,3,6
"CAIZA ""D""",otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,1,1,1,2
CAJUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,3,1,0,2,3,5
CALAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,3,0,0,0,3,3
CAMARGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,3,13,16,16,19,35
CAMIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,0,0,1,2,3
CAPINOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,3,29,20,35,23,58
CAQUIAVIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,0,0,0,2,0,2
CARACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,5,6,6,11,11,22
CARANAVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,3,1,2,1,5,6
CHACARILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
CHARAGUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
CHIMORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,42,64,68,25,110,89,199
CHIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
CHUMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,3,7,5,12,8,20
COBIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,9,9,7,15,16,31
COCAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,5,3,3,8,8,16
COCHABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,383,453,360,478,743,931,1674
COLCAPIRHUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,103,119,104,120,224
"COLCHA ""K""",otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,223,41,0,2,223,43,266
COLLANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,1,1,1,2
COLOMI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,0,4,2,6,2,8
COLQUECHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,2,0,2,2
COLQUIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,1,1,2,3
CONCEPCION,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,4,0,1,2,5,7
CORIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,1,0,0,2,1,3
CORO CORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,5,0,2,2,7,9
COROICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,3,0,0,2,3,5
CORQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,1,1,0,3,1,4
COTAGAITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,27,27,27,28,55
COTOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,5,1,7,4,12,16
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,10,1,10,11
CULPINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,4,4,0,0,4,4,8
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,3,3,3,6,6,12
CURVA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
DESAGUADERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,2,2,2,4
EL ALTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,111,60,90,81,201,141,342
EL CHORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,4,5,4,6,10
EL PUENTE(STC),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,10,13,23,16,33,49
EL PUENTE(TJA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,9,12,8,18,17,35
EL TORNO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,8,0,0,6,8,14
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,6,9,11,15,17,32
EUCALIPTUS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,0,2,0,2
FILADELFIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,3,1,3,1,6,7
GENERAL SAAVEDRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,0,0,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,2,2,2,4
GUANAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,0,0,2,2,4
GUAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,4,1,1,1,5,6
HUACARETA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,0,0,1,2,1,3
HUANUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,18,13,0,3,18,16,34
HUARINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
HUATAJATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
ICHOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,2,0,3,3
ICLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,4,5,6,6,10,16
INCAHUASI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,1,1,2,2,4
INGAVI (HUMAITA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,0,2,0,2
INQUISIVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,1,0,2,1,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,3,1,2,1,5,6
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,3,2,3,2,5
LA ASUNTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,1,0,0,3,1,4
LA GUARDIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,15,18,4,2,19,20,39
LA PAZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,286,425,274,273,560,698,1258
LAGUNILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
LAJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,3,4,3,5,8
LAS CARRERAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
LICOMA PAMPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,1,12,19,14,20,34
LLICA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,4,2,4,2,6
MACHARETI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,9,2,7,8,16,24
MAIRANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,4,3,12,4,16,20
MIZQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,1,6,10,9,11,20
MOCOMOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,0,2,0,2
MOJOCOYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,8,0,9,1,10
MONTEAGUDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,0,2,10,4,10,14
MONTERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,15,15,3,18,18,33,51
MOROCHATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,2,0,1,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,1,1,1,2
OCURI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,7,5,7,5,12
OKINAWA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,0,0,2,2,4
OMEREQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,66,102,66,102,168
ORURO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,86,128,25,54,111,182,293
PADILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,7,3,2,6,9,15
PALOS BLANCOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,4,2,3,2,7,4,11
PASORAPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,17,28,18,30,48
PATACAMAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,21,3,6,4,27,7,34
PAZÑA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,3,18,19,19,22,41
PELECHUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,1,1,1,4,2,6
POCONA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,2,2,3,2,5
POJO (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,6,6,6,7,13
POOPO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
PORCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
POROMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,3,2,0,4,3,7
PORONGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,4,4,0,0,4,4,8
PORTACHUELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,4,0,0,5,4,9
PORVENIR,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,8,9,17,29,25,38,63
POSTRER VALLE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,44,75,52,38,96,113,209
PUCARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,3,1,3,4
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,2,4,3,4,5,9
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,15,25,15,25,40
PUERTO PEREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,2,1,3,1,5,6
PUERTO RICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,1,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,7,5,1,6,8,11,19
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,3,4,1,5,4,9
PUNA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
PUNATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,16,9,5,10,21,19,40
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,59,77,94,150,153,227,380
QUIME,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,1,3,2,4,6
QUIRUSILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,3,1,0,2,3,5
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,2,3,4,6,6,12
RAVELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
ROBORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,4,1,1,2,5,7
RURRENABAQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,2,0,0,0,2,2
SABAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,11,0,27,0,38,0,38
SACABA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,36,45,42,37,78,82,160
SACABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,2,1,3,2,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
SAMAIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,6,4,7,6,13
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
SAN BENITO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,20,20,20,20,40
SAN IGNACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,11,2,5,3,16,5,21
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,4,1,0,0,4,1,5
SAN JAVIER(STC),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,2,1,1,7,3,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,3,0,0,2,3,5
SAN JULIAN,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,3,1,2,6,5,11
SAN LORENZO(PND),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
SAN LUCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,4,1,5,1,9,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,3,1,3,4
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,0,1,0,1
