,group,variable,month,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS FUERA,17.26 COVID-19 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PUERTO RICO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,0,1,0,1,1
PUERTO SILES,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,42,27,42,27,69
PUERTO SUAREZ,otras vacunaciones,covid-19 3ra dosis,2023-08-01,8,6,7,6,15,12,27
PUERTO VILLARROEL,otras vacunaciones,covid-19 3ra dosis,2023-08-01,21,44,76,49,97,93,190
PUNA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,9,10,11,28,20,38,58
PUNATA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,19,29,114,110,133,139,272
QUIABAYA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,3,2,3,2,5
QUILLACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,75,88,303,278,378,366,744
QUIME,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,8,12,8,13,21
QUIRUSILLAS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 3ra dosis,2023-08-01,13,13,20,16,33,29,62
RAVELO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,4,28,32,30,36,66
RIBERALTA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,13,34,0,0,13,34,47
ROBORE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,7,88,16,89,23,112
RURRENABAQUE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,90,5,90,6,96
SABAYA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,24,24,1,2,25,26,51
SACABA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,57,83,547,613,604,696,1300
SACABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,2,5,6,6,8,14
SACACA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,6,8,6,9,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,18,38,19,38,57
SAMAIPATA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,0,3,0,3,3
SAN AGUSTIN,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,0,0,1,0,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,4,5,1,1,5,6,11
SAN BENITO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,26,46,0,0,26,46,72
SAN BORJA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,20,29,19,20,39,49,88
SAN BUENA VENTURA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,5,3,6,3,9
SAN CARLOS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,0,0,1,0,1
SAN IGNACIO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,4,5,23,19,27,24,51
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,9,17,0,0,9,17,26
SAN JAVIER(STC),otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,2,3,3,3,6
SAN JOAQUIN,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,2,1,1,3,3,6
SAN LUCAS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,49,62,0,0,49,62,111
SAN MATIAS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,1,2,1,2,3
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,9,2,2,3,11,14
SAN PEDRO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,2,0,0,1,2,3
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,3,6,48,54,51,60,111
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,3,7,4,7,7,14
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,6,4,10,2,16,6,22
SAN PEDRO(PND),otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,5,4,5,4,9
SAN RAFAEL,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,4,0,0,2,4,6
SAN RAMON BENI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,2,26,27,27,29,56
SANTA ANA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,699,682,360,402,1059,1084,2143
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,4,1,1,1,5,2,7
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,16,13,11,14,27,27,54
SANTIAGO DE HUARI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,2,39,41,39,43,82
SANTIAGO DE HUATA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,2,2,3,4,5,9
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,0,1,0,1,1
SANTIVAÑES,otras vacunaciones,covid-19 3ra dosis,2023-08-01,4,6,2,1,6,7,13
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,9,7,9,8,17
SAPAHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,2,6,7,7,9,16
SENA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,2,4,2,4,6
SHINAOTA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,15,7,39,12,54,19,73
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 3ra dosis,2023-08-01,19,14,37,48,56,62,118
SICAYA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,22,27,23,30,45,57,102
SIPE SIPE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,33,43,215,239,248,282,530
SOPACHUY,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,4,0,0,1,4,5
SORACACHI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,10,13,32,37,42,50,92
SORATA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,3,7,6,15,9,22,31
SUCRE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,56,79,14,32,70,111,181
TACACHI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,1,2,1,2,3
TACACOMA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,3,4,17,11,20,15,35
TACOBAMBA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,0,49,46,51,46,97
TACOPAYA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,3,10,84,89,87,99,186
TAHUA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,2,0,2,1,3
TAPACARI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,57,75,87,94,144,169,313
TARACO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,14,11,4,3,18,14,32
TARATA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,2,23,16,24,18,42
TARIJA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,18,17,4,4,22,21,43
TARVITA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,4,3,4,5,8,13
TEOPONTE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,8,11,11,13,19,32
TIAHUANACU,otras vacunaciones,covid-19 3ra dosis,2023-08-01,4,10,3,1,7,11,18
TINGUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,4,6,27,32,31,38,69
TIPUANI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,2,64,58,65,60,125
TIQUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,8,7,62,64,70,71,141
TIRAQUE (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-08-01,24,48,41,59,65,107,172
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,3,12,14,13,17,30
TOCO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,11,22,15,15,26,37,63
TODOS SANTOS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,2,0,2,0,2
TOLATA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,1,3,1,3,4
TOLEDO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,29,27,18,12,47,39,86
TOMAVE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,12,18,18,26,30,44,74
TOMINA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,0,12,7,14,7,21
TORO TORO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,2,7,22,9,24,33
TOTORA(CBBA),otras vacunaciones,covid-19 3ra dosis,2023-08-01,20,26,42,67,62,93,155
TOTORA(ORR),otras vacunaciones,covid-19 3ra dosis,2023-08-01,9,6,6,10,15,16,31
TRIGAL,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,covid-19 3ra dosis,2023-08-01,5,6,3,2,8,8,16
TUPIZA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,8,17,49,42,57,59,116
TURCO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,118,97,6,9,124,106,230
UMALA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,9,7,1,1,10,8,18
UNCIA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,11,5,6,8,17,13,30
URUBICHA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,12,8,12,9,21
UYUNI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,21,10,3,1,24,11,35
VACAS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,7,16,2,17,9,33,42
VALLEGRANDE,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,5,2,8,4,13,17
VIACHA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,11,12,67,22,78,34,112
VILA VILA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,0,18,24,20,24,44
VILLA CHARCAS,otras vacunaciones,covid-19 3ra dosis,2023-08-01,3,2,0,0,3,2,5
VILLA MONTES,otras vacunaciones,covid-19 3ra dosis,2023-08-01,7,2,26,3,33,5,38
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,11,3,11,3,14
VILLA RIVERO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,16,25,23,22,39,47,86
VILLA TUNARI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,66,84,226,132,292,216,508
VILLAZON,otras vacunaciones,covid-19 3ra dosis,2023-08-01,2,8,18,24,20,32,52
VINTO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,83,100,40,50,123,150,273
VITICHI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,7,10,8,10,15,20,35
WALDO BALLIVIAN,otras vacunaciones,covid-19 3ra dosis,2023-08-01,6,7,0,0,6,7,13
WARNES,otras vacunaciones,covid-19 3ra dosis,2023-08-01,109,92,13,6,122,98,220
YACO,otras vacunaciones,covid-19 3ra dosis,2023-08-01,3,6,23,24,26,30,56
YACUIBA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,10,11,35,43,45,54,99
YAMPARAEZ,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,3,5,0,5,3,8
YANACACHI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,6,7,9,16,15,23,38
YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-08-01,7,13,0,2,7,15,22
YOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,10,16,10,17,27
YOTALA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,covid-19 3ra dosis,2023-08-01,1,0,1,0,2,0,2
ZUDAÑEZ,otras vacunaciones,covid-19 3ra dosis,2023-08-01,0,0,5,5,5,5,10
ACHACACHI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,8,47,62,52,70,122
ACHOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,5,8,11,14,16,30
AIQUILE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,12,16,9,34,21,50,71
ALALAY,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,0,3,6,6,6,12
ALTO BENI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,2,3,7,6,9,15
ANCORAIMES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,2,4,1,7,3,10
ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,20,19,11,16,31,35,66
ANTEQUERA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,19,17,20,17,37
ANZALDO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,23,19,24,19,43
APOLO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,0,4,19,7,19,26
ARANI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,4,42,36,49,40,89
ARBIETO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,35,67,144,193,179,260,439
ARQUE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,15,13,45,40,60,53,113
ATOCHA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,0,1,1,1,2
AUCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,2,0,0,0,2,2
AYATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,1,8,4,10,5,15
AYO AYO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,13,12,74,68,87,80,167
AZURDUY,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,0,0,1,0,1
BATALLAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,12,5,7,11,19,30
BAURES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,2,0,0,4,2,6
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,8,7,8,7,15
BELLA FLOR,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,22,4,22,4,26
BERMEJO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,0,1,1,3,1,4
BETANZOS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,3,0,0,1,3,4
BOLIVAR,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,8,15,21,22,29,51
BOLPEBRA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,4,0,4,1,5
CAIROMA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,5,37,35,42,40,82
"CAIZA ""D""",otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,3,0,0,0,3,3
CAJUATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,11,9,3,3,14,12,26
CALACOTO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,5,8,5,8,13
CALAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,3,5,0,7,3,10
CAMARGO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,0,3,2,5,2,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,3,0,0,1,3,4
CAPINOTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,40,39,39,49,79,88,167
CAQUIAVIRI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,54,59,9,12,63,71,134
CARANAVI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,42,26,27,17,69,43,112
CARIPUYO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,3,0,0,0,3,3
CATACORA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,1,0,1,0,1
CHALLAPATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,73,54,17,29,90,83,173
CHARAÑA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,3,4,3,4,7
CHAYANTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,18,17,180,136,198,153,351
CHIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,1,4,9,6,10,16
CHOQUE COTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,1,0,1,1,2
CHUA COCANI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,3,5,22,5,25,30
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 3ra dosis,2023-09-01,46,60,18,23,64,83,147
CHUMA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,5,19,22,26,27,53
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,1,0,1,1,2
CKOCHAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,2,4,5,6,7,13
CLIZA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,20,116,124,119,144,263
COBIJA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,7,8,12,12,19,31
COCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,53,73,64,96,117,169,286
COCHABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,274,441,1431,1393,1705,1834,3539
COIPASA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,0,0,0,1,1
COLCAPIRHUA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,12,336,361,345,373,718
"COLCHA ""K""",otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,2,0,0,2,2,4
COLLANA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,1,0,2,2,3,5
COLOMI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,38,37,37,43,75,80,155
COLQUENCHA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,14,11,24,20,38,58
COLQUIRI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,3,8,14,11,17,28
COMANCHE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,1,3,1,3,4
COMBAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,13,5,14,5,19
COPACABANA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,4,4,5,9,9,13,22
CORIPATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,9,26,23,33,32,65
CORO CORO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,2,38,15,40,17,57
COROICO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,14,8,9,5,23,13,36
CORQUE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,81,54,0,0,81,54,135
COTAGAITA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,2,3,3,3,6
COTOCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,10,11,7,16,17,27,44
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,5,5,5,5,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,2,22,21,22,23,45
CULPINA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,2,2,3,3,6
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,3,15,2,18,5,23
CURVA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,2,2,2,4
DESAGUADERO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,1,2,1,3
EL ALTO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,247,365,217,308,464,673,1137
EL CHORO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,4,4,5,5,9,14
EL PUENTE(TJA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,5,4,5,4,9
EL TORNO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,2,6,15,11,17,28
ENTRE RIOS CBBA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,80,49,113,106,193,155,348
ESCOMA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,1,2,1,3
ESMERALDA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,8,1,0,10,8,18
EUCALIPTUS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,8,21,0,30,8,38
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,0,2,2,4,2,6
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,2,22,17,23,19,42
GUANAY,otras vacunaciones,covid-19 3ra dosis,2023-09-01,6,6,31,28,37,34,71
GUAQUI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,8,16,0,0,8,16,24
GUAYARAMERIN,otras vacunaciones,covid-19 3ra dosis,2023-09-01,42,48,7,20,49,68,117
HUACARETA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,1,1,1,1,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,7,13,7,13,20
HUACHACALLA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,4,2,4,6
HUANUNI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,63,78,9,11,72,89,161
HUARINA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,6,9,17,10,23,33
HUATAJATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,3,2,3,2,5
HUAYLLAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,10,15,19,20,29,49
HUMANATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,1,0,0,1,1,2
ICHOCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,26,17,26,18,44
ICLA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,4,6,6,9,10,19
INCAHUASI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,8,7,13,10,21,31
INGAVI (HUMAITA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,0,2,0,2
INQUISIVI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,17,23,21,25,38,48,86
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,7,48,55,55,62,117
IXIAMAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,2,2,2,2,4
JESUS DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,5,41,44,44,49,93
LA ASUNTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,7,14,18,10,25,24,49
LA GUARDIA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,23,42,0,2,23,44,67
LA PAZ,otras vacunaciones,covid-19 3ra dosis,2023-09-01,370,643,750,590,1120,1233,2353
LA RIVERA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,4,2,4,2,6
LAJA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,33,31,36,26,69,57,126
LAS CARRERAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,10,5,10,6,16
LICOMA PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,4,6,3,9,7,16
LURIBAY,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,2,2,3,2,5
MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,2,0,0,2,2,4
MACHARETI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,10,8,32,41,42,49,91
MAGDALENA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,43,32,44,32,76
MALLA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,6,4,6,4,10
MIZQUE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,18,20,12,26,30,46,76
MOCOMOCO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,9,5,3,10,12,22
MONTEAGUDO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,6,4,6,4,10
MOROCHATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,10,13,46,71,56,84,140
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,5,3,5,3,8
NAZACARA DE PACAJES,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,5,2,5,2,7
OMEREQUE,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,0,5,8,5,8,13
ORURO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,166,168,141,133,307,301,608
PADILLA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,13,13,22,22,35,57
PAMPA AULLAGAS,otras vacunaciones,covid-19 3ra dosis,2023-09-01,13,18,3,4,16,22,38
PAPEL PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,2,1,0,2,2,4
PASORAPA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,2,9,13,9,15,24
PATACAMAYA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,17,22,5,4,22,26,48
PAZÑA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,0,42,24,43,24,67
PELECHUCO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,4,25,20,28,24,52
POCOATA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,7,14,17,16,24,40
POCONA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,9,6,65,49,74,55,129
POJO (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-09-01,23,27,21,23,44,50,94
POOPO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,1,7,3,9,4,13
PORONGO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,0,1,4,3,4,7
PORVENIR,otras vacunaciones,covid-19 3ra dosis,2023-09-01,1,2,3,1,4,3,7
POTOSI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,33,51,30,36,63,87,150
PUCARANI,otras vacunaciones,covid-19 3ra dosis,2023-09-01,3,3,10,16,13,19,32
PUERTO ACOSTA,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,7,9,5,14,12,26
PUERTO CARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,5,7,13,14,18,21,39
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 3ra dosis,2023-09-01,0,1,0,3,0,4,4
PUERTO PEREZ,otras vacunaciones,covid-19 3ra dosis,2023-09-01,2,3,1,7,3,10,13
PUERTO VILLARROEL,otras vacunaciones,covid-19 3ra dosis,2023-09-01,57,64,66,62,123,126,249
