,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-05-01,0,0,3,3,3,3,6
SANTIAGO DE HUATA,otras vacunaciones,sr,2023-05-01,3,2,1,0,4,2,6
SANTIVAÑES,otras vacunaciones,sr,2023-05-01,0,0,1,1,1,1,2
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2023-05-01,2,2,53,69,55,71,126
SAPAHAQUI,otras vacunaciones,sr,2023-05-01,1,1,7,8,8,9,17
SENA,otras vacunaciones,sr,2023-05-01,5,7,33,28,38,35,73
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-05-01,1,0,2,2,3,2,5
SIPE SIPE,otras vacunaciones,sr,2023-05-01,2,1,4,0,6,1,7
SOPACHUY,otras vacunaciones,sr,2023-05-01,0,0,6,8,6,8,14
SORATA,otras vacunaciones,sr,2023-05-01,5,1,29,27,34,28,62
SUCRE,otras vacunaciones,sr,2023-05-01,48,62,22,27,70,89,159
TACACOMA,otras vacunaciones,sr,2023-05-01,3,8,24,13,27,21,48
TACOPAYA,otras vacunaciones,sr,2023-05-01,0,3,1,0,1,3,4
TAHUA,otras vacunaciones,sr,2023-05-01,0,0,2,1,2,1,3
TAPACARI,otras vacunaciones,sr,2023-05-01,3,0,2,0,5,0,5
TARABUCO,otras vacunaciones,sr,2023-05-01,4,5,2,0,6,5,11
TARACO,otras vacunaciones,sr,2023-05-01,1,2,3,0,4,2,6
TARATA,otras vacunaciones,sr,2023-05-01,3,0,0,0,3,0,3
TARIJA,otras vacunaciones,sr,2023-05-01,7,21,130,145,137,166,303
TARVITA,otras vacunaciones,sr,2023-05-01,2,2,15,16,17,18,35
TEOPONTE,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
TIAHUANACU,otras vacunaciones,sr,2023-05-01,0,0,4,5,4,5,9
TIQUIPAYA,otras vacunaciones,sr,2023-05-01,3,1,0,0,3,1,4
TIRAQUE (CBBA),otras vacunaciones,sr,2023-05-01,1,2,1,6,2,8,10
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2023-05-01,2,5,6,1,8,6,14
TODOS SANTOS,otras vacunaciones,sr,2023-05-01,0,0,18,0,18,0,18
TOLEDO,otras vacunaciones,sr,2023-05-01,0,0,2,2,2,2,4
TOMAVE,otras vacunaciones,sr,2023-05-01,3,5,8,0,11,5,16
TOMINA,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
TOTORA(ORR),otras vacunaciones,sr,2023-05-01,1,1,1,1,2,2,4
TRINIDAD,otras vacunaciones,sr,2023-05-01,18,21,168,179,186,200,386
TUPIZA,otras vacunaciones,sr,2023-05-01,20,40,44,55,64,95,159
TURCO,otras vacunaciones,sr,2023-05-01,3,3,63,58,66,61,127
UMALA,otras vacunaciones,sr,2023-05-01,0,0,8,3,8,3,11
UNCIA,otras vacunaciones,sr,2023-05-01,1,1,7,1,8,2,10
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-05-01,0,1,6,29,6,30,36
URUBICHA,otras vacunaciones,sr,2023-05-01,0,0,19,27,19,27,46
UYUNI,otras vacunaciones,sr,2023-05-01,1,1,0,0,1,1,2
VACAS,otras vacunaciones,sr,2023-05-01,0,0,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,sr,2023-05-01,1,3,2,6,3,9,12
VIACHA,otras vacunaciones,sr,2023-05-01,2,4,113,110,115,114,229
VILLA CHARCAS,otras vacunaciones,sr,2023-05-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,sr,2023-05-01,11,25,42,29,53,54,107
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-05-01,0,0,4,4,4,4,8
VILLA SERRANO,otras vacunaciones,sr,2023-05-01,0,0,7,2,7,2,9
VILLA TUNARI,otras vacunaciones,sr,2023-05-01,22,16,1,4,23,20,43
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-05-01,7,3,1,0,8,3,11
VILLAZON,otras vacunaciones,sr,2023-05-01,4,8,10,19,14,27,41
VITICHI,otras vacunaciones,sr,2023-05-01,1,2,14,9,15,11,26
WALDO BALLIVIAN,otras vacunaciones,sr,2023-05-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,sr,2023-05-01,10,15,13,9,23,24,47
YACO,otras vacunaciones,sr,2023-05-01,1,2,3,5,4,7,11
YACUIBA,otras vacunaciones,sr,2023-05-01,13,14,86,89,99,103,202
YANACACHI,otras vacunaciones,sr,2023-05-01,1,2,2,6,3,8,11
YAPACANI,otras vacunaciones,sr,2023-05-01,1,2,10,10,11,12,23
YOCALLA,otras vacunaciones,sr,2023-05-01,0,0,0,3,0,3,3
YOTALA,otras vacunaciones,sr,2023-05-01,9,5,0,0,9,5,14
YUNCHARA,otras vacunaciones,sr,2023-05-01,1,3,7,11,8,14,22
ZUDAÑEZ,otras vacunaciones,sr,2023-05-01,0,0,0,2,0,2,2
ACACIO,otras vacunaciones,sr,2023-06-01,2,3,0,0,2,3,5
ACHACACHI,otras vacunaciones,sr,2023-06-01,1,0,11,13,12,13,25
ACHOCALLA,otras vacunaciones,sr,2023-06-01,0,2,5,3,5,5,10
AIQUILE,otras vacunaciones,sr,2023-06-01,0,1,7,2,7,3,10
ALCALA,otras vacunaciones,sr,2023-06-01,1,0,2,3,3,3,6
ALTO BENI,otras vacunaciones,sr,2023-06-01,0,0,4,13,4,13,17
ANCORAIMES,otras vacunaciones,sr,2023-06-01,1,0,14,11,15,11,26
ANDAMARCA,otras vacunaciones,sr,2023-06-01,1,2,1,2,2,4,6
ANTEQUERA,otras vacunaciones,sr,2023-06-01,1,0,3,0,4,0,4
ANZALDO,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,sr,2023-06-01,0,1,0,1,0,2,2
ARAMPAMPA,otras vacunaciones,sr,2023-06-01,7,10,3,3,10,13,23
ARANI,otras vacunaciones,sr,2023-06-01,0,0,5,6,5,6,11
ARBIETO,otras vacunaciones,sr,2023-06-01,2,2,19,9,21,11,32
ARQUE,otras vacunaciones,sr,2023-06-01,0,3,2,7,2,10,12
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-06-01,1,3,35,38,36,41,77
ATOCHA,otras vacunaciones,sr,2023-06-01,0,0,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-06-01,1,2,8,14,9,16,25
AZURDUY,otras vacunaciones,sr,2023-06-01,1,0,13,15,14,15,29
BATALLAS,otras vacunaciones,sr,2023-06-01,0,2,23,22,23,24,47
BAURES,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,sr,2023-06-01,0,0,1,3,1,3,4
BELLA FLOR,otras vacunaciones,sr,2023-06-01,0,0,2,3,2,3,5
BERMEJO,otras vacunaciones,sr,2023-06-01,9,8,20,22,29,30,59
BOLIVAR,otras vacunaciones,sr,2023-06-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,sr,2023-06-01,2,0,5,2,7,2,9
CABEZAS,otras vacunaciones,sr,2023-06-01,1,0,24,15,25,15,40
CAIROMA,otras vacunaciones,sr,2023-06-01,3,3,0,0,3,3,6
"CAIZA ""D""",otras vacunaciones,sr,2023-06-01,5,1,2,4,7,5,12
CAJUATA,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
CALAMARCA,otras vacunaciones,sr,2023-06-01,1,6,15,9,16,15,31
CAMARGO,otras vacunaciones,sr,2023-06-01,3,3,11,7,14,10,24
CAMIRI,otras vacunaciones,sr,2023-06-01,1,1,0,0,1,1,2
CAPINOTA,otras vacunaciones,sr,2023-06-01,0,0,3,8,3,8,11
CAQUIAVIRI,otras vacunaciones,sr,2023-06-01,0,1,0,1,0,2,2
CARACOLLO,otras vacunaciones,sr,2023-06-01,12,8,42,14,54,22,76
CARANAVI,otras vacunaciones,sr,2023-06-01,9,16,19,25,28,41,69
CARAPARI,otras vacunaciones,sr,2023-06-01,6,8,11,3,17,11,28
CARIPUYO,otras vacunaciones,sr,2023-06-01,4,1,1,1,5,2,7
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2023-06-01,0,0,9,12,9,12,21
CATACORA,otras vacunaciones,sr,2023-06-01,0,1,3,2,3,3,6
CHACARILLA,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,sr,2023-06-01,1,1,7,10,8,11,19
CHAQUI,otras vacunaciones,sr,2023-06-01,0,0,4,2,4,2,6
CHARAGUA,otras vacunaciones,sr,2023-06-01,0,0,17,6,17,6,23
CHIMORE,otras vacunaciones,sr,2023-06-01,10,3,34,34,44,37,81
CHIPAYA,otras vacunaciones,sr,2023-06-01,0,0,2,0,2,0,2
CHUA COCANI,otras vacunaciones,sr,2023-06-01,0,0,4,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-06-01,7,5,10,9,17,14,31
CHUMA,otras vacunaciones,sr,2023-06-01,0,0,2,0,2,0,2
CLIZA,otras vacunaciones,sr,2023-06-01,4,2,10,19,14,21,35
COBIJA,otras vacunaciones,sr,2023-06-01,8,4,8,7,16,11,27
COCAPATA,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,sr,2023-06-01,84,97,411,428,495,525,1020
COLCAPIRHUA,otras vacunaciones,sr,2023-06-01,3,1,24,26,27,27,54
"COLCHA ""K""",otras vacunaciones,sr,2023-06-01,3,6,5,6,8,12,20
COLLANA,otras vacunaciones,sr,2023-06-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,sr,2023-06-01,2,2,3,2,5,4,9
COLPA BELGICA,otras vacunaciones,sr,2023-06-01,2,4,12,10,14,14,28
COLQUECHACA,otras vacunaciones,sr,2023-06-01,2,1,1,0,3,1,4
COLQUENCHA,otras vacunaciones,sr,2023-06-01,1,2,6,7,7,9,16
COLQUIRI,otras vacunaciones,sr,2023-06-01,0,0,10,12,10,12,22
COMANCHE,otras vacunaciones,sr,2023-06-01,1,1,1,3,2,4,6
COMARAPA,otras vacunaciones,sr,2023-06-01,2,0,5,8,7,8,15
CONCEPCION,otras vacunaciones,sr,2023-06-01,7,0,0,2,7,2,9
COPACABANA,otras vacunaciones,sr,2023-06-01,1,0,22,21,23,21,44
CORIPATA,otras vacunaciones,sr,2023-06-01,5,5,40,19,45,24,69
CORO CORO,otras vacunaciones,sr,2023-06-01,0,1,1,0,1,1,2
COROICO,otras vacunaciones,sr,2023-06-01,18,9,18,10,36,19,55
CORQUE,otras vacunaciones,sr,2023-06-01,5,14,2,4,7,18,25
COTAGAITA,otras vacunaciones,sr,2023-06-01,1,1,1,0,2,1,3
COTOCA,otras vacunaciones,sr,2023-06-01,4,1,28,27,32,28,60
CUATRO CAÑADAS,otras vacunaciones,sr,2023-06-01,10,16,16,11,26,27,53
CUEVO,otras vacunaciones,sr,2023-06-01,0,2,0,0,0,2,2
CULPINA,otras vacunaciones,sr,2023-06-01,2,2,8,5,10,7,17
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-06-01,2,1,7,2,9,3,12
DESAGUADERO,otras vacunaciones,sr,2023-06-01,0,0,9,8,9,8,17
EL ALTO,otras vacunaciones,sr,2023-06-01,95,94,303,364,398,458,856
EL CHORO,otras vacunaciones,sr,2023-06-01,2,1,1,0,3,1,4
EL PUENTE(STC),otras vacunaciones,sr,2023-06-01,6,4,25,18,31,22,53
EL PUENTE(TJA),otras vacunaciones,sr,2023-06-01,3,3,15,11,18,14,32
EL TORNO,otras vacunaciones,sr,2023-06-01,2,1,6,6,8,7,15
EL VILLAR,otras vacunaciones,sr,2023-06-01,1,0,10,5,11,5,16
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-06-01,7,5,17,4,24,9,33
ENTRE RIOS CBBA,otras vacunaciones,sr,2023-06-01,2,2,22,30,24,32,56
ESCOMA,otras vacunaciones,sr,2023-06-01,0,0,3,3,3,3,6
ESMERALDA,otras vacunaciones,sr,2023-06-01,3,0,0,0,3,0,3
EUCALIPTUS,otras vacunaciones,sr,2023-06-01,2,6,1,3,3,9,12
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2023-06-01,1,0,10,7,11,7,18
FILADELFIA,otras vacunaciones,sr,2023-06-01,0,4,2,6,2,10,12
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-06-01,1,15,9,14,10,29,39
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-06-01,0,4,0,4,0,8,8
GUANAY,otras vacunaciones,sr,2023-06-01,0,3,1,1,1,4,5
GUAYARAMERIN,otras vacunaciones,sr,2023-06-01,3,0,16,25,19,25,44
GUTIERREZ,otras vacunaciones,sr,2023-06-01,4,5,8,10,12,15,27
HUACARAJE,otras vacunaciones,sr,2023-06-01,5,10,0,0,5,10,15
HUACARETA,otras vacunaciones,sr,2023-06-01,0,0,3,4,3,4,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,sr,2023-06-01,0,0,2,4,2,4,6
HUACHACALLA,otras vacunaciones,sr,2023-06-01,0,0,1,2,1,2,3
HUANUNI,otras vacunaciones,sr,2023-06-01,3,11,16,18,19,29,48
HUARINA,otras vacunaciones,sr,2023-06-01,1,1,2,0,3,1,4
HUATAJATA,otras vacunaciones,sr,2023-06-01,1,1,2,0,3,1,4
HUAYLLAMARCA,otras vacunaciones,sr,2023-06-01,1,1,1,0,2,1,3
HUMANATA,otras vacunaciones,sr,2023-06-01,0,0,14,8,14,8,22
ICHOCA,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,sr,2023-06-01,2,0,4,5,6,5,11
INGAVI (HUMAITA),otras vacunaciones,sr,2023-06-01,1,0,11,3,12,3,15
INQUISIVI,otras vacunaciones,sr,2023-06-01,0,0,1,1,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2023-06-01,6,0,24,14,30,14,44
IXIAMAS,otras vacunaciones,sr,2023-06-01,3,2,4,6,7,8,15
JESUS DE MACHACA,otras vacunaciones,sr,2023-06-01,0,1,2,1,2,2,4
LA ASUNTA,otras vacunaciones,sr,2023-06-01,9,6,29,19,38,25,63
LA GUARDIA,otras vacunaciones,sr,2023-06-01,4,18,12,11,16,29,45
LA PAZ,otras vacunaciones,sr,2023-06-01,113,127,141,101,254,228,482
LAGUNILLAS,otras vacunaciones,sr,2023-06-01,1,0,0,1,1,1,2
LAJA,otras vacunaciones,sr,2023-06-01,0,0,2,2,2,2,4
LAS CARRERAS,otras vacunaciones,sr,2023-06-01,2,3,7,4,9,7,16
LICOMA PAMPA,otras vacunaciones,sr,2023-06-01,1,0,2,0,3,0,3
LLALLAGUA,otras vacunaciones,sr,2023-06-01,2,3,6,13,8,16,24
LORETO,otras vacunaciones,sr,2023-06-01,1,0,2,3,3,3,6
LURIBAY,otras vacunaciones,sr,2023-06-01,4,5,0,1,4,6,10
MACHACAMARCA,otras vacunaciones,sr,2023-06-01,0,1,0,1,0,2,2
MACHARETI,otras vacunaciones,sr,2023-06-01,2,7,6,13,8,20,28
MAIRANA,otras vacunaciones,sr,2023-06-01,1,1,2,0,3,1,4
MALLA,otras vacunaciones,sr,2023-06-01,0,0,7,10,7,10,17
MAPIRI,otras vacunaciones,sr,2023-06-01,5,2,1,0,6,2,8
MINEROS,otras vacunaciones,sr,2023-06-01,3,3,15,10,18,13,31
MIZQUE,otras vacunaciones,sr,2023-06-01,0,1,1,3,1,4,5
MOCOMOCO,otras vacunaciones,sr,2023-06-01,1,0,4,2,5,2,7
MOJOCOYA,otras vacunaciones,sr,2023-06-01,1,0,8,6,9,6,15
MONTEAGUDO,otras vacunaciones,sr,2023-06-01,1,4,0,0,1,4,5
MONTERO,otras vacunaciones,sr,2023-06-01,2,8,29,24,31,32,63
MORO MORO,otras vacunaciones,sr,2023-06-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-06-01,0,0,22,24,22,24,46
NAZACARA DE PACAJES,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
OCURI,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,sr,2023-06-01,0,0,5,3,5,3,8
ORURO,otras vacunaciones,sr,2023-06-01,36,59,215,228,251,287,538
PADCAYA,otras vacunaciones,sr,2023-06-01,4,3,6,10,10,13,23
PADILLA,otras vacunaciones,sr,2023-06-01,1,1,0,1,1,2,3
PAILON,otras vacunaciones,sr,2023-06-01,7,8,47,47,54,55,109
PALOS BLANCOS,otras vacunaciones,sr,2023-06-01,7,6,59,49,66,55,121
PAMPA AULLAGAS,otras vacunaciones,sr,2023-06-01,0,0,1,3,1,3,4
PAMPA GRANDE,otras vacunaciones,sr,2023-06-01,5,2,0,0,5,2,7
PAPEL PAMPA,otras vacunaciones,sr,2023-06-01,1,0,1,0,2,0,2
PATACAMAYA,otras vacunaciones,sr,2023-06-01,5,3,53,49,58,52,110
PAZÑA,otras vacunaciones,sr,2023-06-01,0,0,0,2,0,2,2
PELECHUCO,otras vacunaciones,sr,2023-06-01,0,1,3,0,3,1,4
POCOATA,otras vacunaciones,sr,2023-06-01,0,1,9,12,9,13,22
POCONA,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
POJO (CBBA),otras vacunaciones,sr,2023-06-01,0,0,5,5,5,5,10
POOPO,otras vacunaciones,sr,2023-06-01,0,1,12,8,12,9,21
PORCO,otras vacunaciones,sr,2023-06-01,1,0,10,17,11,17,28
POROMA,otras vacunaciones,sr,2023-06-01,2,1,4,4,6,5,11
PORONGO,otras vacunaciones,sr,2023-06-01,0,1,10,8,10,9,19
PORTACHUELO,otras vacunaciones,sr,2023-06-01,5,4,3,6,8,10,18
PORVENIR,otras vacunaciones,sr,2023-06-01,1,0,11,8,12,8,20
POSTRER VALLE,otras vacunaciones,sr,2023-06-01,3,1,5,1,8,2,10
POTOSI,otras vacunaciones,sr,2023-06-01,68,135,70,65,138,200,338
PRESTO,otras vacunaciones,sr,2023-06-01,0,0,36,43,36,43,79
PUCARANI,otras vacunaciones,sr,2023-06-01,2,6,27,40,29,46,75
PUERTO ACOSTA,otras vacunaciones,sr,2023-06-01,0,0,3,2,3,2,5
PUERTO CARABUCO,otras vacunaciones,sr,2023-06-01,0,0,9,16,9,16,25
PUERTO PEREZ,otras vacunaciones,sr,2023-06-01,0,2,10,4,10,6,16
PUERTO QUIJARRO,otras vacunaciones,sr,2023-06-01,1,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,sr,2023-06-01,0,2,23,20,23,22,45
PUERTO SILES,otras vacunaciones,sr,2023-06-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,sr,2023-06-01,11,14,28,30,39,44,83
PUNA,otras vacunaciones,sr,2023-06-01,0,0,3,5,3,5,8
PUNATA,otras vacunaciones,sr,2023-06-01,0,1,1,4,1,5,6
QUILLACOLLO,otras vacunaciones,sr,2023-06-01,6,5,20,45,26,50,76
RAQAYPAMPA(ETA),otras vacunaciones,sr,2023-06-01,3,1,5,1,8,2,10
RAVELO,otras vacunaciones,sr,2023-06-01,2,1,4,11,6,12,18
REYES,otras vacunaciones,sr,2023-06-01,0,1,0,3,0,4,4
RIBERALTA,otras vacunaciones,sr,2023-06-01,4,1,182,14,186,15,201
ROBORE,otras vacunaciones,sr,2023-06-01,1,0,2,6,3,6,9
RURRENABAQUE,otras vacunaciones,sr,2023-06-01,0,1,16,17,16,18,34
SABAYA,otras vacunaciones,sr,2023-06-01,0,0,2,1,2,1,3
SACABA,otras vacunaciones,sr,2023-06-01,7,2,8,10,15,12,27
SACABAMBA,otras vacunaciones,sr,2023-06-01,0,0,7,1,7,1,8
SACACA,otras vacunaciones,sr,2023-06-01,0,0,4,6,4,6,10
SAIPINA,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-06-01,0,0,5,3,5,3,8
SAN ANDRES,otras vacunaciones,sr,2023-06-01,6,4,27,11,33,15,48
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-06-01,0,0,2,0,2,0,2
SAN BENITO,otras vacunaciones,sr,2023-06-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,sr,2023-06-01,24,21,44,41,68,62,130
SAN BUENA VENTURA,otras vacunaciones,sr,2023-06-01,0,0,1,5,1,5,6
SAN CARLOS,otras vacunaciones,sr,2023-06-01,4,4,9,6,13,10,23
SAN IGNACIO,otras vacunaciones,sr,2023-06-01,10,5,57,59,67,64,131
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-06-01,4,4,0,0,4,4,8
SAN JAVIER(BNI),otras vacunaciones,sr,2023-06-01,8,4,1,0,9,4,13
SAN JAVIER(STC),otras vacunaciones,sr,2023-06-01,2,4,8,9,10,13,23
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-06-01,1,1,9,10,10,11,21
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-06-01,0,0,1,0,1,0,1
SAN JULIAN,otras vacunaciones,sr,2023-06-01,14,24,19,32,33,56,89
SAN LORENZO(PND),otras vacunaciones,sr,2023-06-01,2,1,2,6,4,7,11
SAN LORENZO(TJA),otras vacunaciones,sr,2023-06-01,6,5,6,1,12,6,18
SAN LUCAS,otras vacunaciones,sr,2023-06-01,6,10,8,6,14,16,30
SAN MATIAS,otras vacunaciones,sr,2023-06-01,2,3,77,56,79,59,138
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-06-01,1,0,1,5,2,5,7
SAN PEDRO,otras vacunaciones,sr,2023-06-01,0,1,1,2,1,3,4
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2023-06-01,0,2,1,0,1,2,3
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-06-01,0,2,2,0,2,2,4
SAN RAMON BENI,otras vacunaciones,sr,2023-06-01,1,3,0,0,1,3,4
SAN RAMON SCZ,otras vacunaciones,sr,2023-06-01,3,0,6,14,9,14,23
SANTA ANA,otras vacunaciones,sr,2023-06-01,1,3,10,3,11,6,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-06-01,143,230,317,303,460,533,993
SANTA ROSA,otras vacunaciones,sr,2023-06-01,1,0,8,6,9,6,15
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-06-01,5,3,10,10,15,13,28
SANTIAGO DE CALLAPA,otras vacunaciones,sr,2023-06-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-06-01,0,1,13,7,13,8,21
SANTIAGO DE HUATA,otras vacunaciones,sr,2023-06-01,1,0,0,1,1,1,2
SANTIAGO DE MACHACA,otras vacunaciones,sr,2023-06-01,0,0,7,5,7,5,12
SANTIVAÑES,otras vacunaciones,sr,2023-06-01,2,1,3,1,5,2,7
SENA,otras vacunaciones,sr,2023-06-01,1,2,179,190,180,192,372
SHINAOTA,otras vacunaciones,sr,2023-06-01,0,0,6,4,6,4,10
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-06-01,2,1,10,13,12,14,26
SICAYA,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,sr,2023-06-01,3,3,24,30,27,33,60
SOPACHUY,otras vacunaciones,sr,2023-06-01,2,0,5,1,7,1,8
SORACACHI,otras vacunaciones,sr,2023-06-01,0,0,4,1,4,1,5
SORATA,otras vacunaciones,sr,2023-06-01,0,0,12,17,12,17,29
SUCRE,otras vacunaciones,sr,2023-06-01,35,54,169,232,204,286,490
TACACOMA,otras vacunaciones,sr,2023-06-01,1,0,3,2,4,2,6
TACOPAYA,otras vacunaciones,sr,2023-06-01,0,0,9,7,9,7,16
TAPACARI,otras vacunaciones,sr,2023-06-01,2,3,19,15,21,18,39
TARABUCO,otras vacunaciones,sr,2023-06-01,2,2,8,6,10,8,18
TARACO,otras vacunaciones,sr,2023-06-01,2,1,1,0,3,1,4
TARATA,otras vacunaciones,sr,2023-06-01,2,2,9,3,11,5,16
TARIJA,otras vacunaciones,sr,2023-06-01,14,44,62,48,76,92,168
TARVITA,otras vacunaciones,sr,2023-06-01,4,3,15,12,19,15,34
TIAHUANACU,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
TINGUIPAYA,otras vacunaciones,sr,2023-06-01,0,0,1,2,1,2,3
TIQUIPAYA,otras vacunaciones,sr,2023-06-01,4,11,56,33,60,44,104
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2023-06-01,1,2,6,6,7,8,15
TOCO,otras vacunaciones,sr,2023-06-01,1,2,0,2,1,4,5
TODOS SANTOS,otras vacunaciones,sr,2023-06-01,1,0,0,0,1,0,1
TOLATA,otras vacunaciones,sr,2023-06-01,1,2,6,5,7,7,14
TOMAVE,otras vacunaciones,sr,2023-06-01,2,1,3,1,5,2,7
TOMINA,otras vacunaciones,sr,2023-06-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,sr,2023-06-01,0,2,1,3,1,5,6
TOTORA(CBBA),otras vacunaciones,sr,2023-06-01,0,0,7,4,7,4,11
TOTORA(ORR),otras vacunaciones,sr,2023-06-01,1,0,2,0,3,0,3
TRINIDAD,otras vacunaciones,sr,2023-06-01,32,55,212,221,244,276,520
TUPIZA,otras vacunaciones,sr,2023-06-01,14,15,12,10,26,25,51
UMALA,otras vacunaciones,sr,2023-06-01,0,0,9,7,9,7,16
UNCIA,otras vacunaciones,sr,2023-06-01,4,5,0,3,4,8,12
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-06-01,9,11,34,32,43,43,86
URUBICHA,otras vacunaciones,sr,2023-06-01,0,0,4,5,4,5,9
UYUNI,otras vacunaciones,sr,2023-06-01,5,3,2,2,7,5,12
VACAS,otras vacunaciones,sr,2023-06-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,sr,2023-06-01,4,1,0,5,4,6,10
VIACHA,otras vacunaciones,sr,2023-06-01,0,0,28,24,28,24,52
VILLA CHARCAS,otras vacunaciones,sr,2023-06-01,0,0,4,1,4,1,5
VILLA MONTES,otras vacunaciones,sr,2023-06-01,6,5,27,34,33,39,72
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-06-01,0,0,7,5,7,5,12
VILLA RIVERO,otras vacunaciones,sr,2023-06-01,0,0,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,sr,2023-06-01,3,1,24,32,27,33,60
VILLA TUNARI,otras vacunaciones,sr,2023-06-01,6,4,4,9,10,13,23
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-06-01,7,5,31,30,38,35,73
VILLAZON,otras vacunaciones,sr,2023-06-01,4,15,38,31,42,46,88
VINTO,otras vacunaciones,sr,2023-06-01,4,4,35,32,39,36,75
VITICHI,otras vacunaciones,sr,2023-06-01,0,0,35,28,35,28,63
WARNES,otras vacunaciones,sr,2023-06-01,16,18,28,25,44,43,87
YACUIBA,otras vacunaciones,sr,2023-06-01,8,13,86,97,94,110,204
YANACACHI,otras vacunaciones,sr,2023-06-01,1,3,2,1,3,4,7
YAPACANI,otras vacunaciones,sr,2023-06-01,4,3,13,8,17,11,28
YOCALLA,otras vacunaciones,sr,2023-06-01,2,1,9,21,11,22,33
YOTALA,otras vacunaciones,sr,2023-06-01,5,1,3,3,8,4,12
