municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,24,24
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,30,30
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,24,24
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-10-01,12,12
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
BAURES,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
BELLA FLOR,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,95,95
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,31,31
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,34,34
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,12,12
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,14,14
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,140,140
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,18,18
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,20,20
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,14,14
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-10-01,34,34
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,19,19
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,36,36
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,378,378
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,28,28
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
COLLANA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,9,9
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,20,20
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,14,14
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,39,39
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,40,40
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,26,26
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,36,36
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,36,36
CUCHUMUELA (V. G. VILLARROEL),tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
CUEVO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,603,603
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,56,56
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,29,29
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,21,21
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-10-01,32,32
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,21,21
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
ICLA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,11,11
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,22,22
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,61,61
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,58,58
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,680,680
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
LAJA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,11,11
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,24,24
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,11,11
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
MINEROS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,21,21
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,23,23
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,46,46
MONTERO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,119,119
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,13,13
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
OCURI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,9,9
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,12,12
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
ORURO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,291,291
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,31,31
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,14,14
PAILON,tuberculosis,n de sintomaticos respiratorios,2008-10-01,25,25
PALCA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,33,33
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,12,12
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,18,18
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,77,77
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,22,22
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
PUERTO SILES,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,11,11
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-10-01,83,83
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,18,18
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,86,86
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,64,64
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,82,82
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,32,32
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,18,18
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,46,46
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2008-10-01,9,9
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2008-10-01,85,85
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,26,26
SAN MATIAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,12,12
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1147,1147
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,13,13
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
SENA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,4,4
SICAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,18,18
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2008-10-01,13,13
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
SORATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,39,39
SUCRE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,243,243
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,9,9
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
TAHUA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,12,12
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,56,56
TARACO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
TARATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
TARIJA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,171,171
TARVITA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,21,21
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,9,9
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,31,31
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,33,33
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,27,27
TOCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
TOLATA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,2,2
TOMINA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,22,22
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,10,10
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,8,8
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2008-10-01,85,85
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,24,24
TURCO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
UMALA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
UNCIA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
UYUNI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,36,36
VACAS,tuberculosis,n de sintomaticos respiratorios,2008-10-01,13,13
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2008-10-01,6,6
VIACHA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,60,60
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2008-10-01,54,54
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,17,17
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,162,162
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2008-10-01,32,32
VINTO,tuberculosis,n de sintomaticos respiratorios,2008-10-01,15,15
VITICHI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,3,3
WARNES,tuberculosis,n de sintomaticos respiratorios,2008-10-01,88,88
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,166,166
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,16,16
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,7,7
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-10-01,80,80
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,1,1
YOTALA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,11,11
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2008-10-01,5,5
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2008-10-01,19,19
ACACIO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,42,42
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
ALALAY,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
ALCALA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
APOLO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,16,16
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,20,20
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,32,32
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-11-01,11,11
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,48,48
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,14,14
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-11-01,13,13
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,14,14
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,132,132
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,10,10
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
CHACARILLA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,18,18
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,3,3
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,20,20
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,8,8
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,19,19
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-11-01,44,44
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,12,12
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,30,30
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,300,300
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,35,35
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,6,6
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,21,21
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-11-01,7,7
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,5,5
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2008-11-01,9,9
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,26,26
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,1,1
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-11-01,43,43
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-11-01,4,4
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,28,28
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-11-01,38,38
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2008-11-01,18,18
